GeographyCode,LC2112NI0001,LC2112NI0002,LC2112NI0003,LC2112NI0004,LC2112NI0005,LC2112NI0006,LC2112NI0007,LC2112NI0008,LC2112NI0009,LC2112NI0010,LC2112NI0011,LC2112NI0012
N06000001,92221,11712,69533,10976,44086,5490,32626,5970,48135,6222,36907,5006
N06000002,102531,48126,46821,7584,49107,22934,22001,4172,53424,25192,24820,3412
N06000003,111402,49025,48630,13747,54202,23312,23156,7734,57200,25713,25474,6013
N06000004,93986,75263,15645,3078,44532,35400,7432,1700,49454,39863,8213,1378
N06000005,90067,18362,63148,8557,43822,8779,30378,4665,46245,9583,32770,3892
N06000006,99673,41564,53097,5012,49241,20463,26019,2759,50432,21101,27078,2253
N06000007,102553,59159,40100,3294,51407,29672,19970,1765,51146,29487,20130,1529
N06000008,100807,75731,22193,2883,49076,36548,10914,1614,51731,39183,11279,1269
N06000009,101710,19346,73158,9206,50025,9325,35629,5071,51685,10021,37529,4135
N06000010,99155,66152,30522,2481,49602,32954,15264,1384,49553,33198,15258,1097
N06000011,112401,74591,34380,3430,55830,36898,17077,1855,56571,37693,17303,1575
N06000012,108207,30723,71446,6038,53259,15058,34939,3262,54948,15665,36507,2776
N06000013,89498,11269,66618,11611,43078,5196,31544,6338,46420,6073,35074,5273
N06000014,99238,31619,59349,8270,48594,15293,28780,4521,50644,16326,30569,3749
N06000015,108835,75384,29224,4227,54161,37163,14645,2353,54674,38221,14579,1874
N06000016,89370,15447,65353,8570,43722,7444,31618,4660,45648,8003,33735,3910
N06000017,118010,51919,58998,7093,58080,25443,28712,3925,59930,26476,30286,3168
N06000018,91199,61993,27502,1704,45499,30523,14064,912,45700,31470,13438,792
