GeographyCode,LC2401NI0001,LC2401NI0002,LC2401NI0003,LC2401NI0004,LC2401NI0005,LC2401NI0006,LC2401NI0007,LC2401NI0008,LC2401NI0009,LC2401NI0010,LC2401NI0011,LC2401NI0012,LC2401NI0013,LC2401NI0014,LC2401NI0015,LC2401NI0016,LC2401NI0017,LC2401NI0018,LC2401NI0019,LC2401NI0020,LC2401NI0021,LC2401NI0022,LC2401NI0023,LC2401NI0024,LC2401NI0025,LC2401NI0026,LC2401NI0027,LC2401NI0028
N06000001,91207,8712,57300,25076,16825,15399,25195,60698,4733,40581,17828,11656,11097,15384,16297,1445,10404,4531,3446,2427,4448,14212,2534,6315,2717,1723,1875,5363
N06000002,101489,41521,38155,16393,12180,9582,21813,60154,25969,22553,9694,6935,5924,11632,25478,9601,10351,4377,3673,2301,5526,15857,5951,5251,2322,1572,1357,4655
N06000003,108289,40787,37283,15169,12402,9712,30219,63047,26062,22696,9309,7519,5868,14289,14327,3119,7104,2906,2651,1547,4104,30915,11606,7483,2954,2232,2297,11826
N06000004,93176,67793,11411,4354,4844,2213,13972,54557,41706,5873,2205,2411,1257,6978,28438,19677,4110,1601,1901,608,4651,10181,6410,1428,548,532,348,2343
N06000005,87942,15239,53080,26804,13734,12542,19623,68271,11577,42347,21633,10886,9828,14347,8119,1233,4904,2310,1388,1206,1982,11552,2429,5829,2861,1460,1508,3294
N06000006,97681,37595,45808,22934,17276,5598,14278,70366,27483,33766,17862,11888,4016,9117,10349,3528,5111,2075,2607,429,1710,16966,6584,6931,2997,2781,1153,3451
N06000007,101557,53992,35990,6747,21144,8099,11575,76179,39506,29490,5801,17111,6578,7183,7573,4553,1830,231,1268,331,1190,17805,9933,4670,715,2765,1190,3202
N06000008,99430,67277,18856,8852,7557,2447,13297,61599,41371,13098,6561,4892,1645,7130,21025,15413,2778,1141,1326,311,2834,16806,10493,2980,1150,1339,491,3333
N06000009,100083,16474,62633,25296,23117,14220,20976,77424,12449,50391,20763,18386,11242,14584,10917,1522,6588,2553,2834,1201,2807,11742,2503,5654,1980,1897,1777,3585
N06000010,98502,61654,27096,11010,11024,5062,9752,77070,48997,21600,9229,8381,3990,6473,6408,3671,1947,595,1045,307,790,15024,8986,3549,1186,1598,765,2489
N06000011,111333,67259,29644,11720,11722,6202,14430,83683,49829,24382,9926,9431,5025,9472,9546,6291,1767,606,871,290,1488,18104,11139,3495,1188,1420,887,3470
N06000012,107293,27855,62977,39107,13037,10833,16461,80512,20772,48970,31376,9092,8502,10770,10197,2270,6071,3313,2014,744,1856,16584,4813,7936,4418,1931,1587,3835
N06000013,87868,9081,54131,26707,15713,11711,24656,68862,7006,43824,21792,12868,9164,18032,7214,498,4636,2344,1393,899,2080,11792,1577,5671,2571,1452,1648,4544
N06000014,98171,28392,50635,27844,12251,10540,19144,78220,22905,41651,23291,9726,8634,13664,7616,1743,4008,2078,1228,702,1865,12335,3744,4976,2475,1297,1204,3615
N06000015,107832,69256,24890,14122,6315,4453,13686,83913,54022,20645,12080,5114,3451,9246,6992,4881,1066,532,364,170,1045,16927,10353,3179,1510,837,832,3395
N06000016,88672,13381,55459,31242,13388,10829,19832,69037,9995,44651,25315,10617,8719,14391,8847,1290,5393,3024,1505,864,2164,10788,2096,5415,2903,1266,1246,3277
N06000017,117347,47376,51488,15287,23014,13187,18483,84454,32973,40180,12280,17639,10261,11301,11691,5040,4300,1087,2276,937,2351,21202,9363,7008,1920,3099,1989,4831
N06000018,90467,57182,24749,11290,10109,3350,8536,67067,42187,19490,9289,7519,2682,5390,8678,5827,1765,661,910,194,1086,14722,9168,3494,1340,1680,474,2060
