GeographyCode,LC2302NI0001,LC2302NI0002,LC2302NI0003,LC2302NI0004,LC2302NI0005,LC2302NI0006,LC2302NI0007,LC2302NI0008,LC2302NI0009,LC2302NI0010,LC2302NI0011,LC2302NI0012,LC2302NI0013,LC2302NI0014,LC2302NI0015,LC2302NI0016
N06000001,92221,11712,69533,10976,41080,6267,28737,6076,30361,3667,23308,3386,20780,1778,17488,1514
N06000002,102531,48126,46821,7584,43402,22706,16766,3930,31676,14143,15104,2429,27453,11277,14951,1225
N06000003,111402,49025,48630,13747,57726,29073,21043,7610,34529,14046,16078,4405,19147,5906,11509,1732
N06000004,93986,75263,15645,3078,41706,34126,5949,1631,26430,20699,4814,917,25850,20438,4882,530
N06000005,90067,18362,63148,8557,41772,9244,27787,4741,30421,5793,21924,2704,17874,3325,13437,1112
N06000006,99673,41564,53097,5012,47094,20896,23493,2705,32858,12983,18280,1595,19721,7685,11324,712
N06000007,102553,59159,40100,3294,50416,30404,18344,1668,32894,18286,13450,1158,19243,10469,8306,468
N06000008,100807,75731,22193,2883,48639,37319,9710,1610,29642,21531,7258,853,22526,16881,5225,420
N06000009,101710,19346,73158,9206,50280,10601,34306,5373,33115,5852,24490,2773,18315,2893,14362,1060
N06000010,99155,66152,30522,2481,48604,34074,13233,1297,30687,19686,10201,800,19864,12392,7088,384
N06000011,112401,74591,34380,3430,56544,38227,16435,1882,33933,21723,11084,1126,21924,14641,6861,422
N06000012,108207,30723,71446,6038,50740,15562,31956,3222,36548,9950,24612,1986,20919,5211,14878,830
N06000013,89498,11269,66618,11611,42248,6036,29505,6707,30625,3590,23429,3606,16625,1643,13684,1298
N06000014,99238,31619,59349,8270,48918,17153,26874,4891,32917,9741,20682,2494,17403,4725,11793,885
N06000015,108835,75384,29224,4227,55143,39004,13798,2341,33557,22630,9617,1310,20135,13750,5809,576
N06000016,89370,15447,65353,8570,41231,7702,28711,4818,30362,4900,22828,2634,17777,2845,13814,1118
N06000017,118010,51919,58998,7093,55811,25385,26602,3824,37616,15879,19467,2270,24583,10655,12929,999
N06000018,91199,61993,27502,1704,42833,30181,11811,841,27445,17874,9030,541,20921,13938,6661,322
