GeographyCode,LC6601NI0001,LC6601NI0002,LC6601NI0003,LC6601NI0004,LC6601NI0005,LC6601NI0006,LC6601NI0007,LC6601NI0008,LC6601NI0009,LC6601NI0010,LC6601NI0011,LC6601NI0012,LC6601NI0013,LC6601NI0014,LC6601NI0015,LC6601NI0016,LC6601NI0017,LC6601NI0018,LC6601NI0019,LC6601NI0020,LC6601NI0021,LC6601NI0022,LC6601NI0023,LC6601NI0024
N06000001,67039,11108,55931,42630,7757,34873,11829,2402,9427,30801,5355,25446,24409,3351,21058,9484,1403,8081,3444,854,2590,11481,1094,10387
N06000002,73558,9180,64378,40396,6093,34303,12955,2010,10945,27441,4083,23358,33162,3087,30075,9709,936,8773,4520,788,3732,18933,1363,17570
N06000003,86086,18071,68015,55372,11972,43400,16096,4281,11815,39276,7691,31585,30714,6099,24615,8844,1614,7230,9655,3008,6647,12215,1477,10738
N06000004,67002,7119,59883,33464,4534,28930,12407,1625,10782,21057,2909,18148,33538,2585,30953,7479,557,6922,5348,843,4505,20711,1185,19526
N06000005,66012,10743,55269,41541,7066,34475,12034,2467,9567,29507,4599,24908,24471,3677,20794,9762,1525,8237,4550,1121,3429,10159,1031,9128
N06000006,72822,11674,61148,41416,7368,34048,12705,2637,10068,28711,4731,23980,31406,4306,27100,10014,1529,8485,5788,1366,4422,15604,1411,14193
N06000007,73713,12349,61364,46305,8496,37809,12574,2595,9979,33731,5901,27830,27408,3853,23555,8696,1345,7351,4748,1071,3677,13964,1437,12527
N06000008,73474,10330,63144,37685,6139,31546,12593,2186,10407,25092,3953,21139,35789,4191,31598,8787,1033,7754,6519,1472,5047,20483,1686,18797
N06000009,73686,12463,61223,48661,8496,40165,13196,2667,10529,35465,5829,29636,25025,3967,21058,10496,1740,8756,4117,1040,3077,10412,1187,9225
N06000010,70671,10139,60532,42894,6842,36052,11645,2075,9570,31249,4767,26482,27777,3297,24480,7595,933,6662,5501,1109,4392,14681,1255,13426
N06000011,80362,12170,68192,47887,8313,39574,13905,2646,11259,33982,5667,28315,32475,3857,28618,9323,1222,8101,5520,1132,4388,17632,1503,16129
N06000012,78306,12203,66103,48624,8276,40348,13312,2566,10746,35312,5710,29602,29682,3927,25755,11005,1472,9533,4710,1080,3630,13967,1375,12592
N06000013,65480,11736,53744,41565,7431,34134,12099,2505,9594,29466,4926,24540,23915,4305,19610,11442,2138,9304,3419,931,2488,9054,1236,7818
N06000014,71856,10768,61088,48258,7640,40618,13112,2355,10757,35146,5285,29861,23598,3128,20470,9259,1289,7970,3869,839,3030,10470,1000,9470
N06000015,77403,12969,64434,47692,8730,38962,13690,2835,10855,34002,5895,28107,29711,4239,25472,9150,1472,7678,5151,1181,3970,15410,1586,13824
N06000016,65507,10349,55158,41427,7022,34405,12019,2324,9695,29408,4698,24710,24080,3327,20753,10425,1511,8914,3620,833,2787,10035,983,9052
N06000017,85110,11908,73202,52770,8096,44674,14479,2519,11960,38291,5577,32714,32340,3812,28528,10725,1462,9263,5156,1039,4117,16459,1311,15148
N06000018,65333,10234,55099,36676,6791,29885,10071,2085,7986,26605,4706,21899,28657,3443,25214,7821,970,6851,4831,1153,3678,16005,1320,14685
