GeographyCode,LC2202NI0001,LC2202NI0002,LC2202NI0003,LC2202NI0004,LC2202NI0005,LC2202NI0006,LC2202NI0007,LC2202NI0008,LC2202NI0009,LC2202NI0010,LC2202NI0011,LC2202NI0012,LC2202NI0013,LC2202NI0014,LC2202NI0015,LC2202NI0016,LC2202NI0017,LC2202NI0018,LC2202NI0019,LC2202NI0020
N06000001,92221,8783,57976,25462,17570,81562,6396,54132,21034,14606,5328,658,2734,1936,1549,5331,1729,1110,2492,1415
N06000002,102531,41872,38718,21941,11426,93058,38169,36471,18418,9329,4882,1832,1541,1509,1112,4591,1871,706,2014,985
N06000003,111402,41803,38701,30898,19922,91768,35537,34964,21267,14096,9079,3280,2336,3463,2707,10555,2986,1401,6168,3119
N06000004,93986,68246,11589,14151,4187,88307,64907,10850,12550,3382,3328,2212,450,666,439,2351,1127,289,935,366
N06000005,90067,15925,54120,20022,13893,81529,14121,50655,16753,11501,5808,1166,2672,1970,1579,2730,638,793,1299,813
N06000006,99673,38264,46777,14632,8420,89728,34508,43592,11628,6332,6758,2333,2532,1893,1471,3187,1423,653,1111,617
N06000007,102553,54435,36400,11718,4849,85330,44150,33215,7965,2959,9758,5617,2545,1596,1031,7465,4668,640,2157,859
N06000008,100807,68042,19195,13570,4655,89038,61093,17068,10877,3283,8755,5503,1729,1523,929,3014,1446,398,1170,443
N06000009,101710,16776,63571,21363,14695,89848,14189,58620,17039,11463,7577,1168,3740,2669,2224,4285,1419,1211,1655,1008
N06000010,99155,61964,27359,9832,3771,91033,56987,26276,7770,2710,4094,2609,771,714,493,4028,2368,312,1348,568
N06000011,112401,67807,30048,14546,4916,97462,58277,27998,11187,3334,8886,5956,1469,1461,814,6053,3574,581,1898,768
N06000012,108207,28020,63625,16562,9430,98710,24836,60328,13546,7500,5519,1472,2387,1660,1286,3978,1712,910,1356,644
N06000013,89498,9239,55120,25139,18754,77207,7322,49788,20097,14822,8773,1126,4171,3476,2911,3518,791,1161,1566,1021
N06000014,99238,28618,51233,19387,12946,89166,25506,47815,15845,10361,6202,1498,2647,2057,1704,3870,1614,771,1485,881
N06000015,108835,69673,25254,13908,6663,97646,63514,23217,10915,4754,7586,4298,1551,1737,1260,3603,1861,486,1256,649
N06000016,89370,13496,55969,19905,14100,81514,12100,52522,16892,11812,5365,763,2700,1902,1561,2491,633,747,1111,727
N06000017,118010,47557,51915,18538,10273,104371,41603,48598,14170,7620,6209,2113,2430,1666,1206,7430,3841,887,2702,1447
N06000018,91199,57513,24985,8701,2694,81576,51382,23215,6979,1787,6789,4361,1496,932,544,2834,1770,274,790,363
