GeographyCode,LC4411NI0001,LC4411NI0002,LC4411NI0003,LC4411NI0004,LC4411NI0005,LC4411NI0006,LC4411NI0007,LC4411NI0008,LC4411NI0009,LC4411NI0010,LC4411NI0011,LC4411NI0012,LC4411NI0013,LC4411NI0014,LC4411NI0015,LC4411NI0016,LC4411NI0017,LC4411NI0018,LC4411NI0019,LC4411NI0020
N06000001,40918,6419,13834,14015,6650,11675,637,2447,5325,3266,18343,2138,6681,6612,2912,10900,3644,4706,2078,472
N06000002,44601,5874,15044,16399,7284,18167,1157,4375,8245,4390,18577,2149,7266,6592,2570,7857,2568,3403,1562,324
N06000003,46630,8136,13098,15827,9569,13668,714,2093,6486,4375,19662,2696,6270,6701,3995,13300,4726,4735,2640,1199
N06000004,36580,3483,12278,16301,4518,16314,942,4019,8415,2938,14924,1237,5814,6454,1419,5342,1304,2445,1432,161
N06000005,36112,14114,9005,9309,3684,7406,834,1563,3211,1798,15268,4741,4379,4574,1574,13438,8539,3063,1524,312
N06000006,37981,18372,10179,6934,2496,7695,1558,2233,2599,1305,15892,6745,4995,3172,980,14394,10069,2951,1163,211
N06000007,37590,21581,9009,5385,1615,6117,1701,1841,1738,837,14910,7311,4396,2591,612,16563,12569,2772,1056,166
N06000008,38404,9091,12732,12506,4075,12489,1139,3331,5335,2684,16236,3211,6182,5611,1232,9679,4741,3219,1560,159
N06000009,39850,16738,10680,9178,3254,6304,826,1563,2476,1439,16387,4990,5199,4683,1515,17159,10922,3918,2019,300
N06000010,33690,19347,8215,5120,1008,4942,1452,1450,1514,526,12862,6105,3962,2456,339,15886,11790,2803,1150,143
N06000011,40538,19252,11781,7610,1895,7352,1436,2395,2538,983,16510,6421,5763,3611,715,16676,11395,3623,1461,197
N06000012,41458,20607,11576,6921,2354,7117,1495,2119,2210,1293,16982,7070,5590,3420,902,17359,12042,3867,1291,159
N06000013,37740,13676,11907,7710,4447,6614,753,1719,2226,1916,16306,4607,5720,3801,2178,14820,8316,4468,1683,353
N06000014,37715,15773,10409,9066,2467,6017,921,1325,2668,1103,15555,4907,4937,4572,1139,16143,9945,4147,1826,225
N06000015,39030,21263,9835,5863,2069,5987,1517,1808,1758,904,15385,6912,4723,2826,924,17658,12834,3304,1279,241
N06000016,35412,15144,9862,8160,2246,5631,888,1523,2251,969,14144,4526,4463,4096,1059,15637,9730,3876,1813,218
N06000017,45766,16879,13297,12891,2699,9658,1228,2479,4449,1502,19649,5568,6644,6396,1041,16459,10083,4174,2046,156
N06000018,33260,18559,7837,5703,1161,6506,1716,1912,2173,705,13424,6476,3892,2676,380,13330,10367,2033,854,76
