GeographyCode,LC4104NI0001,LC4104NI0002,LC4104NI0003,LC4104NI0004,LC4104NI0005,LC4104NI0006,LC4104NI0007,LC4104NI0008,LC4104NI0009,LC4104NI0010,LC4104NI0011,LC4104NI0012,LC4104NI0013,LC4104NI0014,LC4104NI0015,LC4104NI0016,LC4104NI0017,LC4104NI0018,LC4104NI0019,LC4104NI0020,LC4104NI0021,LC4104NI0022,LC4104NI0023,LC4104NI0024,LC4104NI0025,LC4104NI0026,LC4104NI0027,LC4104NI0028
N06000001,40918,11675,18343,10900,14342,6830,7236,276,23987,4106,10131,9750,12906,884,4583,7439,5339,2167,2478,694,5742,1055,3070,1617,2589,739,976,874
N06000002,44601,18167,18577,7857,15823,9709,5867,247,25389,7112,11406,6871,11461,1243,5030,5188,8815,4563,3558,694,5113,1306,2818,989,3389,1346,1304,739
N06000003,46630,13668,19662,13300,15710,7296,8012,402,23964,4057,9463,10444,13177,1010,4117,8050,4764,1869,2203,692,6023,1178,3143,1702,6956,2315,2187,2454
N06000004,36580,16314,14924,5342,10445,6857,3480,108,22415,7936,9944,4535,9161,1339,4388,3434,9917,5508,3756,653,3337,1089,1800,448,3720,1521,1500,699
N06000005,36112,7406,15268,13438,10210,4449,5414,347,24091,2619,9246,12226,14435,558,4177,9700,4784,1475,2446,863,4872,586,2623,1663,1811,338,608,865
N06000006,37981,7695,15892,14394,10031,4240,5356,435,25135,2906,9589,12640,15278,630,4575,10073,5086,1721,2435,930,4771,555,2579,1637,2815,549,947,1319
N06000007,37590,6117,14910,16563,9952,3731,5686,535,24582,1858,8196,14528,16011,449,3649,11913,4492,982,2357,1153,4079,427,2190,1462,3056,528,1028,1500
N06000008,38404,12489,16236,9679,10861,5950,4659,252,23884,5371,10202,8311,12502,967,4869,6666,7885,3717,3391,777,3497,687,1942,868,3659,1168,1375,1116
N06000009,39850,6304,16387,17159,10435,3759,6226,450,27348,2197,9500,15651,17151,466,4331,12354,4398,1166,2274,958,5799,565,2895,2339,2067,348,661,1058
N06000010,33690,4942,12862,15886,7457,2945,4085,427,23671,1635,7974,14062,15999,334,3934,11731,4363,978,2220,1165,3309,323,1820,1166,2562,362,803,1397
N06000011,40538,7352,16510,16676,10225,4139,5652,434,27267,2682,9735,14850,17116,559,4474,12083,6016,1598,3085,1333,4135,525,2176,1434,3046,531,1123,1392
N06000012,41458,7117,16982,17359,10676,4258,5944,474,28061,2438,10120,15503,17542,475,4535,12532,5079,1384,2552,1143,5440,579,3033,1828,2721,421,918,1382
N06000013,37740,6614,16306,14820,11356,4274,6662,420,24684,2054,9040,13590,14747,467,3867,10413,4030,1035,2178,817,5907,552,2995,2360,1700,286,604,810
N06000014,37715,6017,15555,16143,9129,3393,5344,392,26432,2300,9515,14617,16649,494,4395,11760,4806,1320,2535,951,4977,486,2585,1906,2154,324,696,1134
N06000015,39030,5987,15385,17658,9606,3678,5413,515,26754,1941,9120,15693,17323,392,4122,12809,5173,1150,2746,1277,4258,399,2252,1607,2670,368,852,1450
N06000016,35412,5631,14144,15637,9058,3386,5225,447,24549,1972,8324,14253,15365,408,3697,11260,4130,1056,2094,980,5054,508,2533,2013,1805,273,595,937
N06000017,45766,9658,19649,16459,12225,5430,6362,433,30781,3624,12202,14955,18436,727,5683,12026,6421,2078,3246,1097,5924,819,3273,1832,2760,604,1085,1071
N06000018,33260,6506,13424,13330,8873,3840,4645,388,22082,2212,7985,11885,14162,436,3836,9890,4732,1417,2335,980,3188,359,1814,1015,2305,454,794,1057
