GeographyCode,LC3302NI0001,LC3302NI0002,LC3302NI0003,LC3302NI0004,LC3302NI0005,LC3302NI0006,LC3302NI0007,LC3302NI0008,LC3302NI0009,LC3302NI0010,LC3302NI0011,LC3302NI0012,LC3302NI0013,LC3302NI0014,LC3302NI0015,LC3302NI0016
N06000001,92221,80613,6901,4707,11612,10425,367,820,8947,7326,795,826,71662,62862,5739,3061
N06000002,102531,89697,6378,6456,16769,15173,414,1182,10145,8367,708,1070,75617,66157,5256,4204
N06000003,111402,98788,8190,4424,10592,9462,362,768,8519,7092,800,627,92291,82234,7028,3029
N06000004,93986,81512,5491,6983,17109,15417,404,1288,8649,7083,581,985,68228,59012,4506,4710
N06000005,90067,78796,6832,4439,9718,8665,372,681,8336,6829,762,745,72013,63302,5698,3013
N06000006,99673,89174,5883,4616,10897,9972,290,635,8943,7556,658,729,79833,71646,4935,3252
N06000007,102553,91585,6257,4711,11054,10134,329,591,8812,7418,683,711,82687,74033,5245,3409
N06000008,100807,89335,5941,5531,14038,12821,361,856,8813,7358,633,822,77956,69156,4947,3853
N06000009,101710,89469,7587,4654,10032,8981,329,722,8622,7102,813,707,83056,73386,6445,3225
N06000010,99155,88395,6039,4721,11129,10202,323,604,8432,7127,599,706,79594,71066,5117,3411
N06000011,112401,99782,7007,5612,13329,12213,382,734,9194,7736,671,787,89878,79833,5954,4091
N06000012,108207,96172,6987,5048,11751,10717,363,671,9495,7956,726,813,86961,77499,5898,3564
N06000013,89498,77671,7616,4211,9169,8068,391,710,8312,6723,883,706,72017,62880,6342,2795
N06000014,99238,87416,7270,4552,9576,8582,358,636,8055,6573,738,744,81607,72261,6174,3172
N06000015,108835,95819,7351,5665,12096,10975,406,715,9135,7523,758,854,87604,77321,6187,4096
N06000016,89370,77450,7243,4677,9706,8662,377,667,8389,6737,885,767,71275,62051,5981,3243
N06000017,118010,104144,7828,6038,14223,12729,489,1005,10125,8306,831,988,93662,83109,6508,4045
N06000018,91199,81065,5500,4634,12432,11553,284,595,8491,7133,602,756,70276,62379,4614,3283
