GeographyCode,LC2215NI0001,LC2215NI0002,LC2215NI0003,LC2215NI0004,LC2215NI0005,LC2215NI0006,LC2215NI0007,LC2215NI0008,LC2215NI0009,LC2215NI0010,LC2215NI0011,LC2215NI0012,LC2215NI0013,LC2215NI0014,LC2215NI0015
N06000001,92221,52710,6062,16180,17269,81562,48660,5193,15659,12050,10659,4050,869,521,5219
N06000002,102531,42080,27624,20098,12729,93058,39034,25832,19585,8607,9473,3046,1792,513,4122
N06000003,111402,38060,28282,22321,22739,91768,33230,24437,21362,12739,19634,4830,3845,959,10000
N06000004,93986,17038,53082,17375,6491,88307,15772,51047,17014,4474,5679,1266,2035,361,2017
N06000005,90067,51027,7081,17200,14759,81529,47219,6217,16731,11362,8538,3808,864,469,3397
N06000006,99673,44480,19581,22538,13074,89728,40774,17858,21911,9185,9945,3706,1723,627,3889
N06000007,102553,32914,32271,23149,14219,85330,29789,27072,21966,6503,17223,3125,5199,1183,7716
N06000008,100807,19562,52969,19555,8721,89038,16992,48008,18720,5318,11769,2570,4961,835,3403
N06000009,101710,57130,8567,18552,17461,89848,51963,7458,17948,12479,11862,5167,1109,604,4982
N06000010,99155,26041,38109,24795,10210,91033,24580,36096,24171,6186,8122,1461,2013,624,4024
N06000011,112401,28164,47896,23684,12657,97462,25811,42308,22666,6677,14939,2353,5588,1018,5980
N06000012,108207,58182,13278,21012,15735,98710,54737,12276,20466,11231,9497,3445,1002,546,4504
N06000013,89498,50685,4392,16925,17496,77207,44760,3427,16227,12793,12291,5925,965,698,4703
N06000014,99238,49603,14112,20050,15473,89166,45459,13090,19515,11102,10072,4144,1022,535,4371
N06000015,108835,29587,39024,28758,11466,97646,26607,35836,27935,7268,11189,2980,3188,823,4198
N06000016,89370,51371,5925,17220,14854,81514,47638,5290,16750,11836,7856,3733,635,470,3018
N06000017,118010,49784,25106,24940,18180,104371,45925,23452,24212,10782,13639,3859,1654,728,7398
N06000018,91199,23961,34121,24915,8202,81576,21961,30587,23970,5058,9623,2000,3534,945,3144
