GeographyCode,LC2601NI0001,LC2601NI0002,LC2601NI0003,LC2601NI0004,LC2601NI0005,LC2601NI0006,LC2601NI0007,LC2601NI0008,LC2601NI0009,LC2601NI0010,LC2601NI0011,LC2601NI0012,LC2601NI0013,LC2601NI0014,LC2601NI0015,LC2601NI0016,LC2601NI0017,LC2601NI0018,LC2601NI0019,LC2601NI0020,LC2601NI0021
N06000001,67039,58094,8945,45800,38841,6959,29663,24512,5151,16137,14329,1808,21239,19253,1986,7036,6117,919,14203,13136,1067
N06000002,73558,65772,7786,45602,39974,5628,29950,25903,4047,15652,14071,1581,27956,25798,2158,10680,9533,1147,17276,16265,1011
N06000003,86086,69090,16996,59911,47270,12641,42131,32184,9947,17780,15086,2694,26175,21820,4355,12814,9801,3013,13361,12019,1342
N06000004,67002,62291,4711,38843,35636,3207,26904,24528,2376,11939,11108,831,28159,26655,1504,11971,11221,750,16188,15434,754
N06000005,66012,58985,7027,44880,40113,4767,26886,24024,2862,17994,16089,1905,21132,18872,2260,7232,6264,968,13900,12608,1292
N06000006,72822,64775,8047,46103,40923,5180,28466,25142,3324,17637,15781,1856,26719,23852,2867,10645,9371,1274,16074,14481,1593
N06000007,73713,59756,13957,50082,40181,9901,31490,24719,6771,18592,15462,3130,23631,19575,4056,9180,7410,1770,14451,12165,2286
N06000008,73474,63777,9697,44206,38192,6014,29486,25612,3874,14720,12580,2140,29268,25585,3683,12526,11081,1445,16742,14504,2238
N06000009,73686,64095,9591,51554,44268,7286,31595,26695,4900,19959,17573,2386,22132,19827,2305,7475,6462,1013,14657,13365,1292
N06000010,70671,64095,6576,46574,41826,4748,31282,27759,3523,15292,14067,1225,24097,22269,1828,10249,9308,941,13848,12961,887
N06000011,80362,68020,12342,53125,44544,8581,34570,28667,5903,18555,15877,2678,27237,23476,3761,10890,9379,1511,16347,14097,2250
N06000012,78306,70608,7698,52676,47138,5538,32391,28650,3741,20285,18488,1797,25630,23470,2160,9166,8264,902,16464,15206,1258
N06000013,65480,55666,9814,44424,37308,7116,26025,21651,4374,18399,15657,2742,21056,18358,2698,6011,5029,982,15045,13329,1716
N06000014,71856,63478,8378,51300,44831,6469,32318,27818,4500,18982,17013,1969,20556,18647,1909,7117,6304,813,13439,12343,1096
N06000015,77403,68358,9045,51988,45755,6233,32720,28628,4092,19268,17127,2141,25415,22603,2812,10122,9006,1116,15293,13597,1696
N06000016,65507,59058,6449,44439,39915,4524,25882,23232,2650,18557,16683,1874,21068,19143,1925,6497,5854,643,14571,13289,1282
N06000017,85110,73914,11196,57344,49110,8234,37661,31679,5982,19683,17431,2252,27766,24804,2962,10480,9069,1411,17286,15735,1551
N06000018,65333,57614,7719,40916,36163,4753,26304,23192,3112,14612,12971,1641,24417,21451,2966,9865,8702,1163,14552,12749,1803
