ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS105NI0001","Count","HOUSEHOLDS","All households"
"KS105NI0002","Count","HOUSEHOLDS","One person household: Aged 65+ years"
"KS105NI0003","Count","HOUSEHOLDS","One person household: Other"
"KS105NI0004","Count","HOUSEHOLDS","One family and no other people: All aged 65+ years"
"KS105NI0005","Count","HOUSEHOLDS","One family and no other people: Married or in a registered same-sex civil partnership couple: No children"
"KS105NI0006","Count","HOUSEHOLDS","One family and no other people: Married or in a registered same-sex civil partnership couple: Dependent children"
"KS105NI0007","Count","HOUSEHOLDS","One family and no other people: Married or in a registered same-sex civil partnership couple: All children non-dependent"
"KS105NI0008","Count","HOUSEHOLDS","One family and no other people: Cohabiting couple: No children"
"KS105NI0009","Count","HOUSEHOLDS","One family and no other people: Cohabiting couple: Dependent children"
"KS105NI0010","Count","HOUSEHOLDS","One family and no other people: Cohabiting couple: All children non-dependent"
"KS105NI0011","Count","HOUSEHOLDS","One family and no other people: Lone parent: Dependent children"
"KS105NI0012","Count","HOUSEHOLDS","One family and no other people: Lone parent: All children non-dependent"
"KS105NI0013","Count","HOUSEHOLDS","Other household types: With dependent children"
"KS105NI0014","Count","HOUSEHOLDS","Other household types: All full-time students"
"KS105NI0015","Count","HOUSEHOLDS","Other household types: All aged 65+ years"
"KS105NI0016","Count","HOUSEHOLDS","Other household types: Other"
"KS105NI0017","Percentage","HOUSEHOLDS","One person household: Aged 65+ years"
"KS105NI0018","Percentage","HOUSEHOLDS","One person household: Other"
"KS105NI0019","Percentage","HOUSEHOLDS","One family and no other people: All aged 65+ years"
"KS105NI0020","Percentage","HOUSEHOLDS","One family and no other people: Married or in a registered same-sex civil partnership couple: No children"
"KS105NI0021","Percentage","HOUSEHOLDS","One family and no other people: Married or in a registered same-sex civil partnership couple: Dependent children"
"KS105NI0022","Percentage","HOUSEHOLDS","One family and no other people: Married or in a registered same-sex civil partnership couple: All children non-dependent"
"KS105NI0023","Percentage","HOUSEHOLDS","One family and no other people: Cohabiting couple: No children"
"KS105NI0024","Percentage","HOUSEHOLDS","One family and no other people: Cohabiting couple: Dependent children"
"KS105NI0025","Percentage","HOUSEHOLDS","One family and no other people: Cohabiting couple: All children non-dependent"
"KS105NI0026","Percentage","HOUSEHOLDS","One family and no other people: Lone parent: Dependent children"
"KS105NI0027","Percentage","HOUSEHOLDS","One family and no other people: Lone parent: All children non-dependent"
"KS105NI0028","Percentage","HOUSEHOLDS","Other household types: With dependent children"
"KS105NI0029","Percentage","HOUSEHOLDS","Other household types: All full-time students"
"KS105NI0030","Percentage","HOUSEHOLDS","Other household types: All aged 65+ years"
"KS105NI0031","Percentage","HOUSEHOLDS","Other household types: Other"
