ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS207NI0001","Count","PERSONS","All usual residents: Aged 3+ years"
"KS207NI0002","Count","PERSONS","Main language: English: Aged 3+ years"
"KS207NI0003","Count","PERSONS","Main language: Polish: Aged 3+ years"
"KS207NI0004","Count","PERSONS","Main language: Lithuanian: Aged 3+ years"
"KS207NI0005","Count","PERSONS","Main language: Irish (Gaelic): Aged 3+ years"
"KS207NI0006","Count","PERSONS","Main language: Portuguese: Aged 3+ years"
"KS207NI0007","Count","PERSONS","Main language: Slovak: Aged 3+ years"
"KS207NI0008","Count","PERSONS","Main language: Chinese: Aged 3+ years"
"KS207NI0009","Count","PERSONS","Main language: Tagalog/Filipino: Aged 3+ years"
"KS207NI0010","Count","PERSONS","Main language: Latvian: Aged 3+ years"
"KS207NI0011","Count","PERSONS","Main language: Russian: Aged 3+ years"
"KS207NI0012","Count","PERSONS","Main language: Malayalam: Aged 3+ years"
"KS207NI0013","Count","PERSONS","Main language: Hungarian: Aged 3+ years"
"KS207NI0014","Count","PERSONS","Main language: Other: Aged 3+ years"
"KS207NI0015","Percentage","PERSONS","Main language: English: Aged 3+ years"
"KS207NI0016","Percentage","PERSONS","Main language: Polish: Aged 3+ years"
"KS207NI0017","Percentage","PERSONS","Main language: Lithuanian: Aged 3+ years"
"KS207NI0018","Percentage","PERSONS","Main language: Irish (Gaelic): Aged 3+ years"
"KS207NI0019","Percentage","PERSONS","Main language: Portuguese: Aged 3+ years"
"KS207NI0020","Percentage","PERSONS","Main language: Slovak: Aged 3+ years"
"KS207NI0021","Percentage","PERSONS","Main language: Chinese: Aged 3+ years"
"KS207NI0022","Percentage","PERSONS","Main language: Tagalog/Filipino: Aged 3+ years"
"KS207NI0023","Percentage","PERSONS","Main language: Latvian: Aged 3+ years"
"KS207NI0024","Percentage","PERSONS","Main language: Russian: Aged 3+ years"
"KS207NI0025","Percentage","PERSONS","Main language: Malayalam: Aged 3+ years"
"KS207NI0026","Percentage","PERSONS","Main language: Hungarian: Aged 3+ years"
"KS207NI0027","Percentage","PERSONS","Main language: Other: Aged 3+ years"
