GeographyCode,KS208NI0001,KS208NI0002,KS208NI0003,KS208NI0004,KS208NI0005,KS208NI0006,KS208NI0007,KS208NI0008,KS208NI0009
95AA01S1,310,293,10,0,7,94.52,3.23,0,2.26
95AA01S2,624,612,9,0,3,98.08,1.44,0,0.48
95AA01S3,588,569,1,0,18,96.77,0.17,0,3.06
95AA02W1,839,807,9,0,23,96.19,1.07,0,2.74
95AA03W1,845,823,8,0,14,97.40,0.95,0,1.66
95AA04W1,1014,1006,6,0,2,99.21,0.59,0,0.20
95AA05W1,920,899,8,0,13,97.72,0.87,0,1.41
95AA06S1,710,696,8,1,5,98.03,1.13,0.14,0.70
95AA06S2,860,838,10,0,12,97.44,1.16,0,1.40
95AA07W1,820,798,7,0,15,97.32,0.85,0,1.83
95AA08W1,699,667,8,1,23,95.42,1.14,0.14,3.29
95AA09W1,943,899,15,7,22,95.33,1.59,0.74,2.33
95AA10W1,792,764,11,1,16,96.46,1.39,0.13,2.02
95AA11S1,1123,1037,18,2,66,92.34,1.60,0.18,5.88
95AA11S2,870,825,12,4,29,94.83,1.38,0.46,3.33
95AA12W1,971,970,0,1,0,99.90,0,0.10,0
95AA13S1,625,590,4,0,31,94.40,0.64,0,4.96
95AA13S2,614,589,6,1,18,95.93,0.98,0.16,2.93
95AA14W1,779,775,2,0,2,99.49,0.26,0,0.26
95AA15S1,1013,921,14,6,72,90.92,1.38,0.59,7.11
95AA15S2,582,520,9,7,46,89.35,1.55,1.20,7.90
95AA16W1,832,773,12,4,43,92.91,1.44,0.48,5.17
95AA17W1,855,825,8,4,18,96.49,0.94,0.47,2.11
95AA18W1,1004,983,12,1,8,97.91,1.20,0.10,0.80
95AA19W1,832,817,6,2,7,98.20,0.72,0.24,0.84
95BB01S1,548,542,5,0,1,98.91,0.91,0,0.18
95BB01S2,759,748,6,1,4,98.55,0.79,0.13,0.53
95BB02W1,1126,1106,8,1,11,98.22,0.71,0.09,0.98
95BB03S1,877,867,4,1,5,98.86,0.46,0.11,0.57
95BB03S2,899,889,7,1,2,98.89,0.78,0.11,0.22
95BB04S1,638,625,4,2,7,97.96,0.63,0.31,1.10
95BB04S2,669,663,3,1,2,99.10,0.45,0.15,0.30
95BB05S1,564,557,4,0,3,98.76,0.71,0,0.53
95BB05S2,754,749,3,1,1,99.34,0.40,0.13,0.13
95BB06W1,1518,1469,14,3,32,96.77,0.92,0.20,2.11
95BB07S1,819,794,10,3,12,96.95,1.22,0.37,1.47
95BB07S2,496,491,4,0,1,98.99,0.81,0,0.20
95BB08S1,589,581,3,0,5,98.64,0.51,0,0.85
95BB08S2,479,466,8,0,5,97.29,1.67,0,1.04
95BB09S1,561,547,9,1,4,97.50,1.60,0.18,0.71
95BB09S2,692,687,1,1,3,99.28,0.14,0.14,0.43
95BB10S1,874,852,6,1,15,97.48,0.69,0.11,1.72
95BB10S2,635,633,2,0,0,99.69,0.31,0,0
95BB11S1,621,614,4,1,2,98.87,0.64,0.16,0.32
95BB11S2,717,709,5,1,2,98.88,0.70,0.14,0.28
