ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS611NI0001","Count","PERSONS","All usual residents: Aged 16-74 years"
"KS611NI0002","Count","PERSONS","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations: Aged 16-74 years"
"KS611NI0003","Count","PERSONS","NS-SeC: 1.2 Higher professional occupations: Aged 16-74 years"
"KS611NI0004","Count","PERSONS","NS-SeC: 2. Lower managerial, administrative and professional occupations: Aged 16-74 years"
"KS611NI0005","Count","PERSONS","NS-SeC: 3. Intermediate occupations: Aged 16-74 years"
"KS611NI0006","Count","PERSONS","NS-SeC: 4. Small employers and own account workers: Aged 16-74 years"
"KS611NI0007","Count","PERSONS","NS-SeC: 5. Lower supervisory and technical occupations: Aged 16-74 years"
"KS611NI0008","Count","PERSONS","NS-SeC: 6. Semi-routine occupations: Aged 16-74 years"
"KS611NI0009","Count","PERSONS","NS-SeC: 7. Routine occupations: Aged 16-74 years"
"KS611NI0010","Count","PERSONS","NS-SeC: L14.1 Never worked: Aged 16-74 years"
"KS611NI0011","Count","PERSONS","NS-SeC: L14.2 Long-term unemployed: Aged 16-74 years"
"KS611NI0012","Count","PERSONS","NS-SeC: Not classified: Full-time students: Aged 16-74 years"
"KS611NI0013","Percentage","PERSONS","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations: Aged 16-74 years"
"KS611NI0014","Percentage","PERSONS","NS-SeC: 1.2 Higher professional occupations: Aged 16-74 years"
"KS611NI0015","Percentage","PERSONS","NS-SeC: 2. Lower managerial, administrative and professional occupations: Aged 16-74 years"
"KS611NI0016","Percentage","PERSONS","NS-SeC: 3. Intermediate occupations: Aged 16-74 years"
"KS611NI0017","Percentage","PERSONS","NS-SeC: 4. Small employers and own account workers: Aged 16-74 years"
"KS611NI0018","Percentage","PERSONS","NS-SeC: 5. Lower supervisory and technical occupations: Aged 16-74 years"
"KS611NI0019","Percentage","PERSONS","NS-SeC: 6. Semi-routine occupations: Aged 16-74 years"
"KS611NI0020","Percentage","PERSONS","NS-SeC: 7. Routine occupations: Aged 16-74 years"
"KS611NI0021","Percentage","PERSONS","NS-SeC: L14.1 Never worked: Aged 16-74 years"
"KS611NI0022","Percentage","PERSONS","NS-SeC: L14.2 Long-term unemployed: Aged 16-74 years"
"KS611NI0023","Percentage","PERSONS","NS-SeC: Not classified: Full-time students: Aged 16-74 years"
