GeographyCode,KS209NI0001,KS209NI0002,KS209NI0003,KS209NI0004,KS209NI0005,KS209NI0006,KS209NI0007,KS209NI0008,KS209NI0009,KS209NI0010,KS209NI0011,KS209NI0012,KS209NI0013,KS209NI0014,KS209NI0015
95AA01S1,1003,26,7,0,11,1,45,958,2.59,0.70,0,1.10,0.10,4.49,95.51
95AA01S2,1764,61,35,10,97,19,222,1542,3.46,1.98,0.57,5.50,1.08,12.59,87.41
95AA01S3,1435,28,7,3,21,3,62,1373,1.95,0.49,0.21,1.46,0.21,4.32,95.68
95AA02W1,1683,42,13,4,33,7,99,1584,2.50,0.77,0.24,1.96,0.42,5.88,94.12
95AA03W1,1736,26,8,3,17,6,60,1676,1.50,0.46,0.17,0.98,0.35,3.46,96.54
95AA04W1,2922,67,23,9,77,11,187,2735,2.29,0.79,0.31,2.64,0.38,6.40,93.60
95AA05W1,2586,161,58,13,153,38,423,2163,6.23,2.24,0.50,5.92,1.47,16.36,83.64
95AA06S1,1860,130,67,16,130,22,365,1495,6.99,3.60,0.86,6.99,1.18,19.62,80.38
95AA06S2,2561,162,70,26,175,37,470,2091,6.33,2.73,1.02,6.83,1.44,18.35,81.65
95AA07W1,2070,30,7,3,13,6,59,2011,1.45,0.34,0.14,0.63,0.29,2.85,97.15
95AA08W1,1616,53,12,4,28,7,104,1512,3.28,0.74,0.25,1.73,0.43,6.44,93.56
95AA09W1,2105,40,12,2,13,9,76,2029,1.90,0.57,0.10,0.62,0.43,3.61,96.39
95AA10W1,1884,40,11,3,33,6,93,1791,2.12,0.58,0.16,1.75,0.32,4.94,95.06
95AA11S1,2685,64,16,2,40,12,134,2551,2.38,0.60,0.07,1.49,0.45,4.99,95.01
95AA11S2,2424,77,18,4,58,10,167,2257,3.18,0.74,0.17,2.39,0.41,6.89,93.11
95AA12W1,2690,23,3,5,7,3,41,2649,0.86,0.11,0.19,0.26,0.11,1.52,98.48
95AA13S1,1660,88,26,7,77,23,221,1439,5.30,1.57,0.42,4.64,1.39,13.31,86.69
95AA13S2,1487,76,33,5,83,20,217,1270,5.11,2.22,0.34,5.58,1.34,14.59,85.41
95AA14W1,2275,89,32,9,60,19,209,2066,3.91,1.41,0.40,2.64,0.84,9.19,90.81
95AA15S1,2474,65,25,8,37,11,146,2328,2.63,1.01,0.32,1.50,0.44,5.90,94.10
95AA15S2,1432,33,12,12,20,11,88,1344,2.30,0.84,0.84,1.40,0.77,6.15,93.85
95AA16W1,1722,30,7,3,10,4,54,1668,1.74,0.41,0.17,0.58,0.23,3.14,96.86
95AA17W1,2044,52,15,6,29,15,117,1927,2.54,0.73,0.29,1.42,0.73,5.72,94.28
95AA18W1,2369,36,8,2,25,7,78,2291,1.52,0.34,0.08,1.06,0.30,3.29,96.71
95AA19W1,2555,238,73,22,157,56,546,2009,9.32,2.86,0.86,6.14,2.19,21.37,78.63
95BB01S1,1521,26,5,5,12,6,54,1467,1.71,0.33,0.33,0.79,0.39,3.55,96.45
95BB01S2,1964,26,14,0,14,4,58,1906,1.32,0.71,0,0.71,0.20,2.95,97.05
95BB02W1,2280,59,7,3,14,0,83,2197,2.59,0.31,0.13,0.61,0,3.64,96.36
