GeographyCode,KS801NI0001,KS801NI0002,KS801NI0003,KS801NI0004,KS801NI0005,KS801NI0006,KS801NI0007,KS801NI0008,KS801NI0009,KS801NI0010
95JJ09W1,1837,1672,38,24,103,0,91.02,2.07,1.31,5.61
95JJ10W1,2632,2501,39,35,57,2,95.02,1.48,1.33,2.17
95JJ11S1,1624,1503,24,28,69,5,92.55,1.48,1.72,4.25
95JJ11S2,1670,1511,21,39,99,0,90.48,1.26,2.34,5.93
95JJ12W1,2469,2340,36,22,71,8,94.78,1.46,0.89,2.88
95JJ13S1,1884,1749,26,37,72,0,92.83,1.38,1.96,3.82
95JJ13S2,1535,1409,30,24,72,1,91.79,1.95,1.56,4.69
95JJ14W1,2157,2037,47,19,54,0,94.44,2.18,0.88,2.50
95JJ15W1,1542,1356,44,31,111,7,87.94,2.85,2.01,7.20
95JJ16W1,1534,1372,38,36,88,12,89.44,2.48,2.35,5.74
95JJ17W1,2274,2150,43,21,60,0,94.55,1.89,0.92,2.64
95JJ18W1,1725,1552,42,37,94,4,89.97,2.43,2.14,5.45
95JJ19S1,1481,1320,39,27,95,11,89.13,2.63,1.82,6.41
95JJ19S2,1046,958,34,10,44,13,91.59,3.25,0.96,4.21
95JJ20S1,1922,1766,30,46,80,0,91.88,1.56,2.39,4.16
95JJ20S2,1764,1643,19,24,78,0,93.14,1.08,1.36,4.42
95JJ21W1,2434,2288,33,34,79,127,94.00,1.36,1.40,3.25
95JJ22W1,2397,2196,35,40,126,1,91.61,1.46,1.67,5.26
95KK01W1,2464,2383,12,20,49,0,96.71,0.49,0.81,1.99
95KK02W1,1933,1858,28,12,35,0,96.12,1.45,0.62,1.81
95KK03W1,2222,2138,32,16,36,1,96.22,1.44,0.72,1.62
95KK04W1,2309,2201,25,17,66,3,95.32,1.08,0.74,2.86
95KK05W1,2488,2405,34,13,36,1,96.66,1.37,0.52,1.45
95KK06W1,1663,1579,22,14,48,3,94.95,1.32,0.84,2.89
95KK07W1,1970,1901,24,13,32,0,96.50,1.22,0.66,1.62
95KK08W1,2430,2313,25,26,66,1,95.19,1.03,1.07,2.72
95KK09W1,1711,1607,38,12,54,1,93.92,2.22,0.70,3.16
95KK10W1,2098,2020,22,14,42,0,96.28,1.05,0.67,2.00
95KK11W1,2102,2023,22,16,41,1,96.24,1.05,0.76,1.95
95KK12W1,2112,1997,40,27,48,2,94.55,1.89,1.28,2.27
95KK13W1,1723,1646,24,5,48,0,95.53,1.39,0.29,2.79
95KK14W1,1937,1841,31,13,52,0,95.04,1.60,0.67,2.68
95KK15W1,2810,2697,39,26,48,0,95.98,1.39,0.93,1.71
95KK16W1,1872,1747,36,21,68,1,93.32,1.92,1.12,3.63
95LL01S1,2343,2231,36,17,59,0,95.22,1.54,0.73,2.52
95LL01S2,2296,2197,28,25,46,1,95.69,1.22,1.09,2.00
95LL02S1,1405,1350,18,14,23,0,96.09,1.28,1.00,1.64
95LL02S2,883,826,13,10,34,18,93.54,1.47,1.13,3.85
95LL03W1,2106,1998,26,21,61,1,94.87,1.23,1.00,2.90
95LL04W1,2672,2549,44,30,49,3,95.40,1.65,1.12,1.83
95LL05S1,2173,2052,19,19,83,2,94.43,0.87,0.87,3.82
95LL05S2,1575,1499,17,11,48,0,95.17,1.08,0.70,3.05
95LL06S1,1425,1365,20,19,21,0,95.79,1.40,1.33,1.47
95LL06S2,1488,1407,22,23,36,2,94.56,1.48,1.55,2.42
95LL07W1,1757,1652,36,16,53,1,94.02,2.05,0.91,3.02
95LL08S1,1279,1233,13,14,19,5,96.40,1.02,1.09,1.49
95LL08S2,1216,1157,16,14,29,17,95.15,1.32,1.15,2.38
95LL09S1,1270,1207,18,14,31,2,95.04,1.42,1.10,2.44
95LL09S2,1503,1415,16,20,52,1,94.15,1.06,1.33,3.46
95LL10S1,2879,2727,30,38,84,0,94.72,1.04,1.32,2.92
95LL10S2,2230,2114,48,17,51,1,94.80,2.15,0.76,2.29
95LL11S1,1425,1355,22,20,28,1,95.09,1.54,1.40,1.96
95LL11S2,2281,2159,27,31,64,4,94.65,1.18,1.36,2.81
95LL12S1,2539,2414,28,38,59,1,95.08,1.10,1.50,2.32
95LL12S2,1138,1097,13,2,26,0,96.40,1.14,0.18,2.28
95LL13S1,1056,978,22,17,39,5,92.61,2.08,1.61,3.69
95LL13S2,1133,1065,10,14,44,0,94.00,0.88,1.24,3.88
95LL14S1,1171,1130,16,4,21,1,96.50,1.37,0.34,1.79
95LL14S2,1313,1259,23,9,22,0,95.89,1.75,0.69,1.68
95LL15S1,1229,1134,23,19,53,2,92.27,1.87,1.55,4.31
95LL15S2,1370,1307,20,18,25,0,95.40,1.46,1.31,1.82
95LL16S1,2428,2217,54,50,107,1,91.31,2.22,2.06,4.41
95LL16S2,2538,2357,53,49,79,5,92.87,2.09,1.93,3.11
95LL17W1,2118,1973,45,16,84,2,93.15,2.12,0.76,3.97
95LL18S1,1802,1693,42,19,48,2,93.95,2.33,1.05,2.66
95LL18S2,1244,1182,10,13,39,0,95.02,0.80,1.05,3.14
95LL19S1,2091,1962,34,22,73,0,93.83,1.63,1.05,3.49
95LL19S2,2590,2443,37,26,84,1,94.32,1.43,1.00,3.24
95LL20W1,2203,2136,13,14,40,2,96.96,0.59,0.64,1.82
95LL21W1,3423,3216,49,46,112,2,93.95,1.43,1.34,3.27
95LL22W1,3353,3192,37,43,81,3,95.20,1.10,1.28,2.42
95LL23W1,1807,1724,21,10,52,1,95.41,1.16,0.55,2.88
95LL24S1,1876,1806,18,18,34,0,96.27,0.96,0.96,1.81
95LL24S2,1637,1565,27,14,31,2,95.60,1.65,0.86,1.89
95LL25S1,2349,2189,50,38,72,1,93.19,2.13,1.62,3.07
95LL25S2,1783,1674,28,27,54,1,93.89,1.57,1.51,3.03
95LL26S1,1283,1218,17,19,29,5,94.93,1.33,1.48,2.26
95LL26S2,2002,1895,34,16,57,0,94.66,1.70,0.80,2.85
95MM01S1,1306,1243,14,7,42,0,95.18,1.07,0.54,3.22
95MM01S2,1491,1356,49,36,50,3,90.95,3.29,2.41,3.35
95MM01S3,1441,1359,32,20,30,0,94.31,2.22,1.39,2.08
95MM02S1,1371,1255,39,11,66,1,91.54,2.84,0.80,4.81
95MM02S2,1463,1301,39,24,99,2,88.93,2.67,1.64,6.77
95MM03W1,3280,3070,58,42,110,0,93.60,1.77,1.28,3.35
95MM04W1,1975,1843,46,17,69,0,93.32,2.33,0.86,3.49
95MM05W1,2337,2220,33,24,60,0,94.99,1.41,1.03,2.57
95MM06S1,1272,1210,15,11,36,0,95.13,1.18,0.86,2.83
95MM06S2,1135,1068,26,15,26,0,94.10,2.29,1.32,2.29
95MM07W1,2246,2091,40,36,79,2,93.10,1.78,1.60,3.52
95MM08S1,1172,1111,20,11,30,0,94.80,1.71,0.94,2.56
95MM08S2,1437,1298,28,25,86,0,90.33,1.95,1.74,5.98
95MM09S1,1430,1330,25,21,54,1,93.01,1.75,1.47,3.78
95MM09S2,1835,1756,19,11,49,0,95.69,1.04,0.60,2.67
95MM10S1,1394,1355,17,5,17,0,97.20,1.22,0.36,1.22
95MM10S2,1205,1158,20,8,19,0,96.10,1.66,0.66,1.58
95MM11W1,2161,2092,41,6,22,0,96.81,1.90,0.28,1.02
95MM12S1,1773,1667,18,25,63,0,94.02,1.02,1.41,3.55
95MM12S2,1172,1119,15,14,24,0,95.48,1.28,1.19,2.05
95MM12S3,2341,2220,45,25,51,0,94.83,1.92,1.07,2.18
95MM13S1,970,858,29,11,72,2,88.45,2.99,1.13,7.42
95MM13S2,1140,1096,10,8,26,0,96.14,0.88,0.70,2.28
95MM13S3,1429,1351,31,19,28,0,94.54,2.17,1.33,1.96
95MM13S4,2349,2185,37,26,101,0,93.02,1.58,1.11,4.30
95MM13S5,1997,1812,54,39,92,0,90.74,2.70,1.95,4.61
95MM14S1,691,611,19,13,48,0,88.42,2.75,1.88,6.95
95MM14S2,1371,1269,20,31,51,8,92.56,1.46,2.26,3.72
95MM15S1,1511,1391,24,20,76,0,92.06,1.59,1.32,5.03
95MM15S2,2319,2134,43,49,93,0,92.02,1.85,2.11,4.01
95MM16S1,2048,1915,37,37,59,1,93.51,1.81,1.81,2.88
95MM16S2,2814,2540,67,86,121,1,90.26,2.38,3.06,4.30
95MM17S1,1803,1682,52,19,50,0,93.29,2.88,1.05,2.77
95MM17S2,1601,1465,35,26,75,0,91.51,2.19,1.62,4.68
95MM18S1,2069,1953,33,27,56,0,94.39,1.59,1.30,2.71
95MM18S2,2619,2436,57,50,76,0,93.01,2.18,1.91,2.90
95MM19S1,1358,1258,31,17,52,0,92.64,2.28,1.25,3.83
95MM19S2,1245,1131,34,33,47,1,90.84,2.73,2.65,3.78
95MM20S1,1418,1319,18,26,55,0,93.02,1.27,1.83,3.88
95MM20S2,1457,1333,34,29,61,0,91.49,2.33,1.99,4.19
95MM21S1,1512,1468,12,10,22,0,97.09,0.79,0.66,1.46
95MM21S2,1504,1353,31,30,90,0,89.96,2.06,1.99,5.98
95MM22S1,1089,1001,17,27,44,1,91.92,1.56,2.48,4.04
95MM22S2,1089,964,34,14,77,0,88.52,3.12,1.29,7.07
95MM23W1,2114,1913,57,48,96,4,90.49,2.70,2.27,4.54
95MM24W1,2299,2195,31,21,52,0,95.48,1.35,0.91,2.26
95MM25S1,1198,1145,18,16,19,0,95.58,1.50,1.34,1.59
95MM25S2,1338,1293,16,8,21,0,96.64,1.20,0.60,1.57
95MM25S3,1416,1335,24,15,42,0,94.28,1.69,1.06,2.97
95MM25S4,1870,1748,27,20,75,0,93.48,1.44,1.07,4.01
95MM26S1,1591,1490,38,19,44,1,93.65,2.39,1.19,2.77
95MM26S2,1218,1127,27,5,59,2,92.53,2.22,0.41,4.84
95MM27S1,1605,1481,35,28,61,12,92.27,2.18,1.74,3.80
95MM27S2,1402,1264,43,29,66,84,90.16,3.07,2.07,4.71
95MM28W1,2082,1914,51,34,83,1,91.93,2.45,1.63,3.99
95MM29W1,2941,2711,59,57,114,3,92.18,2.01,1.94,3.88
95MM30W1,1869,1750,42,19,58,0,93.63,2.25,1.02,3.10
95NN01S1,1343,1263,18,14,48,1,94.04,1.34,1.04,3.57
95NN01S2,1566,1481,19,19,47,0,94.57,1.21,1.21,3.00
95NN02W1,2056,1910,43,23,80,0,92.90,2.09,1.12,3.89
95NN03S1,1158,1099,19,11,29,2,94.91,1.64,0.95,2.50
95NN03S2,1462,1396,13,13,40,0,95.49,0.89,0.89,2.74
95NN04W1,2683,2524,32,46,81,0,94.07,1.19,1.71,3.02
95NN05W1,2231,2100,41,27,63,0,94.13,1.84,1.21,2.82
95NN06S1,986,927,11,14,34,0,94.02,1.12,1.42,3.45
95NN06S2,2210,2082,27,32,69,1,94.21,1.22,1.45,3.12
95NN07S1,1565,1486,27,11,41,0,94.95,1.73,0.70,2.62
95NN07S2,1438,1368,13,11,46,0,95.13,0.90,0.76,3.20
95NN08S1,1366,1287,28,11,40,1,94.22,2.05,0.81,2.93
95NN08S2,1590,1494,23,31,42,3,93.96,1.45,1.95,2.64
95NN09S1,1587,1477,35,21,54,0,93.07,2.21,1.32,3.40
95NN09S2,1228,1147,14,16,51,0,93.40,1.14,1.30,4.15
95NN10S1,1282,1123,29,40,90,6,87.60,2.26,3.12,7.02
95NN10S2,1439,1229,38,56,116,0,85.41,2.64,3.89,8.06
95NN11S1,1656,1571,18,28,39,0,94.87,1.09,1.69,2.36
95NN11S2,1935,1817,40,15,63,0,93.90,2.07,0.78,3.26
95NN12W1,2576,2357,48,48,123,0,91.50,1.86,1.86,4.77
95NN13W1,2843,2660,29,25,129,1,93.56,1.02,0.88,4.54
95NN14S1,1611,1489,28,27,67,0,92.43,1.74,1.68,4.16
95NN14S2,1231,1155,36,9,31,1,93.83,2.92,0.73,2.52
95NN15W1,2666,2454,47,52,113,3,92.05,1.76,1.95,4.24
95NN16S1,1449,1345,27,25,52,0,92.82,1.86,1.73,3.59
95NN16S2,1548,1473,21,12,42,0,95.16,1.36,0.78,2.71
95NN17W1,2036,1891,32,30,83,0,92.88,1.57,1.47,4.08
95NN18S1,1022,956,16,17,33,0,93.54,1.57,1.66,3.23
95NN18S2,1391,1268,31,22,70,0,91.16,2.23,1.58,5.03
95NN19S1,1516,1402,19,33,62,1,92.48,1.25,2.18,4.09
95NN19S2,1548,1414,30,27,77,0,91.34,1.94,1.74,4.97
95NN20W1,2762,2588,43,35,96,0,93.70,1.56,1.27,3.48
95NN21W1,2343,2106,48,45,144,1,89.88,2.05,1.92,6.15
95NN22W1,2462,2267,50,34,111,0,92.08,2.03,1.38,4.51
95NN23S1,1470,1391,27,22,30,1,94.63,1.84,1.50,2.04
95NN23S2,1639,1508,32,18,81,2,92.01,1.95,1.10,4.94
95OO01W1,2395,2292,33,30,40,0,95.70,1.38,1.25,1.67
95OO02W1,1989,1889,35,16,49,0,94.97,1.76,0.80,2.46
95OO03W1,2188,2088,39,23,38,6,95.43,1.78,1.05,1.74
95OO04W1,2283,2162,37,36,48,2,94.70,1.62,1.58,2.10
95OO05W1,1758,1667,22,28,41,8,94.82,1.25,1.59,2.33
95OO06W1,2517,2410,23,25,59,7,95.75,0.91,0.99,2.34
95OO07W1,2271,2167,27,28,49,1,95.42,1.19,1.23,2.16
95OO08W1,2493,2385,35,22,51,0,95.67,1.40,0.88,2.05
95OO09W1,2001,1890,37,25,49,2,94.45,1.85,1.25,2.45
95OO10W1,3187,3010,60,41,76,6,94.45,1.88,1.29,2.38
95OO11W1,2123,2029,21,15,58,1,95.57,0.99,0.71,2.73
95OO12W1,2452,2301,42,43,66,3,93.84,1.71,1.75,2.69
95OO13W1,1768,1671,29,26,42,8,94.51,1.64,1.47,2.38
95OO14W1,2338,2182,45,38,73,0,93.33,1.92,1.63,3.12
95OO15W1,1654,1548,22,25,59,17,93.59,1.33,1.51,3.57
95OO16W1,1878,1789,26,28,35,0,95.26,1.38,1.49,1.86
95OO17W1,2525,2425,36,18,46,0,96.04,1.43,0.71,1.82
95OO18W1,1971,1810,53,36,72,6,91.83,2.69,1.83,3.65
95OO19W1,2517,2366,35,42,74,2,94.00,1.39,1.67,2.94
95OO20W1,1838,1747,30,17,44,4,95.05,1.63,0.92,2.39
95OO21W1,1762,1628,33,26,75,12,92.40,1.87,1.48,4.26
95OO22W1,2910,2731,78,39,62,4,93.85,2.68,1.34,2.13
95PP01W1,2323,2176,43,28,76,2,93.67,1.85,1.21,3.27
95PP02W1,1972,1790,48,46,88,2,90.77,2.43,2.33,4.46
95PP03W1,1981,1807,49,39,86,3,91.22,2.47,1.97,4.34
95PP04W1,2774,2567,51,46,110,0,92.54,1.84,1.66,3.97
95PP05W1,2126,1986,43,23,74,3,93.41,2.02,1.08,3.48
95PP06S1,1553,1411,43,39,60,3,90.86,2.77,2.51,3.86
95PP06S2,1471,1307,38,36,90,3,88.85,2.58,2.45,6.12
95PP07W1,2388,2168,57,68,95,2,90.79,2.39,2.85,3.98
95PP08W1,2132,1965,61,39,67,2,92.17,2.86,1.83,3.14
95PP09W1,1346,1227,30,22,67,0,91.16,2.23,1.63,4.98
95PP10W1,2087,1945,42,30,70,0,93.20,2.01,1.44,3.35
95PP11W1,2149,1958,44,35,112,2,91.11,2.05,1.63,5.21
95PP12W1,2265,2104,51,29,81,1,92.89,2.25,1.28,3.58
95PP13W1,2247,2085,41,32,89,4,92.79,1.82,1.42,3.96
95PP14S1,1395,1320,25,16,34,0,94.62,1.79,1.15,2.44
95PP14S2,1840,1716,33,34,57,1,93.26,1.79,1.85,3.10
95PP15W1,2872,2672,57,53,90,0,93.04,1.98,1.85,3.13
95PP16W1,1679,1537,44,30,68,0,91.54,2.62,1.79,4.05
95PP17W1,2107,1964,35,39,69,4,93.21,1.66,1.85,3.27
95PP18W1,2749,2576,56,44,73,3,93.71,2.04,1.60,2.66
95PP19W1,1965,1836,31,25,73,0,93.44,1.58,1.27,3.72
95PP20W1,2413,2186,62,53,112,14,90.59,2.57,2.20,4.64
95PP21W1,1719,1575,44,23,77,3,91.62,2.56,1.34,4.48
95PP22W1,1993,1785,48,38,122,3,89.56,2.41,1.91,6.12
95PP23W1,2371,2243,33,27,68,0,94.60,1.39,1.14,2.87
95QQ01W1,1362,1258,21,21,62,0,92.36,1.54,1.54,4.55
95QQ02W1,2364,2229,25,33,77,0,94.29,1.06,1.40,3.26
95QQ03W1,1006,946,22,10,28,0,94.04,2.19,0.99,2.78
95QQ04W1,1497,1403,33,13,48,0,93.72,2.20,0.87,3.21
95QQ05W1,2589,2381,52,41,115,0,91.97,2.01,1.58,4.44
95QQ06W1,1916,1812,27,17,60,0,94.57,1.41,0.89,3.13
95QQ07W1,1646,1509,37,24,76,5,91.68,2.25,1.46,4.62
95QQ08W1,1358,1276,16,15,51,0,93.96,1.18,1.10,3.76
95QQ09W1,1763,1630,24,29,80,0,92.46,1.36,1.64,4.54
95QQ10W1,1747,1641,30,20,56,0,93.93,1.72,1.14,3.21
95QQ11W1,1921,1823,19,22,57,0,94.90,0.99,1.15,2.97
95QQ12W1,1642,1516,36,18,72,0,92.33,2.19,1.10,4.38
95QQ13W1,2314,2155,30,44,85,0,93.13,1.30,1.90,3.67
95QQ14S1,3381,3188,58,62,73,0,94.29,1.72,1.83,2.16
95QQ14S2,1674,1606,18,10,40,0,95.94,1.08,0.60,2.39
95QQ15W1,1443,1349,27,16,51,0,93.49,1.87,1.11,3.53
95RR01S1,2284,2164,37,24,59,0,94.75,1.62,1.05,2.58
95RR01S2,1734,1635,39,13,47,0,94.29,2.25,0.75,2.71
95RR02W1,1595,1505,31,19,40,1,94.36,1.94,1.19,2.51
95RR03W1,1301,1206,26,21,48,1,92.70,2.00,1.61,3.69
95RR04W1,1872,1775,38,18,41,0,94.82,2.03,0.96,2.19
95RR05S1,1164,1097,20,9,38,0,94.24,1.72,0.77,3.26
95RR05S2,1085,1029,14,8,34,0,94.84,1.29,0.74,3.13
95RR06W1,2071,1945,31,27,68,0,93.92,1.50,1.30,3.28
95RR07W1,2251,2128,32,30,61,0,94.54,1.42,1.33,2.71
95RR08W1,1972,1875,33,21,43,0,95.08,1.67,1.06,2.18
95RR09S1,2018,1906,38,24,50,0,94.45,1.88,1.19,2.48
95RR09S2,1314,1187,44,49,34,0,90.33,3.35,3.73,2.59
95RR10W1,1199,1156,11,9,23,1,96.41,0.92,0.75,1.92
95RR11W1,2169,2032,57,29,51,3,93.68,2.63,1.34,2.35
95RR12W1,1317,1211,21,17,68,0,91.95,1.59,1.29,5.16
95RR13W1,1265,1155,27,17,66,1,91.30,2.13,1.34,5.22
95RR14W1,1865,1784,25,27,29,0,95.66,1.34,1.45,1.55
95RR15W1,2330,2207,28,35,60,0,94.72,1.20,1.50,2.58
95SS01S1,2064,1876,43,35,110,0,90.89,2.08,1.70,5.33
95SS01S2,2579,2396,41,42,100,0,92.90,1.59,1.63,3.88
95SS02S1,1963,1830,29,22,82,2,93.22,1.48,1.12,4.18
95SS02S2,1830,1689,28,33,80,0,92.30,1.53,1.80,4.37
95SS03S1,1425,1343,21,9,52,0,94.25,1.47,0.63,3.65
95SS03S2,1649,1529,16,28,76,0,92.72,0.97,1.70,4.61
95SS04S1,2084,1966,20,32,66,0,94.34,0.96,1.54,3.17
95SS04S2,1668,1549,41,31,47,6,92.87,2.46,1.86,2.82
95SS04S3,3005,2782,72,52,99,1,92.58,2.40,1.73,3.29
95SS05S1,1388,1298,20,18,52,3,93.52,1.44,1.30,3.75
95SS05S2,1616,1471,23,40,82,0,91.03,1.42,2.48,5.07
95SS06S1,1487,1444,17,6,20,0,97.11,1.14,0.40,1.34
95SS06S2,2248,2186,25,10,27,0,97.24,1.11,0.44,1.20
95SS06S3,1882,1837,19,6,20,1,97.61,1.01,0.32,1.06
95SS07S1,3573,3453,43,27,50,1,96.64,1.20,0.76,1.40
95SS07S2,1631,1592,11,9,19,0,97.61,0.67,0.55,1.16
95SS07S3,3577,3317,74,66,120,8,92.73,2.07,1.85,3.35
95SS08S1,1779,1619,36,30,94,1,91.01,2.02,1.69,5.28
95SS08S2,2528,2359,45,33,91,2,93.31,1.78,1.31,3.60
95SS09S1,1478,1282,50,48,98,0,86.74,3.38,3.25,6.63
95SS09S2,1511,1377,15,11,108,1,91.13,0.99,0.73,7.15
95SS10S1,1970,1776,48,67,79,0,90.15,2.44,3.40,4.01
95SS10S2,2056,1932,42,21,61,1,93.97,2.04,1.02,2.97
95SS11S1,2760,2588,45,35,92,0,93.77,1.63,1.27,3.33
95SS11S2,2556,2440,43,18,55,0,95.46,1.68,0.70,2.15
95SS12W1,2678,2409,76,65,128,0,89.96,2.84,2.43,4.78
95SS13S1,1288,1216,24,15,33,1,94.41,1.86,1.16,2.56
95SS13S2,1186,1133,14,8,31,1,95.53,1.18,0.67,2.61
95SS14S1,1227,1170,13,13,31,1,95.35,1.06,1.06,2.53
95SS14S2,1343,1253,23,21,46,2,93.30,1.71,1.56,3.43
95SS15S1,1594,1422,45,51,76,2,89.21,2.82,3.20,4.77
95SS15S2,1757,1599,35,23,100,2,91.01,1.99,1.31,5.69
95SS16S1,1392,1301,29,16,46,0,93.46,2.08,1.15,3.30
95SS16S2,1590,1501,30,20,39,0,94.40,1.89,1.26,2.45
95SS17S1,2367,2221,49,28,69,3,93.83,2.07,1.18,2.92
95SS17S2,1307,1224,32,10,41,0,93.65,2.45,0.77,3.14
95SS18S1,1227,1132,18,12,65,2,92.26,1.47,0.98,5.30
95SS18S2,1359,1262,17,22,58,1,92.86,1.25,1.62,4.27
95SS19S1,1150,1064,21,19,46,1,92.52,1.83,1.65,4.00
95SS19S2,1304,1249,15,15,25,0,95.78,1.15,1.15,1.92
95SS20W1,2280,2070,42,36,132,2,90.79,1.84,1.58,5.79
95SS21S1,2151,2000,38,54,59,1,92.98,1.77,2.51,2.74
95SS21S2,2207,2043,28,44,92,7,92.57,1.27,1.99,4.17
95SS22S1,1083,965,42,13,63,0,89.10,3.88,1.20,5.82
95SS22S2,1499,1377,30,14,78,0,91.86,2.00,0.93,5.20
95SS23S1,1929,1730,52,34,113,1,89.68,2.70,1.76,5.86
95SS23S2,1543,1451,20,21,51,1,94.04,1.30,1.36,3.31
95SS24S1,2493,2252,59,45,137,6,90.33,2.37,1.81,5.50
95SS24S2,2034,1849,47,51,87,1,90.90,2.31,2.51,4.28
95SS25W1,2275,2173,27,25,50,0,95.52,1.19,1.10,2.20
95SS26S1,1914,1847,15,8,44,2,96.50,0.78,0.42,2.30
95SS26S2,1711,1645,17,5,44,0,96.14,0.99,0.29,2.57
95SS27W1,2200,2061,40,32,67,10,93.68,1.82,1.45,3.05
95SS28W1,2242,2152,31,21,38,1,95.99,1.38,0.94,1.69
95SS29S1,1194,1166,5,4,19,0,97.65,0.42,0.34,1.59
95SS29S2,1340,1294,13,6,27,0,96.57,0.97,0.45,2.01
95SS30S1,647,574,31,9,33,3,88.72,4.79,1.39,5.10
95SS30S2,1748,1551,68,21,108,3,88.73,3.89,1.20,6.18
95TT01W1,2623,2513,34,23,53,1,95.81,1.30,0.88,2.02
95TT02W1,2573,2481,35,23,34,0,96.42,1.36,0.89,1.32
95TT03S1,1479,1397,16,25,41,0,94.46,1.08,1.69,2.77
95TT03S2,1633,1561,35,13,24,2,95.59,2.14,0.80,1.47
95TT04W1,2702,2552,47,35,68,4,94.45,1.74,1.30,2.52
95TT05S1,1524,1421,36,14,53,1,93.24,2.36,0.92,3.48
95TT05S2,1104,1041,21,12,30,4,94.29,1.90,1.09,2.72
95TT06W1,2576,2474,30,16,56,1,96.04,1.16,0.62,2.17
95TT07W1,2603,2492,32,20,59,0,95.74,1.23,0.77,2.27
95TT08W1,2617,2526,27,13,51,0,96.52,1.03,0.50,1.95
95TT09S1,1371,1299,19,18,35,0,94.75,1.39,1.31,2.55
95TT09S2,1383,1299,21,11,52,0,93.93,1.52,0.80,3.76
95TT10W1,2533,2407,44,31,51,3,95.03,1.74,1.22,2.01
95TT11S1,1600,1532,27,13,28,0,95.75,1.69,0.81,1.75
95TT11S2,1532,1474,25,15,18,0,96.21,1.63,0.98,1.17
95TT12W1,2523,2426,32,25,40,0,96.16,1.27,0.99,1.59
95TT13S1,1376,1297,18,14,47,0,94.26,1.31,1.02,3.42
95TT13S2,1198,1126,16,20,36,5,93.99,1.34,1.67,3.01
95TT14W1,1931,1817,33,28,53,1,94.10,1.71,1.45,2.74
95TT15W1,2384,2305,23,18,38,0,96.69,0.96,0.76,1.59
95TT16W1,2519,2410,42,18,49,0,95.67,1.67,0.71,1.95
95UU06W1,1236,1093,34,25,84,2,88.43,2.75,2.02,6.80
95UU09W1,1563,1442,31,26,64,0,92.26,1.98,1.66,4.09
95UU14W1,1570,1432,28,38,72,1,91.21,1.78,2.42,4.59
95UU99C1,1887,1777,37,28,45,0,94.17,1.96,1.48,2.38
95UU99C2,1644,1551,25,13,55,0,94.34,1.52,0.79,3.35
95UU99C3,1660,1484,50,32,94,1,89.40,3.01,1.93,5.66
95UU99C4,1687,1570,36,29,52,0,93.06,2.13,1.72,3.08
95UU99C5,2201,2041,51,24,85,0,92.73,2.32,1.09,3.86
95UU99C6,2007,1849,44,48,66,1,92.13,2.19,2.39,3.29
95VV01S1,1531,1433,20,23,55,0,93.60,1.31,1.50,3.59
95VV01S2,1388,1316,22,17,33,1,94.81,1.59,1.22,2.38
95VV02W1,1816,1718,21,25,52,6,94.60,1.16,1.38,2.86
95VV03W1,2313,2205,29,14,65,2,95.33,1.25,0.61,2.81
95VV04W1,2913,2777,49,25,62,0,95.33,1.68,0.86,2.13
95VV05S1,1741,1592,38,26,85,0,91.44,2.18,1.49,4.88
95VV05S2,2189,2009,37,58,85,7,91.78,1.69,2.65,3.88
95VV06W1,3150,2954,49,50,97,1,93.78,1.56,1.59,3.08
95VV07S1,1684,1511,55,44,74,2,89.73,3.27,2.61,4.39
95VV07S2,2013,1857,32,29,95,1,92.25,1.59,1.44,4.72
95VV08W1,2626,2464,66,29,67,5,93.83,2.51,1.10,2.55
95VV09W1,2210,2099,36,27,48,2,94.98,1.63,1.22,2.17
95VV10S1,1313,1265,19,7,22,3,96.34,1.45,0.53,1.68
95VV10S2,1253,1174,30,10,39,3,93.70,2.39,0.80,3.11
95VV11S1,1839,1732,36,14,57,1,94.18,1.96,0.76,3.10
95VV11S2,2029,1872,39,42,76,1,92.26,1.92,2.07,3.75
95VV12S1,1417,1335,26,18,38,0,94.21,1.83,1.27,2.68
95VV12S2,1367,1278,29,20,40,0,93.49,2.12,1.46,2.93
95VV13S1,1909,1823,20,21,45,0,95.50,1.05,1.10,2.36
95VV13S2,1299,1207,26,16,50,0,92.92,2.00,1.23,3.85
95VV14S1,1431,1334,34,26,37,4,93.22,2.38,1.82,2.59
95VV14S2,1140,1035,33,25,47,0,90.79,2.89,2.19,4.12
95VV15S1,1175,1103,23,21,28,1,93.87,1.96,1.79,2.38
95VV15S2,1407,1319,29,20,39,0,93.75,2.06,1.42,2.77
95VV16W1,2629,2443,39,51,96,3,92.93,1.48,1.94,3.65
95VV17S1,1853,1713,38,44,58,0,92.44,2.05,2.37,3.13
95VV17S2,1716,1595,33,42,46,0,92.95,1.92,2.45,2.68
95VV18S1,1652,1571,19,24,38,4,95.10,1.15,1.45,2.30
95VV18S2,1570,1484,18,25,43,0,94.52,1.15,1.59,2.74
95VV19S1,1164,1102,19,6,37,0,94.67,1.63,0.52,3.18
95VV19S2,1442,1361,18,23,40,0,94.38,1.25,1.60,2.77
95VV20W1,2786,2646,48,22,70,4,94.97,1.72,0.79,2.51
95VV21S1,2083,1956,24,35,68,0,93.90,1.15,1.68,3.26
95VV21S2,1631,1545,28,23,35,1,94.73,1.72,1.41,2.15
95VV22W1,2498,2381,40,21,56,1,95.32,1.60,0.84,2.24
