GeographyCode,KS212NI0001,KS212NI0002,KS212NI0003,KS212NI0004,KS212NI0005,KS212NI0006,KS212NI0007,KS212NI0008,KS212NI0009
95BB15S1,2005,1059,810,18,118,52.82,40.40,0.90,5.89
95BB15S2,1484,958,442,5,79,64.56,29.78,0.34,5.32
95BB16S1,1533,67,1328,17,121,4.37,86.63,1.11,7.89
95BB16S2,1603,108,1338,14,143,6.74,83.47,0.87,8.92
95BB17S1,1793,122,1421,7,243,6.80,79.25,0.39,13.55
95BB17S2,1763,110,1394,19,240,6.24,79.07,1.08,13.61
95BB18S1,1688,45,1431,15,197,2.67,84.77,0.89,11.67
95BB18S2,2591,153,2119,13,306,5.91,81.78,0.50,11.81
95BB19S1,1613,166,1300,16,131,10.29,80.60,0.99,8.12
95BB19S2,1784,135,1436,11,202,7.57,80.49,0.62,11.32
95BB19S3,1391,109,1090,21,171,7.84,78.36,1.51,12.29
95BB20S1,1889,1424,385,2,78,75.38,20.38,0.11,4.13
95BB20S2,1524,1277,185,7,55,83.79,12.14,0.46,3.61
95BB21S1,2387,90,2091,28,178,3.77,87.60,1.17,7.46
95BB21S2,2332,498,1588,16,230,21.36,68.10,0.69,9.86
95BB22S1,1557,87,1253,7,210,5.59,80.48,0.45,13.49
95BB22S2,1483,80,1196,7,200,5.39,80.65,0.47,13.49
95BB23S1,1540,204,1181,13,142,13.25,76.69,0.84,9.22
95BB23S2,1485,128,1220,28,109,8.62,82.15,1.89,7.34
95CC01W1,2558,2244,250,18,46,87.72,9.77,0.70,1.80
95CC02W1,2725,1908,773,3,41,70.02,28.37,0.11,1.50
95CC03W1,2817,2417,233,27,140,85.80,8.27,0.96,4.97
95CC04W1,2440,1715,689,5,31,70.29,28.24,0.20,1.27
95CC05W1,2774,1814,878,18,64,65.39,31.65,0.65,2.31
95CC06S1,1468,878,511,22,57,59.81,34.81,1.50,3.88
95CC06S2,1308,664,609,4,31,50.76,46.56,0.31,2.37
95CC07W1,3475,2819,611,10,35,81.12,17.58,0.29,1.01
95CC08W1,2565,2331,182,8,44,90.88,7.10,0.31,1.72
95CC09S1,1496,186,1251,12,47,12.43,83.62,0.80,3.14
95CC09S2,1858,111,1650,20,77,5.97,88.81,1.08,4.14
95CC10W1,2577,498,1976,17,86,19.32,76.68,0.66,3.34
95CC11W1,1795,1631,134,0,30,90.86,7.47,0,1.67
95CC12W1,2785,1325,1395,11,54,47.58,50.09,0.39,1.94
95CC13W1,2474,1288,1130,15,41,52.06,45.68,0.61,1.66
95CC14W1,3035,313,2538,34,150,10.31,83.62,1.12,4.94
95CC15W1,2903,1135,1667,17,84,39.10,57.42,0.59,2.89
95CC16W1,2820,425,2260,14,121,15.07,80.14,0.50,4.29
95CC17W1,2730,1860,808,20,42,68.13,29.60,0.73,1.54
95CC18W1,2342,1206,1024,28,84,51.49,43.72,1.20,3.59
95CC19W1,2720,950,1669,7,94,34.93,61.36,0.26,3.46
95CC20S1,1308,70,1187,5,46,5.35,90.75,0.38,3.52
95CC20S2,1702,132,1462,14,94,7.76,85.90,0.82,5.52
95CC21W1,2925,380,2368,11,166,12.99,80.96,0.38,5.68
95CC22W1,1740,398,1231,16,95,22.87,70.75,0.92,5.46
95DD01W1,2099,334,1648,21,96,15.91,78.51,1.00,4.57
95DD02S1,1453,54,1326,13,60,3.72,91.26,0.89,4.13
95DD02S2,2435,175,2139,14,107,7.19,87.84,0.57,4.39
95DD03W1,3503,590,2601,46,266,16.84,74.25,1.31,7.59
95DD04W1,1926,128,1635,22,141,6.65,84.89,1.14,7.32
95DD05W1,1739,100,1479,30,130,5.75,85.05,1.73,7.48
95DD06W1,2588,536,1889,22,141,20.71,72.99,0.85,5.45
95DD07S1,1596,96,1388,7,105,6.02,86.97,0.44,6.58
95DD07S2,1767,87,1586,5,89,4.92,89.76,0.28,5.04
95DD08W1,2126,823,1123,29,151,38.71,52.82,1.36,7.10
95DD09W1,2590,169,2295,18,108,6.53,88.61,0.69,4.17
95DD10W1,2805,107,2494,37,167,3.81,88.91,1.32,5.95
95DD11W1,2363,1336,826,11,190,56.54,34.96,0.47,8.04
95DD12W1,2610,407,2082,13,108,15.59,79.77,0.50,4.14
95DD13W1,1784,1001,654,15,114,56.11,36.66,0.84,6.39
95DD14S1,1603,62,1422,20,99,3.87,88.71,1.25,6.18
95DD14S2,1674,177,1398,20,79,10.57,83.51,1.19,4.72
95DD15W1,3451,2087,1265,23,76,60.48,36.66,0.67,2.20
95DD16W1,2981,372,2458,33,118,12.48,82.46,1.11,3.96
95DD17W1,3461,1380,1953,17,111,39.87,56.43,0.49,3.21
95DD18W1,1885,164,1572,28,121,8.70,83.40,1.49,6.42
95DD19S1,1904,84,1709,8,103,4.41,89.76,0.42,5.41
95DD19S2,1460,93,1278,15,74,6.37,87.53,1.03,5.07
95DD20W1,1746,124,1486,12,124,7.10,85.11,0.69,7.10
95DD21W1,2139,744,1216,29,150,34.78,56.85,1.36,7.01
95DD22S1,1555,551,969,9,26,35.43,62.32,0.58,1.67
95DD22S2,1581,551,988,5,37,34.85,62.49,0.32,2.34
95DD23W1,2509,306,2052,15,136,12.20,81.79,0.60,5.42
95DD24W1,2711,1802,769,9,131,66.47,28.37,0.33,4.83
95EE01W1,1895,1732,141,0,22,91.40,7.44,0,1.16
95EE02W1,2095,126,1839,10,120,6.01,87.78,0.48,5.73
95EE03W1,1999,335,1531,11,122,16.76,76.59,0.55,6.10
95EE04W1,1993,769,1141,6,77,38.59,57.25,0.30,3.86
95EE05W1,1509,157,1263,12,77,10.40,83.70,0.80,5.10
95EE06W1,2278,1875,373,5,25,82.31,16.37,0.22,1.10
95EE07W1,1798,299,1371,18,110,16.63,76.25,1.00,6.12
95EE08W1,1719,278,1323,21,97,16.17,76.96,1.22,5.64
95EE09W1,1890,662,1131,10,87,35.03,59.84,0.53,4.60
95EE10W1,1797,1069,677,11,40,59.49,37.67,0.61,2.23
95EE11W1,1677,589,1015,11,62,35.12,60.52,0.66,3.70
95EE12W1,2507,327,2015,12,153,13.04,80.37,0.48,6.10
95EE13W1,1529,349,1088,15,77,22.83,71.16,0.98,5.04
95EE14W1,2684,394,2100,25,165,14.68,78.24,0.93,6.15
95EE15W1,1728,362,1257,12,97,20.95,72.74,0.69,5.61
95EE16W1,2126,605,1422,12,87,28.46,66.89,0.56,4.09
95FF01S1,2129,565,1405,21,138,26.54,65.99,0.99,6.48
95FF01S2,2667,908,1573,23,163,34.05,58.98,0.86,6.11
95FF02W1,2817,1593,1130,7,87,56.55,40.11,0.25,3.09
95FF03W1,3006,1156,1645,20,185,38.46,54.72,0.67,6.15
95FF04W1,2629,988,1528,16,97,37.58,58.12,0.61,3.69
95FF05W1,2563,469,1894,29,171,18.30,73.90,1.13,6.67
95FF06S1,2036,309,1536,18,173,15.18,75.44,0.88,8.50
95FF06S2,2080,278,1635,19,148,13.37,78.61,0.91,7.12
95FF07W1,2769,1345,1254,14,156,48.57,45.29,0.51,5.63
95FF08W1,2364,649,1583,16,116,27.45,66.96,0.68,4.91
95FF09W1,2522,992,1376,22,132,39.33,54.56,0.87,5.23
95FF10W1,3473,482,2758,23,210,13.88,79.41,0.66,6.05
95FF11W1,2582,769,1682,26,105,29.78,65.14,1.01,4.07
95FF12W1,2724,1460,1142,22,100,53.60,41.92,0.81,3.67
95FF13W1,2708,949,1643,17,99,35.04,60.67,0.63,3.66
95FF14W1,2432,351,1947,22,112,14.43,80.06,0.90,4.61
95FF15W1,2740,1056,1557,19,108,38.54,56.82,0.69,3.94
95FF16W1,2374,544,1705,11,114,22.91,71.82,0.46,4.80
95FF17W1,1724,616,986,16,106,35.73,57.19,0.93,6.15
95GG01S1,1768,1680,68,4,16,95.02,3.85,0.23,0.90
95GG01S2,1523,1443,55,1,24,94.75,3.61,0.07,1.58
95GG01S3,1616,1516,53,8,39,93.81,3.28,0.50,2.41
95GG02S1,1745,1621,104,5,15,92.89,5.96,0.29,0.86
95GG02S2,2018,1848,108,5,57,91.58,5.35,0.25,2.82
95GG02S3,2224,2089,94,5,36,93.93,4.23,0.22,1.62
95GG03S1,2003,415,1319,36,233,20.72,65.85,1.80,11.63
95GG03S2,1833,308,1255,46,224,16.80,68.47,2.51,12.22
95GG03S3,2103,301,1474,31,297,14.31,70.09,1.47,14.12
95GG04S1,1708,1063,534,38,73,62.24,31.26,2.22,4.27
95GG04S2,1564,1225,295,6,38,78.32,18.86,0.38,2.43
95GG04S3,1636,234,1191,25,186,14.30,72.80,1.53,11.37
95GG05S1,1813,1207,385,45,176,66.57,21.24,2.48,9.71
95GG05S2,2009,1148,550,53,258,57.14,27.38,2.64,12.84
95GG05S3,2106,1021,672,71,342,48.48,31.91,3.37,16.24
95GG06S1,1925,116,1618,24,167,6.03,84.05,1.25,8.68
95GG06S2,1779,165,1466,29,119,9.27,82.41,1.63,6.69
95GG06S3,1922,157,1603,24,138,8.17,83.40,1.25,7.18
95GG07S1,1862,1660,143,6,53,89.15,7.68,0.32,2.85
95GG07S2,1922,1738,110,21,53,90.43,5.72,1.09,2.76
95GG07S3,1701,1583,81,8,29,93.06,4.76,0.47,1.70
95GG08S1,1394,1085,243,12,54,77.83,17.43,0.86,3.87
95GG08S2,1730,1078,538,18,96,62.31,31.10,1.04,5.55
95GG08S3,1786,964,655,23,144,53.98,36.67,1.29,8.06
95GG09S1,2151,174,1761,27,189,8.09,81.87,1.26,8.79
95GG09S2,1896,167,1525,17,187,8.81,80.43,0.90,9.86
95GG09S3,2118,190,1685,17,226,8.97,79.56,0.80,10.67
95GG10S1,1826,290,1290,26,220,15.88,70.65,1.42,12.05
95GG10S2,2172,310,1569,47,246,14.27,72.24,2.16,11.33
95GG11S1,1895,296,1285,20,294,15.62,67.81,1.06,15.51
95GG11S2,1687,231,1253,34,169,13.69,74.27,2.02,10.02
95GG11S3,1871,351,1264,38,218,18.76,67.56,2.03,11.65
95GG12S1,1555,720,514,70,251,46.30,33.05,4.50,16.14
95GG12S2,1958,1153,513,78,214,58.89,26.20,3.98,10.93
95GG12S3,1488,962,304,41,181,64.65,20.43,2.76,12.16
95GG12S4,1703,891,445,93,274,52.32,26.13,5.46,16.09
95GG12S5,2241,1715,304,67,155,76.53,13.57,2.99,6.92
95GG13S1,1333,268,928,24,113,20.11,69.62,1.80,8.48
95GG13S2,1752,1116,529,18,89,63.70,30.19,1.03,5.08
95GG13S3,1637,417,1102,14,104,25.47,67.32,0.86,6.35
95GG14S1,1617,815,720,10,72,50.40,44.53,0.62,4.45
95GG14S2,1597,1268,259,16,54,79.40,16.22,1.00,3.38
95GG14S3,1606,671,838,16,81,41.78,52.18,1.00,5.04
95GG15S1,1959,289,1497,12,161,14.75,76.42,0.61,8.22
95GG15S2,2052,331,1457,20,244,16.13,71.00,0.97,11.89
95GG15S3,1909,236,1502,18,153,12.36,78.68,0.94,8.01
95GG16S1,1996,1547,274,25,150,77.51,13.73,1.25,7.52
95GG16S2,1970,1608,225,26,111,81.62,11.42,1.32,5.63
95GG16S3,1486,898,439,35,114,60.43,29.54,2.36,7.67
95GG17S1,2031,1794,124,26,87,88.33,6.11,1.28,4.28
95GG17S2,1595,1233,300,6,56,77.30,18.81,0.38,3.51
95GG17S3,1704,758,834,4,108,44.48,48.94,0.23,6.34
95GG18S1,2553,2330,146,15,62,91.27,5.72,0.59,2.43
95GG18S2,2422,2170,170,17,65,89.60,7.02,0.70,2.68
95GG19S1,2019,127,1773,13,106,6.29,87.82,0.64,5.25
95GG19S2,2563,392,1997,12,162,15.29,77.92,0.47,6.32
95GG20S1,2807,733,1686,75,313,26.11,60.06,2.67,11.15
95GG20S2,2094,422,1445,35,192,20.15,69.01,1.67,9.17
95GG21S1,1497,1367,106,2,22,91.32,7.08,0.13,1.47
95GG21S2,1752,1588,130,4,30,90.64,7.42,0.23,1.71
95GG21S3,1935,1584,154,114,83,81.86,7.96,5.89,4.29
95GG22S1,1687,1570,57,17,43,93.06,3.38,1.01,2.55
95GG22S2,1935,1841,61,14,19,95.14,3.15,0.72,0.98
95GG22S3,1721,1633,57,8,23,94.89,3.31,0.46,1.34
95GG23S1,1418,479,798,45,96,33.78,56.28,3.17,6.77
95GG23S2,1552,1169,312,20,51,75.32,20.10,1.29,3.29
95GG23S3,1585,592,832,55,106,37.35,52.49,3.47,6.69
95GG24S1,1388,784,508,28,68,56.48,36.60,2.02,4.90
95GG24S2,1540,212,1178,12,138,13.77,76.49,0.78,8.96
95GG24S3,1633,887,610,13,123,54.32,37.35,0.80,7.53
95GG25S1,2158,2048,79,17,14,94.90,3.66,0.79,0.65
95GG25S2,1839,1759,53,5,22,95.65,2.88,0.27,1.20
95GG25S3,1576,1495,49,7,25,94.86,3.11,0.44,1.59
95GG26S1,1995,150,1688,16,141,7.52,84.61,0.80,7.07
95GG26S2,1754,505,1144,16,89,28.79,65.22,0.91,5.07
95GG27S1,1548,1436,89,6,17,92.76,5.75,0.39,1.10
95GG27S2,1614,1524,72,0,18,94.42,4.46,0,1.12
95GG27S3,1705,1614,58,3,30,94.66,3.40,0.18,1.76
95GG27S4,1631,1479,113,4,35,90.68,6.93,0.25,2.15
95GG28S1,2149,99,1841,13,196,4.61,85.67,0.60,9.12
95GG28S2,1733,291,1316,24,102,16.79,75.94,1.38,5.89
95GG28S3,1769,146,1510,13,100,8.25,85.36,0.73,5.65
95GG29S1,2257,265,1596,145,251,11.74,70.71,6.42,11.12
95GG29S2,2757,431,1903,83,340,15.63,69.02,3.01,12.33
95GG30S1,1604,126,1278,21,179,7.86,79.68,1.31,11.16
95GG30S2,1685,244,1228,18,195,14.48,72.88,1.07,11.57
95GG30S3,1538,71,1339,20,108,4.62,87.06,1.30,7.02
95GG31S1,2227,2105,78,9,35,94.52,3.50,0.40,1.57
95GG31S2,2032,1411,483,23,115,69.44,23.77,1.13,5.66
95GG31S3,2260,2045,152,10,53,90.49,6.73,0.44,2.35
95GG32S1,3232,2280,771,29,152,70.54,23.86,0.90,4.70
95GG32S2,1553,288,1150,11,104,18.54,74.05,0.71,6.70
95GG32S3,1624,524,989,9,102,32.27,60.90,0.55,6.28
95GG33S1,1951,1337,502,29,83,68.53,25.73,1.49,4.25
95GG33S2,1639,1016,502,39,82,61.99,30.63,2.38,5.00
95GG33S3,1965,1045,678,59,183,53.18,34.50,3.00,9.31
95GG34S1,1452,268,1028,51,105,18.46,70.80,3.51,7.23
95GG34S2,1590,1505,58,12,15,94.65,3.65,0.75,0.94
95GG34S3,1885,1211,537,20,117,64.24,28.49,1.06,6.21
95GG35S1,1970,1707,197,10,56,86.65,10.00,0.51,2.84
95GG35S2,1478,1369,84,9,16,92.63,5.68,0.61,1.08
95GG35S3,1502,1341,97,24,40,89.28,6.46,1.60,2.66
95GG36S1,1794,266,1276,31,221,14.83,71.13,1.73,12.32
95GG36S2,1926,185,1530,25,186,9.61,79.44,1.30,9.66
95GG36S3,1899,168,1518,25,188,8.85,79.94,1.32,9.90
95GG37S1,2082,1070,769,27,216,51.39,36.94,1.30,10.37
95GG37S2,1826,506,1054,46,220,27.71,57.72,2.52,12.05
95GG37S3,2133,819,1010,48,256,38.40,47.35,2.25,12.00
95GG38S1,3099,1732,982,82,303,55.89,31.69,2.65,9.78
95GG38S2,1880,1044,647,38,151,55.53,34.41,2.02,8.03
95GG38S3,1585,1097,379,14,95,69.21,23.91,0.88,5.99
95GG39S1,2409,1366,560,310,173,56.70,23.25,12.87,7.18
95GG39S2,2711,891,1349,78,393,32.87,49.76,2.88,14.50
95GG39S3,2094,290,1505,97,202,13.85,71.87,4.63,9.65
95GG40S1,1697,120,1458,12,107,7.07,85.92,0.71,6.31
95GG40S2,2119,180,1767,14,158,8.49,83.39,0.66,7.46
95GG41S1,1926,157,1600,16,153,8.15,83.07,0.83,7.94
95GG41S2,1524,194,1172,23,135,12.73,76.90,1.51,8.86
95GG41S3,2098,367,1424,32,275,17.49,67.87,1.53,13.11
95GG42S1,1826,919,708,46,153,50.33,38.77,2.52,8.38
95GG42S2,1784,855,628,79,222,47.93,35.20,4.43,12.44
95GG42S3,2261,990,957,42,272,43.79,42.33,1.86,12.03
95GG42S4,2268,1086,854,81,247,47.88,37.65,3.57,10.89
95GG43S1,1480,139,1117,35,189,9.39,75.47,2.36,12.77
95GG43S2,1670,141,1300,27,202,8.44,77.84,1.62,12.10
95GG43S3,1724,203,1287,26,208,11.77,74.65,1.51,12.06
95GG44S1,2864,441,1968,39,416,15.40,68.72,1.36,14.53
95GG44S2,2727,461,1852,32,382,16.91,67.91,1.17,14.01
95GG45S1,1670,756,762,65,87,45.27,45.63,3.89,5.21
95GG45S2,1554,157,1249,13,135,10.10,80.37,0.84,8.69
95GG45S3,1617,509,896,44,168,31.48,55.41,2.72,10.39
95GG46S1,1712,1610,83,1,18,94.04,4.85,0.06,1.05
95GG46S2,1874,1734,95,10,35,92.53,5.07,0.53,1.87
95GG46S3,1664,1565,63,6,30,94.05,3.79,0.36,1.80
95GG47S1,2314,2003,187,28,96,86.56,8.08,1.21,4.15
95GG47S2,1717,1565,96,9,47,91.15,5.59,0.52,2.74
95GG47S3,1798,1540,130,15,113,85.65,7.23,0.83,6.28
95GG48S1,1615,1480,88,10,37,91.64,5.45,0.62,2.29
95GG48S2,2411,2276,87,3,45,94.40,3.61,0.12,1.87
95GG48S3,1668,1546,95,4,23,92.69,5.70,0.24,1.38
95GG49S1,1662,867,604,47,144,52.17,36.34,2.83,8.66
95GG49S2,2270,1003,840,143,284,44.19,37.00,6.30,12.51
95GG49S3,2142,716,985,190,251,33.43,45.99,8.87,11.72
95GG49S4,2067,803,887,92,285,38.85,42.91,4.45,13.79
95GG50S1,1499,291,960,38,210,19.41,64.04,2.54,14.01
95GG50S2,2061,379,1326,59,297,18.39,64.34,2.86,14.41
95GG50S3,1885,385,1161,56,283,20.42,61.59,2.97,15.01
95GG51S1,1353,116,1118,13,106,8.57,82.63,0.96,7.83
95GG51S2,1399,72,1245,8,74,5.15,88.99,0.57,5.29
95GG51S3,1336,58,1192,3,83,4.34,89.22,0.22,6.21
95HH01W1,2059,306,1478,15,260,14.86,71.78,0.73,12.63
95HH02S1,1358,100,1110,10,138,7.36,81.74,0.74,10.16
95HH02S2,1604,96,1349,9,150,5.99,84.10,0.56,9.35
95HH03W1,1663,184,1358,7,114,11.06,81.66,0.42,6.86
95HH04S1,1709,154,1371,19,165,9.01,80.22,1.11,9.65
95HH04S2,1358,61,1196,9,92,4.49,88.07,0.66,6.77
95HH05W1,2171,127,1772,8,264,5.85,81.62,0.37,12.16
95HH06S1,2231,140,1861,18,212,6.28,83.42,0.81,9.50
95HH06S2,2566,194,2092,30,250,7.56,81.53,1.17,9.74
95HH07W1,1493,102,1214,15,162,6.83,81.31,1.00,10.85
95HH08W1,2619,396,1940,22,261,15.12,74.07,0.84,9.97
95HH09W1,2620,403,1891,44,282,15.38,72.18,1.68,10.76
95HH10W1,2489,261,1954,24,250,10.49,78.51,0.96,10.04
95HH11W1,1417,86,1141,13,177,6.07,80.52,0.92,12.49
95HH12W1,1552,83,1242,12,215,5.35,80.03,0.77,13.85
95HH13W1,1407,71,1150,5,181,5.05,81.73,0.36,12.86
95HH14W1,1530,147,1215,11,157,9.61,79.41,0.72,10.26
95HH15W1,2630,262,2091,35,242,9.96,79.51,1.33,9.20
95HH16W1,2159,415,1462,35,247,19.22,67.72,1.62,11.44
95HH17W1,2479,150,2118,16,195,6.05,85.44,0.65,7.87
95II01S1,1550,87,1294,16,153,5.61,83.48,1.03,9.87
95II01S2,1534,62,1360,18,94,4.04,88.66,1.17,6.13
95II02S1,1781,909,728,38,106,51.04,40.88,2.13,5.95
95II02S2,1700,503,1001,38,158,29.59,58.88,2.24,9.29
95II02S3,1480,263,1064,27,126,17.77,71.89,1.82,8.51
95II03S1,1739,879,705,31,124,50.55,40.54,1.78,7.13
95II03S2,1784,755,840,31,158,42.32,47.09,1.74,8.86
95II04S1,2352,114,2013,20,205,4.85,85.59,0.85,8.72
95II04S2,1965,82,1639,23,221,4.17,83.41,1.17,11.25
95II05S1,1634,1036,510,15,73,63.40,31.21,0.92,4.47
95II05S2,1912,696,1044,36,136,36.40,54.60,1.88,7.11
95II06S1,1519,705,676,26,112,46.41,44.50,1.71,7.37
95II06S2,1879,934,776,19,150,49.71,41.30,1.01,7.98
95II07W1,2090,177,1649,22,242,8.47,78.90,1.05,11.58
95II08W1,2417,262,1893,20,242,10.84,78.32,0.83,10.01
95II09S1,1950,214,1533,31,172,10.97,78.62,1.59,8.82
95II09S2,1413,79,1166,13,155,5.59,82.52,0.92,10.97
95II10W1,2592,88,2200,23,281,3.40,84.88,0.89,10.84
95II11W1,2567,1203,1146,30,188,46.86,44.64,1.17,7.32
95II12W1,2512,233,2040,27,212,9.28,81.21,1.07,8.44
95II13W1,2702,182,2183,47,290,6.74,80.79,1.74,10.73
95II14W1,2561,732,1636,21,172,28.58,63.88,0.82,6.72
95II15S1,1793,947,630,33,183,52.82,35.14,1.84,10.21
95II15S2,1564,630,807,12,115,40.28,51.60,0.77,7.35
95II16W1,2126,113,1824,19,170,5.32,85.79,0.89,8.00
95II17W1,2493,119,2095,47,232,4.77,84.04,1.89,9.31
95II18W1,2226,176,1848,39,163,7.91,83.02,1.75,7.32
95II19S1,1826,399,1312,12,103,21.85,71.85,0.66,5.64
95II19S2,1944,59,1744,21,120,3.03,89.71,1.08,6.17
95II20W1,2780,1097,1384,41,258,39.46,49.78,1.47,9.28
95II21W1,2419,87,2075,9,248,3.60,85.78,0.37,10.25
95II22W1,2248,143,1884,6,215,6.36,83.81,0.27,9.56
95II23W1,2190,990,970,31,199,45.21,44.29,1.42,9.09
95JJ01W1,2499,588,1792,16,103,23.53,71.71,0.64,4.12
95JJ02W1,2374,733,1451,15,175,30.88,61.12,0.63,7.37
95JJ03S1,1406,146,1103,14,143,10.38,78.45,1.00,10.17
95JJ03S2,1064,176,785,8,95,16.54,73.78,0.75,8.93
95JJ04S1,1546,266,1201,17,62,17.21,77.68,1.10,4.01
95JJ04S2,1565,259,1217,15,74,16.55,77.76,0.96,4.73
95JJ05W1,1835,519,1165,7,144,28.28,63.49,0.38,7.85
95JJ06W1,2472,1001,1301,22,148,40.49,52.63,0.89,5.99
95JJ07W1,2665,585,1893,21,166,21.95,71.03,0.79,6.23
95JJ08S1,1377,177,1115,12,73,12.85,80.97,0.87,5.30
95JJ08S2,1899,616,1118,14,151,32.44,58.87,0.74,7.95
95JJ09W1,1990,121,1775,14,80,6.08,89.20,0.70,4.02
95JJ10W1,2795,1322,1395,12,66,47.30,49.91,0.43,2.36
95JJ11S1,1821,388,1303,10,120,21.31,71.55,0.55,6.59
95JJ11S2,1949,450,1349,20,130,23.09,69.21,1.03,6.67
95JJ12W1,2724,1828,811,9,76,67.11,29.77,0.33,2.79
95JJ13S1,2144,367,1596,25,156,17.12,74.44,1.17,7.28
95JJ13S2,1751,342,1292,27,90,19.53,73.79,1.54,5.14
95JJ14W1,2325,256,1960,14,95,11.01,84.30,0.60,4.09
95JJ15W1,1879,590,1154,25,110,31.40,61.42,1.33,5.85
95JJ16W1,1799,582,1046,24,147,32.35,58.14,1.33,8.17
95JJ17W1,2455,1222,1134,14,85,49.78,46.19,0.57,3.46
95JJ18W1,2032,565,1283,13,171,27.81,63.14,0.64,8.42
95JJ19S1,1690,621,965,23,81,36.75,57.10,1.36,4.79
95JJ19S2,1252,563,623,14,52,44.97,49.76,1.12,4.15
95JJ20S1,2173,401,1613,15,144,18.45,74.23,0.69,6.63
95JJ20S2,1919,483,1353,18,65,25.17,70.51,0.94,3.39
95JJ21W1,2873,696,1901,48,228,24.23,66.17,1.67,7.94
95JJ22W1,2794,689,1866,55,184,24.66,66.79,1.97,6.59
95KK01W1,2578,2449,118,4,7,95.00,4.58,0.16,0.27
95KK02W1,2029,709,1229,26,65,34.94,60.57,1.28,3.20
95KK03W1,2357,2168,170,5,14,91.98,7.21,0.21,0.59
95KK04W1,2787,2144,492,17,134,76.93,17.65,0.61,4.81
