GeographyCode,KS202NI0001,KS202NI0002,KS202NI0003,KS202NI0004,KS202NI0005,KS202NI0006,KS202NI0007,KS202NI0008,KS202NI0009,KS202NI0010,KS202NI0011,KS202NI0012,KS202NI0013,KS202NI0014,KS202NI0015,KS202NI0016,KS202NI0017
95AA01S1,1113,610,31,45,2,44,0,3,378,54.81,2.79,4.04,0.18,3.95,0,0.27,33.96
95AA01S2,1829,703,489,423,17,94,19,21,63,38.44,26.74,23.13,0.93,5.14,1.04,1.15,3.44
95AA01S3,1502,853,118,267,13,143,5,24,79,56.79,7.86,17.78,0.87,9.52,0.33,1.60,5.26
95AA02W1,1734,957,178,348,8,124,9,17,93,55.19,10.27,20.07,0.46,7.15,0.52,0.98,5.36
95AA03W1,1822,1208,68,317,9,132,3,11,74,66.30,3.73,17.40,0.49,7.24,0.16,0.60,4.06
95AA04W1,3013,1632,436,560,21,244,13,37,70,54.17,14.47,18.59,0.70,8.10,0.43,1.23,2.32
95AA05W1,2701,871,778,798,20,87,43,23,81,32.25,28.80,29.54,0.74,3.22,1.59,0.85,3.00
95AA06S1,1953,371,962,433,5,48,55,20,59,19.00,49.26,22.17,0.26,2.46,2.82,1.02,3.02
95AA06S2,2694,559,1397,558,12,64,39,15,50,20.75,51.86,20.71,0.45,2.38,1.45,0.56,1.86
95AA07W1,2140,1348,113,344,20,196,5,28,86,62.99,5.28,16.07,0.93,9.16,0.23,1.31,4.02
95AA08W1,1698,823,214,427,18,92,7,6,111,48.47,12.60,25.15,1.06,5.42,0.41,0.35,6.54
95AA09W1,2220,1283,132,409,14,200,12,25,145,57.79,5.95,18.42,0.63,9.01,0.54,1.13,6.53
95AA10W1,1953,1007,181,458,18,135,17,32,105,51.56,9.27,23.45,0.92,6.91,0.87,1.64,5.38
95AA11S1,2800,1323,272,631,27,224,16,32,275,47.25,9.71,22.54,0.96,8.00,0.57,1.14,9.82
95AA11S2,2564,1174,288,591,24,167,26,59,235,45.79,11.23,23.05,0.94,6.51,1.01,2.30,9.17
95AA12W1,2775,1771,85,453,19,325,20,48,54,63.82,3.06,16.32,0.68,11.71,0.72,1.73,1.95
95AA13S1,1745,533,470,477,10,66,33,21,135,30.54,26.93,27.34,0.57,3.78,1.89,1.20,7.74
95AA13S2,1562,496,448,382,24,60,30,34,88,31.75,28.68,24.46,1.54,3.84,1.92,2.18,5.63
95AA14W1,2349,1145,353,511,28,207,17,31,57,48.74,15.03,21.75,1.19,8.81,0.72,1.32,2.43
