GeographyCode,KS206NI0001,KS206NI0002,KS206NI0003,KS206NI0004,KS206NI0005,KS206NI0006,KS206NI0007,KS206NI0008,KS206NI0009,KS206NI0010,KS206NI0011,KS206NI0012,KS206NI0013,KS206NI0014,KS206NI0015,KS206NI0016,KS206NI0017
95AA01S1,1113,125,896,23,4,11,2,9,43,11.23,80.50,2.07,0.36,0.99,0.18,0.81,3.86
95AA01S2,1829,214,1120,409,51,4,3,18,10,11.70,61.24,22.36,2.79,0.22,0.16,0.98,0.55
95AA01S3,1502,195,1097,121,29,8,2,40,10,12.98,73.04,8.06,1.93,0.53,0.13,2.66,0.67
95AA02W1,1734,335,1175,134,19,7,1,55,8,19.32,67.76,7.73,1.10,0.40,0.06,3.17,0.46
95AA03W1,1822,502,1209,50,11,3,2,31,14,27.55,66.36,2.74,0.60,0.16,0.11,1.70,0.77
95AA04W1,3013,352,2238,327,64,11,5,8,8,11.68,74.28,10.85,2.12,0.37,0.17,0.27,0.27
95AA05W1,2701,519,1481,606,40,6,4,32,13,19.22,54.83,22.44,1.48,0.22,0.15,1.18,0.48
95AA06S1,1953,288,886,693,53,1,7,6,19,14.75,45.37,35.48,2.71,0.05,0.36,0.31,0.97
95AA06S2,2694,393,1244,985,41,3,4,22,2,14.59,46.18,36.56,1.52,0.11,0.15,0.82,0.07
95AA07W1,2140,481,1473,98,37,5,0,42,4,22.48,68.83,4.58,1.73,0.23,0,1.96,0.19
95AA08W1,1698,495,943,160,20,3,1,68,8,29.15,55.54,9.42,1.18,0.18,0.06,4.00,0.47
95AA09W1,2220,459,1544,102,17,2,0,59,37,20.68,69.55,4.59,0.77,0.09,0,2.66,1.67
95AA10W1,1953,393,1302,178,22,2,0,48,8,20.12,66.67,9.11,1.13,0.10,0,2.46,0.41
95AA11S1,2800,477,1866,210,30,17,3,175,22,17.04,66.64,7.50,1.07,0.61,0.11,6.25,0.79
95AA11S2,2564,249,1891,237,45,9,4,81,48,9.71,73.75,9.24,1.76,0.35,0.16,3.16,1.87
95AA12W1,2775,390,2239,88,43,4,0,7,4,14.05,80.68,3.17,1.55,0.14,0,0.25,0.14
95AA13S1,1745,266,975,368,31,4,2,95,4,15.24,55.87,21.09,1.78,0.23,0.11,5.44,0.23
95AA13S2,1562,295,854,296,44,2,2,59,10,18.89,54.67,18.95,2.82,0.13,0.13,3.78,0.64
95AA14W1,2349,477,1514,289,51,0,2,6,10,20.31,64.45,12.30,2.17,0,0.09,0.26,0.43
95AA15S1,2641,330,1804,204,34,4,8,188,69,12.50,68.31,7.72,1.29,0.15,0.30,7.12,2.61
95AA15S2,1545,354,859,141,18,1,1,118,53,22.91,55.60,9.13,1.17,0.06,0.06,7.64,3.43
95AA16W1,1807,413,1191,49,18,1,0,121,14,22.86,65.91,2.71,1.00,0.06,0,6.70,0.77
95AA17W1,2142,426,1462,141,19,4,0,67,23,19.89,68.25,6.58,0.89,0.19,0,3.13,1.07
95AA18W1,2439,299,1883,120,80,11,0,24,22,12.26,77.20,4.92,3.28,0.45,0,0.98,0.90
95AA19W1,2687,740,986,848,55,0,11,23,24,27.54,36.70,31.56,2.05,0,0.41,0.86,0.89
95BB01S1,1574,215,1232,83,22,8,0,4,10,13.66,78.27,5.27,1.40,0.51,0,0.25,0.64
95BB01S2,2035,301,1617,64,24,8,1,12,8,14.79,79.46,3.14,1.18,0.39,0.05,0.59,0.39
95BB02W1,2347,570,1594,93,41,3,0,38,8,24.29,67.92,3.96,1.75,0.13,0,1.62,0.34
95BB03S1,2026,413,1523,49,15,7,0,12,7,20.38,75.17,2.42,0.74,0.35,0,0.59,0.35
95BB03S2,2193,383,1690,78,27,3,1,7,4,17.46,77.06,3.56,1.23,0.14,0.05,0.32,0.18
95BB04S1,1438,208,1132,39,31,8,0,15,5,14.46,78.72,2.71,2.16,0.56,0,1.04,0.35
95BB04S2,1610,165,1337,53,42,3,0,8,2,10.25,83.04,3.29,2.61,0.19,0,0.50,0.12
95BB05S1,1490,207,1174,68,30,1,0,1,9,13.89,78.79,4.56,2.01,0.07,0,0.07,0.60
95BB05S2,1911,336,1460,67,34,6,1,5,2,17.58,76.40,3.51,1.78,0.31,0.05,0.26,0.10
95BB06W1,2870,674,1953,114,36,4,3,51,35,23.48,68.05,3.97,1.25,0.14,0.10,1.78,1.22
95BB07S1,1658,345,1178,53,20,5,2,35,20,20.81,71.05,3.20,1.21,0.30,0.12,2.11,1.21
95BB07S2,1295,177,1072,19,13,4,1,4,5,13.67,82.78,1.47,1.00,0.31,0.08,0.31,0.39
95BB08S1,1331,347,909,33,10,2,1,18,11,26.07,68.29,2.48,0.75,0.15,0.08,1.35,0.83
95BB08S2,1294,151,1077,30,8,1,0,21,6,11.67,83.23,2.32,0.62,0.08,0,1.62,0.46
95BB09S1,1325,174,1054,29,27,7,3,16,15,13.13,79.55,2.19,2.04,0.53,0.23,1.21,1.13
95BB09S2,1618,202,1334,27,28,5,1,16,5,12.48,82.45,1.67,1.73,0.31,0.06,0.99,0.31
95BB10S1,1690,273,1248,57,32,11,0,14,55,16.15,73.85,3.37,1.89,0.65,0,0.83,3.25
95BB10S2,1637,190,1304,59,70,6,0,4,4,11.61,79.66,3.60,4.28,0.37,0,0.24,0.24
95BB11S1,1408,338,1021,28,11,3,0,4,3,24.01,72.51,1.99,0.78,0.21,0,0.28,0.21
95BB11S2,1547,241,1197,58,26,5,1,4,15,15.58,77.38,3.75,1.68,0.32,0.06,0.26,0.97
95BB12S1,1440,413,923,55,13,2,0,20,14,28.68,64.10,3.82,0.90,0.14,0,1.39,0.97
95BB12S2,1336,191,1045,54,34,2,0,6,4,14.30,78.22,4.04,2.54,0.15,0,0.45,0.30
95BB13S1,1392,164,1154,40,20,1,0,9,4,11.78,82.90,2.87,1.44,0.07,0,0.65,0.29
95BB13S2,1472,303,1075,50,16,3,1,20,4,20.58,73.03,3.40,1.09,0.20,0.07,1.36,0.27
95BB13S3,1580,178,1320,34,19,11,1,13,4,11.27,83.54,2.15,1.20,0.70,0.06,0.82,0.25
95BB14S1,1510,189,1226,38,39,6,1,6,5,12.52,81.19,2.52,2.58,0.40,0.07,0.40,0.33
95BB14S2,1606,175,1265,87,31,11,1,28,8,10.90,78.77,5.42,1.93,0.68,0.06,1.74,0.50
95BB15S1,2005,403,1241,303,34,2,1,12,9,20.10,61.90,15.11,1.70,0.10,0.05,0.60,0.45
95BB15S2,1484,355,874,204,17,4,4,20,6,23.92,58.89,13.75,1.15,0.27,0.27,1.35,0.40
95BB16S1,1533,218,1235,38,26,12,0,3,1,14.22,80.56,2.48,1.70,0.78,0,0.20,0.07
