GeographyCode,KS106NI0001,KS106NI0002,KS106NI0003,KS106NI0004,KS106NI0005,KS106NI0006,KS106NI0007,KS106NI0008,KS106NI0009,KS106NI0010,KS106NI0011,KS106NI0012,KS106NI0013
95DD04W1,859,90,320,271,107,81,312,10.48,37.25,31.55,12.46,9.43,36.32
95DD05W1,685,87,197,259,104,77,226,12.70,28.76,37.81,15.18,11.24,32.99
95DD06W1,944,19,294,257,67,68,277,2.01,31.14,27.22,7.10,7.20,29.34
95DD07S1,689,23,246,190,84,45,242,3.34,35.70,27.58,12.19,6.53,35.12
95DD07S2,723,14,238,234,96,45,221,1.94,32.92,32.37,13.28,6.22,30.57
95DD08W1,1041,46,429,198,85,43,427,4.42,41.21,19.02,8.17,4.13,41.02
95DD09W1,929,26,216,311,106,68,258,2.80,23.25,33.48,11.41,7.32,27.77
95DD10W1,1180,48,406,338,134,83,388,4.07,34.41,28.64,11.36,7.03,32.88
95DD11W1,955,109,275,368,175,94,272,11.41,28.80,38.53,18.32,9.84,28.48
95DD12W1,890,16,215,329,124,67,263,1.80,24.16,36.97,13.93,7.53,29.55
95DD13W1,741,49,249,214,96,61,248,6.61,33.60,28.88,12.96,8.23,33.47
95DD14S1,626,21,165,231,89,49,159,3.35,26.36,36.90,14.22,7.83,25.40
95DD14S2,607,7,141,210,53,29,131,1.15,23.23,34.60,8.73,4.78,21.58
95DD15W1,1174,43,223,465,190,107,270,3.66,18.99,39.61,16.18,9.11,23.00
95DD16W1,1019,16,205,355,125,92,283,1.57,20.12,34.84,12.27,9.03,27.77
95DD17W1,1148,25,223,461,180,109,289,2.18,19.43,40.16,15.68,9.49,25.17
95DD18W1,873,29,326,173,73,35,313,3.32,37.34,19.82,8.36,4.01,35.85
95DD19S1,732,36,186,279,127,68,208,4.92,25.41,38.11,17.35,9.29,28.42
95DD19S2,543,7,147,170,54,35,169,1.29,27.07,31.31,9.94,6.45,31.12
95DD20W1,826,51,344,194,80,70,332,6.17,41.65,23.49,9.69,8.47,40.19
95DD21W1,891,51,243,273,112,50,229,5.72,27.27,30.64,12.57,5.61,25.70
95DD22S1,559,14,157,181,63,41,205,2.50,28.09,32.38,11.27,7.33,36.67
95DD22S2,597,27,191,207,87,52,202,4.52,31.99,34.67,14.57,8.71,33.84
95DD23W1,881,16,183,314,103,73,259,1.82,20.77,35.64,11.69,8.29,29.40
95DD24W1,990,43,244,362,139,81,256,4.34,24.65,36.57,14.04,8.18,25.86
95EE01W1,592,26,130,260,104,65,190,4.39,21.96,43.92,17.57,10.98,32.09
95EE02W1,790,43,214,266,113,65,248,5.44,27.09,33.67,14.30,8.23,31.39
95EE03W1,808,58,277,264,106,67,277,7.18,34.28,32.67,13.12,8.29,34.28
95EE04W1,736,34,196,242,87,60,232,4.62,26.63,32.88,11.82,8.15,31.52
95EE05W1,577,19,175,168,66,44,181,3.29,30.33,29.12,11.44,7.63,31.37
95EE06W1,692,38,154,335,145,86,186,5.49,22.25,48.41,20.95,12.43,26.88
95EE07W1,740,52,267,252,112,66,275,7.03,36.08,34.05,15.14,8.92,37.16
95EE08W1,711,29,258,171,51,43,234,4.08,36.29,24.05,7.17,6.05,32.91
95EE09W1,605,22,132,239,83,61,195,3.64,21.82,39.50,13.72,10.08,32.23
95EE10W1,598,25,144,229,102,49,157,4.18,24.08,38.29,17.06,8.19,26.25
95EE11W1,551,17,122,192,70,55,178,3.09,22.14,34.85,12.70,9.98,32.30
95EE12W1,1059,101,326,371,167,105,320,9.54,30.78,35.03,15.77,9.92,30.22
95EE13W1,718,30,358,151,65,39,320,4.18,49.86,21.03,9.05,5.43,44.57
95EE14W1,1016,58,281,383,154,111,306,5.71,27.66,37.70,15.16,10.93,30.12
95EE15W1,606,24,169,217,102,62,190,3.96,27.89,35.81,16.83,10.23,31.35
95EE16W1,709,31,158,286,118,94,203,4.37,22.28,40.34,16.64,13.26,28.63
95FF01S1,781,17,165,296,127,67,198,2.18,21.13,37.90,16.26,8.58,25.35
95FF01S2,959,35,166,432,167,93,184,3.65,17.31,45.05,17.41,9.70,19.19
95FF02W1,923,34,210,373,161,94,256,3.68,22.75,40.41,17.44,10.18,27.74
95FF03W1,1169,80,247,467,211,141,302,6.84,21.13,39.95,18.05,12.06,25.83
95FF04W1,862,25,182,335,133,89,268,2.90,21.11,38.86,15.43,10.32,31.09
95FF05W1,1119,55,362,337,148,87,349,4.92,32.35,30.12,13.23,7.77,31.19
95FF06S1,820,28,196,283,124,60,203,3.41,23.90,34.51,15.12,7.32,24.76
95FF06S2,720,20,117,335,130,66,126,2.78,16.25,46.53,18.06,9.17,17.50
95FF07W1,1154,108,376,425,194,132,379,9.36,32.58,36.83,16.81,11.44,32.84
95FF08W1,993,37,385,293,107,74,373,3.73,38.77,29.51,10.78,7.45,37.56
95FF09W1,1000,61,303,346,148,121,335,6.10,30.30,34.60,14.80,12.10,33.50
95FF10W1,1216,34,210,495,218,127,278,2.80,17.27,40.71,17.93,10.44,22.86
95FF11W1,873,23,182,326,142,79,254,2.63,20.85,37.34,16.27,9.05,29.10
95FF12W1,1018,36,246,345,143,112,311,3.54,24.17,33.89,14.05,11.00,30.55
95FF13W1,977,30,232,339,144,86,298,3.07,23.75,34.70,14.74,8.80,30.50
95FF14W1,862,12,200,291,96,60,248,1.39,23.20,33.76,11.14,6.96,28.77
95FF15W1,1073,60,350,358,170,84,371,5.59,32.62,33.36,15.84,7.83,34.58
95FF16W1,927,42,279,298,109,72,270,4.53,30.10,32.15,11.76,7.77,29.13
95FF17W1,857,44,353,187,93,43,353,5.13,41.19,21.82,10.85,5.02,41.19
95GG01S1,739,39,321,182,67,75,377,5.28,43.44,24.63,9.07,10.15,51.01
95GG01S2,624,33,274,157,45,65,318,5.29,43.91,25.16,7.21,10.42,50.96
95GG01S3,641,35,239,187,62,64,288,5.46,37.29,29.17,9.67,9.98,44.93
95GG02S1,749,145,287,288,114,120,298,19.36,38.32,38.45,15.22,16.02,39.79
95GG02S2,859,158,320,343,169,132,339,18.39,37.25,39.93,19.67,15.37,39.46
95GG02S3,960,189,412,376,149,159,404,19.69,42.92,39.17,15.52,16.56,42.08
95GG03S1,895,19,237,250,110,51,201,2.12,26.48,27.93,12.29,5.70,22.46
95GG03S2,767,9,229,212,73,52,213,1.17,29.86,27.64,9.52,6.78,27.77
95GG03S3,1005,29,291,228,112,46,270,2.89,28.96,22.69,11.14,4.58,26.87
95GG04S1,801,104,324,259,102,100,303,12.98,40.45,32.33,12.73,12.48,37.83
95GG04S2,640,102,255,248,113,95,266,15.94,39.84,38.75,17.66,14.84,41.56
95GG04S3,856,67,372,201,99,56,357,7.83,43.46,23.48,11.57,6.54,41.71
95GG05S1,845,25,182,196,83,37,195,2.96,21.54,23.20,9.82,4.38,23.08
95GG05S2,948,18,167,205,102,45,171,1.90,17.62,21.62,10.76,4.75,18.04
95GG05S3,1007,53,258,204,100,60,253,5.26,25.62,20.26,9.93,5.96,25.12
95GG06S1,794,95,253,276,114,91,283,11.96,31.86,34.76,14.36,11.46,35.64
95GG06S2,833,46,278,237,82,73,295,5.52,33.37,28.45,9.84,8.76,35.41
95GG06S3,754,34,208,295,104,94,210,4.51,27.59,39.12,13.79,12.47,27.85
95GG07S1,796,71,251,256,120,75,283,8.92,31.53,32.16,15.08,9.42,35.55
95GG07S2,788,154,253,323,158,133,268,19.54,32.11,40.99,20.05,16.88,34.01
95GG07S3,685,69,219,271,85,103,258,10.07,31.97,39.56,12.41,15.04,37.66
95GG08S1,554,22,183,162,73,47,180,3.97,33.03,29.24,13.18,8.48,32.49
95GG08S2,810,65,286,250,111,70,291,8.02,35.31,30.86,13.70,8.64,35.93
95GG08S3,787,68,205,277,118,76,210,8.64,26.05,35.20,14.99,9.66,26.68
95GG09S1,844,14,266,262,98,46,219,1.66,31.52,31.04,11.61,5.45,25.95
95GG09S2,808,24,240,212,76,62,253,2.97,29.70,26.24,9.41,7.67,31.31
95GG09S3,952,66,262,289,132,84,288,6.93,27.52,30.36,13.87,8.82,30.25
95GG10S1,966,46,329,180,78,48,300,4.76,34.06,18.63,8.07,4.97,31.06
95GG10S2,1051,82,345,233,116,66,335,7.80,32.83,22.17,11.04,6.28,31.87
95GG11S1,987,71,346,227,107,61,327,7.19,35.06,23.00,10.84,6.18,33.13
95GG11S2,701,18,193,199,69,46,190,2.57,27.53,28.39,9.84,6.56,27.10
95GG11S3,998,42,291,197,111,50,308,4.21,29.16,19.74,11.12,5.01,30.86
95GG12S1,558,7,112,46,22,13,61,1.25,20.07,8.24,3.94,2.33,10.93
95GG12S2,727,14,173,56,29,22,144,1.93,23.80,7.70,3.99,3.03,19.81
95GG12S3,586,13,125,55,27,11,99,2.22,21.33,9.39,4.61,1.88,16.89
95GG12S4,719,7,190,42,24,15,128,0.97,26.43,5.84,3.34,2.09,17.80
95GG12S5,839,128,225,293,142,113,237,15.26,26.82,34.92,16.92,13.47,28.25
95GG13S1,664,49,269,175,73,46,247,7.38,40.51,26.36,10.99,6.93,37.20
95GG13S2,665,24,185,228,87,50,196,3.61,27.82,34.29,13.08,7.52,29.47
95GG13S3,787,30,314,179,82,45,328,3.81,39.90,22.74,10.42,5.72,41.68
95GG14S1,618,10,187,188,69,42,190,1.62,30.26,30.42,11.17,6.80,30.74
95GG14S2,582,10,153,198,68,35,152,1.72,26.29,34.02,11.68,6.01,26.12
95GG14S3,617,13,172,210,67,57,155,2.11,27.88,34.04,10.86,9.24,25.12
95GG15S1,736,7,247,215,84,32,185,0.95,33.56,29.21,11.41,4.35,25.14
95GG15S2,890,17,245,262,111,34,202,1.91,27.53,29.44,12.47,3.82,22.70
95GG15S3,918,26,372,205,74,53,339,2.83,40.52,22.33,8.06,5.77,36.93
95GG16S1,866,64,281,266,126,82,261,7.39,32.45,30.72,14.55,9.47,30.14
95GG16S2,777,53,231,248,108,72,250,6.82,29.73,31.92,13.90,9.27,32.18
95GG16S3,587,41,164,198,90,61,172,6.98,27.94,33.73,15.33,10.39,29.30
95GG17S1,770,134,220,356,151,141,206,17.40,28.57,46.23,19.61,18.31,26.75
95GG17S2,623,20,215,182,53,46,246,3.21,34.51,29.21,8.51,7.38,39.49
95GG17S3,744,104,278,266,118,98,288,13.98,37.37,35.75,15.86,13.17,38.71
95GG18S1,1073,186,397,411,175,164,420,17.33,37.00,38.30,16.31,15.28,39.14
95GG18S2,1070,140,394,338,160,137,413,13.08,36.82,31.59,14.95,12.80,38.60
95GG19S1,1061,112,631,228,95,93,604,10.56,59.47,21.49,8.95,8.77,56.93
95GG19S2,1178,191,509,405,176,168,504,16.21,43.21,34.38,14.94,14.26,42.78
95GG20S1,1393,124,507,319,156,105,507,8.90,36.40,22.90,11.20,7.54,36.40
95GG20S2,966,116,405,311,139,109,384,12.01,41.93,32.19,14.39,11.28,39.75
95GG21S1,639,92,302,196,66,89,332,14.40,47.26,30.67,10.33,13.93,51.96
95GG21S2,675,142,253,271,117,125,291,21.04,37.48,40.15,17.33,18.52,43.11
95GG21S3,948,99,411,235,111,94,414,10.44,43.35,24.79,11.71,9.92,43.67
95GG22S1,733,42,276,209,84,62,282,5.73,37.65,28.51,11.46,8.46,38.47
95GG22S2,814,39,358,221,74,77,377,4.79,43.98,27.15,9.09,9.46,46.31
95GG22S3,661,52,231,218,78,81,277,7.87,34.95,32.98,11.80,12.25,41.91
95GG23S1,566,11,165,162,62,28,157,1.94,29.15,28.62,10.95,4.95,27.74
95GG23S2,579,12,202,178,43,36,193,2.07,34.89,30.74,7.43,6.22,33.33
95GG23S3,676,7,214,161,80,28,205,1.04,31.66,23.82,11.83,4.14,30.33
95GG24S1,612,18,252,137,58,26,222,2.94,41.18,22.39,9.48,4.25,36.27
95GG24S2,712,40,238,178,65,39,268,5.62,33.43,25.00,9.13,5.48,37.64
95GG24S3,621,25,162,203,99,45,161,4.03,26.09,32.69,15.94,7.25,25.93
95GG25S1,868,69,351,273,107,97,380,7.95,40.44,31.45,12.33,11.18,43.78
95GG25S2,716,40,241,248,75,99,294,5.59,33.66,34.64,10.47,13.83,41.06
95GG25S3,610,61,191,239,102,83,222,10.00,31.31,39.18,16.72,13.61,36.39
95GG26S1,848,99,319,280,130,106,328,11.67,37.62,33.02,15.33,12.50,38.68
95GG26S2,806,81,312,228,94,81,346,10.05,38.71,28.29,11.66,10.05,42.93
95GG27S1,487,33,89,247,89,90,128,6.78,18.28,50.72,18.28,18.48,26.28
95GG27S2,607,75,191,262,95,95,215,12.36,31.47,43.16,15.65,15.65,35.42
95GG27S3,727,56,261,217,86,75,302,7.70,35.90,29.85,11.83,10.32,41.54
95GG27S4,646,74,260,223,92,109,279,11.46,40.25,34.52,14.24,16.87,43.19
95GG28S1,839,43,214,331,141,84,249,5.13,25.51,39.45,16.81,10.01,29.68
95GG28S2,712,47,252,222,85,87,290,6.60,35.39,31.18,11.94,12.22,40.73
95GG28S3,774,99,259,281,120,96,264,12.79,33.46,36.30,15.50,12.40,34.11
95GG29S1,1083,106,388,317,142,112,387,9.79,35.83,29.27,13.11,10.34,35.73
95GG29S2,1347,83,369,358,189,80,357,6.16,27.39,26.58,14.03,5.94,26.50
95GG30S1,763,28,311,193,81,55,289,3.67,40.76,25.29,10.62,7.21,37.88
95GG30S2,695,11,202,215,87,44,187,1.58,29.06,30.94,12.52,6.33,26.91
95GG30S3,625,12,198,175,62,41,198,1.92,31.68,28.00,9.92,6.56,31.68
95GG31S1,793,43,159,322,123,101,213,5.42,20.05,40.61,15.51,12.74,26.86
95GG31S2,800,67,286,269,88,94,320,8.38,35.75,33.63,11.00,11.75,40.00
95GG31S3,870,147,303,364,124,161,326,16.90,34.83,41.84,14.25,18.51,37.47
95GG32S1,1257,180,359,556,261,173,360,14.32,28.56,44.23,20.76,13.76,28.64
95GG32S2,698,50,299,201,93,65,279,7.16,42.84,28.80,13.32,9.31,39.97
95GG32S3,694,45,258,195,74,41,269,6.48,37.18,28.10,10.66,5.91,38.76
95GG33S1,737,13,193,200,52,36,145,1.76,26.19,27.14,7.06,4.88,19.67
95GG33S2,618,6,171,183,48,21,134,0.97,27.67,29.61,7.77,3.40,21.68
95GG33S3,840,14,206,207,70,34,159,1.67,24.52,24.64,8.33,4.05,18.93
95GG34S1,650,33,246,193,78,53,233,5.08,37.85,29.69,12.00,8.15,35.85
95GG34S2,553,15,140,189,42,54,170,2.71,25.32,34.18,7.59,9.76,30.74
95GG34S3,796,14,174,222,93,37,183,1.76,21.86,27.89,11.68,4.65,22.99
95GG35S1,867,105,408,248,96,118,403,12.11,47.06,28.60,11.07,13.61,46.48
95GG35S2,731,91,375,193,79,89,388,12.45,51.30,26.40,10.81,12.18,53.08
95GG35S3,646,91,242,241,108,96,264,14.09,37.46,37.31,16.72,14.86,40.87
95GG36S1,827,21,217,215,100,48,247,2.54,26.24,26.00,12.09,5.80,29.87
95GG36S2,836,9,261,238,107,49,279,1.08,31.22,28.47,12.80,5.86,33.37
95GG36S3,818,18,245,233,94,56,259,2.20,29.95,28.48,11.49,6.85,31.66
95GG37S1,779,17,148,240,81,43,148,2.18,19.00,30.81,10.40,5.52,19.00
95GG37S2,819,31,199,195,92,36,200,3.79,24.30,23.81,11.23,4.40,24.42
95GG37S3,1089,29,222,175,84,41,224,2.66,20.39,16.07,7.71,3.76,20.57
95GG38S1,1369,30,310,316,140,57,307,2.19,22.64,23.08,10.23,4.16,22.43
95GG38S2,853,27,222,176,70,45,213,3.17,26.03,20.63,8.21,5.28,24.97
95GG38S3,693,6,205,198,85,33,186,0.87,29.58,28.57,12.27,4.76,26.84
95GG39S1,1172,93,388,266,130,98,367,7.94,33.11,22.70,11.09,8.36,31.31
95GG39S2,1402,99,560,246,109,102,550,7.06,39.94,17.55,7.77,7.28,39.23
95GG39S3,1042,89,449,209,96,69,404,8.54,43.09,20.06,9.21,6.62,38.77
95GG40S1,802,122,354,287,105,113,354,15.21,44.14,35.79,13.09,14.09,44.14
95GG40S2,1059,114,555,259,116,94,481,10.76,52.41,24.46,10.95,8.88,45.42
95GG41S1,789,7,282,208,65,44,201,0.89,35.74,26.36,8.24,5.58,25.48
95GG41S2,596,8,219,170,58,32,164,1.34,36.74,28.52,9.73,5.37,27.52
95GG41S3,788,19,212,233,91,39,201,2.41,26.90,29.57,11.55,4.95,25.51
95GG42S1,689,8,189,213,68,28,163,1.16,27.43,30.91,9.87,4.06,23.66
95GG42S2,209,1,72,47,16,9,50,0.48,34.45,22.49,7.66,4.31,23.92
95GG42S3,740,4,128,111,61,12,88,0.54,17.30,15.00,8.24,1.62,11.89
95GG42S4,968,15,210,231,113,36,161,1.55,21.69,23.86,11.67,3.72,16.63
95GG43S1,720,33,277,156,74,39,275,4.58,38.47,21.67,10.28,5.42,38.19
95GG43S2,734,27,192,189,74,41,225,3.68,26.16,25.75,10.08,5.59,30.65
95GG43S3,862,37,241,211,104,54,250,4.29,27.96,24.48,12.06,6.26,29.00
95GG44S1,1390,147,478,368,174,117,481,10.58,34.39,26.47,12.52,8.42,34.60
95GG44S2,1315,123,461,345,172,106,443,9.35,35.06,26.24,13.08,8.06,33.69
95GG45S1,694,11,264,178,58,27,191,1.59,38.04,25.65,8.36,3.89,27.52
95GG45S2,686,63,278,216,90,73,289,9.18,40.52,31.49,13.12,10.64,42.13
95GG45S3,749,25,246,196,79,43,214,3.34,32.84,26.17,10.55,5.74,28.57
95GG46S1,663,91,237,252,83,120,276,13.73,35.75,38.01,12.52,18.10,41.63
95GG46S2,646,120,207,296,115,140,264,18.58,32.04,45.82,17.80,21.67,40.87
95GG46S3,623,84,266,210,65,104,294,13.48,42.70,33.71,10.43,16.69,47.19
95GG47S1,1025,121,440,289,116,117,423,11.80,42.93,28.20,11.32,11.41,41.27
95GG47S2,801,107,357,243,87,90,357,13.36,44.57,30.34,10.86,11.24,44.57
95GG47S3,815,85,312,235,101,98,291,10.43,38.28,28.83,12.39,12.02,35.71
95GG48S1,620,85,202,250,106,105,247,13.71,32.58,40.32,17.10,16.94,39.84
95GG48S2,842,242,250,442,171,215,308,28.74,29.69,52.49,20.31,25.53,36.58
95GG48S3,589,103,193,259,93,149,234,17.49,32.77,43.97,15.79,25.30,39.73
95GG49S1,748,12,181,132,44,18,134,1.60,24.20,17.65,5.88,2.41,17.91
95GG49S2,948,12,228,99,48,17,166,1.27,24.05,10.44,5.06,1.79,17.51
95GG49S3,821,26,182,106,61,25,116,3.17,22.17,12.91,7.43,3.05,14.13
95GG49S4,834,18,222,75,43,21,191,2.16,26.62,8.99,5.16,2.52,22.90
95GG50S1,764,54,215,158,81,42,226,7.07,28.14,20.68,10.60,5.50,29.58
