GeographyCode,KS106NI0001,KS106NI0002,KS106NI0003,KS106NI0004,KS106NI0005,KS106NI0006,KS106NI0007,KS106NI0008,KS106NI0009,KS106NI0010,KS106NI0011,KS106NI0012,KS106NI0013
95AA01S1,310,2,5,194,139,22,11,0.65,1.61,62.58,44.84,7.10,3.55
95AA01S2,624,9,119,251,81,69,130,1.44,19.07,40.22,12.98,11.06,20.83
95AA01S3,588,11,109,196,85,37,122,1.87,18.54,33.33,14.46,6.29,20.75
95AA02W1,839,21,308,179,69,63,328,2.50,36.71,21.33,8.22,7.51,39.09
95AA03W1,845,55,291,242,109,72,307,6.51,34.44,28.64,12.90,8.52,36.33
95AA04W1,1014,20,183,390,137,80,249,1.97,18.05,38.46,13.51,7.89,24.56
95AA05W1,920,34,216,357,152,92,251,3.70,23.48,38.80,16.52,10.00,27.28
95AA06S1,710,34,184,305,124,91,208,4.79,25.92,42.96,17.46,12.82,29.30
95AA06S2,860,52,169,444,171,114,194,6.05,19.65,51.63,19.88,13.26,22.56
95AA07W1,820,31,211,264,101,78,232,3.78,25.73,32.20,12.32,9.51,28.29
95AA08W1,699,57,218,224,102,71,262,8.15,31.19,32.05,14.59,10.16,37.48
95AA09W1,943,67,289,297,136,66,294,7.10,30.65,31.50,14.42,7.00,31.18
95AA10W1,792,55,271,260,104,74,285,6.94,34.22,32.83,13.13,9.34,35.98
95AA11S1,1123,29,282,373,156,69,292,2.58,25.11,33.21,13.89,6.14,26.00
95AA11S2,870,29,126,396,185,81,162,3.33,14.48,45.52,21.26,9.31,18.62
95AA12W1,971,10,199,396,116,75,224,1.03,20.49,40.78,11.95,7.72,23.07
95AA13S1,625,34,139,246,107,45,154,5.44,22.24,39.36,17.12,7.20,24.64
95AA13S2,614,20,167,224,91,51,191,3.26,27.20,36.48,14.82,8.31,31.11
95AA14W1,779,20,178,279,99,64,212,2.57,22.85,35.82,12.71,8.22,27.21
95AA15S1,1013,39,166,404,210,81,202,3.85,16.39,39.88,20.73,8.00,19.94
95AA15S2,582,52,122,247,134,55,127,8.93,20.96,42.44,23.02,9.45,21.82
95AA16W1,832,44,275,231,106,64,281,5.29,33.05,27.76,12.74,7.69,33.77
95AA17W1,855,62,223,300,125,72,253,7.25,26.08,35.09,14.62,8.42,29.59
95AA18W1,1004,17,324,245,87,52,242,1.69,32.27,24.40,8.67,5.18,24.10
95AA19W1,832,44,184,384,165,85,215,5.29,22.12,46.15,19.83,10.22,25.84
95BB01S1,548,15,116,209,71,51,144,2.74,21.17,38.14,12.96,9.31,26.28
95BB01S2,759,17,151,289,96,75,183,2.24,19.89,38.08,12.65,9.88,24.11
95BB02W1,1126,56,495,246,86,69,487,4.97,43.96,21.85,7.64,6.13,43.25
95BB03S1,877,42,330,271,115,94,312,4.79,37.63,30.90,13.11,10.72,35.58
95BB03S2,899,42,328,259,100,74,332,4.67,36.48,28.81,11.12,8.23,36.93
95BB04S1,638,24,247,144,50,34,242,3.76,38.71,22.57,7.84,5.33,37.93
95BB04S2,669,12,243,161,57,38,217,1.79,36.32,24.07,8.52,5.68,32.44
95BB05S1,564,19,150,177,50,39,171,3.37,26.60,31.38,8.87,6.91,30.32
95BB05S2,754,25,209,225,82,68,232,3.32,27.72,29.84,10.88,9.02,30.77
95BB06W1,1518,65,657,295,126,77,652,4.28,43.28,19.43,8.30,5.07,42.95
95BB07S1,819,38,332,200,87,38,306,4.64,40.54,24.42,10.62,4.64,37.36
95BB07S2,496,17,136,158,47,41,146,3.43,27.42,31.85,9.48,8.27,29.44
95BB08S1,589,26,250,157,68,48,257,4.41,42.44,26.66,11.54,8.15,43.63
95BB08S2,479,13,93,177,75,35,116,2.71,19.42,36.95,15.66,7.31,24.22
95BB09S1,561,10,178,138,49,25,161,1.78,31.73,24.60,8.73,4.46,28.70
95BB09S2,692,10,177,184,68,26,164,1.45,25.58,26.59,9.83,3.76,23.70
95BB10S1,874,20,379,159,67,34,322,2.29,43.36,18.19,7.67,3.89,36.84
95BB10S2,635,14,197,188,53,46,162,2.20,31.02,29.61,8.35,7.24,25.51
95BB11S1,621,41,239,193,68,54,233,6.60,38.49,31.08,10.95,8.70,37.52
95BB11S2,717,11,326,145,54,34,308,1.53,45.47,20.22,7.53,4.74,42.96
95BB12S1,626,58,218,197,93,50,221,9.27,34.82,31.47,14.86,7.99,35.30
95BB12S2,504,23,152,185,67,33,125,4.56,30.16,36.71,13.29,6.55,24.80
95BB13S1,508,43,98,236,72,54,123,8.46,19.29,46.46,14.17,10.63,24.21
95BB13S2,603,25,214,179,70,50,226,4.15,35.49,29.68,11.61,8.29,37.48
95BB13S3,576,18,91,240,93,52,120,3.13,15.80,41.67,16.15,9.03,20.83
95BB14S1,551,6,137,173,51,38,163,1.09,24.86,31.40,9.26,6.90,29.58
95BB14S2,621,8,170,193,67,38,155,1.29,27.38,31.08,10.79,6.12,24.96
95BB15S1,706,23,203,268,115,59,243,3.26,28.75,37.96,16.29,8.36,34.42
95BB15S2,581,38,174,205,65,56,186,6.54,29.95,35.28,11.19,9.64,32.01
95BB16S1,562,8,148,173,47,34,166,1.42,26.33,30.78,8.36,6.05,29.54
95BB16S2,614,9,162,200,65,41,156,1.47,26.38,32.57,10.59,6.68,25.41
95BB17S1,727,37,136,288,122,84,168,5.09,18.71,39.61,16.78,11.55,23.11
95BB17S2,672,48,178,245,85,67,203,7.14,26.49,36.46,12.65,9.97,30.21
95BB18S1,726,40,260,221,113,67,293,5.51,35.81,30.44,15.56,9.23,40.36
95BB18S2,912,23,207,360,157,75,236,2.52,22.70,39.47,17.21,8.22,25.88
95BB19S1,641,21,169,200,83,45,178,3.28,26.37,31.20,12.95,7.02,27.77
95BB19S2,599,7,78,287,108,71,107,1.17,13.02,47.91,18.03,11.85,17.86
95BB19S3,484,8,73,213,70,45,101,1.65,15.08,44.01,14.46,9.30,20.87
95BB20S1,677,39,194,238,83,74,220,5.76,28.66,35.16,12.26,10.93,32.50
95BB20S2,613,40,250,184,71,69,258,6.53,40.78,30.02,11.58,11.26,42.09
95BB21S1,932,53,304,329,135,101,320,5.69,32.62,35.30,14.48,10.84,34.33
95BB21S2,889,29,249,322,121,92,297,3.26,28.01,36.22,13.61,10.35,33.41
95BB22S1,596,44,121,245,109,56,135,7.38,20.30,41.11,18.29,9.40,22.65
95BB22S2,598,75,170,239,100,78,182,12.54,28.43,39.97,16.72,13.04,30.43
95BB23S1,638,14,207,153,55,39,200,2.19,32.45,23.98,8.62,6.11,31.35
95BB23S2,523,6,101,184,59,44,131,1.15,19.31,35.18,11.28,8.41,25.05
95CC01W1,904,75,262,345,133,97,282,8.30,28.98,38.16,14.71,10.73,31.19
95CC02W1,875,27,201,338,137,85,275,3.09,22.97,38.63,15.66,9.71,31.43
95CC03W1,1127,140,381,429,206,124,365,12.42,33.81,38.07,18.28,11.00,32.39
95CC04W1,790,32,205,308,124,85,244,4.05,25.95,38.99,15.70,10.76,30.89
95CC05W1,954,37,258,363,162,86,328,3.88,27.04,38.05,16.98,9.01,34.38
95CC06S1,579,17,161,190,82,35,152,2.94,27.81,32.82,14.16,6.04,26.25
95CC06S2,517,24,158,180,71,46,160,4.64,30.56,34.82,13.73,8.90,30.95
95CC07W1,1108,80,240,507,205,148,267,7.22,21.66,45.76,18.50,13.36,24.10
95CC08W1,990,95,327,381,167,93,349,9.60,33.03,38.48,16.87,9.39,35.25
95CC09S1,494,6,102,194,71,42,126,1.21,20.65,39.27,14.37,8.50,25.51
95CC09S2,696,17,134,235,105,47,145,2.44,19.25,33.76,15.09,6.75,20.83
95CC10W1,901,20,211,289,106,68,270,2.22,23.42,32.08,11.76,7.55,29.97
95CC11W1,786,59,318,205,88,60,289,7.51,40.46,26.08,11.20,7.63,36.77
95CC12W1,890,31,202,372,153,90,243,3.48,22.70,41.80,17.19,10.11,27.30
95CC13W1,817,21,182,304,120,86,264,2.57,22.28,37.21,14.69,10.53,32.31
95CC14W1,1132,47,267,408,191,116,318,4.15,23.59,36.04,16.87,10.25,28.09
95CC15W1,1007,32,258,403,149,99,323,3.18,25.62,40.02,14.80,9.83,32.08
95CC16W1,1076,71,328,396,148,125,350,6.60,30.48,36.80,13.75,11.62,32.53
95CC17W1,897,30,201,367,159,88,256,3.34,22.41,40.91,17.73,9.81,28.54
95CC18W1,937,31,307,286,109,59,307,3.31,32.76,30.52,11.63,6.30,32.76
95CC19W1,981,42,240,365,146,91,300,4.28,24.46,37.21,14.88,9.28,30.58
95CC20S1,484,14,115,187,78,40,126,2.89,23.76,38.64,16.12,8.26,26.03
95CC20S2,643,23,154,225,93,52,168,3.58,23.95,34.99,14.46,8.09,26.13
95CC21W1,1167,58,309,377,161,83,354,4.97,26.48,32.31,13.80,7.11,30.33
95CC22W1,842,33,343,182,72,41,312,3.92,40.74,21.62,8.55,4.87,37.05
95DD01W1,836,15,302,209,63,40,246,1.79,36.12,25.00,7.54,4.78,29.43
95DD02S1,599,24,185,189,70,46,197,4.01,30.88,31.55,11.69,7.68,32.89
95DD02S2,891,22,176,365,154,69,192,2.47,19.75,40.97,17.28,7.74,21.55
95DD03W1,1389,40,349,468,194,88,327,2.88,25.13,33.69,13.97,6.34,23.54
