GeographyCode,KS207NI0001,KS207NI0002,KS207NI0003,KS207NI0004,KS207NI0005,KS207NI0006,KS207NI0007,KS207NI0008,KS207NI0009,KS207NI0010,KS207NI0011,KS207NI0012,KS207NI0013,KS207NI0014,KS207NI0015,KS207NI0016,KS207NI0017,KS207NI0018,KS207NI0019,KS207NI0020,KS207NI0021,KS207NI0022,KS207NI0023,KS207NI0024,KS207NI0025,KS207NI0026,KS207NI0027
95AA17W1,2044,1969,20,19,1,0,9,0,0,3,0,6,2,15,96.33,0.98,0.93,0.05,0,0.44,0,0,0.15,0,0.29,0.10,0.73
95AA18W1,2369,2336,7,0,1,0,1,5,2,0,1,0,4,12,98.61,0.30,0,0.04,0,0.04,0.21,0.08,0,0.04,0,0.17,0.51
95AA19W1,2555,2522,14,1,7,0,0,0,0,0,0,8,0,3,98.71,0.55,0.04,0.27,0,0,0,0,0,0,0.31,0,0.12
95BB01S1,1521,1512,3,0,0,0,0,0,0,0,0,0,0,6,99.41,0.20,0,0,0,0,0,0,0,0,0,0,0.39
95BB01S2,1964,1948,0,2,1,2,0,3,0,1,1,0,0,6,99.19,0,0.10,0.05,0.10,0,0.15,0,0.05,0.05,0,0,0.31
95BB02W1,2280,2229,10,19,0,0,0,1,0,3,2,0,0,16,97.76,0.44,0.83,0,0,0,0.04,0,0.13,0.09,0,0,0.70
95BB03S1,1942,1921,12,1,0,0,0,0,1,0,0,0,0,7,98.92,0.62,0.05,0,0,0,0,0.05,0,0,0,0,0.36
95BB03S2,2116,2103,0,0,0,0,0,0,0,0,0,0,0,13,99.39,0,0,0,0,0,0,0,0,0,0,0,0.61
95BB04S1,1396,1372,2,6,0,2,0,2,0,0,3,0,0,9,98.28,0.14,0.43,0,0.14,0,0.14,0,0,0.21,0,0,0.64
95BB04S2,1563,1553,2,0,0,0,1,0,0,0,1,0,0,6,99.36,0.13,0,0,0,0.06,0,0,0,0.06,0,0,0.38
95BB05S1,1454,1444,0,1,0,0,0,0,0,0,0,0,0,9,99.31,0,0.07,0,0,0,0,0,0,0,0,0,0.62
95BB05S2,1847,1838,1,0,0,0,2,0,0,0,0,0,0,6,99.51,0.05,0,0,0,0.11,0,0,0,0,0,0,0.32
95BB06W1,2778,2682,18,19,0,3,1,13,4,1,0,3,4,30,96.54,0.65,0.68,0,0.11,0.04,0.47,0.14,0.04,0,0.11,0.14,1.08
95BB07S1,1592,1548,12,3,0,1,2,0,2,10,1,0,0,13,97.24,0.75,0.19,0,0.06,0.13,0,0.13,0.63,0.06,0,0,0.82
95BB07S2,1258,1249,0,0,0,0,0,0,0,0,6,0,0,3,99.28,0,0,0,0,0,0,0,0,0.48,0,0,0.24
95BB08S1,1275,1262,7,3,0,0,0,0,0,0,0,0,0,3,98.98,0.55,0.24,0,0,0,0,0,0,0,0,0,0.24
95BB08S2,1233,1208,0,6,0,0,0,5,0,5,0,0,0,9,97.97,0,0.49,0,0,0,0.41,0,0.41,0,0,0,0.73
95BB09S1,1282,1257,8,4,0,0,0,4,4,0,0,0,0,5,98.05,0.62,0.31,0,0,0,0.31,0.31,0,0,0,0,0.39
95BB09S2,1568,1556,10,0,0,0,0,0,0,0,0,0,0,2,99.23,0.64,0,0,0,0,0,0,0,0,0,0,0.13
95BB10S1,1651,1591,1,3,0,0,0,0,37,3,3,8,0,5,96.37,0.06,0.18,0,0,0,0,2.24,0.18,0.18,0.48,0,0.30
95BB10S2,1591,1589,0,1,0,0,0,0,0,0,0,0,0,1,99.87,0,0.06,0,0,0,0,0,0,0,0,0,0.06
95BB11S1,1356,1345,0,2,0,0,0,0,0,0,0,0,0,9,99.19,0,0.15,0,0,0,0,0,0,0,0,0,0.66
95BB11S2,1512,1500,2,0,0,0,0,0,4,0,1,0,0,5,99.21,0.13,0,0,0,0,0,0.26,0,0.07,0,0,0.33
95BB12S1,1370,1331,1,5,0,0,6,3,0,0,0,0,3,21,97.15,0.07,0.36,0,0,0.44,0.22,0,0,0,0,0.22,1.53
95BB12S2,1281,1273,4,1,0,0,0,0,1,0,0,0,0,2,99.38,0.31,0.08,0,0,0,0,0.08,0,0,0,0,0.16
95BB13S1,1350,1335,0,3,0,0,0,1,0,1,0,0,3,7,98.89,0,0.22,0,0,0,0.07,0,0.07,0,0,0.22,0.52
95BB13S2,1413,1380,5,13,0,0,0,0,0,0,0,0,0,15,97.66,0.35,0.92,0,0,0,0,0,0,0,0,0,1.06
95BB13S3,1508,1493,1,0,1,0,1,0,0,0,3,0,1,8,99.01,0.07,0,0.07,0,0.07,0,0,0,0.20,0,0.07,0.53
95BB14S1,1479,1471,0,0,0,0,0,0,0,2,4,0,0,2,99.46,0,0,0,0,0,0,0,0.14,0.27,0,0,0.14
95BB14S2,1557,1526,0,3,0,0,0,0,1,7,9,0,0,11,98.01,0,0.19,0,0,0,0,0.06,0.45,0.58,0,0,0.71
95BB15S1,1924,1907,0,4,0,1,0,0,3,0,5,0,1,3,99.12,0,0.21,0,0.05,0,0,0.16,0,0.26,0,0.05,0.16
95BB15S2,1434,1408,0,0,1,0,15,0,2,0,0,4,0,4,98.19,0,0,0.07,0,1.05,0,0.14,0,0,0.28,0,0.28
95BB16S1,1497,1491,0,3,0,0,0,0,0,0,0,0,0,3,99.60,0,0.20,0,0,0,0,0,0,0,0,0,0.20
95BB16S2,1555,1546,4,2,0,0,1,0,0,0,0,0,0,2,99.42,0.26,0.13,0,0,0.06,0,0,0,0,0,0,0.13
95BB17S1,1707,1690,3,2,0,0,0,1,0,0,3,0,0,8,99.00,0.18,0.12,0,0,0,0.06,0,0,0.18,0,0,0.47
95BB17S2,1699,1678,3,5,0,0,1,3,0,0,0,0,0,9,98.76,0.18,0.29,0,0,0.06,0.18,0,0,0,0,0,0.53
95BB18S1,1619,1603,2,0,0,0,0,5,0,2,1,0,0,6,99.01,0.12,0,0,0,0,0.31,0,0.12,0.06,0,0,0.37
95BB18S2,2475,2467,0,0,0,1,0,0,1,0,0,0,0,6,99.68,0,0,0,0.04,0,0,0.04,0,0,0,0,0.24
95BB19S1,1548,1529,4,2,0,0,0,0,2,2,0,1,1,7,98.77,0.26,0.13,0,0,0,0,0.13,0.13,0,0.06,0.06,0.45
95BB19S2,1711,1684,3,0,0,1,0,4,0,0,3,0,0,16,98.42,0.18,0,0,0.06,0,0.23,0,0,0.18,0,0,0.94
95BB19S3,1344,1323,0,0,0,0,0,0,0,0,0,0,2,19,98.44,0,0,0,0,0,0,0,0,0,0,0.15,1.41
95BB20S1,1820,1802,8,4,0,0,0,0,0,0,0,0,0,6,99.01,0.44,0.22,0,0,0,0,0,0,0,0,0,0.33
95BB20S2,1477,1466,0,3,0,0,0,0,0,0,0,0,1,7,99.26,0,0.20,0,0,0,0,0,0,0,0,0.07,0.47
95BB21S1,2280,2242,17,14,0,0,0,0,0,2,1,0,0,4,98.33,0.75,0.61,0,0,0,0,0,0.09,0.04,0,0,0.18
95BB21S2,2234,2217,2,4,0,0,2,0,0,0,0,0,0,9,99.24,0.09,0.18,0,0,0.09,0,0,0,0,0,0,0.40
95BB22S1,1498,1485,1,0,0,0,0,3,0,0,0,0,0,9,99.13,0.07,0,0,0,0,0.20,0,0,0,0,0,0.60
95BB22S2,1413,1387,8,2,0,2,0,0,0,4,3,0,0,7,98.16,0.57,0.14,0,0.14,0,0,0,0.28,0.21,0,0,0.50
95BB23S1,1499,1461,16,3,0,3,0,2,1,3,0,0,0,10,97.46,1.07,0.20,0,0.20,0,0.13,0.07,0.20,0,0,0,0.67
95BB23S2,1442,1421,3,4,0,0,1,0,0,0,1,0,0,12,98.54,0.21,0.28,0,0,0.07,0,0,0,0.07,0,0,0.83
95CC01W1,2462,2281,53,74,17,0,4,8,0,11,2,0,0,12,92.65,2.15,3.01,0.69,0,0.16,0.32,0,0.45,0.08,0,0,0.49
95CC02W1,2613,2564,0,9,27,4,0,0,2,1,0,0,1,5,98.12,0,0.34,1.03,0.15,0,0,0.08,0.04,0,0,0.04,0.19
95CC03W1,2649,2278,80,130,18,10,5,12,0,33,16,12,1,54,85.99,3.02,4.91,0.68,0.38,0.19,0.45,0,1.25,0.60,0.45,0.04,2.04
95CC04W1,2348,2306,9,10,8,1,0,0,0,12,0,0,0,2,98.21,0.38,0.43,0.34,0.04,0,0,0,0.51,0,0,0,0.09
95CC05W1,2655,2548,22,43,0,0,1,0,0,3,7,4,4,23,95.97,0.83,1.62,0,0,0.04,0,0,0.11,0.26,0.15,0.15,0.87
95CC06S1,1397,1344,20,14,4,0,2,2,0,4,0,0,0,7,96.21,1.43,1.00,0.29,0,0.14,0.14,0,0.29,0,0,0,0.50
95CC06S2,1251,1197,7,14,2,1,2,0,0,10,6,0,1,11,95.68,0.56,1.12,0.16,0.08,0.16,0,0,0.80,0.48,0,0.08,0.88
95CC07W1,3309,3267,9,23,0,0,0,0,0,3,0,0,0,7,98.73,0.27,0.70,0,0,0,0,0,0.09,0,0,0,0.21
95CC08W1,2446,2319,18,50,13,2,1,0,0,16,11,6,2,8,94.81,0.74,2.04,0.53,0.08,0.04,0,0,0.65,0.45,0.25,0.08,0.33
95CC09S1,1439,1434,2,1,0,0,0,0,0,0,0,0,0,2,99.65,0.14,0.07,0,0,0,0,0,0,0,0,0,0.14
95CC09S2,1781,1724,30,12,0,0,0,1,2,1,0,1,6,4,96.80,1.68,0.67,0,0,0,0.06,0.11,0.06,0,0.06,0.34,0.22
95CC10W1,2505,2459,8,10,0,0,3,0,0,2,4,0,7,12,98.16,0.32,0.40,0,0,0.12,0,0,0.08,0.16,0,0.28,0.48
95CC11W1,1732,1634,21,38,4,0,10,0,0,16,1,1,0,7,94.34,1.21,2.19,0.23,0,0.58,0,0,0.92,0.06,0.06,0,0.40
95CC12W1,2650,2627,7,4,1,0,0,0,0,0,0,0,0,11,99.13,0.26,0.15,0.04,0,0,0,0,0,0,0,0,0.42
95CC13W1,2365,2334,4,3,1,0,0,0,0,7,0,0,9,7,98.69,0.17,0.13,0.04,0,0,0,0,0.30,0,0,0.38,0.30
95CC14W1,2892,2862,12,6,0,2,0,0,0,2,2,0,1,5,98.96,0.41,0.21,0,0.07,0,0,0,0.07,0.07,0,0.03,0.17
95CC15W1,2781,2706,15,40,2,0,2,0,1,2,2,0,6,5,97.30,0.54,1.44,0.07,0,0.07,0,0.04,0.07,0.07,0,0.22,0.18
95CC16W1,2715,2648,32,7,0,4,0,0,0,10,4,0,0,10,97.53,1.18,0.26,0,0.15,0,0,0,0.37,0.15,0,0,0.37
95CC17W1,2609,2559,16,9,11,0,1,0,0,2,0,1,1,9,98.08,0.61,0.34,0.42,0,0.04,0,0,0.08,0,0.04,0.04,0.34
95CC18W1,2270,2087,45,83,2,0,2,0,2,12,4,4,2,27,91.94,1.98,3.66,0.09,0,0.09,0,0.09,0.53,0.18,0.18,0.09,1.19
95CC19W1,2599,2557,18,1,3,3,1,0,0,3,0,0,0,13,98.38,0.69,0.04,0.12,0.12,0.04,0,0,0.12,0,0,0,0.50
95CC20S1,1239,1206,6,11,0,0,1,0,0,1,1,0,0,13,97.34,0.48,0.89,0,0,0.08,0,0,0.08,0.08,0,0,1.05
95CC20S2,1618,1520,44,28,0,1,3,0,1,5,3,0,0,13,93.94,2.72,1.73,0,0.06,0.19,0,0.06,0.31,0.19,0,0,0.80
95CC21W1,2791,2745,22,0,0,0,1,4,0,3,3,0,0,13,98.35,0.79,0,0,0,0.04,0.14,0,0.11,0.11,0,0,0.47
95CC22W1,1676,1510,36,55,0,0,0,6,5,13,10,0,3,38,90.10,2.15,3.28,0,0,0,0.36,0.30,0.78,0.60,0,0.18,2.27
95DD01W1,2053,1955,25,4,0,1,21,2,1,0,0,2,0,42,95.23,1.22,0.19,0,0.05,1.02,0.10,0.05,0,0,0.10,0,2.05
95DD02S1,1398,1383,1,0,0,0,0,0,2,0,1,0,0,11,98.93,0.07,0,0,0,0,0,0.14,0,0.07,0,0,0.79
95DD02S2,2322,2306,6,0,0,0,0,2,0,0,0,0,0,8,99.31,0.26,0,0,0,0,0.09,0,0,0,0,0,0.34
95DD03W1,3354,3159,45,18,1,3,64,2,3,4,1,0,1,53,94.19,1.34,0.54,0.03,0.09,1.91,0.06,0.09,0.12,0.03,0,0.03,1.58
95DD04W1,1836,1824,0,0,0,0,7,0,0,0,1,0,1,3,99.35,0,0,0,0,0.38,0,0,0,0.05,0,0.05,0.16
95DD05W1,1665,1648,1,0,0,2,2,0,0,0,0,0,0,12,98.98,0.06,0,0,0.12,0.12,0,0,0,0,0,0,0.72
95DD06W1,2537,2418,60,0,0,0,15,6,0,0,0,0,0,38,95.31,2.36,0,0,0,0.59,0.24,0,0,0,0,0,1.50
95DD07S1,1519,1509,0,0,0,0,0,0,1,0,0,0,0,9,99.34,0,0,0,0,0,0,0.07,0,0,0,0,0.59
95DD07S2,1695,1689,1,0,0,0,0,0,0,0,0,0,0,5,99.65,0.06,0,0,0,0,0,0,0,0,0,0,0.29
95DD08W1,2051,1661,160,4,1,3,73,12,10,4,3,9,1,110,80.98,7.80,0.20,0.05,0.15,3.56,0.59,0.49,0.20,0.15,0.44,0.05,5.36
95DD09W1,2506,2487,9,0,1,0,0,2,0,0,0,0,0,7,99.24,0.36,0,0.04,0,0,0.08,0,0,0,0,0,0.28
95DD10W1,2710,2652,16,1,2,0,10,0,0,6,2,2,0,19,97.86,0.59,0.04,0.07,0,0.37,0,0,0.22,0.07,0.07,0,0.70
95DD11W1,2215,1961,189,11,1,2,15,2,3,6,6,0,0,19,88.53,8.53,0.50,0.05,0.09,0.68,0.09,0.14,0.27,0.27,0,0,0.86
95DD12W1,2506,2499,0,0,0,0,2,0,0,0,0,0,0,5,99.72,0,0,0,0,0.08,0,0,0,0,0,0,0.20
95DD13W1,1709,1522,91,4,1,0,28,5,5,5,0,2,0,46,89.06,5.32,0.23,0.06,0,1.64,0.29,0.29,0.29,0,0.12,0,2.69
95DD14S1,1541,1526,0,0,1,2,4,0,2,0,0,0,0,6,99.03,0,0,0.06,0.13,0.26,0,0.13,0,0,0,0,0.39
95DD14S2,1636,1609,2,0,0,0,5,6,0,0,0,0,0,14,98.35,0.12,0,0,0,0.31,0.37,0,0,0,0,0,0.86
95DD15W1,3295,3275,15,0,3,0,0,0,0,0,0,0,0,2,99.39,0.46,0,0.09,0,0,0,0,0,0,0,0,0.06
95DD16W1,2892,2865,10,0,0,0,0,2,0,1,0,0,0,14,99.07,0.35,0,0,0,0,0.07,0,0.03,0,0,0,0.48
95DD17W1,3317,3303,0,0,3,0,0,1,0,1,0,0,0,9,99.58,0,0,0.09,0,0,0.03,0,0.03,0,0,0,0.27
95DD18W1,1822,1742,42,1,0,2,8,0,6,0,0,0,1,20,95.61,2.31,0.05,0,0.11,0.44,0,0.33,0,0,0,0.05,1.10
95DD19S1,1791,1764,21,0,0,0,0,0,3,0,0,0,0,3,98.49,1.17,0,0,0,0,0,0.17,0,0,0,0,0.17
95DD19S2,1422,1409,0,0,0,0,4,0,0,0,0,0,0,9,99.09,0,0,0,0,0.28,0,0,0,0,0,0,0.63
95DD20W1,1688,1657,6,0,0,0,3,0,0,1,2,0,0,19,98.16,0.36,0,0,0,0.18,0,0,0.06,0.12,0,0,1.13
95DD21W1,2055,1833,108,0,1,1,40,0,7,0,0,0,1,64,89.20,5.26,0,0.05,0.05,1.95,0,0.34,0,0,0,0.05,3.11
95DD22S1,1507,1492,3,0,3,0,3,0,0,0,0,0,0,6,99.00,0.20,0,0.20,0,0.20,0,0,0,0,0,0,0.40
95DD22S2,1505,1491,6,3,0,0,1,0,0,2,1,0,0,1,99.07,0.40,0.20,0,0,0.07,0,0,0.13,0.07,0,0,0.07
95DD23W1,2438,2420,0,0,0,2,2,0,0,0,0,0,0,14,99.26,0,0,0,0.08,0.08,0,0,0,0,0,0,0.57
95DD24W1,2616,2450,101,2,0,0,24,3,5,1,0,0,0,30,93.65,3.86,0.08,0,0,0.92,0.11,0.19,0.04,0,0,0,1.15
95EE01W1,1821,1813,4,0,0,0,0,0,0,0,0,0,1,3,99.56,0.22,0,0,0,0,0,0,0,0,0,0.05,0.16
95EE02W1,2004,2000,0,0,0,0,0,0,0,0,0,0,0,4,99.80,0,0,0,0,0,0,0,0,0,0,0,0.20
95EE03W1,1924,1863,41,0,0,2,0,0,0,5,5,2,1,5,96.83,2.13,0,0,0.10,0,0,0,0.26,0.26,0.10,0.05,0.26
95EE04W1,1923,1913,3,0,0,0,0,1,0,0,0,0,1,5,99.48,0.16,0,0,0,0,0.05,0,0,0,0,0.05,0.26
95EE05W1,1454,1439,1,0,1,0,0,0,0,0,6,0,0,7,98.97,0.07,0,0.07,0,0,0,0,0,0.41,0,0,0.48
95EE06W1,2178,2114,39,6,9,4,2,0,2,0,0,0,0,2,97.06,1.79,0.28,0.41,0.18,0.09,0,0.09,0,0,0,0,0.09
95EE07W1,1723,1714,6,0,1,0,0,1,0,0,0,0,0,1,99.48,0.35,0,0.06,0,0,0.06,0,0,0,0,0,0.06
95EE08W1,1678,1645,16,0,0,1,3,3,0,0,0,0,0,10,98.03,0.95,0,0,0.06,0.18,0.18,0,0,0,0,0,0.60
95EE09W1,1818,1798,6,0,2,0,0,0,0,7,0,0,0,5,98.90,0.33,0,0.11,0,0,0,0,0.39,0,0,0,0.28
95EE10W1,1706,1623,66,0,1,3,2,0,0,0,9,0,0,2,95.13,3.87,0,0.06,0.18,0.12,0,0,0,0.53,0,0,0.12
95EE11W1,1615,1610,2,0,0,0,0,0,0,0,0,0,0,3,99.69,0.12,0,0,0,0,0,0,0,0,0,0,0.19
95EE12W1,2376,2311,34,0,0,0,0,2,0,3,4,0,0,22,97.26,1.43,0,0,0,0,0.08,0,0.13,0.17,0,0,0.93
95EE13W1,1472,1446,14,0,1,1,0,0,0,0,0,0,0,10,98.23,0.95,0,0.07,0.07,0,0,0,0,0,0,0,0.68
95EE14W1,2565,2541,8,0,0,0,0,0,0,0,4,2,0,10,99.06,0.31,0,0,0,0,0,0,0,0.16,0.08,0,0.39
95EE15W1,1651,1646,1,0,0,0,0,0,0,0,0,0,0,4,99.70,0.06,0,0,0,0,0,0,0,0,0,0,0.24
95EE16W1,2029,2019,0,0,0,0,0,0,0,2,0,0,1,7,99.51,0,0,0,0,0,0,0,0.10,0,0,0.05,0.34
95FF01S1,2026,2000,7,3,0,0,1,3,0,0,0,0,0,12,98.72,0.35,0.15,0,0,0.05,0.15,0,0,0,0,0,0.59
95FF01S2,2540,2476,42,6,0,0,0,0,0,0,3,0,0,13,97.48,1.65,0.24,0,0,0,0,0,0,0.12,0,0,0.51
95FF02W1,2659,2612,34,1,5,0,0,0,1,0,0,0,0,6,98.23,1.28,0.04,0.19,0,0,0,0.04,0,0,0,0,0.23
95FF03W1,2850,2786,37,0,0,0,0,0,0,0,0,0,0,27,97.75,1.30,0,0,0,0,0,0,0,0,0,0,0.95
95FF04W1,2512,2499,0,3,4,0,0,0,2,0,0,0,0,4,99.48,0,0.12,0.16,0,0,0,0.08,0,0,0,0,0.16
95FF05W1,2442,2367,32,27,0,0,0,0,2,0,0,0,0,14,96.93,1.31,1.11,0,0,0,0,0.08,0,0,0,0,0.57
95FF06S1,1939,1870,33,16,0,1,0,0,9,0,0,0,0,10,96.44,1.70,0.83,0,0.05,0,0,0.46,0,0,0,0,0.52
95FF06S2,1979,1957,1,1,0,0,0,1,0,0,0,2,4,13,98.89,0.05,0.05,0,0,0,0.05,0,0,0,0.10,0.20,0.66
95FF07W1,2616,2578,22,0,3,1,3,0,1,0,0,0,0,8,98.55,0.84,0,0.11,0.04,0.11,0,0.04,0,0,0,0,0.31
95FF08W1,2277,2251,7,0,4,0,0,3,4,0,0,0,0,8,98.86,0.31,0,0.18,0,0,0.13,0.18,0,0,0,0,0.35
95FF09W1,2421,2377,4,6,3,0,4,0,0,6,0,0,0,21,98.18,0.17,0.25,0.12,0,0.17,0,0,0.25,0,0,0,0.87
95FF10W1,3297,3279,1,4,0,2,1,2,0,0,0,0,0,8,99.45,0.03,0.12,0,0.06,0.03,0.06,0,0,0,0,0,0.24
95FF11W1,2466,2457,6,0,1,0,1,0,0,0,0,0,0,1,99.64,0.24,0,0.04,0,0.04,0,0,0,0,0,0,0.04
95FF12W1,2614,2602,1,2,0,1,0,0,0,0,1,0,0,7,99.54,0.04,0.08,0,0.04,0,0,0,0,0.04,0,0,0.27
95FF13W1,2583,2559,8,0,2,1,0,0,0,5,0,0,1,7,99.07,0.31,0,0.08,0.04,0,0,0,0.19,0,0,0.04,0.27
95FF14W1,2362,2355,0,4,1,0,0,0,0,2,0,0,0,0,99.70,0,0.17,0.04,0,0,0,0,0.08,0,0,0,0
95FF15W1,2593,2503,60,8,2,1,0,7,0,1,2,0,0,9,96.53,2.31,0.31,0.08,0.04,0,0.27,0,0.04,0.08,0,0,0.35
95FF16W1,2279,2255,3,3,2,0,0,2,0,0,0,0,1,13,98.95,0.13,0.13,0.09,0,0,0.09,0,0,0,0,0.04,0.57
95FF17W1,1657,1614,19,4,0,0,0,0,0,1,0,7,0,12,97.40,1.15,0.24,0,0,0,0,0,0.06,0,0.42,0,0.72
95GG01S1,1717,1673,0,0,34,0,0,0,0,0,0,3,0,7,97.44,0,0,1.98,0,0,0,0,0,0,0.17,0,0.41
95GG01S2,1487,1448,2,0,28,0,0,0,1,0,0,5,1,2,97.38,0.13,0,1.88,0,0,0,0.07,0,0,0.34,0.07,0.13
95GG01S3,1567,1517,2,0,39,0,0,0,0,0,0,0,0,9,96.81,0.13,0,2.49,0,0,0,0,0,0,0,0,0.57
95GG02S1,1658,1644,1,0,10,1,0,0,0,0,0,0,0,2,99.16,0.06,0,0.60,0.06,0,0,0,0,0,0,0,0.12
95GG02S2,1896,1871,4,0,13,0,0,0,0,1,0,0,0,7,98.68,0.21,0,0.69,0,0,0,0,0.05,0,0,0,0.37
95GG02S3,2115,2067,11,0,21,2,0,0,1,0,2,0,0,11,97.73,0.52,0,0.99,0.09,0,0,0.05,0,0.09,0,0,0.52
95GG03S1,1917,1847,9,0,2,0,4,0,16,0,1,9,0,29,96.35,0.47,0,0.10,0,0.21,0,0.83,0,0.05,0.47,0,1.51
95GG03S2,1777,1719,10,2,0,0,0,8,13,0,1,0,0,24,96.74,0.56,0.11,0,0,0,0.45,0.73,0,0.06,0,0,1.35
95GG03S3,2020,1913,29,0,3,1,3,19,26,2,1,0,0,23,94.70,1.44,0,0.15,0.05,0.15,0.94,1.29,0.10,0.05,0,0,1.14
95GG04S1,1629,1558,7,3,22,0,0,4,0,0,0,4,0,31,95.64,0.43,0.18,1.35,0,0,0.25,0,0,0,0.25,0,1.90
95GG04S2,1475,1423,6,0,32,0,9,0,3,0,0,0,0,2,96.47,0.41,0,2.17,0,0.61,0,0.20,0,0,0,0,0.14
95GG04S3,1558,1445,58,0,1,3,4,2,12,0,7,0,2,24,92.75,3.72,0,0.06,0.19,0.26,0.13,0.77,0,0.45,0,0.13,1.54
95GG05S1,1747,1594,56,3,11,0,0,1,25,0,6,5,0,46,91.24,3.21,0.17,0.63,0,0,0.06,1.43,0,0.34,0.29,0,2.63
95GG05S2,1922,1711,106,2,7,0,3,8,9,0,0,0,5,71,89.02,5.52,0.10,0.36,0,0.16,0.42,0.47,0,0,0,0.26,3.69
95GG05S3,2023,1759,59,1,5,1,18,54,8,2,5,1,2,108,86.95,2.92,0.05,0.25,0.05,0.89,2.67,0.40,0.10,0.25,0.05,0.10,5.34
95GG06S1,1830,1790,10,0,7,0,0,0,5,0,0,0,0,18,97.81,0.55,0,0.38,0,0,0,0.27,0,0,0,0,0.98
95GG06S2,1714,1678,14,3,1,0,0,0,6,0,2,0,1,9,97.90,0.82,0.18,0.06,0,0,0,0.35,0,0.12,0,0.06,0.53
95GG06S3,1847,1807,17,0,1,1,0,6,0,0,0,0,0,15,97.83,0.92,0,0.05,0.05,0,0.32,0,0,0,0,0,0.81
