GeographyCode,KS301NI0001,KS301NI0002,KS301NI0003,KS301NI0004,KS301NI0005,KS301NI0006,KS301NI0007,KS301NI0008,KS301NI0009,KS301NI0010,KS301NI0011,KS301NI0012,KS301NI0013,KS301NI0014,KS301NI0015,KS301NI0016,KS301NI0017,KS301NI0018,KS301NI0019,KS301NI0020,KS301NI0021,KS301NI0022,KS301NI0023,KS301NI0024,KS301NI0025,KS301NI0026,KS301NI0027,KS301NI0028,KS301NI0029,KS301NI0030,KS301NI0031
95AA01S1,1113,9,31,1073,4,23,726,749,321,39,4,0,1084,14,4,11,0.81,2.79,96.41,0.53,3.05,96.41,67.30,28.84,3.50,0.36,0,97.39,1.26,0.36,0.99
95AA01S2,1829,155,111,1563,90,57,1034,1017,558,206,39,9,1597,160,33,39,8.47,6.07,85.46,7.62,4.83,87.55,55.60,30.51,11.26,2.13,0.49,87.32,8.75,1.80,2.13
95AA01S3,1502,90,111,1301,45,56,910,799,489,184,24,6,1352,95,24,31,5.99,7.39,86.62,4.45,5.54,90.01,53.20,32.56,12.25,1.60,0.40,90.01,6.32,1.60,2.06
95AA02W1,1734,261,204,1269,135,90,876,662,579,352,111,30,1521,117,35,61,15.05,11.76,73.18,12.26,8.17,79.56,38.18,33.39,20.30,6.40,1.73,87.72,6.75,2.02,3.52
95AA03W1,1822,281,179,1362,144,95,886,677,669,352,98,26,1600,100,46,76,15.42,9.82,74.75,12.80,8.44,78.76,37.16,36.72,19.32,5.38,1.43,87.82,5.49,2.52,4.17
95AA04W1,3013,217,219,2577,119,109,1752,1550,1037,346,65,15,2601,274,65,73,7.20,7.27,85.53,6.01,5.51,88.48,51.44,34.42,11.48,2.16,0.50,86.33,9.09,2.16,2.42
95AA05W1,2701,255,235,2211,120,128,1460,1365,880,325,104,27,2390,211,38,62,9.44,8.70,81.86,7.03,7.49,85.48,50.54,32.58,12.03,3.85,1.00,88.49,7.81,1.41,2.30
95AA06S1,1953,219,156,1578,100,77,1022,1058,559,238,75,23,1715,129,36,73,11.21,7.99,80.80,8.34,6.42,85.24,54.17,28.62,12.19,3.84,1.18,87.81,6.61,1.84,3.74
95AA06S2,2694,253,193,2248,139,118,1439,1456,800,330,91,17,2372,181,56,85,9.39,7.16,83.44,8.20,6.96,84.85,54.05,29.70,12.25,3.38,0.63,88.05,6.72,2.08,3.16
95AA07W1,2140,220,187,1733,140,84,1154,1018,736,301,72,13,1866,181,41,52,10.28,8.74,80.98,10.16,6.10,83.74,47.57,34.39,14.07,3.36,0.61,87.20,8.46,1.92,2.43
95AA08W1,1698,265,187,1246,157,96,843,715,571,296,78,38,1488,82,46,82,15.61,11.01,73.38,14.32,8.76,76.92,42.11,33.63,17.43,4.59,2.24,87.63,4.83,2.71,4.83
95AA09W1,2220,300,214,1706,146,114,1139,872,774,422,134,18,2019,116,26,59,13.51,9.64,76.85,10.44,8.15,81.42,39.28,34.86,19.01,6.04,0.81,90.95,5.23,1.17,2.66
95AA10W1,1953,252,213,1488,146,123,985,807,698,320,99,29,1700,124,45,84,12.90,10.91,76.19,11.64,9.81,78.55,41.32,35.74,16.39,5.07,1.48,87.05,6.35,2.30,4.30
95AA11S1,2800,286,270,2244,113,124,1541,1354,894,426,95,31,2526,166,51,57,10.21,9.64,80.14,6.36,6.97,86.67,48.36,31.93,15.21,3.39,1.11,90.21,5.93,1.82,2.04
95AA11S2,2564,171,167,2226,93,97,1525,1441,821,230,65,7,2322,139,32,71,6.67,6.51,86.82,5.42,5.66,88.92,56.20,32.02,8.97,2.54,0.27,90.56,5.42,1.25,2.77
95AA12W1,2775,167,204,2404,87,101,1616,1530,909,268,57,11,2395,270,51,59,6.02,7.35,86.63,4.82,5.60,89.58,55.14,32.76,9.66,2.05,0.40,86.31,9.73,1.84,2.13
95AA13S1,1745,177,121,1447,82,70,953,873,569,234,55,14,1569,116,12,48,10.14,6.93,82.92,7.42,6.33,86.24,50.03,32.61,13.41,3.15,0.80,89.91,6.65,0.69,2.75
95AA13S2,1562,164,131,1267,82,70,835,798,487,212,47,18,1397,88,33,44,10.50,8.39,81.11,8.31,7.09,84.60,51.09,31.18,13.57,3.01,1.15,89.44,5.63,2.11,2.82
95AA14W1,2349,219,176,1954,93,87,1295,1174,765,345,50,15,2046,193,52,58,9.32,7.49,83.18,6.31,5.90,87.80,49.98,32.57,14.69,2.13,0.64,87.10,8.22,2.21,2.47
95AA15S1,2641,213,159,2269,128,105,1580,1367,882,291,76,25,2407,124,46,64,8.07,6.02,85.91,7.06,5.79,87.15,51.76,33.40,11.02,2.88,0.95,91.14,4.70,1.74,2.42
95AA15S2,1545,178,112,1255,136,64,829,748,514,188,66,29,1399,85,22,39,11.52,7.25,81.23,13.22,6.22,80.56,48.41,33.27,12.17,4.27,1.88,90.55,5.50,1.42,2.52
