GeographyCode,KS601NI0001,KS601NI0002,KS601NI0003,KS601NI0004,KS601NI0005,KS601NI0006,KS601NI0007,KS601NI0008,KS601NI0009,KS601NI0010,KS601NI0011,KS601NI0012,KS601NI0013,KS601NI0014,KS601NI0015,KS601NI0016,KS601NI0017,KS601NI0018,KS601NI0019,KS601NI0020,KS601NI0021,KS601NI0022,KS601NI0023,KS601NI0024,KS601NI0025,KS601NI0026,KS601NI0027,KS601NI0028,KS601NI0029,KS601NI0030,KS601NI0031
95AA01S1,754,80,483,21,34,7,3,22,84,3,17,110,9,0,2,9,10.61,64.06,2.79,4.51,0.93,0.40,2.92,11.14,0.40,2.25,14.59,26.47,0,5.88,26.47
95AA01S2,1313,173,528,199,34,53,140,63,37,63,23,240,6,8,5,16,13.18,40.21,15.16,2.59,4.04,10.66,4.80,2.82,4.80,1.75,18.28,17.65,23.53,14.71,47.06
95AA01S3,1110,130,507,148,39,37,132,44,36,28,9,212,11,6,6,18,11.71,45.68,13.33,3.51,3.33,11.89,3.96,3.24,2.52,0.81,19.10,28.21,15.38,15.38,46.15
95AA02W1,1319,189,543,63,57,40,232,32,37,99,27,151,11,14,5,30,14.33,41.17,4.78,4.32,3.03,17.59,2.43,2.81,7.51,2.05,11.45,19.30,24.56,8.77,52.63
95AA03W1,1317,204,502,48,57,29,204,42,69,103,59,126,13,14,3,27,15.49,38.12,3.64,4.33,2.20,15.49,3.19,5.24,7.82,4.48,9.57,22.81,24.56,5.26,47.37
95AA04W1,2227,318,800,364,72,106,244,125,77,75,46,440,22,12,9,27,14.28,35.92,16.34,3.23,4.76,10.96,5.61,3.46,3.37,2.07,19.76,30.56,16.67,12.50,37.50
95AA05W1,1924,228,758,229,77,70,242,99,69,98,54,319,29,18,12,33,11.85,39.40,11.90,4.00,3.64,12.58,5.15,3.59,5.09,2.81,16.58,37.66,23.38,15.58,42.86
95AA06S1,1322,221,507,105,59,76,139,74,55,68,18,197,12,12,5,30,16.72,38.35,7.94,4.46,5.75,10.51,5.60,4.16,5.14,1.36,14.90,20.34,20.34,8.47,50.85
95AA06S2,1811,282,724,130,67,87,137,123,86,138,37,227,20,5,11,27,15.57,39.98,7.18,3.70,4.80,7.56,6.79,4.75,7.62,2.04,12.53,29.85,7.46,16.42,40.30
95AA07W1,1592,206,591,216,56,43,215,64,48,117,36,267,11,11,7,21,12.94,37.12,13.57,3.52,2.70,13.51,4.02,3.02,7.35,2.26,16.77,19.64,19.64,12.50,37.50
95AA08W1,1262,200,434,43,88,39,182,44,59,136,37,142,24,18,7,42,15.85,34.39,3.41,6.97,3.09,14.42,3.49,4.68,10.78,2.93,11.25,27.27,20.45,7.95,47.73
95AA09W1,1595,233,576,68,90,48,251,73,78,126,52,183,29,15,14,31,14.61,36.11,4.26,5.64,3.01,15.74,4.58,4.89,7.90,3.26,11.47,32.22,16.67,15.56,34.44
95AA10W1,1461,196,488,79,77,60,260,53,75,127,46,203,25,14,8,33,13.42,33.40,5.41,5.27,4.11,17.80,3.63,5.13,8.69,3.15,13.89,32.47,18.18,10.39,42.86
95AA11S1,1995,266,974,130,67,49,254,70,47,102,36,298,17,13,9,26,13.33,48.82,6.52,3.36,2.46,12.73,3.51,2.36,5.11,1.80,14.94,25.37,19.40,13.43,38.81
95AA11S2,1839,247,961,122,41,77,162,58,48,84,39,211,9,4,4,14,13.43,52.26,6.63,2.23,4.19,8.81,3.15,2.61,4.57,2.12,11.47,21.95,9.76,9.76,34.15
95AA12W1,2037,283,781,337,29,65,252,138,67,56,29,407,13,5,3,12,13.89,38.34,16.54,1.42,3.19,12.37,6.77,3.29,2.75,1.42,19.98,44.83,17.24,10.34,41.38
95AA13S1,1230,140,528,121,52,41,151,64,37,75,21,181,20,4,8,20,11.38,42.93,9.84,4.23,3.33,12.28,5.20,3.01,6.10,1.71,14.72,38.46,7.69,15.38,38.46
95AA13S2,1109,153,472,103,42,29,140,53,27,65,25,165,16,6,3,20,13.80,42.56,9.29,3.79,2.61,12.62,4.78,2.43,5.86,2.25,14.88,38.10,14.29,7.14,47.62
95AA14W1,1678,231,627,232,55,70,215,80,55,85,28,304,15,15,9,25,13.77,37.37,13.83,3.28,4.17,12.81,4.77,3.28,5.07,1.67,18.12,27.27,27.27,16.36,45.45
95AA15S1,1930,256,993,126,76,70,154,59,60,100,36,219,17,10,7,26,13.26,51.45,6.53,3.94,3.63,7.98,3.06,3.11,5.18,1.87,11.35,22.37,13.16,9.21,34.21
95AA15S2,1098,157,456,43,60,39,92,47,54,120,30,95,17,7,7,28,14.30,41.53,3.92,5.46,3.55,8.38,4.28,4.92,10.93,2.73,8.65,28.33,11.67,11.67,46.67
95AA16W1,1351,191,552,49,67,37,197,48,56,114,40,113,22,11,5,29,14.14,40.86,3.63,4.96,2.74,14.58,3.55,4.15,8.44,2.96,8.36,32.84,16.42,7.46,43.28
95AA17W1,1614,236,658,81,99,43,214,73,62,112,36,167,32,14,14,43,14.62,40.77,5.02,6.13,2.66,13.26,4.52,3.84,6.94,2.23,10.35,32.32,14.14,14.14,43.43
95AA18W1,1821,198,655,217,35,55,402,83,68,71,37,378,8,8,4,13,10.87,35.97,11.92,1.92,3.02,22.08,4.56,3.73,3.90,2.03,20.76,22.86,22.86,11.43,37.14
95AA19W1,1888,233,653,249,75,61,164,135,101,152,65,237,31,11,17,30,12.34,34.59,13.19,3.97,3.23,8.69,7.15,5.35,8.05,3.44,12.55,41.33,14.67,22.67,40.00
95BB01S1,1143,163,472,148,35,43,140,59,30,35,18,206,11,4,6,14,14.26,41.29,12.95,3.06,3.76,12.25,5.16,2.62,3.06,1.57,18.02,31.43,11.43,17.14,40.00
95BB01S2,1507,228,638,152,53,44,185,87,44,60,16,231,21,13,8,18,15.13,42.34,10.09,3.52,2.92,12.28,5.77,2.92,3.98,1.06,15.33,39.62,24.53,15.09,33.96
95BB02W1,1711,221,545,122,94,55,305,74,73,160,62,215,18,16,13,61,12.92,31.85,7.13,5.49,3.21,17.83,4.32,4.27,9.35,3.62,12.57,19.15,17.02,13.83,64.89
95BB03S1,1460,182,509,92,80,24,295,50,64,115,49,179,25,17,11,38,12.47,34.86,6.30,5.48,1.64,20.21,3.42,4.38,7.88,3.36,12.26,31.25,21.25,13.75,47.50
95BB03S2,1620,188,514,183,57,32,347,76,76,104,43,249,18,11,7,22,11.60,31.73,11.30,3.52,1.98,21.42,4.69,4.69,6.42,2.65,15.37,31.58,19.30,12.28,38.60
95BB04S1,1110,150,357,81,62,30,239,57,42,71,21,165,20,9,8,24,13.51,32.16,7.30,5.59,2.70,21.53,5.14,3.78,6.40,1.89,14.86,32.26,14.52,12.90,38.71
95BB04S2,1177,162,399,133,28,27,297,50,37,32,12,240,7,10,3,12,13.76,33.90,11.30,2.38,2.29,25.23,4.25,3.14,2.72,1.02,20.39,25.00,35.71,10.71,42.86
95BB05S1,1121,161,379,188,33,32,185,41,38,42,22,209,5,9,2,14,14.36,33.81,16.77,2.94,2.85,16.50,3.66,3.39,3.75,1.96,18.64,15.15,27.27,6.06,42.42
95BB05S2,1438,197,485,232,48,29,227,54,55,88,23,230,19,8,4,17,13.70,33.73,16.13,3.34,2.02,15.79,3.76,3.82,6.12,1.60,15.99,39.58,16.67,8.33,35.42
95BB06W1,2163,277,773,105,142,56,358,82,89,209,72,236,62,24,20,57,12.81,35.74,4.85,6.56,2.59,16.55,3.79,4.11,9.66,3.33,10.91,43.66,16.90,14.08,40.14
95BB07S1,1150,147,435,85,61,30,201,36,51,82,22,140,15,20,3,30,12.78,37.83,7.39,5.30,2.61,17.48,3.13,4.43,7.13,1.91,12.17,24.59,32.79,4.92,49.18
95BB07S2,986,151,346,89,39,31,192,46,41,36,15,143,12,7,7,14,15.31,35.09,9.03,3.96,3.14,19.47,4.67,4.16,3.65,1.52,14.50,30.77,17.95,17.95,35.90
95BB08S1,952,131,326,62,44,28,174,33,40,91,23,97,17,8,6,18,13.76,34.24,6.51,4.62,2.94,18.28,3.47,4.20,9.56,2.42,10.19,38.64,18.18,13.64,40.91
95BB08S2,986,168,436,70,33,19,141,41,26,40,12,133,9,10,4,7,17.04,44.22,7.10,3.35,1.93,14.30,4.16,2.64,4.06,1.22,13.49,27.27,30.30,12.12,21.21
95BB09S1,1001,142,363,114,23,24,233,33,20,28,21,166,4,5,5,10,14.19,36.26,11.39,2.30,2.40,23.28,3.30,2.00,2.80,2.10,16.58,17.39,21.74,21.74,43.48
95BB09S2,1292,180,571,98,40,49,220,59,30,33,12,246,16,6,4,17,13.93,44.20,7.59,3.10,3.79,17.03,4.57,2.32,2.55,0.93,19.04,40.00,15.00,10.00,42.50
95BB10S1,1247,163,449,111,55,20,280,39,34,74,22,217,10,16,4,28,13.07,36.01,8.90,4.41,1.60,22.45,3.13,2.73,5.93,1.76,17.40,18.18,29.09,7.27,50.91
95BB10S2,1218,148,367,209,31,30,269,67,41,33,23,273,10,10,1,12,12.15,30.13,17.16,2.55,2.46,22.09,5.50,3.37,2.71,1.89,22.41,32.26,32.26,3.23,38.71
