GeographyCode,KS613NI0001,KS613NI0002,KS613NI0003,KS613NI0004,KS613NI0005,KS613NI0006,KS613NI0007,KS613NI0008,KS613NI0009,KS613NI0010,KS613NI0011,KS613NI0012,KS613NI0013,KS613NI0014,KS613NI0015,KS613NI0016,KS613NI0017,KS613NI0018,KS613NI0019,KS613NI0020,KS613NI0021,KS613NI0022,KS613NI0023
95AA01S1,317,4,11,80,78,8,18,60,31,7,9,11,1.26,3.47,25.24,24.61,2.52,5.68,18.93,9.78,2.21,2.84,3.47
95AA01S2,643,10,34,191,116,51,18,99,47,14,8,55,1.56,5.29,29.70,18.04,7.93,2.80,15.40,7.31,2.18,1.24,8.55
95AA01S3,551,8,37,159,113,39,19,85,29,13,7,42,1.45,6.72,28.86,20.51,7.08,3.45,15.43,5.26,2.36,1.27,7.62
95AA02W1,661,2,17,117,120,15,48,169,109,22,6,36,0.30,2.57,17.70,18.15,2.27,7.26,25.57,16.49,3.33,0.91,5.45
95AA03W1,706,5,16,110,110,12,46,195,132,33,11,36,0.71,2.27,15.58,15.58,1.70,6.52,27.62,18.70,4.67,1.56,5.10
95AA04W1,1072,11,56,280,241,77,39,153,69,24,11,111,1.03,5.22,26.12,22.48,7.18,3.64,14.27,6.44,2.24,1.03,10.35
95AA05W1,965,8,47,257,189,45,28,164,86,33,12,96,0.83,4.87,26.63,19.59,4.66,2.90,16.99,8.91,3.42,1.24,9.95
95AA06S1,686,6,28,155,138,34,26,150,51,22,8,68,0.87,4.08,22.59,20.12,4.96,3.79,21.87,7.43,3.21,1.17,9.91
95AA06S2,954,12,30,196,217,26,33,183,84,39,14,120,1.26,3.14,20.55,22.75,2.73,3.46,19.18,8.81,4.09,1.47,12.58
95AA07W1,797,9,27,190,158,50,30,136,95,41,7,54,1.13,3.39,23.84,19.82,6.27,3.76,17.06,11.92,5.14,0.88,6.78
95AA08W1,659,1,8,103,104,15,43,153,131,41,15,45,0.15,1.21,15.63,15.78,2.28,6.53,23.22,19.88,6.22,2.28,6.83
95AA09W1,845,8,22,156,127,23,41,215,145,42,11,55,0.95,2.60,18.46,15.03,2.72,4.85,25.44,17.16,4.97,1.30,6.51
95AA10W1,767,11,24,152,117,28,47,154,115,54,5,60,1.43,3.13,19.82,15.25,3.65,6.13,20.08,14.99,7.04,0.65,7.82
95AA11S1,1037,14,42,269,212,49,47,190,121,29,5,59,1.35,4.05,25.94,20.44,4.73,4.53,18.32,11.67,2.80,0.48,5.69
95AA11S2,889,14,42,260,188,33,37,141,68,26,9,71,1.57,4.72,29.25,21.15,3.71,4.16,15.86,7.65,2.92,1.01,7.99
95AA12W1,1003,24,73,285,219,71,25,122,48,24,4,108,2.39,7.28,28.41,21.83,7.08,2.49,12.16,4.79,2.39,0.40,10.77
95AA13S1,618,11,39,145,119,28,17,109,68,22,6,54,1.78,6.31,23.46,19.26,4.53,2.75,17.64,11.00,3.56,0.97,8.74
95AA13S2,580,12,14,158,106,26,19,106,76,17,6,40,2.07,2.41,27.24,18.28,4.48,3.28,18.28,13.10,2.93,1.03,6.90
95AA14W1,855,11,51,237,167,55,19,134,58,36,6,81,1.29,5.96,27.72,19.53,6.43,2.22,15.67,6.78,4.21,0.70,9.47
95AA15S1,1000,4,27,278,198,41,45,183,122,23,10,69,0.40,2.70,27.80,19.80,4.10,4.50,18.30,12.20,2.30,1.00,6.90
95AA15S2,566,2,15,102,110,9,25,100,99,44,14,46,0.35,2.65,18.02,19.43,1.59,4.42,17.67,17.49,7.77,2.47,8.13
95AA16W1,702,4,5,107,106,18,37,186,162,24,8,45,0.57,0.71,15.24,15.10,2.56,5.27,26.50,23.08,3.42,1.14,6.41
95AA17W1,837,12,17,174,144,22,59,193,107,35,22,52,1.43,2.03,20.79,17.20,2.63,7.05,23.06,12.78,4.18,2.63,6.21
95AA18W1,936,28,70,301,182,59,25,128,45,30,5,63,2.99,7.48,32.16,19.44,6.30,2.67,13.68,4.81,3.21,0.53,6.73
95AA19W1,952,6,38,206,147,34,37,185,96,76,11,116,0.63,3.99,21.64,15.44,3.57,3.89,19.43,10.08,7.98,1.16,12.18
95BB01S1,578,11,26,160,129,33,21,96,33,13,5,51,1.90,4.50,27.68,22.32,5.71,3.63,16.61,5.71,2.25,0.87,8.82
95BB01S2,762,11,22,175,220,43,28,124,58,12,5,64,1.44,2.89,22.97,28.87,5.64,3.67,16.27,7.61,1.57,0.66,8.40
95BB02W1,847,8,24,141,152,30,38,211,122,35,16,70,0.94,2.83,16.65,17.95,3.54,4.49,24.91,14.40,4.13,1.89,8.26
95BB03S1,753,4,15,145,159,31,38,193,90,37,9,32,0.53,1.99,19.26,21.12,4.12,5.05,25.63,11.95,4.91,1.20,4.25
95BB03S2,823,9,36,171,173,44,49,190,70,23,8,50,1.09,4.37,20.78,21.02,5.35,5.95,23.09,8.51,2.79,0.97,6.08
95BB04S1,562,9,22,122,121,27,24,95,64,19,8,51,1.60,3.91,21.71,21.53,4.80,4.27,16.90,11.39,3.38,1.42,9.07
95BB04S2,605,10,37,162,138,45,32,98,31,12,3,37,1.65,6.12,26.78,22.81,7.44,5.29,16.20,5.12,1.98,0.50,6.12
95BB05S1,563,5,33,142,118,52,18,85,44,17,4,45,0.89,5.86,25.22,20.96,9.24,3.20,15.10,7.82,3.02,0.71,7.99
95BB05S2,733,10,24,178,158,65,33,131,68,22,2,42,1.36,3.27,24.28,21.56,8.87,4.50,17.87,9.28,3.00,0.27,5.73
95BB06W1,1086,6,17,184,185,38,56,283,184,54,12,67,0.55,1.57,16.94,17.03,3.50,5.16,26.06,16.94,4.97,1.10,6.17
95BB07S1,599,6,22,133,135,26,33,118,65,20,11,30,1.00,3.67,22.20,22.54,4.34,5.51,19.70,10.85,3.34,1.84,5.01
95BB07S2,504,3,17,108,116,30,16,107,51,12,8,36,0.60,3.37,21.43,23.02,5.95,3.17,21.23,10.12,2.38,1.59,7.14
95BB08S1,517,2,7,69,102,15,30,129,98,24,3,38,0.39,1.35,13.35,19.73,2.90,5.80,24.95,18.96,4.64,0.58,7.35
95BB08S2,505,7,15,131,131,15,14,102,42,10,2,36,1.39,2.97,25.94,25.94,2.97,2.77,20.20,8.32,1.98,0.40,7.13
95BB09S1,501,6,26,138,118,29,27,87,29,14,2,25,1.20,5.19,27.54,23.55,5.79,5.39,17.37,5.79,2.79,0.40,4.99
95BB09S2,646,15,34,177,146,28,21,104,48,12,4,57,2.32,5.26,27.40,22.60,4.33,3.25,16.10,7.43,1.86,0.62,8.82
95BB10S1,653,9,16,180,114,35,33,135,69,19,6,37,1.38,2.45,27.57,17.46,5.36,5.05,20.67,10.57,2.91,0.92,5.67
95BB10S2,612,6,42,198,135,58,13,86,18,13,2,41,0.98,6.86,32.35,22.06,9.48,2.12,14.05,2.94,2.12,0.33,6.70
95BB11S1,533,5,9,82,78,25,27,160,83,27,8,29,0.94,1.69,15.38,14.63,4.69,5.07,30.02,15.57,5.07,1.50,5.44
95BB11S2,587,7,20,129,114,36,30,128,56,18,7,42,1.19,3.41,21.98,19.42,6.13,5.11,21.81,9.54,3.07,1.19,7.16
95BB12S1,565,1,12,66,83,11,39,159,108,33,11,42,0.18,2.12,11.68,14.69,1.95,6.90,28.14,19.12,5.84,1.95,7.43
95BB12S2,521,4,29,155,101,33,14,90,34,9,8,44,0.77,5.57,29.75,19.39,6.33,2.69,17.27,6.53,1.73,1.54,8.45
95BB13S1,541,9,28,124,97,19,28,107,48,14,6,61,1.66,5.18,22.92,17.93,3.51,5.18,19.78,8.87,2.59,1.11,11.28
95BB13S2,555,1,8,104,106,25,26,126,89,30,7,33,0.18,1.44,18.74,19.10,4.50,4.68,22.70,16.04,5.41,1.26,5.95
95BB13S3,596,7,24,150,153,28,22,117,32,7,6,50,1.17,4.03,25.17,25.67,4.70,3.69,19.63,5.37,1.17,1.01,8.39
95BB14S1,566,8,53,156,119,56,12,71,18,21,4,48,1.41,9.36,27.56,21.02,9.89,2.12,12.54,3.18,3.71,0.71,8.48
95BB14S2,578,10,51,187,123,27,23,71,27,11,1,47,1.73,8.82,32.35,21.28,4.67,3.98,12.28,4.67,1.90,0.17,8.13
95BB15S1,718,8,36,178,167,61,21,110,54,26,7,50,1.11,5.01,24.79,23.26,8.50,2.92,15.32,7.52,3.62,0.97,6.96
95BB15S2,558,4,12,89,119,32,22,115,65,29,8,63,0.72,2.15,15.95,21.33,5.73,3.94,20.61,11.65,5.20,1.43,11.29
