ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS103NI0001","Count","PERSONS","All usual residents: Aged 16+ years"
"KS103NI0002","Count","PERSONS","Single (never married or never registered a same-sex civil partnership): Aged 16+ years"
"KS103NI0003","Count","PERSONS","Married: Aged 16+ years"
"KS103NI0004","Count","PERSONS","In a registered same-sex civil partnership: Aged 16+ years"
"KS103NI0005","Count","PERSONS","Separated (but still legally married or still legally in a same-sex civil partnership): Aged 16+ years"
"KS103NI0006","Count","PERSONS","Divorced or formerly in a same-sex civil partnership which is now legally dissolved: Aged 16+ years"
"KS103NI0007","Count","PERSONS","Widowed or surviving partner from a same-sex civil partnership: Aged 16+ years"
"KS103NI0008","Percentage","PERSONS","Single (never married or never registered a same-sex civil partnership): Aged 16+ years"
"KS103NI0009","Percentage","PERSONS","Married: Aged 16+ years"
"KS103NI0010","Percentage","PERSONS","In a registered same-sex civil partnership: Aged 16+ years"
"KS103NI0011","Percentage","PERSONS","Separated (but still legally married or still legally in a same-sex civil partnership): Aged 16+ years"
"KS103NI0012","Percentage","PERSONS","Divorced or formerly in a same-sex civil partnership which is now legally dissolved: Aged 16+ years"
"KS103NI0013","Percentage","PERSONS","Widowed or surviving partner from a same-sex civil partnership: Aged 16+ years"
