GeographyCode,KS104NI0001,KS104NI0002,KS104NI0003,KS104NI0004,KS104NI0005,KS104NI0006,KS104NI0007,KS104NI0008,KS104NI0009,KS104NI0010,KS104NI0011,KS104NI0012,KS104NI0013,KS104NI0014,KS104NI0015
95CC12W1,2085,1150,52,645,32,47,52,107,55.16,2.49,30.94,1.53,2.25,2.49,5.13
95CC13W1,1923,1046,52,616,28,39,43,99,54.39,2.70,32.03,1.46,2.03,2.24,5.15
95CC14W1,2310,1348,136,540,16,65,78,127,58.35,5.89,23.38,0.69,2.81,3.38,5.50
95CC15W1,2218,1190,102,647,27,51,54,147,53.65,4.60,29.17,1.22,2.30,2.43,6.63
95CC16W1,2136,1106,100,601,18,64,93,154,51.78,4.68,28.14,0.84,3.00,4.35,7.21
95CC17W1,2111,1134,72,682,27,37,49,110,53.72,3.41,32.31,1.28,1.75,2.32,5.21
95CC18W1,1866,872,120,537,37,60,93,147,46.73,6.43,28.78,1.98,3.22,4.98,7.88
95CC19W1,2070,1148,70,594,14,38,79,127,55.46,3.38,28.70,0.68,1.84,3.82,6.14
95CC20S1,997,590,56,218,12,23,32,66,59.18,5.62,21.87,1.20,2.31,3.21,6.62
95CC20S2,1301,686,104,326,7,31,66,81,52.73,7.99,25.06,0.54,2.38,5.07,6.23
95CC21W1,2289,1216,162,577,18,58,113,145,53.12,7.08,25.21,0.79,2.53,4.94,6.33
95CC22W1,1457,526,96,465,14,68,113,175,36.10,6.59,31.91,0.96,4.67,7.76,12.01
95DD01W1,1702,1022,92,375,13,34,55,111,60.05,5.41,22.03,0.76,2.00,3.23,6.52
95DD02S1,1182,614,54,304,6,60,60,84,51.95,4.57,25.72,0.51,5.08,5.08,7.11
95DD02S2,1843,1064,140,417,18,52,66,86,57.73,7.60,22.63,0.98,2.82,3.58,4.67
95DD03W1,2750,1542,190,645,27,78,104,164,56.07,6.91,23.45,0.98,2.84,3.78,5.96
95DD04W1,1512,504,142,507,12,88,125,134,33.33,9.39,33.53,0.79,5.82,8.27,8.86
95DD05W1,1330,522,114,467,9,60,94,64,39.25,8.57,35.11,0.68,4.51,7.07,4.81
95DD06W1,2055,1234,92,481,25,35,56,132,60.05,4.48,23.41,1.22,1.70,2.73,6.42
95DD07S1,1320,722,90,300,15,43,58,92,54.70,6.82,22.73,1.14,3.26,4.39,6.97
95DD07S2,1390,752,88,319,16,52,48,115,54.10,6.33,22.95,1.15,3.74,3.45,8.27
95DD08W1,1799,488,230,618,30,73,164,196,27.13,12.78,34.35,1.67,4.06,9.12,10.89
95DD09W1,2041,1268,56,521,11,31,47,107,62.13,2.74,25.53,0.54,1.52,2.30,5.24
95DD10W1,2297,1112,139,663,15,83,98,187,48.41,6.05,28.86,0.65,3.61,4.27,8.14
95DD11W1,1718,582,196,602,19,85,142,92,33.88,11.41,35.04,1.11,4.95,8.27,5.36
95DD12W1,2041,1252,44,541,14,21,58,111,61.34,2.16,26.51,0.69,1.03,2.84,5.44
95DD13W1,1396,552,88,479,18,75,82,102,39.54,6.30,34.31,1.29,5.37,5.87,7.31
95DD14S1,1250,706,44,313,12,38,56,81,56.48,3.52,25.04,0.96,3.04,4.48,6.48
95DD14S2,1341,850,50,314,4,32,32,59,63.39,3.73,23.42,0.30,2.39,2.39,4.40
95DD15W1,2606,1404,128,802,25,53,78,116,53.88,4.91,30.78,0.96,2.03,2.99,4.45
95DD16W1,2330,1374,86,644,23,43,57,103,58.97,3.69,27.64,0.99,1.85,2.45,4.42
95DD17W1,2658,1574,98,755,23,44,47,117,59.22,3.69,28.40,0.87,1.66,1.77,4.40
95DD18W1,1565,702,120,418,18,67,114,126,44.86,7.67,26.71,1.15,4.28,7.28,8.05
95DD19S1,1423,746,88,358,7,68,70,86,52.42,6.18,25.16,0.49,4.78,4.92,6.04
95DD19S2,1189,730,48,264,11,31,36,69,61.40,4.04,22.20,0.93,2.61,3.03,5.80
95DD20W1,1438,492,116,484,12,76,149,109,34.21,8.07,33.66,0.83,5.29,10.36,7.58
95DD21W1,1735,790,146,518,35,60,73,113,45.53,8.41,29.86,2.02,3.46,4.21,6.51
95DD22S1,1257,676,42,389,19,23,39,69,53.78,3.34,30.95,1.51,1.83,3.10,5.49
95DD22S2,1244,656,40,367,15,30,50,86,52.73,3.22,29.50,1.21,2.41,4.02,6.91
95DD23W1,2008,1160,88,543,23,26,47,121,57.77,4.38,27.04,1.15,1.29,2.34,6.03
95DD24W1,2133,1096,128,616,25,76,83,109,51.38,6.00,28.88,1.17,3.56,3.89,5.11
95EE01W1,1421,780,66,449,14,22,27,63,54.89,4.64,31.60,0.99,1.55,1.90,4.43
95EE02W1,1644,862,120,459,18,41,60,84,52.43,7.30,27.92,1.09,2.49,3.65,5.11
95EE03W1,1589,770,118,432,17,40,113,99,48.46,7.43,27.19,1.07,2.52,7.11,6.23
95EE04W1,1599,810,108,471,18,37,58,97,50.66,6.75,29.46,1.13,2.31,3.63,6.07
95EE05W1,1231,646,94,315,15,25,56,80,52.48,7.64,25.59,1.22,2.03,4.55,6.50
95EE06W1,1700,892,72,569,21,36,33,77,52.47,4.24,33.47,1.24,2.12,1.94,4.53
95EE07W1,1407,712,93,358,10,37,84,113,50.60,6.61,25.44,0.71,2.63,5.97,8.03
95EE08W1,1371,704,76,376,15,35,63,102,51.35,5.54,27.43,1.09,2.55,4.60,7.44
95EE09W1,1469,776,92,453,17,15,34,82,52.83,6.26,30.84,1.16,1.02,2.31,5.58
95EE10W1,1388,702,106,437,25,25,26,67,50.58,7.64,31.48,1.80,1.80,1.87,4.83
95EE11W1,1339,730,66,403,9,24,35,72,54.52,4.93,30.10,0.67,1.79,2.61,5.38
95EE12W1,1961,824,202,584,27,72,155,97,42.02,10.30,29.78,1.38,3.67,7.90,4.95
95EE13W1,1280,564,70,384,16,49,63,134,44.06,5.47,30.00,1.25,3.83,4.92,10.47
95EE14W1,2083,1126,170,519,25,48,79,116,54.06,8.16,24.92,1.20,2.30,3.79,5.57
95EE15W1,1357,750,70,383,18,22,34,80,55.27,5.16,28.22,1.33,1.62,2.51,5.90
95EE16W1,1599,918,80,421,16,35,52,77,57.41,5.00,26.33,1.00,2.19,3.25,4.82
95FF01S1,1640,952,100,406,13,51,47,71,58.05,6.10,24.76,0.79,3.11,2.87,4.33
95FF01S2,1977,1126,164,489,14,45,75,64,56.95,8.30,24.73,0.71,2.28,3.79,3.24
95FF02W1,2105,1186,74,601,38,37,37,132,56.34,3.52,28.55,1.81,1.76,1.76,6.27
95FF03W1,2304,1136,196,678,10,73,108,103,49.31,8.51,29.43,0.43,3.17,4.69,4.47
95FF04W1,2038,1214,72,568,18,25,33,108,59.57,3.53,27.87,0.88,1.23,1.62,5.30
95FF05W1,2045,978,138,554,20,88,108,159,47.82,6.75,27.09,0.98,4.30,5.28,7.78
95FF06S1,1524,838,126,360,15,34,72,79,54.99,8.27,23.62,0.98,2.23,4.72,5.18
95FF06S2,1507,912,82,349,21,39,53,51,60.52,5.44,23.16,1.39,2.59,3.52,3.38
95FF07W1,2085,844,155,675,15,93,182,121,40.48,7.43,32.37,0.72,4.46,8.73,5.80
95FF08W1,1905,916,118,526,22,54,103,166,48.08,6.19,27.61,1.15,2.83,5.41,8.71
95FF09W1,1934,952,150,533,15,74,96,114,49.22,7.76,27.56,0.78,3.83,4.96,5.89
95FF10W1,2625,1508,190,687,19,49,70,102,57.45,7.24,26.17,0.72,1.87,2.67,3.89
95FF11W1,2014,1202,66,555,12,26,38,115,59.68,3.28,27.56,0.60,1.29,1.89,5.71
95FF12W1,2181,1132,126,664,16,53,66,124,51.90,5.78,30.44,0.73,2.43,3.03,5.69
95FF13W1,2087,1168,114,546,25,36,82,116,55.97,5.46,26.16,1.20,1.72,3.93,5.56
95FF14W1,1898,1206,70,438,14,22,44,104,63.54,3.69,23.08,0.74,1.16,2.32,5.48
95FF15W1,2084,934,140,624,12,88,118,168,44.82,6.72,29.94,0.58,4.22,5.66,8.06
95FF16W1,1853,1032,74,476,12,55,87,117,55.69,3.99,25.69,0.65,2.97,4.70,6.31
95FF17W1,1427,552,128,427,12,75,103,130,38.68,8.97,29.92,0.84,5.26,7.22,9.11
95GG01S1,1504,620,60,513,20,65,61,165,41.22,3.99,34.11,1.33,4.32,4.06,10.97
95GG01S2,1234,424,50,463,15,76,58,148,34.36,4.05,37.52,1.22,6.16,4.70,11.99
95GG01S3,1351,488,40,558,10,66,56,133,36.12,2.96,41.30,0.74,4.89,4.15,9.84
95GG02S1,1326,284,72,629,15,126,80,120,21.42,5.43,47.44,1.13,9.50,6.03,9.05
95GG02S2,1469,304,98,722,11,134,84,116,20.69,6.67,49.15,0.75,9.12,5.72,7.90
95GG02S3,1659,300,60,831,25,173,131,139,18.08,3.62,50.09,1.51,10.43,7.90,8.38
95GG03S1,1552,790,128,392,18,49,74,101,50.90,8.25,25.26,1.16,3.16,4.77,6.51
95GG03S2,1520,762,81,456,18,31,59,113,50.13,5.33,30.00,1.18,2.04,3.88,7.43
95GG03S3,1743,656,198,564,18,66,122,119,37.64,11.36,32.36,1.03,3.79,7.00,6.83
95GG04S1,1356,314,80,609,23,113,100,117,23.16,5.90,44.91,1.70,8.33,7.37,8.63
95GG04S2,1151,270,56,537,11,106,83,88,23.46,4.87,46.66,0.96,9.21,7.21,7.65
95GG04S3,1355,326,136,544,24,73,129,123,24.06,10.04,40.15,1.77,5.39,9.52,9.08
95GG05S1,1478,418,174,689,20,50,68,59,28.28,11.77,46.62,1.35,3.38,4.60,3.99
95GG05S2,1721,450,242,812,32,51,70,64,26.15,14.06,47.18,1.86,2.96,4.07,3.72
95GG05S3,1808,328,222,987,28,67,95,81,18.14,12.28,54.59,1.55,3.71,5.25,4.48
95GG06S1,1470,522,118,543,15,66,88,118,35.51,8.03,36.94,1.02,4.49,5.99,8.03
95GG06S2,1486,576,138,478,13,53,89,139,38.76,9.29,32.17,0.87,3.57,5.99,9.35
95GG06S3,1488,684,92,474,14,53,73,98,45.97,6.18,31.85,0.94,3.56,4.91,6.59
95GG07S1,1469,448,94,641,23,86,71,106,30.50,6.40,43.64,1.57,5.85,4.83,7.22
95GG07S2,1399,324,82,680,12,121,91,89,23.16,5.86,48.61,0.86,8.65,6.50,6.36
95GG07S3,1356,398,62,608,13,122,67,86,29.35,4.57,44.84,0.96,9.00,4.94,6.34
95GG08S1,1113,574,58,321,8,41,31,80,51.57,5.21,28.84,0.72,3.68,2.79,7.19
95GG08S2,1371,418,120,532,11,88,106,96,30.49,8.75,38.80,0.80,6.42,7.73,7.00
95GG08S3,1386,486,160,501,10,75,82,72,35.06,11.54,36.15,0.72,5.41,5.92,5.19
95GG09S1,1665,998,78,371,13,30,55,120,59.94,4.68,22.28,0.78,1.80,3.30,7.21
95GG09S2,1595,780,96,457,12,41,74,135,48.90,6.02,28.65,0.75,2.57,4.64,8.46
95GG09S3,1654,584,190,547,17,72,134,110,35.31,11.49,33.07,1.03,4.35,8.10,6.65
95GG10S1,1568,374,200,680,26,69,121,98,23.85,12.76,43.37,1.66,4.40,7.72,6.25
95GG10S2,1819,372,218,886,14,88,124,117,20.45,11.98,48.71,0.77,4.84,6.82,6.43
95GG11S1,1562,380,220,623,19,77,122,121,24.33,14.08,39.88,1.22,4.93,7.81,7.75
95GG11S2,1323,626,126,377,11,31,67,85,47.32,9.52,28.50,0.83,2.34,5.06,6.42
95GG11S3,1599,472,188,615,17,68,132,107,29.52,11.76,38.46,1.06,4.25,8.26,6.69
95GG12S1,1387,124,118,1071,19,24,22,9,8.94,8.51,77.22,1.37,1.73,1.59,0.65
95GG12S2,1855,84,82,1580,18,24,38,29,4.53,4.42,85.18,0.97,1.29,2.05,1.56
95GG12S3,1385,134,85,1079,18,15,30,24,9.68,6.14,77.91,1.30,1.08,2.17,1.73
95GG12S4,1559,104,162,1205,20,21,40,7,6.67,10.39,77.29,1.28,1.35,2.57,0.45
95GG12S5,1669,290,154,919,21,87,117,81,17.38,9.23,55.06,1.26,5.21,7.01,4.85
95GG13S1,1085,360,64,383,10,65,87,116,33.18,5.90,35.30,0.92,5.99,8.02,10.69
95GG13S2,1339,668,94,387,11,33,52,94,49.89,7.02,28.90,0.82,2.46,3.88,7.02
95GG13S3,1371,552,80,448,14,63,92,122,40.26,5.84,32.68,1.02,4.60,6.71,8.90
95GG14S1,1292,694,50,364,15,33,39,97,53.72,3.87,28.17,1.16,2.55,3.02,7.51
95GG14S2,1294,712,30,412,10,27,36,67,55.02,2.32,31.84,0.77,2.09,2.78,5.18
95GG14S3,1304,688,72,374,12,37,38,83,52.76,5.52,28.68,0.92,2.84,2.91,6.37
95GG15S1,1456,922,60,293,13,22,34,112,63.32,4.12,20.12,0.89,1.51,2.34,7.69
95GG15S2,1629,838,142,398,18,32,85,116,51.44,8.72,24.43,1.10,1.96,5.22,7.12
95GG15S3,1586,682,116,427,15,47,130,169,43.00,7.31,26.92,0.95,2.96,8.20,10.66
95GG16S1,1562,458,139,666,26,100,87,86,29.32,8.90,42.64,1.66,6.40,5.57,5.51
95GG16S2,1531,508,98,649,17,76,81,102,33.18,6.40,42.39,1.11,4.96,5.29,6.66
95GG16S3,1166,524,72,383,10,50,52,75,44.94,6.17,32.85,0.86,4.29,4.46,6.43
95GG17S1,1450,486,76,630,13,92,63,90,33.52,5.24,43.45,0.90,6.34,4.34,6.21
95GG17S2,1328,594,60,457,12,56,49,100,44.73,4.52,34.41,0.90,4.22,3.69,7.53
95GG17S3,1270,430,80,453,18,89,91,109,33.86,6.30,35.67,1.42,7.01,7.17,8.58
95GG18S1,1905,414,118,907,21,168,127,150,21.73,6.19,47.61,1.10,8.82,6.67,7.87
95GG18S2,1936,364,144,969,35,165,134,125,18.80,7.44,50.05,1.81,8.52,6.92,6.46
95GG19S1,1637,446,86,575,17,118,161,234,27.24,5.25,35.13,1.04,7.21,9.84,14.29
95GG19S2,1924,490,146,804,14,154,144,172,25.47,7.59,41.79,0.73,8.00,7.48,8.94
95GG20S1,2266,484,260,1029,45,136,162,150,21.36,11.47,45.41,1.99,6.00,7.15,6.62
95GG20S2,1617,462,138,612,21,91,134,159,28.57,8.53,37.85,1.30,5.63,8.29,9.83
95GG21S1,1197,250,42,609,10,111,65,110,20.89,3.51,50.88,0.84,9.27,5.43,9.19
95GG21S2,1271,220,73,673,19,107,78,101,17.31,5.74,52.95,1.49,8.42,6.14,7.95
95GG21S3,1580,270,128,780,22,141,122,117,17.09,8.10,49.37,1.39,8.92,7.72,7.41
95GG22S1,1393,482,60,552,35,94,54,116,34.60,4.31,39.63,2.51,6.75,3.88,8.33
95GG22S2,1579,624,56,560,22,69,68,180,39.52,3.55,35.47,1.39,4.37,4.31,11.40
95GG22S3,1375,508,56,531,15,98,64,103,36.95,4.07,38.62,1.09,7.13,4.65,7.49
95GG23S1,1160,710,46,275,11,19,32,67,61.21,3.97,23.71,0.95,1.64,2.76,5.78
95GG23S2,1213,634,52,385,10,22,22,88,52.27,4.29,31.74,0.82,1.81,1.81,7.25
95GG23S3,1337,660,86,384,14,35,45,113,49.36,6.43,28.72,1.05,2.62,3.37,8.45
95GG24S1,1084,446,68,356,13,27,49,125,41.14,6.27,32.84,1.20,2.49,4.52,11.53
95GG24S2,1279,526,124,406,7,54,73,89,41.13,9.70,31.74,0.55,4.22,5.71,6.96
95GG24S3,1196,570,90,358,13,36,45,84,47.66,7.53,29.93,1.09,3.01,3.76,7.02
95GG25S1,1702,600,78,638,24,85,94,183,35.25,4.58,37.49,1.41,4.99,5.52,10.75
95GG25S2,1509,498,50,649,24,82,82,124,33.00,3.31,43.01,1.59,5.43,5.43,8.22
95GG25S3,1232,360,44,537,14,82,77,118,29.22,3.57,43.59,1.14,6.66,6.25,9.58
95GG26S1,1513,532,86,569,12,116,98,100,35.16,5.68,37.61,0.79,7.67,6.48,6.61
95GG26S2,1403,498,82,462,11,93,100,157,35.50,5.84,32.93,0.78,6.63,7.13,11.19
95GG27S1,1102,420,50,453,4,72,51,52,38.11,4.54,41.11,0.36,6.53,4.63,4.72
95GG27S2,1207,354,62,519,15,122,59,76,29.33,5.14,43.00,1.24,10.11,4.89,6.30
95GG27S3,1413,454,60,587,14,104,101,93,32.13,4.25,41.54,0.99,7.36,7.15,6.58
95GG27S4,1243,360,58,507,23,96,94,105,28.96,4.67,40.79,1.85,7.72,7.56,8.45
95GG28S1,1651,864,106,455,12,55,63,96,52.33,6.42,27.56,0.73,3.33,3.82,5.81
95GG28S2,1377,636,85,420,11,45,74,106,46.19,6.17,30.50,0.80,3.27,5.37,7.70
95GG28S3,1349,400,112,529,18,106,101,83,29.65,8.30,39.21,1.33,7.86,7.49,6.15
95GG29S1,1754,498,192,637,22,109,157,139,28.39,10.95,36.32,1.25,6.21,8.95,7.92
95GG29S2,2228,690,290,821,26,95,166,140,30.97,13.02,36.85,1.17,4.26,7.45,6.28
95GG30S1,1315,566,94,358,10,57,92,138,43.04,7.15,27.22,0.76,4.33,7.00,10.49
95GG30S2,1347,778,84,301,12,31,53,88,57.76,6.24,22.35,0.89,2.30,3.93,6.53
95GG30S3,1285,740,68,309,9,24,40,95,57.59,5.29,24.05,0.70,1.87,3.11,7.39
95GG31S1,1760,854,80,601,18,76,47,84,48.52,4.55,34.15,1.02,4.32,2.67,4.77
95GG31S2,1652,682,98,579,15,72,72,134,41.28,5.93,35.05,0.91,4.36,4.36,8.11
95GG31S3,1703,530,70,756,17,118,102,110,31.12,4.11,44.39,1.00,6.93,5.99,6.46
95GG32S1,2308,834,192,856,19,174,118,115,36.14,8.32,37.09,0.82,7.54,5.11,4.98
95GG32S2,1250,498,100,405,8,60,70,109,39.84,8.00,32.40,0.64,4.80,5.60,8.72
95GG32S3,1339,604,50,452,12,50,62,109,45.11,3.73,33.76,0.90,3.73,4.63,8.14
95GG33S1,1589,892,70,463,21,24,30,89,56.14,4.41,29.14,1.32,1.51,1.89,5.60
95GG33S2,1294,714,32,396,21,19,34,78,55.18,2.47,30.60,1.62,1.47,2.63,6.03
95GG33S3,1562,662,134,582,16,25,50,93,42.38,8.58,37.26,1.02,1.60,3.20,5.95
95GG34S1,1139,424,104,366,6,42,81,116,37.23,9.13,32.13,0.53,3.69,7.11,10.18
95GG34S2,1334,724,38,418,14,36,37,67,54.27,2.85,31.33,1.05,2.70,2.77,5.02
95GG34S3,1523,702,136,492,17,49,49,78,46.09,8.93,32.30,1.12,3.22,3.22,5.12
95GG35S1,1525,302,74,737,22,150,102,138,19.80,4.85,48.33,1.44,9.84,6.69,9.05
95GG35S2,1206,212,58,584,18,114,110,110,17.58,4.81,48.42,1.49,9.45,9.12,9.12
95GG35S3,1119,258,54,558,14,88,68,79,23.06,4.83,49.87,1.25,7.86,6.08,7.06
95GG36S1,1481,634,164,438,12,46,71,116,42.81,11.07,29.57,0.81,3.11,4.79,7.83
