GeographyCode,KS604NI0001,KS604NI0002,KS604NI0003,KS604NI0004,KS604NI0005,KS604NI0006,KS604NI0007,KS604NI0008,KS604NI0009,KS604NI0010,KS604NI0011,KS604NI0012,KS604NI0013,KS604NI0014,KS604NI0015,KS604NI0016,KS604NI0017,KS604NI0018,KS604NI0019,KS604NI0020,KS604NI0021,KS604NI0022,KS604NI0023,KS604NI0024,KS604NI0025,KS604NI0026,KS604NI0027
95AA01S1,591,24,73,349,145,411,2,14,260,135,180,22,59,89,10,4.06,12.35,59.05,24.53,0.49,3.41,63.26,32.85,12.22,32.78,49.44,5.56
95AA01S2,939,96,164,541,138,515,30,44,323,118,424,66,120,218,20,10.22,17.47,57.61,14.70,5.83,8.54,62.72,22.91,15.57,28.30,51.42,4.72
95AA01S3,813,47,139,496,131,437,13,34,286,104,376,34,105,210,27,5.78,17.10,61.01,16.11,2.97,7.78,65.45,23.80,9.04,27.93,55.85,7.18
95AA02W1,826,54,175,560,37,425,16,26,353,30,401,38,149,207,7,6.54,21.19,67.80,4.48,3.76,6.12,83.06,7.06,9.48,37.16,51.62,1.75
95AA03W1,775,62,168,497,48,391,24,35,296,36,384,38,133,201,12,8.00,21.68,64.13,6.19,6.14,8.95,75.70,9.21,9.90,34.64,52.34,3.13
95AA04W1,1570,152,305,871,242,848,38,78,534,198,722,114,227,337,44,9.68,19.43,55.48,15.41,4.48,9.20,62.97,23.35,15.79,31.44,46.68,6.09
95AA05W1,1276,84,226,837,129,657,23,37,484,113,619,61,189,353,16,6.58,17.71,65.60,10.11,3.50,5.63,73.67,17.20,9.85,30.53,57.03,2.58
95AA06S1,892,76,222,510,84,442,28,44,301,69,450,48,178,209,15,8.52,24.89,57.17,9.42,6.33,9.95,68.10,15.61,10.67,39.56,46.44,3.33
95AA06S2,1201,90,285,744,82,589,25,52,439,73,612,65,233,305,9,7.49,23.73,61.95,6.83,4.24,8.83,74.53,12.39,10.62,38.07,49.84,1.47
95AA07W1,1046,72,200,647,127,555,23,45,379,108,491,49,155,268,19,6.88,19.12,61.85,12.14,4.14,8.11,68.29,19.46,9.98,31.57,54.58,3.87
95AA08W1,700,41,187,436,36,335,8,44,253,30,365,33,143,183,6,5.86,26.71,62.29,5.14,2.39,13.13,75.52,8.96,9.04,39.18,50.14,1.64
95AA09W1,915,68,228,562,57,454,20,65,323,46,461,48,163,239,11,7.43,24.92,61.42,6.23,4.41,14.32,71.15,10.13,10.41,35.36,51.84,2.39
95AA10W1,807,85,165,503,54,401,29,42,290,40,406,56,123,213,14,10.53,20.45,62.33,6.69,7.23,10.47,72.32,9.98,13.79,30.30,52.46,3.45
95AA11S1,1405,98,235,975,97,706,38,55,540,73,699,60,180,435,24,6.98,16.73,69.40,6.90,5.38,7.79,76.49,10.34,8.58,25.75,62.23,3.43
95AA11S2,1395,78,252,928,137,753,26,61,554,112,642,52,191,374,25,5.59,18.06,66.52,9.82,3.45,8.10,73.57,14.87,8.10,29.75,58.26,3.89
95AA12W1,1459,115,287,834,223,794,34,63,510,187,665,81,224,324,36,7.88,19.67,57.16,15.28,4.28,7.93,64.23,23.55,12.18,33.68,48.72,5.41
95AA13S1,823,53,134,567,69,424,11,25,337,51,399,42,109,230,18,6.44,16.28,68.89,8.38,2.59,5.90,79.48,12.03,10.53,27.32,57.64,4.51
95AA13S2,750,46,151,489,64,367,11,31,275,50,383,35,120,214,14,6.13,20.13,65.20,8.53,3.00,8.45,74.93,13.62,9.14,31.33,55.87,3.66
95AA14W1,1151,104,217,681,149,593,27,37,404,125,558,77,180,277,24,9.04,18.85,59.17,12.95,4.55,6.24,68.13,21.08,13.80,32.26,49.64,4.30
95AA15S1,1428,69,280,970,109,706,22,65,540,79,722,47,215,430,30,4.83,19.61,67.93,7.63,3.12,9.21,76.49,11.19,6.51,29.78,59.56,4.16
95AA15S2,687,41,153,455,38,351,12,40,267,32,336,29,113,188,6,5.97,22.27,66.23,5.53,3.42,11.40,76.07,9.12,8.63,33.63,55.95,1.79
95AA16W1,828,51,174,560,43,431,17,32,345,37,397,34,142,215,6,6.16,21.01,67.63,5.19,3.94,7.42,80.05,8.58,8.56,35.77,54.16,1.51
95AA17W1,1009,75,214,664,56,509,28,48,385,48,500,47,166,279,8,7.43,21.21,65.81,5.55,5.50,9.43,75.64,9.43,9.40,33.20,55.80,1.60
95AA18W1,1123,97,195,650,181,596,37,49,369,141,527,60,146,281,40,8.64,17.36,57.88,16.12,6.21,8.22,61.91,23.66,11.39,27.70,53.32,7.59
95AA19W1,1186,84,219,742,141,632,20,44,448,120,554,64,175,294,21,7.08,18.47,62.56,11.89,3.16,6.96,70.89,18.99,11.55,31.59,53.07,3.79
95BB01S1,823,76,160,479,108,422,19,33,284,86,401,57,127,195,22,9.23,19.44,58.20,13.12,4.50,7.82,67.30,20.38,14.21,31.67,48.63,5.49
95BB01S2,1055,88,206,651,110,533,31,36,383,83,522,57,170,268,27,8.34,19.53,61.71,10.43,5.82,6.75,71.86,15.57,10.92,32.57,51.34,5.17
95BB02W1,929,83,201,555,90,482,25,47,335,75,447,58,154,220,15,8.93,21.64,59.74,9.69,5.19,9.75,69.50,15.56,12.98,34.45,49.22,3.36
95BB03S1,799,52,163,515,69,400,12,34,295,59,399,40,129,220,10,6.51,20.40,64.46,8.64,3.00,8.50,73.75,14.75,10.03,32.33,55.14,2.51
95BB03S2,911,58,187,539,127,481,14,40,327,100,430,44,147,212,27,6.37,20.53,59.17,13.94,2.91,8.32,67.98,20.79,10.23,34.19,49.30,6.28
95BB04S1,610,58,135,371,46,317,19,27,231,40,293,39,108,140,6,9.51,22.13,60.82,7.54,5.99,8.52,72.87,12.62,13.31,36.86,47.78,2.05
95BB04S2,716,54,168,417,77,376,24,38,251,63,340,30,130,166,14,7.54,23.46,58.24,10.75,6.38,10.11,66.76,16.76,8.82,38.24,48.82,4.12
95BB05S1,756,74,159,417,106,392,20,39,246,87,364,54,120,171,19,9.79,21.03,55.16,14.02,5.10,9.95,62.76,22.19,14.84,32.97,46.98,5.22
95BB05S2,940,82,185,536,137,475,16,32,306,121,465,66,153,230,16,8.72,19.68,57.02,14.57,3.37,6.74,64.42,25.47,14.19,32.90,49.46,3.44
95BB06W1,1194,76,261,754,103,590,19,60,433,78,604,57,201,321,25,6.37,21.86,63.15,8.63,3.22,10.17,73.39,13.22,9.44,33.28,53.15,4.14
95BB07S1,689,49,132,455,53,334,11,25,254,44,355,38,107,201,9,7.11,19.16,66.04,7.69,3.29,7.49,76.05,13.17,10.70,30.14,56.62,2.54
95BB07S2,613,64,132,369,48,303,16,29,216,42,310,48,103,153,6,10.44,21.53,60.20,7.83,5.28,9.57,71.29,13.86,15.48,33.23,49.35,1.94
95BB08S1,541,55,113,338,35,255,12,18,197,28,286,43,95,141,7,10.17,20.89,62.48,6.47,4.71,7.06,77.25,10.98,15.03,33.22,49.30,2.45
95BB08S2,691,40,150,450,51,348,5,24,280,39,343,35,126,170,12,5.79,21.71,65.12,7.38,1.44,6.90,80.46,11.21,10.20,36.73,49.56,3.50
95BB09S1,641,43,147,378,73,338,12,44,226,56,303,31,103,152,17,6.71,22.93,58.97,11.39,3.55,13.02,66.86,16.57,10.23,33.99,50.17,5.61
95BB09S2,893,90,158,570,75,451,24,32,343,52,442,66,126,227,23,10.08,17.69,63.83,8.40,5.32,7.10,76.05,11.53,14.93,28.51,51.36,5.20
95BB10S1,741,54,155,468,64,367,17,43,256,51,374,37,112,212,13,7.29,20.92,63.16,8.64,4.63,11.72,69.75,13.90,9.89,29.95,56.68,3.48
95BB10S2,752,76,139,398,139,393,17,39,223,114,359,59,100,175,25,10.11,18.48,52.93,18.48,4.33,9.92,56.74,29.01,16.43,27.86,48.75,6.96
95BB11S1,573,46,141,347,39,280,9,28,209,34,293,37,113,138,5,8.03,24.61,60.56,6.81,3.21,10.00,74.64,12.14,12.63,38.57,47.10,1.71
95BB11S2,645,43,166,398,38,323,11,41,242,29,322,32,125,156,9,6.67,25.74,61.71,5.89,3.41,12.69,74.92,8.98,9.94,38.82,48.45,2.80
95BB12S1,542,49,146,322,25,269,12,39,199,19,273,37,107,123,6,9.04,26.94,59.41,4.61,4.46,14.50,73.98,7.06,13.55,39.19,45.05,2.20
95BB12S2,596,62,142,335,57,292,12,40,191,49,304,50,102,144,8,10.40,23.83,56.21,9.56,4.11,13.70,65.41,16.78,16.45,33.55,47.37,2.63
95BB13S1,649,71,158,359,61,313,24,32,206,51,336,47,126,153,10,10.94,24.35,55.32,9.40,7.67,10.22,65.81,16.29,13.99,37.50,45.54,2.98
95BB13S2,610,60,138,360,52,309,16,32,214,47,301,44,106,146,5,9.84,22.62,59.02,8.52,5.18,10.36,69.26,15.21,14.62,35.22,48.50,1.66
95BB13S3,844,76,165,533,70,419,16,31,314,58,425,60,134,219,12,9.00,19.55,63.15,8.29,3.82,7.40,74.94,13.84,14.12,31.53,51.53,2.82
95BB14S1,763,60,153,429,121,399,12,33,256,98,364,48,120,173,23,7.86,20.05,56.23,15.86,3.01,8.27,64.16,24.56,13.19,32.97,47.53,6.32
95BB14S2,783,61,163,451,108,401,14,41,264,82,382,47,122,187,26,7.79,20.82,57.60,13.79,3.49,10.22,65.84,20.45,12.30,31.94,48.95,6.81
95BB15S1,898,73,162,532,131,475,23,33,304,115,423,50,129,228,16,8.13,18.04,59.24,14.59,4.84,6.95,64.00,24.21,11.82,30.50,53.90,3.78
95BB15S2,648,43,133,424,48,344,9,35,258,42,304,34,98,166,6,6.64,20.52,65.43,7.41,2.62,10.17,75.00,12.21,11.18,32.24,54.61,1.97
95BB16S1,778,65,156,445,112,434,22,41,273,98,344,43,115,172,14,8.35,20.05,57.20,14.40,5.07,9.45,62.90,22.58,12.50,33.43,50.00,4.07
95BB16S2,780,57,150,439,134,432,12,35,270,115,348,45,115,169,19,7.31,19.23,56.28,17.18,2.78,8.10,62.50,26.62,12.93,33.05,48.56,5.46
95BB17S1,916,56,207,584,69,447,10,42,349,46,469,46,165,235,23,6.11,22.60,63.76,7.53,2.24,9.40,78.08,10.29,9.81,35.18,50.11,4.90
95BB17S2,787,64,181,451,91,397,15,40,267,75,390,49,141,184,16,8.13,23.00,57.31,11.56,3.78,10.08,67.25,18.89,12.56,36.15,47.18,4.10
95BB18S1,695,46,138,461,50,347,15,29,263,40,348,31,109,198,10,6.62,19.86,66.33,7.19,4.32,8.36,75.79,11.53,8.91,31.32,56.90,2.87
95BB18S2,1243,89,239,766,149,651,20,40,464,127,592,69,199,302,22,7.16,19.23,61.63,11.99,3.07,6.14,71.27,19.51,11.66,33.61,51.01,3.72
95BB19S1,777,64,166,500,47,395,17,39,300,39,382,47,127,200,8,8.24,21.36,64.35,6.05,4.30,9.87,75.95,9.87,12.30,33.25,52.36,2.09
95BB19S2,961,83,214,597,67,488,26,41,362,59,473,57,173,235,8,8.64,22.27,62.12,6.97,5.33,8.40,74.18,12.09,12.05,36.58,49.68,1.69
