GeographyCode,KS203NI0001,KS203NI0002,KS203NI0003,KS203NI0004,KS203NI0005,KS203NI0006,KS203NI0007,KS203NI0008,KS203NI0009,KS203NI0010,KS203NI0011,KS203NI0012,KS203NI0013,KS203NI0014,KS203NI0015
95AA01S1,1113,794,37,95,228,62,27,63,71.34,3.32,8.54,20.49,5.57,2.43,5.66
95AA01S2,1829,852,550,558,24,7,1,31,46.58,30.07,30.51,1.31,0.38,0.05,1.69
95AA01S3,1502,1045,162,444,16,9,1,53,69.57,10.79,29.56,1.07,0.60,0.07,3.53
95AA02W1,1734,1114,216,498,16,12,0,65,64.24,12.46,28.72,0.92,0.69,0,3.75
95AA03W1,1822,1370,96,468,16,9,1,48,75.19,5.27,25.69,0.88,0.49,0.05,2.63
95AA04W1,3013,1957,508,859,30,7,2,31,64.95,16.86,28.51,1.00,0.23,0.07,1.03
95AA05W1,2701,1011,867,958,16,6,2,57,37.43,32.10,35.47,0.59,0.22,0.07,2.11
95AA06S1,1953,453,1044,559,19,5,7,28,23.20,53.46,28.62,0.97,0.26,0.36,1.43
95AA06S2,2694,657,1465,676,17,3,1,29,24.39,54.38,25.09,0.63,0.11,0.04,1.08
95AA07W1,2140,1606,168,580,24,15,2,45,75.05,7.85,27.10,1.12,0.70,0.09,2.10
95AA08W1,1698,954,249,537,16,14,1,80,56.18,14.66,31.63,0.94,0.82,0.06,4.71
95AA09W1,2220,1545,185,655,35,10,1,100,69.59,8.33,29.50,1.58,0.45,0.05,4.50
95AA10W1,1953,1209,251,647,27,9,1,68,61.90,12.85,33.13,1.38,0.46,0.05,3.48
95AA11S1,2800,1637,354,910,29,14,2,231,58.46,12.64,32.50,1.04,0.50,0.07,8.25
95AA11S2,2564,1469,408,849,65,27,7,136,57.29,15.91,33.11,2.54,1.05,0.27,5.30
95AA12W1,2775,2186,180,856,24,9,3,18,78.77,6.49,30.85,0.86,0.32,0.11,0.65
95AA13S1,1745,636,535,598,18,8,1,109,36.45,30.66,34.27,1.03,0.46,0.06,6.25
95AA13S2,1562,619,546,506,7,8,1,72,39.63,34.96,32.39,0.45,0.51,0.06,4.61
95AA14W1,2349,1429,435,767,29,13,0,15,60.83,18.52,32.65,1.23,0.55,0,0.64
95AA15S1,2641,1497,324,825,35,22,4,268,56.68,12.27,31.24,1.33,0.83,0.15,10.15
95AA15S2,1545,798,245,479,27,10,1,172,51.65,15.86,31.00,1.75,0.65,0.06,11.13
95AA16W1,1807,1225,71,535,22,18,4,160,67.79,3.93,29.61,1.22,1.00,0.22,8.85
95AA17W1,2142,1270,236,681,23,18,1,96,59.29,11.02,31.79,1.07,0.84,0.05,4.48
95AA18W1,2439,1796,195,743,29,16,0,52,73.64,8.00,30.46,1.19,0.66,0,2.13
95AA19W1,2687,380,1419,935,15,9,0,49,14.14,52.81,34.80,0.56,0.33,0,1.82
95BB01S1,1574,1155,152,547,13,6,0,15,73.38,9.66,34.75,0.83,0.38,0,0.95
95BB01S2,2035,1581,105,669,17,18,2,18,77.69,5.16,32.87,0.84,0.88,0.10,0.88
95BB02W1,2347,1736,136,725,24,14,3,46,73.97,5.79,30.89,1.02,0.60,0.13,1.96
95BB03S1,2026,1611,58,573,34,12,2,27,79.52,2.86,28.28,1.68,0.59,0.10,1.33
95BB03S2,2193,1669,147,675,34,14,6,21,76.11,6.70,30.78,1.55,0.64,0.27,0.96
95BB04S1,1438,1080,83,470,14,3,3,25,75.10,5.77,32.68,0.97,0.21,0.21,1.74
95BB04S2,1610,1255,109,528,14,10,1,13,77.95,6.77,32.80,0.87,0.62,0.06,0.81
95BB05S1,1490,1095,93,515,21,6,1,9,73.49,6.24,34.56,1.41,0.40,0.07,0.60
95BB05S2,1911,1504,89,597,30,9,2,12,78.70,4.66,31.24,1.57,0.47,0.10,0.63
95BB06W1,2870,2091,141,924,27,12,1,82,72.86,4.91,32.20,0.94,0.42,0.03,2.86
95BB07S1,1658,1223,84,507,14,17,2,55,73.76,5.07,30.58,0.84,1.03,0.12,3.32
95BB07S2,1295,1034,41,375,8,2,3,15,79.85,3.17,28.96,0.62,0.15,0.23,1.16
95BB08S1,1331,990,50,393,18,6,1,22,74.38,3.76,29.53,1.35,0.45,0.08,1.65
95BB08S2,1294,1041,45,392,12,7,0,27,80.45,3.48,30.29,0.93,0.54,0,2.09
95BB09S1,1325,1041,79,426,9,12,2,34,78.57,5.96,32.15,0.68,0.91,0.15,2.57
95BB09S2,1618,1274,86,523,16,11,4,30,78.74,5.32,32.32,0.99,0.68,0.25,1.85
95BB10S1,1690,1238,109,541,37,18,3,58,73.25,6.45,32.01,2.19,1.07,0.18,3.43
95BB10S2,1637,1271,137,466,16,9,8,9,77.64,8.37,28.47,0.98,0.55,0.49,0.55
95BB11S1,1408,1157,41,402,21,9,4,10,82.17,2.91,28.55,1.49,0.64,0.28,0.71
95BB11S2,1547,1166,86,498,25,11,6,16,75.37,5.56,32.19,1.62,0.71,0.39,1.03
95BB12S1,1440,1065,77,422,17,11,1,39,73.96,5.35,29.31,1.18,0.76,0.07,2.71
