GeographyCode,KS402NI0001,KS402NI0002,KS402NI0003,KS402NI0004,KS402NI0005,KS402NI0006,KS402NI0007,KS402NI0008,KS402NI0009,KS402NI0010,KS402NI0011,KS402NI0012,KS402NI0013,KS402NI0014,KS402NI0015,KS402NI0016,KS402NI0017
95AA18W1,1004,519,321,2,8,2,109,19,24,51.69,31.97,0.20,0.80,0.20,10.86,1.89,2.39
95AA19W1,832,339,264,1,99,11,71,21,26,40.75,31.73,0.12,11.90,1.32,8.53,2.52,3.13
95BB01S1,548,230,253,1,23,2,27,2,10,41.97,46.17,0.18,4.20,0.36,4.93,0.36,1.82
95BB01S2,759,258,404,2,45,0,32,3,15,33.99,53.23,0.26,5.93,0,4.22,0.40,1.98
95BB02W1,1126,330,258,12,267,78,99,28,54,29.31,22.91,1.07,23.71,6.93,8.79,2.49,4.80
95BB03S1,877,268,290,10,119,38,119,18,15,30.56,33.07,1.14,13.57,4.33,13.57,2.05,1.71
95BB03S2,899,389,313,12,64,0,81,9,31,43.27,34.82,1.33,7.12,0,9.01,1.00,3.45
95BB04S1,638,230,184,3,84,25,84,9,19,36.05,28.84,0.47,13.17,3.92,13.17,1.41,2.98
95BB04S2,669,368,237,5,6,2,30,6,15,55.01,35.43,0.75,0.90,0.30,4.48,0.90,2.24
95BB05S1,564,239,222,3,21,11,47,0,21,42.38,39.36,0.53,3.72,1.95,8.33,0,3.72
95BB05S2,754,282,302,4,75,1,61,10,19,37.40,40.05,0.53,9.95,0.13,8.09,1.33,2.52
95BB06W1,1518,338,337,23,288,132,324,28,48,22.27,22.20,1.52,18.97,8.70,21.34,1.84,3.16
95BB07S1,819,180,189,6,90,149,151,14,40,21.98,23.08,0.73,10.99,18.19,18.44,1.71,4.88
95BB07S2,496,228,198,2,36,1,19,2,10,45.97,39.92,0.40,7.26,0.20,3.83,0.40,2.02
95BB08S1,589,116,172,6,203,2,47,5,38,19.69,29.20,1.02,34.47,0.34,7.98,0.85,6.45
95BB08S2,479,175,253,5,6,0,29,4,7,36.53,52.82,1.04,1.25,0,6.05,0.84,1.46
95BB09S1,561,275,196,0,4,13,52,11,10,49.02,34.94,0,0.71,2.32,9.27,1.96,1.78
95BB09S2,692,254,284,6,15,3,107,11,12,36.71,41.04,0.87,2.17,0.43,15.46,1.59,1.73
95BB10S1,874,287,230,8,99,51,153,16,30,32.84,26.32,0.92,11.33,5.84,17.51,1.83,3.43
95BB10S2,635,312,250,0,24,0,42,3,4,49.13,39.37,0,3.78,0,6.61,0.47,0.63
95BB11S1,621,140,204,7,195,23,27,6,19,22.54,32.85,1.13,31.40,3.70,4.35,0.97,3.06
95BB11S2,717,313,262,4,55,7,53,8,15,43.65,36.54,0.56,7.67,0.98,7.39,1.12,2.09
95BB12S1,626,135,158,10,186,12,101,7,17,21.57,25.24,1.60,29.71,1.92,16.13,1.12,2.72
95BB12S2,504,232,178,2,64,2,13,6,7,46.03,35.32,0.40,12.70,0.40,2.58,1.19,1.39
95BB13S1,508,111,192,2,150,20,14,2,17,21.85,37.80,0.39,29.53,3.94,2.76,0.39,3.35
95BB13S2,603,236,193,4,100,6,40,5,19,39.14,32.01,0.66,16.58,1.00,6.63,0.83,3.15
95BB13S3,576,164,344,11,6,2,41,3,5,28.47,59.72,1.91,1.04,0.35,7.12,0.52,0.87
95BB14S1,551,282,218,1,7,0,24,3,16,51.18,39.56,0.18,1.27,0,4.36,0.54,2.90
95BB14S2,621,279,245,1,22,1,57,5,11,44.93,39.45,0.16,3.54,0.16,9.18,0.81,1.77
95BB15S1,706,293,280,2,39,0,60,9,23,41.50,39.66,0.28,5.52,0,8.50,1.27,3.26
95BB15S2,581,163,210,1,82,1,99,15,10,28.06,36.14,0.17,14.11,0.17,17.04,2.58,1.72
95BB16S1,562,307,201,1,4,0,40,3,6,54.63,35.77,0.18,0.71,0,7.12,0.53,1.07
95BB16S2,614,329,217,3,25,1,29,6,4,53.58,35.34,0.49,4.07,0.16,4.72,0.98,0.65
95BB17S1,727,164,389,24,66,3,66,6,9,22.56,53.51,3.30,9.08,0.41,9.08,0.83,1.24
95BB17S2,672,239,251,3,110,1,54,3,11,35.57,37.35,0.45,16.37,0.15,8.04,0.45,1.64
95BB18S1,726,193,271,2,112,24,101,7,16,26.58,37.33,0.28,15.43,3.31,13.91,0.96,2.20
95BB18S2,912,335,478,5,8,0,66,8,12,36.73,52.41,0.55,0.88,0,7.24,0.88,1.32
95BB19S1,641,222,295,8,43,0,52,11,10,34.63,46.02,1.25,6.71,0,8.11,1.72,1.56
95BB19S2,599,154,400,5,2,1,30,6,1,25.71,66.78,0.83,0.33,0.17,5.01,1.00,0.17
95BB19S3,484,132,311,0,4,0,32,3,2,27.27,64.26,0,0.83,0,6.61,0.62,0.41
95BB20S1,677,262,259,4,41,9,77,10,15,38.70,38.26,0.59,6.06,1.33,11.37,1.48,2.22
95BB20S2,613,156,181,2,121,19,89,13,32,25.45,29.53,0.33,19.74,3.10,14.52,2.12,5.22
95BB21S1,932,307,408,11,81,5,85,18,17,32.94,43.78,1.18,8.69,0.54,9.12,1.93,1.82
95BB21S2,889,311,421,4,27,1,92,17,16,34.98,47.36,0.45,3.04,0.11,10.35,1.91,1.80
95BB22S1,596,102,281,4,142,6,51,4,6,17.11,47.15,0.67,23.83,1.01,8.56,0.67,1.01
95BB22S2,598,65,200,3,268,5,40,1,16,10.87,33.44,0.50,44.82,0.84,6.69,0.17,2.68
95BB23S1,638,353,230,1,5,1,36,5,7,55.33,36.05,0.16,0.78,0.16,5.64,0.78,1.10
95BB23S2,523,219,258,6,2,0,33,1,4,41.87,49.33,1.15,0.38,0,6.31,0.19,0.76
95CC01W1,904,263,315,2,96,0,198,13,17,29.09,34.85,0.22,10.62,0,21.90,1.44,1.88
95CC02W1,875,418,323,0,15,11,61,22,25,47.77,36.91,0,1.71,1.26,6.97,2.51,2.86
95CC03W1,1127,194,256,8,267,58,286,28,30,17.21,22.72,0.71,23.69,5.15,25.38,2.48,2.66
95CC04W1,790,378,268,0,44,0,59,15,26,47.85,33.92,0,5.57,0,7.47,1.90,3.29
95CC05W1,954,425,345,3,29,9,96,19,28,44.55,36.16,0.31,3.04,0.94,10.06,1.99,2.94
95CC06S1,579,238,243,0,2,1,74,12,9,41.11,41.97,0,0.35,0.17,12.78,2.07,1.55
95CC06S2,517,181,207,3,46,3,64,3,10,35.01,40.04,0.58,8.90,0.58,12.38,0.58,1.93
95CC07W1,1108,449,409,0,32,53,121,17,27,40.52,36.91,0,2.89,4.78,10.92,1.53,2.44
95CC08W1,990,262,306,5,141,44,178,23,31,26.46,30.91,0.51,14.24,4.44,17.98,2.32,3.13
95CC09S1,494,248,201,0,0,0,24,5,16,50.20,40.69,0,0,0,4.86,1.01,3.24
95CC09S2,696,256,286,2,31,0,93,14,14,36.78,41.09,0.29,4.45,0,13.36,2.01,2.01
95CC10W1,901,448,312,1,23,1,83,10,23,49.72,34.63,0.11,2.55,0.11,9.21,1.11,2.55
95CC11W1,786,267,191,7,113,2,149,21,36,33.97,24.30,0.89,14.38,0.25,18.96,2.67,4.58
95CC12W1,890,463,308,1,34,0,43,9,32,52.02,34.61,0.11,3.82,0,4.83,1.01,3.60
95CC13W1,817,385,291,1,42,8,60,8,22,47.12,35.62,0.12,5.14,0.98,7.34,0.98,2.69
95CC14W1,1132,432,491,3,44,0,126,16,20,38.16,43.37,0.27,3.89,0,11.13,1.41,1.77
95CC15W1,1007,424,377,5,54,7,92,18,30,42.11,37.44,0.50,5.36,0.70,9.14,1.79,2.98
95CC16W1,1076,401,318,3,128,7,168,10,41,37.27,29.55,0.28,11.90,0.65,15.61,0.93,3.81
95CC17W1,897,381,375,1,6,1,100,9,24,42.47,41.81,0.11,0.67,0.11,11.15,1.00,2.68
95CC18W1,937,350,276,2,105,25,132,10,37,37.35,29.46,0.21,11.21,2.67,14.09,1.07,3.95
95CC19W1,981,415,344,1,74,13,92,11,31,42.30,35.07,0.10,7.54,1.33,9.38,1.12,3.16
95CC20S1,484,216,194,2,17,2,37,6,10,44.63,40.08,0.41,3.51,0.41,7.64,1.24,2.07
95CC20S2,643,214,259,4,47,20,87,5,7,33.28,40.28,0.62,7.31,3.11,13.53,0.78,1.09
95CC21W1,1167,409,423,7,132,6,149,12,29,35.05,36.25,0.60,11.31,0.51,12.77,1.03,2.49
95CC22W1,842,263,169,0,196,40,120,21,33,31.24,20.07,0,23.28,4.75,14.25,2.49,3.92
95DD01W1,836,463,231,2,19,7,84,9,21,55.38,27.63,0.24,2.27,0.84,10.05,1.08,2.51
95DD02S1,599,201,210,2,93,23,51,4,15,33.56,35.06,0.33,15.53,3.84,8.51,0.67,2.50
95DD02S2,891,303,429,8,17,1,107,8,18,34.01,48.15,0.90,1.91,0.11,12.01,0.90,2.02
95DD03W1,1389,527,559,6,20,1,225,25,26,37.94,40.24,0.43,1.44,0.07,16.20,1.80,1.87
95DD04W1,859,158,191,4,369,35,61,5,36,18.39,22.24,0.47,42.96,4.07,7.10,0.58,4.19
95DD05W1,685,140,200,7,265,1,48,6,18,20.44,29.20,1.02,38.69,0.15,7.01,0.88,2.63
95DD06W1,944,524,312,1,5,0,75,9,18,55.51,33.05,0.11,0.53,0,7.94,0.95,1.91
95DD07S1,689,299,170,4,73,3,102,11,27,43.40,24.67,0.58,10.60,0.44,14.80,1.60,3.92
95DD07S2,723,266,255,5,40,37,89,6,25,36.79,35.27,0.69,5.53,5.12,12.31,0.83,3.46
95DD08W1,1041,268,152,7,127,75,334,40,38,25.74,14.60,0.67,12.20,7.20,32.08,3.84,3.65
95DD09W1,929,486,310,1,22,0,73,14,23,52.31,33.37,0.11,2.37,0,7.86,1.51,2.48
95DD10W1,1180,434,340,5,176,57,128,9,31,36.78,28.81,0.42,14.92,4.83,10.85,0.76,2.63
95DD11W1,955,149,256,5,245,53,203,19,25,15.60,26.81,0.52,25.65,5.55,21.26,1.99,2.62
95DD12W1,890,481,296,0,20,2,47,9,35,54.04,33.26,0,2.25,0.22,5.28,1.01,3.93
95DD13W1,741,250,200,4,111,13,130,13,20,33.74,26.99,0.54,14.98,1.75,17.54,1.75,2.70
95DD14S1,626,252,247,6,27,3,71,7,13,40.26,39.46,0.96,4.31,0.48,11.34,1.12,2.08
95DD14S2,607,252,294,2,12,1,36,1,9,41.52,48.43,0.33,1.98,0.16,5.93,0.16,1.48
95DD15W1,1174,473,472,3,46,4,126,21,29,40.29,40.20,0.26,3.92,0.34,10.73,1.79,2.47
95DD16W1,1019,501,393,3,15,0,63,18,26,49.17,38.57,0.29,1.47,0,6.18,1.77,2.55
95DD17W1,1148,496,494,6,26,2,74,9,41,43.21,43.03,0.52,2.26,0.17,6.45,0.78,3.57
95DD18W1,873,322,210,8,89,3,205,8,28,36.88,24.05,0.92,10.19,0.34,23.48,0.92,3.21
95DD19S1,732,183,327,5,98,0,96,7,16,25.00,44.67,0.68,13.39,0,13.11,0.96,2.19
95DD19S2,543,251,209,2,16,0,36,4,25,46.22,38.49,0.37,2.95,0,6.63,0.74,4.60
95DD20W1,826,211,158,5,288,19,108,9,28,25.54,19.13,0.61,34.87,2.30,13.08,1.09,3.39
95DD21W1,891,323,265,7,17,2,237,16,24,36.25,29.74,0.79,1.91,0.22,26.60,1.80,2.69
95DD22S1,559,282,156,0,27,1,54,14,25,50.45,27.91,0,4.83,0.18,9.66,2.50,4.47
95DD22S2,597,216,198,1,47,35,70,5,25,36.18,33.17,0.17,7.87,5.86,11.73,0.84,4.19
95DD23W1,881,492,248,3,7,1,86,11,33,55.85,28.15,0.34,0.79,0.11,9.76,1.25,3.75
95DD24W1,990,347,390,10,59,23,136,17,8,35.05,39.39,1.01,5.96,2.32,13.74,1.72,0.81
95EE01W1,592,215,241,2,66,0,45,11,12,36.32,40.71,0.34,11.15,0,7.60,1.86,2.03
95EE02W1,790,276,265,4,124,1,86,13,21,34.94,33.54,0.51,15.70,0.13,10.89,1.65,2.66
95EE03W1,808,224,258,8,210,3,81,6,18,27.72,31.93,0.99,25.99,0.37,10.02,0.74,2.23
95EE04W1,736,242,307,3,64,0,85,12,23,32.88,41.71,0.41,8.70,0,11.55,1.63,3.13
95EE05W1,577,274,168,1,34,0,59,11,30,47.49,29.12,0.17,5.89,0,10.23,1.91,5.20
95EE06W1,692,255,274,1,68,4,66,8,16,36.85,39.60,0.14,9.83,0.58,9.54,1.16,2.31
95EE07W1,740,235,257,2,83,0,126,16,21,31.76,34.73,0.27,11.22,0,17.03,2.16,2.84
95EE08W1,711,303,209,6,22,0,139,8,24,42.62,29.40,0.84,3.09,0,19.55,1.13,3.38
95EE09W1,605,254,211,0,63,2,50,7,18,41.98,34.88,0,10.41,0.33,8.26,1.16,2.98
95EE10W1,598,239,189,6,49,1,75,10,29,39.97,31.61,1.00,8.19,0.17,12.54,1.67,4.85
95EE11W1,551,280,181,1,30,0,38,14,7,50.82,32.85,0.18,5.44,0,6.90,2.54,1.27
95EE12W1,1059,183,364,12,219,22,202,20,37,17.28,34.37,1.13,20.68,2.08,19.07,1.89,3.49
95EE13W1,718,232,134,3,106,75,135,14,19,32.31,18.66,0.42,14.76,10.45,18.80,1.95,2.65
95EE14W1,1016,326,410,12,83,0,155,11,19,32.09,40.35,1.18,8.17,0,15.26,1.08,1.87
95EE15W1,606,256,219,3,63,0,39,7,19,42.24,36.14,0.50,10.40,0,6.44,1.16,3.14
95EE16W1,709,293,280,2,45,0,68,4,17,41.33,39.49,0.28,6.35,0,9.59,0.56,2.40
95FF01S1,781,286,382,4,0,2,90,6,11,36.62,48.91,0.51,0,0.26,11.52,0.77,1.41
95FF01S2,959,281,459,2,3,8,175,13,18,29.30,47.86,0.21,0.31,0.83,18.25,1.36,1.88
95FF02W1,923,432,348,1,25,0,74,15,28,46.80,37.70,0.11,2.71,0,8.02,1.63,3.03
95FF03W1,1169,274,491,6,80,38,240,17,23,23.44,42.00,0.51,6.84,3.25,20.53,1.45,1.97
95FF04W1,862,420,334,1,25,11,37,8,26,48.72,38.75,0.12,2.90,1.28,4.29,0.93,3.02
95FF05W1,1119,303,407,8,162,30,149,12,48,27.08,36.37,0.71,14.48,2.68,13.32,1.07,4.29
95FF06S1,820,228,375,12,53,2,115,14,21,27.80,45.73,1.46,6.46,0.24,14.02,1.71,2.56
95FF06S2,720,205,395,1,30,6,71,2,10,28.47,54.86,0.14,4.17,0.83,9.86,0.28,1.39
95FF07W1,1154,211,392,7,268,42,176,18,40,18.28,33.97,0.61,23.22,3.64,15.25,1.56,3.47
95FF08W1,993,319,345,3,147,40,84,13,42,32.12,34.74,0.30,14.80,4.03,8.46,1.31,4.23
95FF09W1,1000,274,397,6,134,9,130,19,31,27.40,39.70,0.60,13.40,0.90,13.00,1.90,3.10
95FF10W1,1216,463,567,10,33,15,87,11,30,38.08,46.63,0.82,2.71,1.23,7.15,0.90,2.47
95FF11W1,873,408,352,0,28,2,47,12,24,46.74,40.32,0,3.21,0.23,5.38,1.37,2.75
95FF12W1,1018,383,418,3,71,2,94,18,29,37.62,41.06,0.29,6.97,0.20,9.23,1.77,2.85
95FF13W1,977,395,396,3,47,2,84,12,38,40.43,40.53,0.31,4.81,0.20,8.60,1.23,3.89
95FF14W1,862,435,334,1,11,0,47,8,26,50.46,38.75,0.12,1.28,0,5.45,0.93,3.02
95FF15W1,1073,348,296,4,163,22,172,20,48,32.43,27.59,0.37,15.19,2.05,16.03,1.86,4.47
95FF16W1,927,343,364,4,75,32,76,6,27,37.00,39.27,0.43,8.09,3.45,8.20,0.65,2.91
95FF17W1,857,208,198,3,169,19,205,15,40,24.27,23.10,0.35,19.72,2.22,23.92,1.75,4.67
95GG01S1,739,251,235,3,42,116,70,6,16,33.96,31.80,0.41,5.68,15.70,9.47,0.81,2.17
95GG01S2,624,176,186,3,53,64,113,10,19,28.21,29.81,0.48,8.49,10.26,18.11,1.60,3.04
95GG01S3,641,240,266,1,47,7,58,9,13,37.44,41.50,0.16,7.33,1.09,9.05,1.40,2.03
95GG02S1,749,163,194,5,166,57,134,7,23,21.76,25.90,0.67,22.16,7.61,17.89,0.93,3.07
95GG02S2,859,198,171,4,160,118,168,11,29,23.05,19.91,0.47,18.63,13.74,19.56,1.28,3.38
95GG02S3,960,47,166,4,422,213,47,6,55,4.90,17.29,0.42,43.96,22.19,4.90,0.63,5.73
95GG03S1,895,295,360,7,13,17,166,20,17,32.96,40.22,0.78,1.45,1.90,18.55,2.23,1.90
95GG03S2,767,279,337,0,16,25,91,12,7,36.38,43.94,0,2.09,3.26,11.86,1.56,0.91
95GG03S3,1005,245,345,3,65,93,217,12,25,24.38,34.33,0.30,6.47,9.25,21.59,1.19,2.49
95GG04S1,801,90,165,1,303,105,88,14,35,11.24,20.60,0.12,37.83,13.11,10.99,1.75,4.37
95GG04S2,640,97,127,3,207,143,39,6,18,15.16,19.84,0.47,32.34,22.34,6.09,0.94,2.81
95GG04S3,856,81,145,7,387,13,171,7,45,9.46,16.94,0.82,45.21,1.52,19.98,0.82,5.26
95GG05S1,845,156,252,6,68,61,273,19,10,18.46,29.82,0.71,8.05,7.22,32.31,2.25,1.18
95GG05S2,948,173,326,14,51,33,318,23,10,18.25,34.39,1.48,5.38,3.48,33.54,2.43,1.05
95GG05S3,1007,125,168,7,131,222,306,25,23,12.41,16.68,0.70,13.01,22.05,30.39,2.48,2.28
95GG06S1,794,195,212,1,251,11,98,6,20,24.56,26.70,0.13,31.61,1.39,12.34,0.76,2.52
95GG06S2,833,257,306,3,95,5,145,9,13,30.85,36.73,0.36,11.40,0.60,17.41,1.08,1.56
95GG06S3,754,196,351,5,105,9,70,4,14,25.99,46.55,0.66,13.93,1.19,9.28,0.53,1.86
95GG07S1,796,230,229,6,66,25,147,84,9,28.89,28.77,0.75,8.29,3.14,18.47,10.55,1.13
95GG07S2,788,142,157,3,70,192,182,17,25,18.02,19.92,0.38,8.88,24.37,23.10,2.16,3.17
95GG07S3,685,142,236,10,133,39,102,10,13,20.73,34.45,1.46,19.42,5.69,14.89,1.46,1.90
95GG08S1,554,210,231,2,51,2,40,10,8,37.91,41.70,0.36,9.21,0.36,7.22,1.81,1.44
95GG08S2,810,181,256,9,143,55,129,18,19,22.35,31.60,1.11,17.65,6.79,15.93,2.22,2.35
95GG08S3,787,139,290,14,165,17,142,7,13,17.66,36.85,1.78,20.97,2.16,18.04,0.89,1.65
95GG09S1,844,355,352,4,1,29,82,9,12,42.06,41.71,0.47,0.12,3.44,9.72,1.07,1.42
95GG09S2,808,309,319,6,99,2,59,2,12,38.24,39.48,0.74,12.25,0.25,7.30,0.25,1.49
95GG09S3,952,135,290,6,270,86,130,8,27,14.18,30.46,0.63,28.36,9.03,13.66,0.84,2.84
95GG10S1,966,183,176,4,245,4,308,22,24,18.94,18.22,0.41,25.36,0.41,31.88,2.28,2.48
95GG10S2,1051,159,142,3,298,75,306,30,38,15.13,13.51,0.29,28.35,7.14,29.12,2.85,3.62
95GG11S1,987,161,218,14,102,181,280,14,17,16.31,22.09,1.42,10.33,18.34,28.37,1.42,1.72
95GG11S2,701,247,289,4,16,13,116,6,10,35.24,41.23,0.57,2.28,1.85,16.55,0.86,1.43
95GG11S3,998,207,301,12,36,71,343,10,18,20.74,30.16,1.20,3.61,7.11,34.37,1.00,1.80
95GG12S1,558,42,48,2,28,14,398,19,7,7.53,8.60,0.36,5.02,2.51,71.33,3.41,1.25
95GG12S2,727,69,46,1,38,44,476,48,5,9.49,6.33,0.14,5.23,6.05,65.47,6.60,0.69
95GG12S3,586,61,56,9,28,45,366,15,6,10.41,9.56,1.54,4.78,7.68,62.46,2.56,1.02
95GG12S4,719,14,21,7,13,105,542,12,5,1.95,2.92,0.97,1.81,14.60,75.38,1.67,0.70
95GG12S5,839,88,115,5,211,179,207,17,17,10.49,13.71,0.60,25.15,21.33,24.67,2.03,2.03
95GG13S1,664,113,165,2,238,32,79,8,27,17.02,24.85,0.30,35.84,4.82,11.90,1.20,4.07
95GG13S2,665,244,293,2,59,2,44,2,19,36.69,44.06,0.30,8.87,0.30,6.62,0.30,2.86
95GG13S3,787,201,248,4,223,1,64,8,38,25.54,31.51,0.51,28.34,0.13,8.13,1.02,4.83
95GG14S1,618,284,281,0,6,2,26,5,14,45.95,45.47,0,0.97,0.32,4.21,0.81,2.27
95GG14S2,582,248,248,0,26,10,32,7,11,42.61,42.61,0,4.47,1.72,5.50,1.20,1.89
95GG14S3,617,265,293,6,9,1,35,3,5,42.95,47.49,0.97,1.46,0.16,5.67,0.49,0.81
95GG15S1,736,337,313,0,15,5,54,3,9,45.79,42.53,0,2.04,0.68,7.34,0.41,1.22
95GG15S2,890,337,390,3,13,21,110,9,7,37.87,43.82,0.34,1.46,2.36,12.36,1.01,0.79
95GG15S3,918,317,271,7,199,7,78,11,28,34.53,29.52,0.76,21.68,0.76,8.50,1.20,3.05
95GG16S1,866,198,259,14,75,53,238,17,12,22.86,29.91,1.62,8.66,6.12,27.48,1.96,1.39
95GG16S2,777,197,280,4,24,130,119,11,12,25.35,36.04,0.51,3.09,16.73,15.32,1.42,1.54
95GG16S3,587,182,205,3,110,12,54,5,16,31.01,34.92,0.51,18.74,2.04,9.20,0.85,2.73
95GG17S1,770,164,236,5,77,137,119,13,19,21.30,30.65,0.65,10.00,17.79,15.45,1.69,2.47
95GG17S2,623,228,283,5,19,29,51,4,4,36.60,45.43,0.80,3.05,4.65,8.19,0.64,0.64
95GG17S3,744,138,213,2,196,59,104,14,18,18.55,28.63,0.27,26.34,7.93,13.98,1.88,2.42
95GG18S1,1073,182,284,5,213,160,182,12,35,16.96,26.47,0.47,19.85,14.91,16.96,1.12,3.26
95GG18S2,1070,156,224,4,254,157,233,12,30,14.58,20.93,0.37,23.74,14.67,21.78,1.12,2.80
95GG19S1,1061,133,137,0,468,124,96,11,92,12.54,12.91,0,44.11,11.69,9.05,1.04,8.67
95GG19S2,1178,70,155,18,363,397,101,17,57,5.94,13.16,1.53,30.81,33.70,8.57,1.44,4.84
95GG20S1,1393,135,180,4,296,346,365,21,46,9.69,12.92,0.29,21.25,24.84,26.20,1.51,3.30
95GG20S2,966,104,177,7,484,36,105,6,47,10.77,18.32,0.72,50.10,3.73,10.87,0.62,4.87
95GG21S1,639,70,110,3,355,20,48,2,31,10.95,17.21,0.47,55.56,3.13,7.51,0.31,4.85
95GG21S2,675,57,148,3,356,53,35,3,20,8.44,21.93,0.44,52.74,7.85,5.19,0.44,2.96
95GG21S3,948,95,162,6,334,140,161,7,43,10.02,17.09,0.63,35.23,14.77,16.98,0.74,4.54
95GG22S1,733,244,267,2,39,48,95,17,21,33.29,36.43,0.27,5.32,6.55,12.96,2.32,2.86
95GG22S2,814,255,316,7,39,108,65,7,17,31.33,38.82,0.86,4.79,13.27,7.99,0.86,2.09
95GG22S3,661,174,291,10,89,41,36,7,13,26.32,44.02,1.51,13.46,6.20,5.45,1.06,1.97
95GG23S1,566,278,238,1,5,1,33,7,3,49.12,42.05,0.18,0.88,0.18,5.83,1.24,0.53
95GG23S2,579,234,233,3,48,2,39,6,14,40.41,40.24,0.52,8.29,0.35,6.74,1.04,2.42
95GG23S3,676,314,238,6,13,15,76,6,8,46.45,35.21,0.89,1.92,2.22,11.24,0.89,1.18
95GG24S1,612,244,221,3,40,31,57,7,9,39.87,36.11,0.49,6.54,5.07,9.31,1.14,1.47
95GG24S2,712,275,228,4,30,7,146,11,11,38.62,32.02,0.56,4.21,0.98,20.51,1.54,1.54
95GG24S3,621,215,234,1,17,20,117,10,7,34.62,37.68,0.16,2.74,3.22,18.84,1.61,1.13
95GG25S1,868,245,280,6,143,70,96,9,19,28.23,32.26,0.69,16.47,8.06,11.06,1.04,2.19
95GG25S2,716,216,319,7,108,7,38,9,12,30.17,44.55,0.98,15.08,0.98,5.31,1.26,1.68
95GG25S3,610,119,265,7,149,17,35,6,12,19.51,43.44,1.15,24.43,2.79,5.74,0.98,1.97
95GG26S1,848,187,199,8,306,23,96,7,22,22.05,23.47,0.94,36.08,2.71,11.32,0.83,2.59
95GG26S2,806,245,204,3,159,54,114,9,18,30.40,25.31,0.37,19.73,6.70,14.14,1.12,2.23
95GG27S1,487,66,315,3,74,2,21,1,5,13.55,64.68,0.62,15.20,0.41,4.31,0.21,1.03
95GG27S2,607,87,281,5,139,44,41,2,8,14.33,46.29,0.82,22.90,7.25,6.75,0.33,1.32
95GG27S3,727,136,290,6,198,16,54,10,17,18.71,39.89,0.83,27.24,2.20,7.43,1.38,2.34
95GG27S4,646,129,227,5,195,25,41,6,18,19.97,35.14,0.77,30.19,3.87,6.35,0.93,2.79
95GG28S1,839,228,420,14,56,7,92,11,11,27.18,50.06,1.67,6.67,0.83,10.97,1.31,1.31
95GG28S2,712,257,236,5,134,12,45,9,14,36.10,33.15,0.70,18.82,1.69,6.32,1.26,1.97
95GG28S3,774,120,150,5,417,5,48,5,24,15.50,19.38,0.65,53.88,0.65,6.20,0.65,3.10
