GeographyCode,KS105NI0001,KS105NI0002,KS105NI0003,KS105NI0004,KS105NI0005,KS105NI0006,KS105NI0007,KS105NI0008,KS105NI0009,KS105NI0010,KS105NI0011,KS105NI0012,KS105NI0013,KS105NI0014,KS105NI0015,KS105NI0016,KS105NI0017,KS105NI0018,KS105NI0019,KS105NI0020,KS105NI0021,KS105NI0022,KS105NI0023,KS105NI0024,KS105NI0025,KS105NI0026,KS105NI0027,KS105NI0028,KS105NI0029,KS105NI0030,KS105NI0031
95AA01S1,310,2,19,1,80,182,0,5,4,0,5,1,3,2,0,6,0.65,6.13,0.32,25.81,58.71,0,1.61,1.29,0,1.61,0.32,0.97,0.65,0,1.94
95AA01S2,624,47,73,39,95,197,53,17,15,2,21,26,18,0,1,20,7.53,11.70,6.25,15.22,31.57,8.49,2.72,2.40,0.32,3.37,4.17,2.88,0,0.16,3.21
95AA01S3,588,45,110,31,82,135,51,22,7,2,35,27,19,1,0,21,7.65,18.71,5.27,13.95,22.96,8.67,3.74,1.19,0.34,5.95,4.59,3.23,0.17,0,3.57
95AA02W1,839,155,191,53,93,81,62,34,22,3,60,42,16,0,1,26,18.47,22.77,6.32,11.08,9.65,7.39,4.05,2.62,0.36,7.15,5.01,1.91,0,0.12,3.10
95AA03W1,845,123,200,54,69,98,42,31,26,1,103,55,15,0,1,27,14.56,23.67,6.39,8.17,11.60,4.97,3.67,3.08,0.12,12.19,6.51,1.78,0,0.12,3.20
95AA04W1,1014,73,98,77,141,287,129,18,25,4,31,40,47,1,4,39,7.20,9.66,7.59,13.91,28.30,12.72,1.78,2.47,0.39,3.06,3.94,4.64,0.10,0.39,3.85
95AA05W1,920,88,104,69,91,252,125,17,20,7,57,37,28,0,4,21,9.57,11.30,7.50,9.89,27.39,13.59,1.85,2.17,0.76,6.20,4.02,3.04,0,0.43,2.28
95AA06S1,710,90,97,44,64,178,54,14,27,3,75,25,25,0,1,13,12.68,13.66,6.20,9.01,25.07,7.61,1.97,3.80,0.42,10.56,3.52,3.52,0,0.14,1.83
95AA06S2,860,69,100,29,78,290,68,22,20,1,102,27,32,0,2,20,8.02,11.63,3.37,9.07,33.72,7.91,2.56,2.33,0.12,11.86,3.14,3.72,0,0.23,2.33
95AA07W1,820,73,128,69,108,159,89,24,25,2,56,37,24,0,7,19,8.90,15.61,8.41,13.17,19.39,10.85,2.93,3.05,0.24,6.83,4.51,2.93,0,0.85,2.32
95AA08W1,699,67,148,48,50,75,64,18,28,5,100,48,21,0,2,25,9.59,21.17,6.87,7.15,10.73,9.16,2.58,4.01,0.72,14.31,6.87,3.00,0,0.29,3.58
95AA09W1,943,87,220,58,96,112,71,29,31,8,131,45,23,0,3,29,9.23,23.33,6.15,10.18,11.88,7.53,3.08,3.29,0.85,13.89,4.77,2.44,0,0.32,3.08
95AA10W1,792,64,135,69,94,113,69,17,25,5,94,56,28,0,3,20,8.08,17.05,8.71,11.87,14.27,8.71,2.15,3.16,0.63,11.87,7.07,3.54,0,0.38,2.53
95AA11S1,1123,115,215,68,140,224,60,52,41,6,76,40,32,0,3,51,10.24,19.15,6.06,12.47,19.95,5.34,4.63,3.65,0.53,6.77,3.56,2.85,0,0.27,4.54
95AA11S2,870,44,113,48,123,287,62,32,25,2,52,21,32,1,1,27,5.06,12.99,5.52,14.14,32.99,7.13,3.68,2.87,0.23,5.98,2.41,3.68,0.11,0.11,3.10
95AA12W1,971,92,88,65,154,322,92,24,14,3,33,26,27,0,5,26,9.47,9.06,6.69,15.86,33.16,9.47,2.47,1.44,0.31,3.40,2.68,2.78,0,0.51,2.68
95AA13S1,625,47,104,33,67,140,62,9,29,2,63,31,14,0,1,23,7.52,16.64,5.28,10.72,22.40,9.92,1.44,4.64,0.32,10.08,4.96,2.24,0,0.16,3.68
95AA13S2,614,78,97,39,62,131,41,22,22,3,55,25,16,0,3,20,12.70,15.80,6.35,10.10,21.34,6.68,3.58,3.58,0.49,8.96,4.07,2.61,0,0.49,3.26
95AA14W1,779,80,50,58,135,217,102,10,7,2,30,35,25,0,7,21,10.27,6.42,7.45,17.33,27.86,13.09,1.28,0.90,0.26,3.85,4.49,3.21,0,0.90,2.70
95AA15S1,1013,50,173,39,140,240,69,53,43,1,100,41,21,0,0,43,4.94,17.08,3.85,13.82,23.69,6.81,5.23,4.24,0.10,9.87,4.05,2.07,0,0,4.24
95AA15S2,582,28,144,11,53,104,28,23,26,3,93,24,24,0,1,20,4.81,24.74,1.89,9.11,17.87,4.81,3.95,4.47,0.52,15.98,4.12,4.12,0,0.17,3.44
95AA16W1,832,91,227,58,72,111,41,30,29,3,77,44,14,0,1,34,10.94,27.28,6.97,8.65,13.34,4.93,3.61,3.49,0.36,9.25,5.29,1.68,0,0.12,4.09
