GeographyCode,KS210NI0001,KS210NI0002,KS210NI0003,KS210NI0004,KS210NI0005,KS210NI0006,KS210NI0007,KS210NI0008,KS210NI0009,KS210NI0010,KS210NI0011,KS210NI0012,KS210NI0013,KS210NI0014,KS210NI0015
95AA01S1,1003,36,1,3,2,5,47,956,3.59,0.10,0.30,0.20,0.50,4.69,95.31
95AA01S2,1764,99,2,4,4,10,119,1645,5.61,0.11,0.23,0.23,0.57,6.75,93.25
95AA01S3,1435,107,13,5,16,14,155,1280,7.46,0.91,0.35,1.11,0.98,10.80,89.20
95AA02W1,1683,121,10,10,31,11,183,1500,7.19,0.59,0.59,1.84,0.65,10.87,89.13
95AA03W1,1736,133,11,10,36,16,206,1530,7.66,0.63,0.58,2.07,0.92,11.87,88.13
95AA04W1,2922,204,21,14,24,32,295,2627,6.98,0.72,0.48,0.82,1.10,10.10,89.90
95AA05W1,2586,162,11,16,22,19,230,2356,6.26,0.43,0.62,0.85,0.73,8.89,91.11
95AA06S1,1860,58,2,4,7,6,77,1783,3.12,0.11,0.22,0.38,0.32,4.14,95.86
95AA06S2,2561,61,1,3,8,6,79,2482,2.38,0.04,0.12,0.31,0.23,3.08,96.92
95AA07W1,2070,268,36,22,23,24,373,1697,12.95,1.74,1.06,1.11,1.16,18.02,81.98
95AA08W1,1616,100,5,3,14,10,132,1484,6.19,0.31,0.19,0.87,0.62,8.17,91.83
95AA09W1,2105,155,7,18,24,21,225,1880,7.36,0.33,0.86,1.14,1.00,10.69,89.31
95AA10W1,1884,97,14,13,22,14,160,1724,5.15,0.74,0.69,1.17,0.74,8.49,91.51
95AA11S1,2685,151,11,5,19,11,197,2488,5.62,0.41,0.19,0.71,0.41,7.34,92.66
95AA11S2,2424,132,11,9,20,15,187,2237,5.45,0.45,0.37,0.83,0.62,7.71,92.29
95AA12W1,2690,353,45,32,44,41,515,2175,13.12,1.67,1.19,1.64,1.52,19.14,80.86
95AA13S1,1660,78,6,2,15,13,114,1546,4.70,0.36,0.12,0.90,0.78,6.87,93.13
95AA13S2,1487,82,1,3,14,7,107,1380,5.51,0.07,0.20,0.94,0.47,7.20,92.80
95AA14W1,2275,283,37,29,49,37,435,1840,12.44,1.63,1.27,2.15,1.63,19.12,80.88
95AA15S1,2474,113,10,7,18,14,162,2312,4.57,0.40,0.28,0.73,0.57,6.55,93.45
95AA15S2,1432,48,6,8,14,4,80,1352,3.35,0.42,0.56,0.98,0.28,5.59,94.41
95AA16W1,1722,127,11,3,37,11,189,1533,7.38,0.64,0.17,2.15,0.64,10.98,89.02
95AA17W1,2044,107,11,8,12,14,152,1892,5.23,0.54,0.39,0.59,0.68,7.44,92.56
95AA18W1,2369,228,15,23,19,49,334,2035,9.62,0.63,0.97,0.80,2.07,14.10,85.90
95AA19W1,2555,88,6,8,17,14,133,2422,3.44,0.23,0.31,0.67,0.55,5.21,94.79
95BB01S1,1521,119,20,5,10,20,174,1347,7.82,1.31,0.33,0.66,1.31,11.44,88.56
95BB01S2,1964,126,7,8,9,13,163,1801,6.42,0.36,0.41,0.46,0.66,8.30,91.70
95BB02W1,2280,214,23,15,28,28,308,1972,9.39,1.01,0.66,1.23,1.23,13.51,86.49
95BB03S1,1942,230,47,25,49,44,395,1547,11.84,2.42,1.29,2.52,2.27,20.34,79.66
95BB03S2,2116,325,39,38,44,31,477,1639,15.36,1.84,1.80,2.08,1.47,22.54,77.46
95BB04S1,1396,111,12,12,19,20,174,1222,7.95,0.86,0.86,1.36,1.43,12.46,87.54
95BB04S2,1563,163,15,8,15,21,222,1341,10.43,0.96,0.51,0.96,1.34,14.20,85.80
95BB05S1,1454,179,40,23,25,35,302,1152,12.31,2.75,1.58,1.72,2.41,20.77,79.23
95BB05S2,1847,238,26,25,42,49,380,1467,12.89,1.41,1.35,2.27,2.65,20.57,79.43
95BB06W1,2778,205,23,31,34,27,320,2458,7.38,0.83,1.12,1.22,0.97,11.52,88.48
95BB07S1,1592,121,13,8,14,11,167,1425,7.60,0.82,0.50,0.88,0.69,10.49,89.51
95BB07S2,1258,97,6,3,7,14,127,1131,7.71,0.48,0.24,0.56,1.11,10.10,89.90
95BB08S1,1275,57,10,2,13,13,95,1180,4.47,0.78,0.16,1.02,1.02,7.45,92.55
95BB08S2,1233,74,7,4,12,14,111,1122,6.00,0.57,0.32,0.97,1.14,9.00,91.00
95BB09S1,1282,121,5,5,12,21,164,1118,9.44,0.39,0.39,0.94,1.64,12.79,87.21
95BB09S2,1568,120,12,10,10,12,164,1404,7.65,0.77,0.64,0.64,0.77,10.46,89.54
95BB10S1,1651,166,14,12,22,25,239,1412,10.05,0.85,0.73,1.33,1.51,14.48,85.52
95BB10S2,1591,151,14,14,7,28,214,1377,9.49,0.88,0.88,0.44,1.76,13.45,86.55
95BB11S1,1356,111,11,11,20,23,176,1180,8.19,0.81,0.81,1.47,1.70,12.98,87.02
95BB11S2,1512,146,10,10,23,19,208,1304,9.66,0.66,0.66,1.52,1.26,13.76,86.24
95BB12S1,1370,118,10,11,16,15,170,1200,8.61,0.73,0.80,1.17,1.09,12.41,87.59
95BB12S2,1281,127,16,6,11,25,185,1096,9.91,1.25,0.47,0.86,1.95,14.44,85.56
95BB13S1,1350,102,10,8,6,13,139,1211,7.56,0.74,0.59,0.44,0.96,10.30,89.70
95BB13S2,1413,137,13,15,23,25,213,1200,9.70,0.92,1.06,1.63,1.77,15.07,84.93
95BB13S3,1508,114,13,13,18,25,183,1325,7.56,0.86,0.86,1.19,1.66,12.14,87.86
95BB14S1,1479,146,15,10,13,11,195,1284,9.87,1.01,0.68,0.88,0.74,13.18,86.82
95BB14S2,1557,150,16,19,16,21,222,1335,9.63,1.03,1.22,1.03,1.35,14.26,85.74
95BB15S1,1924,151,31,23,21,9,235,1689,7.85,1.61,1.20,1.09,0.47,12.21,87.79
95BB15S2,1434,111,23,12,16,6,168,1266,7.74,1.60,0.84,1.12,0.42,11.72,88.28
95BB16S1,1497,143,7,11,19,22,202,1295,9.55,0.47,0.73,1.27,1.47,13.49,86.51
95BB16S2,1555,155,10,15,12,20,212,1343,9.97,0.64,0.96,0.77,1.29,13.63,86.37
95BB17S1,1707,71,15,7,18,10,121,1586,4.16,0.88,0.41,1.05,0.59,7.09,92.91
95BB17S2,1699,158,23,19,14,33,247,1452,9.30,1.35,1.12,0.82,1.94,14.54,85.46
95BB18S1,1619,128,14,22,18,22,204,1415,7.91,0.86,1.36,1.11,1.36,12.60,87.40
95BB18S2,2475,195,16,19,18,37,285,2190,7.88,0.65,0.77,0.73,1.49,11.52,88.48
95BB19S1,1548,126,9,9,14,25,183,1365,8.14,0.58,0.58,0.90,1.61,11.82,88.18
95BB19S2,1711,91,4,4,8,16,123,1588,5.32,0.23,0.23,0.47,0.94,7.19,92.81
95BB19S3,1344,90,4,2,9,8,113,1231,6.70,0.30,0.15,0.67,0.60,8.41,91.59
95BB20S1,1820,94,15,6,16,7,138,1682,5.16,0.82,0.33,0.88,0.38,7.58,92.42
95BB20S2,1477,63,9,21,8,9,110,1367,4.27,0.61,1.42,0.54,0.61,7.45,92.55
95BB21S1,2280,405,97,75,113,34,724,1556,17.76,4.25,3.29,4.96,1.49,31.75,68.25
95BB21S2,2234,248,48,34,56,30,416,1818,11.10,2.15,1.52,2.51,1.34,18.62,81.38
95BB22S1,1498,90,5,15,8,7,125,1373,6.01,0.33,1.00,0.53,0.47,8.34,91.66
95BB22S2,1413,87,5,2,25,6,125,1288,6.16,0.35,0.14,1.77,0.42,8.85,91.15
95BB23S1,1499,157,7,7,18,17,206,1293,10.47,0.47,0.47,1.20,1.13,13.74,86.26
95BB23S2,1442,109,13,5,16,24,167,1275,7.56,0.90,0.35,1.11,1.66,11.58,88.42
95CC01W1,2462,49,4,2,7,1,63,2399,1.99,0.16,0.08,0.28,0.04,2.56,97.44
95CC02W1,2613,86,5,3,18,19,131,2482,3.29,0.19,0.11,0.69,0.73,5.01,94.99
95CC03W1,2649,31,8,2,6,2,49,2600,1.17,0.30,0.08,0.23,0.08,1.85,98.15
95CC04W1,2348,64,5,5,10,15,99,2249,2.73,0.21,0.21,0.43,0.64,4.22,95.78
95CC05W1,2655,55,2,6,15,11,89,2566,2.07,0.08,0.23,0.56,0.41,3.35,96.65
95CC06S1,1397,50,4,4,13,15,86,1311,3.58,0.29,0.29,0.93,1.07,6.16,93.84
95CC06S2,1251,53,4,1,8,3,69,1182,4.24,0.32,0.08,0.64,0.24,5.52,94.48
95CC07W1,3309,57,11,15,14,5,102,3207,1.72,0.33,0.45,0.42,0.15,3.08,96.92
95CC08W1,2446,31,1,2,7,2,43,2403,1.27,0.04,0.08,0.29,0.08,1.76,98.24
95CC09S1,1439,100,4,3,6,28,141,1298,6.95,0.28,0.21,0.42,1.95,9.80,90.20
95CC09S2,1781,117,4,5,13,27,166,1615,6.57,0.22,0.28,0.73,1.52,9.32,90.68
95CC10W1,2505,171,6,8,19,22,226,2279,6.83,0.24,0.32,0.76,0.88,9.02,90.98
95CC11W1,1732,26,0,4,12,4,46,1686,1.50,0,0.23,0.69,0.23,2.66,97.34
95CC12W1,2650,120,10,8,16,25,179,2471,4.53,0.38,0.30,0.60,0.94,6.75,93.25
95CC13W1,2365,93,1,4,20,8,126,2239,3.93,0.04,0.17,0.85,0.34,5.33,94.67
95CC14W1,2892,149,9,10,29,31,228,2664,5.15,0.31,0.35,1.00,1.07,7.88,92.12
95CC15W1,2781,118,10,7,16,19,170,2611,4.24,0.36,0.25,0.58,0.68,6.11,93.89
95CC16W1,2715,144,18,15,15,30,222,2493,5.30,0.66,0.55,0.55,1.10,8.18,91.82
95CC17W1,2609,69,0,7,11,17,104,2505,2.64,0,0.27,0.42,0.65,3.99,96.01
95CC18W1,2270,75,4,6,21,28,134,2136,3.30,0.18,0.26,0.93,1.23,5.90,94.10
95CC19W1,2599,124,10,5,16,18,173,2426,4.77,0.38,0.19,0.62,0.69,6.66,93.34
95CC20S1,1239,77,6,7,8,8,106,1133,6.21,0.48,0.56,0.65,0.65,8.56,91.44
95CC20S2,1618,85,6,5,17,10,123,1495,5.25,0.37,0.31,1.05,0.62,7.60,92.40
95CC21W1,2791,194,17,19,32,38,300,2491,6.95,0.61,0.68,1.15,1.36,10.75,89.25
95CC22W1,1676,87,7,4,21,19,138,1538,5.19,0.42,0.24,1.25,1.13,8.23,91.77
95DD01W1,2053,330,33,19,47,46,475,1578,16.07,1.61,0.93,2.29,2.24,23.14,76.86
95DD02S1,1398,208,20,18,32,42,320,1078,14.88,1.43,1.29,2.29,3.00,22.89,77.11
95DD02S2,2322,313,53,35,43,44,488,1834,13.48,2.28,1.51,1.85,1.89,21.02,78.98
95DD03W1,3354,421,45,42,54,81,643,2711,12.55,1.34,1.25,1.61,2.42,19.17,80.83
95DD04W1,1836,207,30,17,37,25,316,1520,11.27,1.63,0.93,2.02,1.36,17.21,82.79
95DD05W1,1665,174,27,23,39,18,281,1384,10.45,1.62,1.38,2.34,1.08,16.88,83.12
95DD06W1,2537,378,28,44,32,52,534,2003,14.90,1.10,1.73,1.26,2.05,21.05,78.95
95DD07S1,1519,308,63,48,46,33,498,1021,20.28,4.15,3.16,3.03,2.17,32.78,67.22
95DD07S2,1695,268,53,44,57,36,458,1237,15.81,3.13,2.60,3.36,2.12,27.02,72.98
95DD08W1,2051,262,27,36,40,35,400,1651,12.77,1.32,1.76,1.95,1.71,19.50,80.50
95DD09W1,2506,482,93,84,77,41,777,1729,19.23,3.71,3.35,3.07,1.64,31.01,68.99
95DD10W1,2710,431,81,59,105,51,727,1983,15.90,2.99,2.18,3.87,1.88,26.83,73.17
95DD11W1,2215,158,19,24,22,20,243,1972,7.13,0.86,1.08,0.99,0.90,10.97,89.03
95DD12W1,2506,486,79,91,79,58,793,1713,19.39,3.15,3.63,3.15,2.31,31.64,68.36
95DD13W1,1709,122,27,13,27,25,214,1495,7.14,1.58,0.76,1.58,1.46,12.52,87.48
95DD14S1,1541,211,20,19,53,34,337,1204,13.69,1.30,1.23,3.44,2.21,21.87,78.13
95DD14S2,1636,249,12,24,32,29,346,1290,15.22,0.73,1.47,1.96,1.77,21.15,78.85
95DD15W1,3295,358,85,65,70,43,621,2674,10.86,2.58,1.97,2.12,1.31,18.85,81.15
95DD16W1,2892,510,119,106,92,76,903,1989,17.63,4.11,3.67,3.18,2.63,31.22,68.78
95DD17W1,3317,420,36,51,43,57,607,2710,12.66,1.09,1.54,1.30,1.72,18.30,81.70
95DD18W1,1822,233,40,21,57,39,390,1432,12.79,2.20,1.15,3.13,2.14,21.41,78.59
95DD19S1,1791,223,43,34,40,32,372,1419,12.45,2.40,1.90,2.23,1.79,20.77,79.23
95DD19S2,1422,242,45,26,50,46,409,1013,17.02,3.16,1.83,3.52,3.23,28.76,71.24
95DD20W1,1688,194,38,19,44,25,320,1368,11.49,2.25,1.13,2.61,1.48,18.96,81.04
95DD21W1,2055,241,29,20,58,28,376,1679,11.73,1.41,0.97,2.82,1.36,18.30,81.70
95DD22S1,1507,186,37,24,32,23,302,1205,12.34,2.46,1.59,2.12,1.53,20.04,79.96
95DD22S2,1505,196,29,18,31,32,306,1199,13.02,1.93,1.20,2.06,2.13,20.33,79.67
95DD23W1,2438,532,135,97,99,59,922,1516,21.82,5.54,3.98,4.06,2.42,37.82,62.18
