ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
"KS407NI0001","Count","COMMUNAL ESTABLISHMENTS","All communal establishments"
"KS407NI0002","Count","PERSONS","Number of communal establishment usual residents"
"KS407NI0003","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: HSCT: General hospital"
"KS407NI0004","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: HSCT: Mental health hospital/ unit (including secure units)"
"KS407NI0005","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: HSCT: Other establishment"
"KS407NI0006","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Housing Association"
"KS407NI0007","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Care home with nursing"
"KS407NI0008","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Care home without nursing"
"KS407NI0009","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Children's home (including secure units)"
"KS407NI0010","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Other"
"KS407NI0011","Count","PERSONS","Communal establishment usual residents living in: Education establishments"
"KS407NI0012","Count","PERSONS","Communal establishment usual residents living in: Other establishments"
"KS407NI0013","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Day-to-day activities limited a lot"
"KS407NI0014","Count","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Day-to-day activities limited a little"
"KS407NI0015","Count","PERSONS","Communal establishment usual residents living in: Other establishments (including education establishments): Day-to-day activities limited a lot"
"KS407NI0016","Count","PERSONS","Communal establishment usual residents living in: Other establishments (including education establishments): Day-to-day activities limited a little"
"KS407NI0017","Percentage","PERSONS","Communal establishment usual residents living in: Medical and care establishments: HSCT: General hospital"
"KS407NI0018","Percentage","PERSONS","Communal establishment usual residents living in: Medical and care establishments: HSCT: Mental health hospital/ unit (including secure units)"
"KS407NI0019","Percentage","PERSONS","Communal establishment usual residents living in: Medical and care establishments: HSCT: Other establishment"
"KS407NI0020","Percentage","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Housing Association"
"KS407NI0021","Percentage","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Care home with nursing"
"KS407NI0022","Percentage","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Care home without nursing"
"KS407NI0023","Percentage","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Children's home (including secure units)"
"KS407NI0024","Percentage","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Other management type: Other"
"KS407NI0025","Percentage","PERSONS","Communal establishment usual residents living in: Education establishments"
"KS407NI0026","Percentage","PERSONS","Communal establishment usual residents living in: Other establishments"
"KS407NI0027","Percentage","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Day-to-day activities limited a lot"
"KS407NI0028","Percentage","PERSONS","Communal establishment usual residents living in: Medical and care establishments: Day-to-day activities limited a little"
"KS407NI0029","Percentage","PERSONS","Communal establishment usual residents living in: Other establishments (including education establishments): Day-to-day activities limited a lot"
"KS407NI0030","Percentage","PERSONS","Communal establishment usual residents living in: Other establishments (including education establishments): Day-to-day activities limited a little"
