DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"KS301NI","HEALTH AND PROVISION OF UNPAID CARE","All usual residents","1. 'Provision of unpaid care' covers looking after, giving help or support to family members, friends, neighbours or others because of long-term physical or mental ill-health/disability, or problems related to old age.; 2. 'Day-to-day activities limited' covers any health problem or disability (including problems related to old age) which has lasted or is expected to last for at least 12 months."
