GeographyCode,KS606NI0001,KS606NI0002,KS606NI0003,KS606NI0004,KS606NI0005,KS606NI0006,KS606NI0007,KS606NI0008,KS606NI0009,KS606NI0010,KS606NI0011,KS606NI0012,KS606NI0013,KS606NI0014,KS606NI0015,KS606NI0016,KS606NI0017,KS606NI0018,KS606NI0019,KS606NI0020,KS606NI0021,KS606NI0022,KS606NI0023,KS606NI0024,KS606NI0025,KS606NI0026,KS606NI0027,KS606NI0028,KS606NI0029,KS606NI0030,KS606NI0031,KS606NI0032,KS606NI0033,KS606NI0034,KS606NI0035,KS606NI0036,KS606NI0037
95AA01S1,411,1,0,19,0,0,12,13,13,1,1,2,0,5,51,286,1,2,4,0.24,0,4.62,0,0,2.92,3.16,3.16,0.24,0.24,0.49,0,1.22,12.41,69.59,0.24,0.49,0.97
95AA01S2,515,41,1,68,4,8,73,81,43,24,16,5,1,23,23,32,34,29,9,7.96,0.19,13.20,0.78,1.55,14.17,15.73,8.35,4.66,3.11,0.97,0.19,4.47,4.47,6.21,6.60,5.63,1.75
95AA01S3,437,19,4,64,1,4,53,68,36,20,15,9,2,22,15,43,17,25,20,4.35,0.92,14.65,0.23,0.92,12.13,15.56,8.24,4.58,3.43,2.06,0.46,5.03,3.43,9.84,3.89,5.72,4.58
95AA02W1,425,2,0,64,1,6,39,71,53,33,10,5,0,9,31,40,19,24,18,0.47,0,15.06,0.24,1.41,9.18,16.71,12.47,7.76,2.35,1.18,0,2.12,7.29,9.41,4.47,5.65,4.24
95AA03W1,391,3,1,62,0,5,35,74,58,17,5,11,1,6,24,32,11,30,16,0.77,0.26,15.86,0,1.28,8.95,18.93,14.83,4.35,1.28,2.81,0.26,1.53,6.14,8.18,2.81,7.67,4.09
95AA04W1,848,77,3,97,4,13,105,146,81,28,35,20,10,39,34,60,32,34,30,9.08,0.35,11.44,0.47,1.53,12.38,17.22,9.55,3.30,4.13,2.36,1.18,4.60,4.01,7.08,3.77,4.01,3.54
95AA05W1,657,36,1,91,3,9,179,88,33,23,11,16,4,26,17,37,27,40,16,5.48,0.15,13.85,0.46,1.37,27.25,13.39,5.02,3.50,1.67,2.44,0.61,3.96,2.59,5.63,4.11,6.09,2.44
95AA06S1,442,11,1,60,0,4,70,78,48,16,16,7,3,18,12,43,16,30,9,2.49,0.23,13.57,0,0.90,15.84,17.65,10.86,3.62,3.62,1.58,0.68,4.07,2.71,9.73,3.62,6.79,2.04
95AA06S2,589,2,4,71,3,8,81,85,80,19,28,17,4,25,22,58,28,25,29,0.34,0.68,12.05,0.51,1.36,13.75,14.43,13.58,3.23,4.75,2.89,0.68,4.24,3.74,9.85,4.75,4.24,4.92
95AA07W1,555,33,1,88,5,17,102,73,37,16,21,15,2,20,26,29,14,34,22,5.95,0.18,15.86,0.90,3.06,18.38,13.15,6.67,2.88,3.78,2.70,0.36,3.60,4.68,5.23,2.52,6.13,3.96
95AA08W1,335,1,0,88,1,4,26,67,46,17,1,1,2,11,11,20,4,23,12,0.30,0,26.27,0.30,1.19,7.76,20.00,13.73,5.07,0.30,0.30,0.60,3.28,3.28,5.97,1.19,6.87,3.58
95AA09W1,454,2,0,80,4,5,45,93,42,36,9,9,4,12,26,27,12,33,15,0.44,0,17.62,0.88,1.10,9.91,20.48,9.25,7.93,1.98,1.98,0.88,2.64,5.73,5.95,2.64,7.27,3.30
95AA10W1,401,3,1,66,3,4,39,75,40,31,13,6,3,7,20,32,13,32,13,0.75,0.25,16.46,0.75,1.00,9.73,18.70,9.98,7.73,3.24,1.50,0.75,1.75,4.99,7.98,3.24,7.98,3.24
95AA11S1,706,4,1,112,4,10,70,132,83,40,32,12,5,18,31,61,27,47,17,0.57,0.14,15.86,0.57,1.42,9.92,18.70,11.76,5.67,4.53,1.70,0.71,2.55,4.39,8.64,3.82,6.66,2.41
95AA11S2,753,3,2,107,8,9,81,118,63,42,25,11,4,20,26,143,33,41,17,0.40,0.27,14.21,1.06,1.20,10.76,15.67,8.37,5.58,3.32,1.46,0.53,2.66,3.45,18.99,4.38,5.44,2.26
95AA12W1,794,65,2,80,12,8,109,132,51,26,28,26,5,47,39,66,34,32,32,8.19,0.25,10.08,1.51,1.01,13.73,16.62,6.42,3.27,3.53,3.27,0.63,5.92,4.91,8.31,4.28,4.03,4.03
95AA13S1,424,11,0,65,1,6,87,50,33,16,13,12,2,23,9,34,26,30,6,2.59,0,15.33,0.24,1.42,20.52,11.79,7.78,3.77,3.07,2.83,0.47,5.42,2.12,8.02,6.13,7.08,1.42
95AA13S2,367,8,1,53,3,5,77,52,28,17,13,6,2,16,13,23,18,25,7,2.18,0.27,14.44,0.82,1.36,20.98,14.17,7.63,4.63,3.54,1.63,0.54,4.36,3.54,6.27,4.90,6.81,1.91
95AA14W1,593,34,1,84,7,5,100,106,34,19,17,15,6,29,26,41,21,30,18,5.73,0.17,14.17,1.18,0.84,16.86,17.88,5.73,3.20,2.87,2.53,1.01,4.89,4.38,6.91,3.54,5.06,3.04
95AA15S1,706,3,0,119,2,8,73,120,73,34,30,14,0,23,36,56,18,76,21,0.42,0,16.86,0.28,1.13,10.34,17.00,10.34,4.82,4.25,1.98,0,3.26,5.10,7.93,2.55,10.76,2.97
95AA15S2,351,2,2,60,1,4,38,70,48,21,7,1,0,7,21,19,8,35,7,0.57,0.57,17.09,0.28,1.14,10.83,19.94,13.68,5.98,1.99,0.28,0,1.99,5.98,5.41,2.28,9.97,1.99
95AA16W1,431,2,1,86,0,7,49,93,49,28,9,6,1,11,31,22,2,23,11,0.46,0.23,19.95,0,1.62,11.37,21.58,11.37,6.50,2.09,1.39,0.23,2.55,7.19,5.10,0.46,5.34,2.55
95AA17W1,509,3,1,72,3,12,58,90,78,30,11,8,3,16,30,29,13,34,18,0.59,0.20,14.15,0.59,2.36,11.39,17.68,15.32,5.89,2.16,1.57,0.59,3.14,5.89,5.70,2.55,6.68,3.54
95AA18W1,596,24,0,60,3,9,49,109,48,31,32,28,9,41,28,47,29,30,19,4.03,0,10.07,0.50,1.51,8.22,18.29,8.05,5.20,5.37,4.70,1.51,6.88,4.70,7.89,4.87,5.03,3.19
95AA19W1,632,45,3,96,1,7,216,86,31,16,10,2,3,21,4,30,16,30,15,7.12,0.47,15.19,0.16,1.11,34.18,13.61,4.91,2.53,1.58,0.32,0.47,3.32,0.63,4.75,2.53,4.75,2.37
95BB01S1,422,21,2,62,1,3,62,76,25,14,16,7,5,22,24,35,14,20,13,4.98,0.47,14.69,0.24,0.71,14.69,18.01,5.92,3.32,3.79,1.66,1.18,5.21,5.69,8.29,3.32,4.74,3.08
95BB01S2,533,8,6,69,8,2,70,80,44,23,24,14,4,16,35,69,16,23,22,1.50,1.13,12.95,1.50,0.38,13.13,15.01,8.26,4.32,4.50,2.63,0.75,3.00,6.57,12.95,3.00,4.32,4.13
95BB02W1,482,14,2,68,1,8,57,99,33,21,9,19,4,15,36,49,18,21,8,2.90,0.41,14.11,0.21,1.66,11.83,20.54,6.85,4.36,1.87,3.94,0.83,3.11,7.47,10.17,3.73,4.36,1.66
95BB03S1,400,18,1,68,3,3,63,63,27,19,5,5,2,14,24,46,9,14,16,4.50,0.25,17.00,0.75,0.75,15.75,15.75,6.75,4.75,1.25,1.25,0.50,3.50,6.00,11.50,2.25,3.50,4.00
95BB03S2,481,45,3,49,1,0,74,92,22,21,4,7,4,23,33,56,16,12,19,9.36,0.62,10.19,0.21,0,15.38,19.13,4.57,4.37,0.83,1.46,0.83,4.78,6.86,11.64,3.33,2.49,3.95
95BB04S1,317,1,1,51,3,1,36,50,12,17,7,13,5,16,17,34,22,16,15,0.32,0.32,16.09,0.95,0.32,11.36,15.77,3.79,5.36,2.21,4.10,1.58,5.05,5.36,10.73,6.94,5.05,4.73
95BB04S2,376,9,0,39,3,1,36,72,24,7,15,12,5,27,22,52,23,14,15,2.39,0,10.37,0.80,0.27,9.57,19.15,6.38,1.86,3.99,3.19,1.33,7.18,5.85,13.83,6.12,3.72,3.99
95BB05S1,392,42,3,42,3,6,56,61,31,8,13,8,2,17,22,41,12,15,10,10.71,0.77,10.71,0.77,1.53,14.29,15.56,7.91,2.04,3.32,2.04,0.51,4.34,5.61,10.46,3.06,3.83,2.55
95BB05S2,475,48,3,67,1,6,66,71,36,23,14,13,4,22,32,28,14,8,19,10.11,0.63,14.11,0.21,1.26,13.89,14.95,7.58,4.84,2.95,2.74,0.84,4.63,6.74,5.89,2.95,1.68,4.00
95BB06W1,590,8,1,90,3,13,45,107,51,39,18,16,6,12,36,73,18,30,24,1.36,0.17,15.25,0.51,2.20,7.63,18.14,8.64,6.61,3.05,2.71,1.02,2.03,6.10,12.37,3.05,5.08,4.07
95BB07S1,334,4,1,45,1,2,52,59,19,22,9,9,3,12,24,33,8,19,12,1.20,0.30,13.47,0.30,0.60,15.57,17.66,5.69,6.59,2.69,2.69,0.90,3.59,7.19,9.88,2.40,5.69,3.59
95BB07S2,303,14,0,51,1,0,34,53,15,9,8,13,3,6,22,38,14,10,12,4.62,0,16.83,0.33,0,11.22,17.49,4.95,2.97,2.64,4.29,0.99,1.98,7.26,12.54,4.62,3.30,3.96
95BB08S1,255,5,2,41,2,5,39,48,28,4,6,6,0,8,15,23,7,9,7,1.96,0.78,16.08,0.78,1.96,15.29,18.82,10.98,1.57,2.35,2.35,0,3.14,5.88,9.02,2.75,3.53,2.75
95BB08S2,348,17,0,50,2,2,61,54,26,13,6,8,1,15,25,35,11,14,8,4.89,0,14.37,0.57,0.57,17.53,15.52,7.47,3.74,1.72,2.30,0.29,4.31,7.18,10.06,3.16,4.02,2.30
95BB09S1,338,8,2,43,4,0,38,66,17,8,13,6,1,19,28,34,17,21,13,2.37,0.59,12.72,1.18,0,11.24,19.53,5.03,2.37,3.85,1.78,0.30,5.62,8.28,10.06,5.03,6.21,3.85
95BB09S2,451,10,2,49,6,4,41,71,14,21,25,18,4,18,35,74,18,20,21,2.22,0.44,10.86,1.33,0.89,9.09,15.74,3.10,4.66,5.54,3.99,0.89,3.99,7.76,16.41,3.99,4.43,4.66
95BB10S1,367,3,0,41,7,6,33,53,18,28,12,14,3,20,23,38,23,27,18,0.82,0,11.17,1.91,1.63,8.99,14.44,4.90,7.63,3.27,3.81,0.82,5.45,6.27,10.35,6.27,7.36,4.90
