GeographyCode,KS605NI0001,KS605NI0002,KS605NI0003,KS605NI0004,KS605NI0005,KS605NI0006,KS605NI0007,KS605NI0008,KS605NI0009,KS605NI0010,KS605NI0011,KS605NI0012,KS605NI0013,KS605NI0014,KS605NI0015,KS605NI0016,KS605NI0017,KS605NI0018,KS605NI0019,KS605NI0020,KS605NI0021,KS605NI0022,KS605NI0023,KS605NI0024,KS605NI0025,KS605NI0026,KS605NI0027,KS605NI0028,KS605NI0029,KS605NI0030,KS605NI0031,KS605NI0032,KS605NI0033,KS605NI0034,KS605NI0035,KS605NI0036,KS605NI0037
95AA11S1,1405,6,1,168,5,14,83,263,112,80,35,28,8,37,55,119,105,240,46,0.43,0.07,11.96,0.36,1.00,5.91,18.72,7.97,5.69,2.49,1.99,0.57,2.63,3.91,8.47,7.47,17.08,3.27
95AA11S2,1395,4,2,139,8,10,85,230,87,85,32,39,14,46,41,203,99,237,34,0.29,0.14,9.96,0.57,0.72,6.09,16.49,6.24,6.09,2.29,2.80,1.00,3.30,2.94,14.55,7.10,16.99,2.44
95AA12W1,1459,82,2,111,13,10,124,242,67,53,41,63,12,90,58,126,137,164,64,5.62,0.14,7.61,0.89,0.69,8.50,16.59,4.59,3.63,2.81,4.32,0.82,6.17,3.98,8.64,9.39,11.24,4.39
95AA13S1,823,13,0,79,1,14,103,110,41,36,20,25,5,39,19,67,77,157,17,1.58,0,9.60,0.12,1.70,12.52,13.37,4.98,4.37,2.43,3.04,0.61,4.74,2.31,8.14,9.36,19.08,2.07
95AA13S2,750,10,1,72,3,13,84,101,36,48,20,23,6,22,21,57,51,162,20,1.33,0.13,9.60,0.40,1.73,11.20,13.47,4.80,6.40,2.67,3.07,0.80,2.93,2.80,7.60,6.80,21.60,2.67
95AA14W1,1151,45,1,103,9,7,117,204,41,38,24,35,9,61,43,99,92,185,38,3.91,0.09,8.95,0.78,0.61,10.17,17.72,3.56,3.30,2.09,3.04,0.78,5.30,3.74,8.60,7.99,16.07,3.30
95AA15S1,1428,3,1,142,6,11,87,246,98,77,43,27,2,42,61,115,87,331,49,0.21,0.07,9.94,0.42,0.77,6.09,17.23,6.86,5.39,3.01,1.89,0.14,2.94,4.27,8.05,6.09,23.18,3.43
95AA15S2,687,2,2,75,1,6,48,118,64,49,10,7,1,13,36,40,37,160,18,0.29,0.29,10.92,0.15,0.87,6.99,17.18,9.32,7.13,1.46,1.02,0.15,1.89,5.24,5.82,5.39,23.29,2.62
95AA16W1,828,4,1,115,0,10,54,194,65,50,12,17,2,19,49,51,31,124,30,0.48,0.12,13.89,0,1.21,6.52,23.43,7.85,6.04,1.45,2.05,0.24,2.29,5.92,6.16,3.74,14.98,3.62
95AA17W1,1009,3,1,98,4,12,66,169,95,64,14,19,9,29,49,56,65,211,45,0.30,0.10,9.71,0.40,1.19,6.54,16.75,9.42,6.34,1.39,1.88,0.89,2.87,4.86,5.55,6.44,20.91,4.46
95AA18W1,1123,29,0,79,6,10,59,189,75,70,48,58,15,68,51,96,96,135,39,2.58,0,7.03,0.53,0.89,5.25,16.83,6.68,6.23,4.27,5.16,1.34,6.06,4.54,8.55,8.55,12.02,3.47
95AA19W1,1186,47,3,121,1,9,230,185,40,58,16,17,8,49,15,67,106,169,45,3.96,0.25,10.20,0.08,0.76,19.39,15.60,3.37,4.89,1.35,1.43,0.67,4.13,1.26,5.65,8.94,14.25,3.79
95BB01S1,823,27,2,73,2,3,75,142,30,34,23,24,6,43,36,85,58,121,39,3.28,0.24,8.87,0.24,0.36,9.11,17.25,3.65,4.13,2.79,2.92,0.73,5.22,4.37,10.33,7.05,14.70,4.74
95BB01S2,1055,11,6,90,9,4,80,157,51,58,31,50,10,34,61,137,70,146,50,1.04,0.57,8.53,0.85,0.38,7.58,14.88,4.83,5.50,2.94,4.74,0.95,3.22,5.78,12.99,6.64,13.84,4.74
95BB02W1,929,17,2,81,1,11,65,209,41,47,13,40,7,39,55,89,57,123,32,1.83,0.22,8.72,0.11,1.18,7.00,22.50,4.41,5.06,1.40,4.31,0.75,4.20,5.92,9.58,6.14,13.24,3.44
95BB03S1,799,21,1,79,3,5,71,110,40,42,8,21,5,34,41,93,52,126,47,2.63,0.13,9.89,0.38,0.63,8.89,13.77,5.01,5.26,1.00,2.63,0.63,4.26,5.13,11.64,6.51,15.77,5.88
95BB03S2,911,51,3,67,2,0,83,163,26,52,10,28,7,46,50,101,53,121,48,5.60,0.33,7.35,0.22,0,9.11,17.89,2.85,5.71,1.10,3.07,0.77,5.05,5.49,11.09,5.82,13.28,5.27
95BB04S1,610,2,2,65,3,1,38,117,18,30,15,27,7,23,30,56,67,77,32,0.33,0.33,10.66,0.49,0.16,6.23,19.18,2.95,4.92,2.46,4.43,1.15,3.77,4.92,9.18,10.98,12.62,5.25
95BB04S2,716,12,0,51,3,2,40,121,31,26,19,31,7,46,33,93,76,86,39,1.68,0,7.12,0.42,0.28,5.59,16.90,4.33,3.63,2.65,4.33,0.98,6.42,4.61,12.99,10.61,12.01,5.45
95BB05S1,756,49,3,54,3,7,69,119,37,27,19,21,9,42,34,71,65,90,37,6.48,0.40,7.14,0.40,0.93,9.13,15.74,4.89,3.57,2.51,2.78,1.19,5.56,4.50,9.39,8.60,11.90,4.89
95BB05S2,940,60,4,82,2,8,81,129,43,59,20,40,8,43,52,68,83,109,49,6.38,0.43,8.72,0.21,0.85,8.62,13.72,4.57,6.28,2.13,4.26,0.85,4.57,5.53,7.23,8.83,11.60,5.21
95BB06W1,1194,13,1,103,3,14,49,230,62,101,22,43,14,27,72,130,62,186,62,1.09,0.08,8.63,0.25,1.17,4.10,19.26,5.19,8.46,1.84,3.60,1.17,2.26,6.03,10.89,5.19,15.58,5.19
95BB07S1,689,5,1,56,1,2,53,120,24,51,12,28,7,29,35,86,36,109,34,0.73,0.15,8.13,0.15,0.29,7.69,17.42,3.48,7.40,1.74,4.06,1.02,4.21,5.08,12.48,5.22,15.82,4.93
95BB07S2,613,14,0,61,1,1,40,117,17,23,16,31,5,17,42,58,48,82,40,2.28,0,9.95,0.16,0.16,6.53,19.09,2.77,3.75,2.61,5.06,0.82,2.77,6.85,9.46,7.83,13.38,6.53
95BB08S1,541,7,2,54,5,5,39,113,31,25,14,12,2,17,32,55,26,77,25,1.29,0.37,9.98,0.92,0.92,7.21,20.89,5.73,4.62,2.59,2.22,0.37,3.14,5.91,10.17,4.81,14.23,4.62
95BB08S2,691,20,0,55,5,2,68,114,31,28,15,31,3,33,43,75,43,102,23,2.89,0,7.96,0.72,0.29,9.84,16.50,4.49,4.05,2.17,4.49,0.43,4.78,6.22,10.85,6.22,14.76,3.33
95BB09S1,641,11,2,53,4,0,41,112,21,23,20,25,8,30,39,63,54,102,33,1.72,0.31,8.27,0.62,0,6.40,17.47,3.28,3.59,3.12,3.90,1.25,4.68,6.08,9.83,8.42,15.91,5.15
95BB09S2,893,12,4,59,6,5,49,136,18,50,31,48,8,37,54,135,64,130,47,1.34,0.45,6.61,0.67,0.56,5.49,15.23,2.02,5.60,3.47,5.38,0.90,4.14,6.05,15.12,7.17,14.56,5.26
95BB10S1,741,5,0,53,8,6,37,119,28,55,18,32,10,29,38,73,58,125,47,0.67,0,7.15,1.08,0.81,4.99,16.06,3.78,7.42,2.43,4.32,1.35,3.91,5.13,9.85,7.83,16.87,6.34
95BB10S2,752,30,0,43,3,3,51,125,18,28,21,38,13,61,39,80,81,74,44,3.99,0,5.72,0.40,0.40,6.78,16.62,2.39,3.72,2.79,5.05,1.73,8.11,5.19,10.64,10.77,9.84,5.85
95BB11S1,573,6,0,32,2,5,41,104,30,45,14,7,6,20,37,59,30,99,36,1.05,0,5.58,0.35,0.87,7.16,18.15,5.24,7.85,2.44,1.22,1.05,3.49,6.46,10.30,5.24,17.28,6.28
95BB11S2,645,6,1,45,2,4,43,133,29,31,14,18,3,17,32,71,52,102,42,0.93,0.16,6.98,0.31,0.62,6.67,20.62,4.50,4.81,2.17,2.79,0.47,2.64,4.96,11.01,8.06,15.81,6.51
95BB12S1,542,3,1,46,2,7,38,104,19,40,11,26,6,15,41,48,40,64,31,0.55,0.18,8.49,0.37,1.29,7.01,19.19,3.51,7.38,2.03,4.80,1.11,2.77,7.56,8.86,7.38,11.81,5.72
95BB12S2,596,6,0,35,3,2,44,103,11,27,18,25,16,38,35,71,47,86,29,1.01,0,5.87,0.50,0.34,7.38,17.28,1.85,4.53,3.02,4.19,2.68,6.38,5.87,11.91,7.89,14.43,4.87
95BB13S1,649,7,0,53,0,4,42,111,29,36,20,21,3,23,39,85,54,97,25,1.08,0,8.17,0,0.62,6.47,17.10,4.47,5.55,3.08,3.24,0.46,3.54,6.01,13.10,8.32,14.95,3.85
95BB13S2,610,4,0,55,5,7,54,109,35,39,7,25,6,19,26,72,34,82,31,0.66,0,9.02,0.82,1.15,8.85,17.87,5.74,6.39,1.15,4.10,0.98,3.11,4.26,11.80,5.57,13.44,5.08
95BB13S3,844,3,1,70,4,9,45,155,29,40,15,27,8,38,40,122,70,109,59,0.36,0.12,8.29,0.47,1.07,5.33,18.36,3.44,4.74,1.78,3.20,0.95,4.50,4.74,14.45,8.29,12.91,6.99
95BB14S1,763,39,6,61,3,6,48,112,19,38,25,24,11,59,40,87,60,94,31,5.11,0.79,7.99,0.39,0.79,6.29,14.68,2.49,4.98,3.28,3.15,1.44,7.73,5.24,11.40,7.86,12.32,4.06
95BB14S2,783,23,1,61,1,3,59,117,12,39,29,34,10,71,24,85,59,123,32,2.94,0.13,7.79,0.13,0.38,7.54,14.94,1.53,4.98,3.70,4.34,1.28,9.07,3.07,10.86,7.54,15.71,4.09
95BB15S1,898,63,2,42,6,2,139,126,25,32,12,35,13,43,38,91,77,112,40,7.02,0.22,4.68,0.67,0.22,15.48,14.03,2.78,3.56,1.34,3.90,1.45,4.79,4.23,10.13,8.57,12.47,4.45
95BB15S2,648,24,3,38,2,3,119,98,21,25,10,20,6,17,20,82,41,90,29,3.70,0.46,5.86,0.31,0.46,18.36,15.12,3.24,3.86,1.54,3.09,0.93,2.62,3.09,12.65,6.33,13.89,4.48
95BB16S1,778,34,3,55,4,7,75,114,12,23,24,38,5,54,45,80,65,96,44,4.37,0.39,7.07,0.51,0.90,9.64,14.65,1.54,2.96,3.08,4.88,0.64,6.94,5.78,10.28,8.35,12.34,5.66
95BB16S2,780,23,1,53,2,7,61,127,28,30,23,38,12,43,51,76,58,108,39,2.95,0.13,6.79,0.26,0.90,7.82,16.28,3.59,3.85,2.95,4.87,1.54,5.51,6.54,9.74,7.44,13.85,5.00
95BB17S1,916,6,1,81,5,10,69,184,42,45,18,38,6,24,65,103,36,144,39,0.66,0.11,8.84,0.55,1.09,7.53,20.09,4.59,4.91,1.97,4.15,0.66,2.62,7.10,11.24,3.93,15.72,4.26
95BB17S2,787,28,2,63,1,4,56,162,31,45,20,30,10,18,51,72,60,100,34,3.56,0.25,8.01,0.13,0.51,7.12,20.58,3.94,5.72,2.54,3.81,1.27,2.29,6.48,9.15,7.62,12.71,4.32
95BB18S1,695,5,0,56,2,11,51,121,32,46,15,17,2,17,34,76,47,113,50,0.72,0,8.06,0.29,1.58,7.34,17.41,4.60,6.62,2.16,2.45,0.29,2.45,4.89,10.94,6.76,16.26,7.19
95BB18S2,1243,32,2,98,8,10,112,212,46,39,43,50,14,54,55,160,88,165,55,2.57,0.16,7.88,0.64,0.80,9.01,17.06,3.70,3.14,3.46,4.02,1.13,4.34,4.42,12.87,7.08,13.27,4.42
95BB19S1,777,0,0,77,4,5,36,152,39,38,26,40,4,24,38,91,42,125,36,0,0,9.91,0.51,0.64,4.63,19.56,5.02,4.89,3.35,5.15,0.51,3.09,4.89,11.71,5.41,16.09,4.63
95BB19S2,961,1,3,80,3,10,53,164,26,40,24,44,12,42,59,142,84,125,49,0.10,0.31,8.32,0.31,1.04,5.52,17.07,2.71,4.16,2.50,4.58,1.25,4.37,6.14,14.78,8.74,13.01,5.10
95BB19S3,759,2,0,79,2,5,32,147,31,35,23,27,7,34,42,100,64,99,30,0.26,0,10.41,0.26,0.66,4.22,19.37,4.08,4.61,3.03,3.56,0.92,4.48,5.53,13.18,8.43,13.04,3.95
95BB20S1,819,45,0,34,2,4,141,97,27,36,23,30,5,39,27,88,62,115,44,5.49,0,4.15,0.24,0.49,17.22,11.84,3.30,4.40,2.81,3.66,0.61,4.76,3.30,10.74,7.57,14.04,5.37
95BB20S2,536,11,0,26,1,5,87,51,20,33,8,17,4,16,27,70,45,85,30,2.05,0,4.85,0.19,0.93,16.23,9.51,3.73,6.16,1.49,3.17,0.75,2.99,5.04,13.06,8.40,15.86,5.60
95BB21S1,991,70,1,80,3,5,67,146,43,74,17,34,6,31,39,101,67,164,43,7.06,0.10,8.07,0.30,0.50,6.76,14.73,4.34,7.47,1.72,3.43,0.61,3.13,3.94,10.19,6.76,16.55,4.34
95BB21S2,1066,52,3,75,9,5,96,133,39,43,29,35,7,49,46,145,89,158,53,4.88,0.28,7.04,0.84,0.47,9.01,12.48,3.66,4.03,2.72,3.28,0.66,4.60,4.32,13.60,8.35,14.82,4.97
95BB22S1,689,15,2,55,6,2,46,126,34,28,13,33,1,37,36,86,33,111,25,2.18,0.29,7.98,0.87,0.29,6.68,18.29,4.93,4.06,1.89,4.79,0.15,5.37,5.22,12.48,4.79,16.11,3.63
95BB22S2,569,10,0,54,2,4,34,139,23,37,7,13,5,17,34,46,28,89,27,1.76,0,9.49,0.35,0.70,5.98,24.43,4.04,6.50,1.23,2.28,0.88,2.99,5.98,8.08,4.92,15.64,4.75
95BB23S1,743,7,2,74,1,2,48,127,13,30,22,28,12,40,36,96,77,94,34,0.94,0.27,9.96,0.13,0.27,6.46,17.09,1.75,4.04,2.96,3.77,1.62,5.38,4.85,12.92,10.36,12.65,4.58
95BB23S2,789,9,0,65,10,6,45,156,21,32,19,26,7,43,28,95,88,104,35,1.14,0,8.24,1.27,0.76,5.70,19.77,2.66,4.06,2.41,3.30,0.89,5.45,3.55,12.04,11.15,13.18,4.44
95CC01W1,994,21,2,89,4,5,42,194,54,70,8,15,8,35,28,66,97,208,48,2.11,0.20,8.95,0.40,0.50,4.23,19.52,5.43,7.04,0.80,1.51,0.80,3.52,2.82,6.64,9.76,20.93,4.83
95CC02W1,1287,112,2,125,1,18,133,171,68,55,20,18,10,59,40,88,125,184,58,8.70,0.16,9.71,0.08,1.40,10.33,13.29,5.28,4.27,1.55,1.40,0.78,4.58,3.11,6.84,9.71,14.30,4.51
95CC03W1,995,30,4,82,0,12,79,175,47,87,17,12,9,40,51,56,77,167,50,3.02,0.40,8.24,0,1.21,7.94,17.59,4.72,8.74,1.71,1.21,0.90,4.02,5.13,5.63,7.74,16.78,5.03
95CC04W1,1074,72,11,80,3,16,173,180,67,35,17,23,4,26,17,56,100,150,44,6.70,1.02,7.45,0.28,1.49,16.11,16.76,6.24,3.26,1.58,2.14,0.37,2.42,1.58,5.21,9.31,13.97,4.10
95CC05W1,1212,69,5,151,5,23,137,231,64,36,11,30,4,46,21,67,102,163,47,5.69,0.41,12.46,0.41,1.90,11.30,19.06,5.28,2.97,0.91,2.48,0.33,3.80,1.73,5.53,8.42,13.45,3.88
95CC06S1,701,16,1,59,2,4,43,118,20,36,14,21,8,34,19,60,84,125,37,2.28,0.14,8.42,0.29,0.57,6.13,16.83,2.85,5.14,2.00,3.00,1.14,4.85,2.71,8.56,11.98,17.83,5.28
95CC06S2,563,7,1,39,1,5,40,98,25,21,8,20,2,35,27,50,61,99,24,1.24,0.18,6.93,0.18,0.89,7.10,17.41,4.44,3.73,1.42,3.55,0.36,6.22,4.80,8.88,10.83,17.58,4.26
95CC07W1,1474,101,11,137,1,21,207,251,81,46,20,35,10,36,40,65,133,210,69,6.85,0.75,9.29,0.07,1.42,14.04,17.03,5.50,3.12,1.36,2.37,0.68,2.44,2.71,4.41,9.02,14.25,4.68
95CC08W1,944,19,2,86,2,7,99,169,46,60,8,25,11,42,25,53,106,140,44,2.01,0.21,9.11,0.21,0.74,10.49,17.90,4.87,6.36,0.85,2.65,1.17,4.45,2.65,5.61,11.23,14.83,4.66
95CC09S1,735,56,0,73,2,4,82,122,26,30,12,21,3,34,24,52,58,109,27,7.62,0,9.93,0.27,0.54,11.16,16.60,3.54,4.08,1.63,2.86,0.41,4.63,3.27,7.07,7.89,14.83,3.67
95CC09S2,987,48,7,172,2,12,84,186,36,33,14,13,4,39,36,63,85,124,29,4.86,0.71,17.43,0.20,1.22,8.51,18.84,3.65,3.34,1.42,1.32,0.41,3.95,3.65,6.38,8.61,12.56,2.94
95CC10W1,1243,74,3,142,5,10,92,242,51,33,18,23,5,58,45,89,132,176,45,5.95,0.24,11.42,0.40,0.80,7.40,19.47,4.10,2.65,1.45,1.85,0.40,4.67,3.62,7.16,10.62,14.16,3.62
95CC11W1,670,33,5,58,1,21,95,103,25,26,9,15,1,19,20,25,65,113,36,4.93,0.75,8.66,0.15,3.13,14.18,15.37,3.73,3.88,1.34,2.24,0.15,2.84,2.99,3.73,9.70,16.87,5.37
95CC12W1,1282,109,13,112,6,12,153,218,57,38,12,20,5,63,37,87,109,179,52,8.50,1.01,8.74,0.47,0.94,11.93,17.00,4.45,2.96,0.94,1.56,0.39,4.91,2.89,6.79,8.50,13.96,4.06
95CC13W1,1186,105,11,98,2,14,139,219,59,49,10,24,11,37,41,70,86,166,45,8.85,0.93,8.26,0.17,1.18,11.72,18.47,4.97,4.13,0.84,2.02,0.93,3.12,3.46,5.90,7.25,14.00,3.79
95CC14W1,1449,36,8,211,5,13,129,277,64,50,24,39,7,53,50,93,137,199,54,2.48,0.55,14.56,0.35,0.90,8.90,19.12,4.42,3.45,1.66,2.69,0.48,3.66,3.45,6.42,9.45,13.73,3.73
95CC15W1,1318,63,5,172,3,11,109,239,77,41,14,34,10,51,41,79,118,188,63,4.78,0.38,13.05,0.23,0.83,8.27,18.13,5.84,3.11,1.06,2.58,0.76,3.87,3.11,5.99,8.95,14.26,4.78
95CC16W1,1217,65,7,162,4,12,112,240,37,69,17,26,7,25,43,71,106,164,50,5.34,0.58,13.31,0.33,0.99,9.20,19.72,3.04,5.67,1.40,2.14,0.58,2.05,3.53,5.83,8.71,13.48,4.11
95CC17W1,1337,91,9,131,5,21,136,227,63,58,22,25,11,57,38,72,135,189,47,6.81,0.67,9.80,0.37,1.57,10.17,16.98,4.71,4.34,1.65,1.87,0.82,4.26,2.84,5.39,10.10,14.14,3.52
95CC18W1,1049,29,0,97,4,16,61,171,36,47,27,16,13,55,34,95,134,166,48,2.76,0,9.25,0.38,1.53,5.82,16.30,3.43,4.48,2.57,1.53,1.24,5.24,3.24,9.06,12.77,15.82,4.58
95CC19W1,1283,107,3,125,3,10,116,240,52,46,23,31,10,39,37,90,118,193,40,8.34,0.23,9.74,0.23,0.78,9.04,18.71,4.05,3.59,1.79,2.42,0.78,3.04,2.88,7.01,9.20,15.04,3.12
95CC20S1,640,11,0,99,3,2,31,106,20,22,12,18,2,25,26,56,66,116,25,1.72,0,15.47,0.47,0.31,4.84,16.56,3.13,3.44,1.88,2.81,0.31,3.91,4.06,8.75,10.31,18.13,3.91
95CC20S2,815,14,3,109,3,4,57,145,29,31,10,17,8,33,48,76,75,120,33,1.72,0.37,13.37,0.37,0.49,6.99,17.79,3.56,3.80,1.23,2.09,0.98,4.05,5.89,9.33,9.20,14.72,4.05
95CC21W1,1384,25,2,206,3,11,112,277,56,43,21,36,10,47,79,116,87,182,71,1.81,0.14,14.88,0.22,0.79,8.09,20.01,4.05,3.11,1.52,2.60,0.72,3.40,5.71,8.38,6.29,13.15,5.13
95CC22W1,747,27,1,99,1,8,52,134,23,36,6,16,4,32,32,56,52,137,31,3.61,0.13,13.25,0.13,1.07,6.96,17.94,3.08,4.82,0.80,2.14,0.54,4.28,4.28,7.50,6.96,18.34,4.15
95DD01W1,897,5,0,137,3,8,67,151,27,31,14,24,9,36,33,72,121,118,41,0.56,0,15.27,0.33,0.89,7.47,16.83,3.01,3.46,1.56,2.68,1.00,4.01,3.68,8.03,13.49,13.15,4.57
95DD02S1,690,8,2,141,4,6,63,135,23,36,4,7,3,11,31,32,54,113,17,1.16,0.29,20.43,0.58,0.87,9.13,19.57,3.33,5.22,0.58,1.01,0.43,1.59,4.49,4.64,7.83,16.38,2.46
95DD02S2,1270,22,1,215,8,8,97,235,55,40,22,26,14,50,38,94,102,180,63,1.73,0.08,16.93,0.63,0.63,7.64,18.50,4.33,3.15,1.73,2.05,1.10,3.94,2.99,7.40,8.03,14.17,4.96
95DD03W1,1747,20,1,237,11,11,109,297,69,83,46,47,14,77,61,134,184,264,82,1.14,0.06,13.57,0.63,0.63,6.24,17.00,3.95,4.75,2.63,2.69,0.80,4.41,3.49,7.67,10.53,15.11,4.69
95DD04W1,704,9,3,119,2,10,42,162,37,53,8,9,5,15,38,32,34,89,37,1.28,0.43,16.90,0.28,1.42,5.97,23.01,5.26,7.53,1.14,1.28,0.71,2.13,5.40,4.55,4.83,12.64,5.26
95DD05W1,674,8,2,117,2,5,45,159,37,39,10,2,3,12,51,37,35,80,30,1.19,0.30,17.36,0.30,0.74,6.68,23.59,5.49,5.79,1.48,0.30,0.45,1.78,7.57,5.49,5.19,11.87,4.45
95DD06W1,1167,10,2,174,9,16,86,192,42,51,24,27,9,43,35,89,130,173,55,0.86,0.17,14.91,0.77,1.37,7.37,16.45,3.60,4.37,2.06,2.31,0.77,3.68,3.00,7.63,11.14,14.82,4.71
95DD07S1,692,28,4,92,5,5,65,118,25,23,8,19,6,33,15,45,69,96,36,4.05,0.58,13.29,0.72,0.72,9.39,17.05,3.61,3.32,1.16,2.75,0.87,4.77,2.17,6.50,9.97,13.87,5.20
95DD07S2,813,24,1,120,11,4,76,140,48,32,12,21,6,28,28,52,66,111,33,2.95,0.12,14.76,1.35,0.49,9.35,17.22,5.90,3.94,1.48,2.58,0.74,3.44,3.44,6.40,8.12,13.65,4.06
95DD08W1,943,25,2,195,7,20,50,161,40,81,9,9,8,22,58,61,43,104,48,2.65,0.21,20.68,0.74,2.12,5.30,17.07,4.24,8.59,0.95,0.95,0.85,2.33,6.15,6.47,4.56,11.03,5.09
95DD09W1,1276,104,9,162,7,13,118,214,46,47,25,13,15,64,30,87,121,151,50,8.15,0.71,12.70,0.55,1.02,9.25,16.77,3.61,3.68,1.96,1.02,1.18,5.02,2.35,6.82,9.48,11.83,3.92
95DD10W1,1277,17,1,232,2,17,97,253,45,55,18,22,11,36,38,84,117,171,61,1.33,0.08,18.17,0.16,1.33,7.60,19.81,3.52,4.31,1.41,1.72,0.86,2.82,2.98,6.58,9.16,13.39,4.78
95DD11W1,918,10,2,159,2,20,79,211,34,69,17,14,10,18,32,50,47,106,38,1.09,0.22,17.32,0.22,2.18,8.61,22.98,3.70,7.52,1.85,1.53,1.09,1.96,3.49,5.45,5.12,11.55,4.14
95DD12W1,1268,84,2,191,5,8,157,234,41,42,14,33,5,47,35,74,106,141,49,6.62,0.16,15.06,0.39,0.63,12.38,18.45,3.23,3.31,1.10,2.60,0.39,3.71,2.76,5.84,8.36,11.12,3.86
95DD13W1,727,7,0,140,3,15,49,134,20,49,10,16,6,23,27,53,46,94,35,0.96,0,19.26,0.41,2.06,6.74,18.43,2.75,6.74,1.38,2.20,0.83,3.16,3.71,7.29,6.33,12.93,4.81
95DD14S1,762,8,0,150,6,7,52,139,16,17,16,19,13,25,23,43,71,116,41,1.05,0,19.69,0.79,0.92,6.82,18.24,2.10,2.23,2.10,2.49,1.71,3.28,3.02,5.64,9.32,15.22,5.38
95DD14S2,887,7,2,131,5,2,55,163,18,37,20,33,11,39,28,82,111,117,26,0.79,0.23,14.77,0.56,0.23,6.20,18.38,2.03,4.17,2.25,3.72,1.24,4.40,3.16,9.24,12.51,13.19,2.93
95DD15W1,1694,98,4,200,12,29,232,271,62,72,34,31,11,67,33,114,162,212,50,5.79,0.24,11.81,0.71,1.71,13.70,16.00,3.66,4.25,2.01,1.83,0.65,3.96,1.95,6.73,9.56,12.51,2.95
