GeographyCode,KS302NI0001,KS302NI0002,KS302NI0003,KS302NI0004,KS302NI0005,KS302NI0006,KS302NI0007,KS302NI0008,KS302NI0009,KS302NI0010,KS302NI0011,KS302NI0012,KS302NI0013,KS302NI0014,KS302NI0015,KS302NI0016,KS302NI0017,KS302NI0018,KS302NI0019,KS302NI0020,KS302NI0021,KS302NI0022,KS302NI0023,KS302NI0024,KS302NI0025
95HH17W1,2479,113,24,10,209,22,95,216,185,23,171,106,1799,4.56,0.97,0.40,8.43,0.89,3.83,8.71,7.46,0.93,6.90,4.28,72.57
95II01S1,1550,109,32,14,165,24,78,145,105,30,96,77,1085,7.03,2.06,0.90,10.65,1.55,5.03,9.35,6.77,1.94,6.19,4.97,70.00
95II01S2,1534,103,22,9,134,11,47,151,100,10,98,71,1064,6.71,1.43,0.59,8.74,0.72,3.06,9.84,6.52,0.65,6.39,4.63,69.36
95II02S1,1781,74,17,76,162,90,176,92,115,132,65,74,1207,4.15,0.95,4.27,9.10,5.05,9.88,5.17,6.46,7.41,3.65,4.15,67.77
95II02S2,1700,103,20,15,166,27,101,148,140,27,107,97,1188,6.06,1.18,0.88,9.76,1.59,5.94,8.71,8.24,1.59,6.29,5.71,69.88
95II02S3,1480,110,40,58,270,63,157,206,164,89,148,105,849,7.43,2.70,3.92,18.24,4.26,10.61,13.92,11.08,6.01,10.00,7.09,57.36
95II03S1,1739,48,15,18,101,24,44,94,109,6,66,58,1381,2.76,0.86,1.04,5.81,1.38,2.53,5.41,6.27,0.35,3.80,3.34,79.41
95II03S2,1784,76,29,12,141,19,53,129,110,12,96,80,1316,4.26,1.63,0.67,7.90,1.07,2.97,7.23,6.17,0.67,5.38,4.48,73.77
95II04S1,2352,128,24,38,234,38,94,195,173,47,149,98,1704,5.44,1.02,1.62,9.95,1.62,4.00,8.29,7.36,2.00,6.34,4.17,72.45
95II04S2,1965,104,32,39,238,52,133,233,202,28,155,89,1297,5.29,1.63,1.98,12.11,2.65,6.77,11.86,10.28,1.42,7.89,4.53,66.01
95II05S1,1634,66,12,17,137,24,97,124,128,27,82,77,1149,4.04,0.73,1.04,8.38,1.47,5.94,7.59,7.83,1.65,5.02,4.71,70.32
95II05S2,1912,125,63,45,267,36,100,199,172,75,147,107,1258,6.54,3.29,2.35,13.96,1.88,5.23,10.41,9.00,3.92,7.69,5.60,65.79
95II06S1,1519,54,14,20,124,25,57,116,121,10,89,76,1119,3.55,0.92,1.32,8.16,1.65,3.75,7.64,7.97,0.66,5.86,5.00,73.67
95II06S2,1879,74,22,24,132,40,73,129,157,16,87,90,1367,3.94,1.17,1.28,7.03,2.13,3.89,6.87,8.36,0.85,4.63,4.79,72.75
95II07W1,2090,160,52,37,369,54,196,339,284,67,211,136,1219,7.66,2.49,1.77,17.66,2.58,9.38,16.22,13.59,3.21,10.10,6.51,58.33
95II08W1,2417,166,58,24,310,41,147,294,208,43,166,141,1572,6.87,2.40,0.99,12.83,1.70,6.08,12.16,8.61,1.78,6.87,5.83,65.04
95II09S1,1950,129,32,20,227,33,88,189,148,27,142,115,1355,6.62,1.64,1.03,11.64,1.69,4.51,9.69,7.59,1.38,7.28,5.90,69.49
95II09S2,1413,76,26,12,135,12,64,123,121,13,96,81,1000,5.38,1.84,0.85,9.55,0.85,4.53,8.70,8.56,0.92,6.79,5.73,70.77
95II10W1,2592,174,43,42,437,68,215,389,334,52,268,159,1538,6.71,1.66,1.62,16.86,2.62,8.29,15.01,12.89,2.01,10.34,6.13,59.34
95II11W1,2567,128,41,37,239,53,84,187,185,19,170,138,1835,4.99,1.60,1.44,9.31,2.06,3.27,7.28,7.21,0.74,6.62,5.38,71.48
95II12W1,2512,205,61,26,251,44,86,206,166,48,172,135,1720,8.16,2.43,1.04,9.99,1.75,3.42,8.20,6.61,1.91,6.85,5.37,68.47
95II13W1,2702,185,57,51,426,65,201,380,310,54,228,196,1640,6.85,2.11,1.89,15.77,2.41,7.44,14.06,11.47,2.00,8.44,7.25,60.70
95II14W1,2561,170,43,27,248,37,94,203,174,40,191,131,1789,6.64,1.68,1.05,9.68,1.44,3.67,7.93,6.79,1.56,7.46,5.12,69.86
95II15S1,1793,54,19,16,84,28,45,88,109,20,65,78,1416,3.01,1.06,0.89,4.68,1.56,2.51,4.91,6.08,1.12,3.63,4.35,78.97
95II15S2,1564,114,22,18,168,26,54,158,127,25,140,92,1057,7.29,1.41,1.15,10.74,1.66,3.45,10.10,8.12,1.60,8.95,5.88,67.58
95II16W1,2126,157,50,30,308,60,130,271,249,48,178,115,1327,7.38,2.35,1.41,14.49,2.82,6.11,12.75,11.71,2.26,8.37,5.41,62.42
95II17W1,2493,197,49,37,349,55,145,312,254,51,218,152,1566,7.90,1.97,1.48,14.00,2.21,5.82,12.52,10.19,2.05,8.74,6.10,62.82
95II18W1,2226,157,57,38,380,59,177,343,264,63,224,138,1301,7.05,2.56,1.71,17.07,2.65,7.95,15.41,11.86,2.83,10.06,6.20,58.45
95II19S1,1826,93,23,13,134,19,48,126,115,19,100,87,1367,5.09,1.26,0.71,7.34,1.04,2.63,6.90,6.30,1.04,5.48,4.76,74.86
95II19S2,1944,136,33,21,219,32,91,210,183,29,163,116,1271,7.00,1.70,1.08,11.27,1.65,4.68,10.80,9.41,1.49,8.38,5.97,65.38
95II20W1,2780,147,50,42,283,39,120,217,204,56,165,142,1936,5.29,1.80,1.51,10.18,1.40,4.32,7.81,7.34,2.01,5.94,5.11,69.64
95II21W1,2419,119,34,49,334,84,170,300,307,42,191,130,1508,4.92,1.41,2.03,13.81,3.47,7.03,12.40,12.69,1.74,7.90,5.37,62.34
95II22W1,2248,165,57,28,292,35,129,239,212,53,210,169,1450,7.34,2.54,1.25,12.99,1.56,5.74,10.63,9.43,2.36,9.34,7.52,64.50
95II23W1,2190,138,38,33,228,42,96,217,173,34,150,92,1502,6.30,1.74,1.51,10.41,1.92,4.38,9.91,7.90,1.55,6.85,4.20,68.58
95JJ01W1,2499,121,39,35,224,55,90,236,144,35,159,117,1755,4.84,1.56,1.40,8.96,2.20,3.60,9.44,5.76,1.40,6.36,4.68,70.23
95JJ02W1,2374,143,35,34,237,56,132,221,164,33,155,133,1611,6.02,1.47,1.43,9.98,2.36,5.56,9.31,6.91,1.39,6.53,5.60,67.86
95JJ03S1,1406,50,16,37,146,46,129,159,159,23,75,82,895,3.56,1.14,2.63,10.38,3.27,9.17,11.31,11.31,1.64,5.33,5.83,63.66
95JJ03S2,1064,40,10,11,113,28,82,118,84,12,67,63,708,3.76,0.94,1.03,10.62,2.63,7.71,11.09,7.89,1.13,6.30,5.92,66.54
95JJ04S1,1546,82,18,15,148,24,63,138,117,30,86,55,1104,5.30,1.16,0.97,9.57,1.55,4.08,8.93,7.57,1.94,5.56,3.56,71.41
95JJ04S2,1565,106,33,13,154,21,60,155,134,21,115,73,1048,6.77,2.11,0.83,9.84,1.34,3.83,9.90,8.56,1.34,7.35,4.66,66.96
95JJ05W1,1835,162,64,47,303,63,164,256,205,83,178,111,1057,8.83,3.49,2.56,16.51,3.43,8.94,13.95,11.17,4.52,9.70,6.05,57.60
95JJ06W1,2472,133,46,54,336,58,187,309,246,54,173,144,1606,5.38,1.86,2.18,13.59,2.35,7.56,12.50,9.95,2.18,7.00,5.83,64.97
95JJ07W1,2665,134,56,54,379,61,178,311,309,61,212,136,1694,5.03,2.10,2.03,14.22,2.29,6.68,11.67,11.59,2.29,7.95,5.10,63.56
95JJ08S1,1377,91,22,17,162,24,63,144,103,19,117,58,916,6.61,1.60,1.23,11.76,1.74,4.58,10.46,7.48,1.38,8.50,4.21,66.52
95JJ08S2,1899,74,25,29,133,26,66,121,128,31,90,57,1438,3.90,1.32,1.53,7.00,1.37,3.48,6.37,6.74,1.63,4.74,3.00,75.72
95JJ09W1,1990,133,39,17,227,23,54,184,147,33,149,105,1366,6.68,1.96,0.85,11.41,1.16,2.71,9.25,7.39,1.66,7.49,5.28,68.64
95JJ10W1,2795,129,43,41,264,70,100,245,199,35,157,113,1988,4.62,1.54,1.47,9.45,2.50,3.58,8.77,7.12,1.25,5.62,4.04,71.13
95JJ11S1,1821,111,25,24,169,34,62,162,141,19,119,90,1274,6.10,1.37,1.32,9.28,1.87,3.40,8.90,7.74,1.04,6.53,4.94,69.96
95JJ11S2,1949,111,26,24,184,25,72,173,132,31,137,88,1375,5.70,1.33,1.23,9.44,1.28,3.69,8.88,6.77,1.59,7.03,4.52,70.55
95JJ12W1,2724,127,37,53,287,56,130,240,221,54,168,107,1966,4.66,1.36,1.95,10.54,2.06,4.77,8.81,8.11,1.98,6.17,3.93,72.17
95JJ13S1,2144,77,18,20,123,41,76,146,143,16,100,87,1623,3.59,0.84,0.93,5.74,1.91,3.54,6.81,6.67,0.75,4.66,4.06,75.70
95JJ13S2,1751,93,18,15,133,21,76,149,128,20,120,110,1235,5.31,1.03,0.86,7.60,1.20,4.34,8.51,7.31,1.14,6.85,6.28,70.53
95JJ14W1,2325,119,21,18,221,34,94,202,177,26,156,134,1634,5.12,0.90,0.77,9.51,1.46,4.04,8.69,7.61,1.12,6.71,5.76,70.28
95JJ15W1,1879,141,43,50,257,37,107,186,159,66,155,121,1195,7.50,2.29,2.66,13.68,1.97,5.69,9.90,8.46,3.51,8.25,6.44,63.60
95JJ16W1,1799,111,27,28,271,22,122,216,183,48,162,121,1106,6.17,1.50,1.56,15.06,1.22,6.78,12.01,10.17,2.67,9.01,6.73,61.48
95JJ17W1,2455,133,39,34,205,49,79,198,149,26,141,124,1755,5.42,1.59,1.38,8.35,2.00,3.22,8.07,6.07,1.06,5.74,5.05,71.49
95JJ18W1,2032,139,58,44,275,63,147,242,211,51,174,131,1285,6.84,2.85,2.17,13.53,3.10,7.23,11.91,10.38,2.51,8.56,6.45,63.24
95JJ19S1,1690,104,32,20,147,23,61,119,113,27,98,86,1185,6.15,1.89,1.18,8.70,1.36,3.61,7.04,6.69,1.60,5.80,5.09,70.12
95JJ19S2,1252,45,18,3,91,10,42,73,93,10,71,33,955,3.59,1.44,0.24,7.27,0.80,3.35,5.83,7.43,0.80,5.67,2.64,76.28
95JJ20S1,2173,106,23,22,154,30,97,178,128,26,98,110,1620,4.88,1.06,1.01,7.09,1.38,4.46,8.19,5.89,1.20,4.51,5.06,74.55
95JJ20S2,1919,124,25,11,188,29,112,196,160,25,131,96,1284,6.46,1.30,0.57,9.80,1.51,5.84,10.21,8.34,1.30,6.83,5.00,66.91
95JJ21W1,2873,147,45,63,304,93,168,298,263,36,189,131,1943,5.12,1.57,2.19,10.58,3.24,5.85,10.37,9.15,1.25,6.58,4.56,67.63
95JJ22W1,2794,160,35,17,268,35,93,248,203,30,183,146,1955,5.73,1.25,0.61,9.59,1.25,3.33,8.88,7.27,1.07,6.55,5.23,69.97
95KK01W1,2578,119,36,43,352,61,203,313,217,51,151,133,1769,4.62,1.40,1.67,13.65,2.37,7.87,12.14,8.42,1.98,5.86,5.16,68.62
95KK02W1,2029,106,33,33,291,40,130,239,183,41,142,124,1316,5.22,1.63,1.63,14.34,1.97,6.41,11.78,9.02,2.02,7.00,6.11,64.86
95KK03W1,2357,93,30,48,220,41,117,225,172,55,124,110,1714,3.95,1.27,2.04,9.33,1.74,4.96,9.55,7.30,2.33,5.26,4.67,72.72
95KK04W1,2787,71,27,44,266,64,207,261,240,49,143,112,1968,2.55,0.97,1.58,9.54,2.30,7.43,9.36,8.61,1.76,5.13,4.02,70.61
95KK05W1,2616,92,27,45,301,40,145,254,207,61,143,115,1873,3.52,1.03,1.72,11.51,1.53,5.54,9.71,7.91,2.33,5.47,4.40,71.60
95KK06W1,1885,96,30,29,255,43,143,216,200,35,126,98,1230,5.09,1.59,1.54,13.53,2.28,7.59,11.46,10.61,1.86,6.68,5.20,65.25
95KK07W1,2045,98,26,21,196,38,96,189,153,28,123,95,1461,4.79,1.27,1.03,9.58,1.86,4.69,9.24,7.48,1.37,6.01,4.65,71.44
95KK08W1,2646,117,33,40,286,55,162,278,202,51,165,120,1862,4.42,1.25,1.51,10.81,2.08,6.12,10.51,7.63,1.93,6.24,4.54,70.37
95KK09W1,2187,119,29,37,299,43,196,269,197,53,158,122,1435,5.44,1.33,1.69,13.67,1.97,8.96,12.30,9.01,2.42,7.22,5.58,65.61
95KK10W1,2181,91,31,29,192,34,82,189,152,29,108,85,1616,4.17,1.42,1.33,8.80,1.56,3.76,8.67,6.97,1.33,4.95,3.90,74.09
95KK11W1,2373,114,45,43,335,56,208,299,265,54,153,132,1563,4.80,1.90,1.81,14.12,2.36,8.77,12.60,11.17,2.28,6.45,5.56,65.87
95KK12W1,2309,93,33,27,213,34,138,191,174,34,128,78,1676,4.03,1.43,1.17,9.22,1.47,5.98,8.27,7.54,1.47,5.54,3.38,72.59
95KK13W1,1817,90,30,38,208,42,99,164,160,28,97,87,1281,4.95,1.65,2.09,11.45,2.31,5.45,9.03,8.81,1.54,5.34,4.79,70.50
95KK14W1,2041,111,32,25,267,56,145,231,186,24,118,120,1375,5.44,1.57,1.22,13.08,2.74,7.10,11.32,9.11,1.18,5.78,5.88,67.37
95KK15W1,2946,89,44,46,273,58,137,225,188,38,132,117,2192,3.02,1.49,1.56,9.27,1.97,4.65,7.64,6.38,1.29,4.48,3.97,74.41
95KK16W1,2216,128,54,38,313,45,153,285,218,75,157,150,1426,5.78,2.44,1.71,14.12,2.03,6.90,12.86,9.84,3.38,7.08,6.77,64.35
95LL01S1,2488,101,30,26,256,39,95,217,186,30,147,137,1764,4.06,1.21,1.05,10.29,1.57,3.82,8.72,7.48,1.21,5.91,5.51,70.90
95LL01S2,2443,83,27,33,192,32,97,175,175,17,102,109,1848,3.40,1.11,1.35,7.86,1.31,3.97,7.16,7.16,0.70,4.18,4.46,75.64
95LL02S1,1612,74,21,19,160,23,64,147,136,29,96,78,1153,4.59,1.30,1.18,9.93,1.43,3.97,9.12,8.44,1.80,5.96,4.84,71.53
95LL02S2,1430,78,22,25,193,37,126,190,144,29,88,94,921,5.45,1.54,1.75,13.50,2.59,8.81,13.29,10.07,2.03,6.15,6.57,64.41
95LL03W1,2436,122,49,48,347,53,162,307,256,66,147,140,1587,5.01,2.01,1.97,14.24,2.18,6.65,12.60,10.51,2.71,6.03,5.75,65.15
95LL04W1,2985,160,47,56,411,54,213,334,280,84,194,154,2004,5.36,1.57,1.88,13.77,1.81,7.14,11.19,9.38,2.81,6.50,5.16,67.14
95LL05S1,2383,104,20,45,191,32,70,178,147,39,128,102,1801,4.36,0.84,1.89,8.02,1.34,2.94,7.47,6.17,1.64,5.37,4.28,75.58
95LL05S2,1736,82,19,19,190,22,82,188,129,20,106,101,1225,4.72,1.09,1.09,10.94,1.27,4.72,10.83,7.43,1.15,6.11,5.82,70.56
95LL06S1,1654,102,30,15,158,21,57,165,126,11,98,77,1182,6.17,1.81,0.91,9.55,1.27,3.45,9.98,7.62,0.67,5.93,4.66,71.46
95LL06S2,1718,107,42,29,270,29,116,245,164,65,139,111,1079,6.23,2.44,1.69,15.72,1.69,6.75,14.26,9.55,3.78,8.09,6.46,62.81
95LL07W1,2131,146,45,35,324,54,171,293,255,50,166,129,1270,6.85,2.11,1.64,15.20,2.53,8.02,13.75,11.97,2.35,7.79,6.05,59.60
95LL08S1,1649,53,26,38,192,58,120,165,144,40,85,75,1153,3.21,1.58,2.30,11.64,3.52,7.28,10.01,8.73,2.43,5.15,4.55,69.92
95LL08S2,1671,73,19,43,217,38,154,185,155,36,106,89,1098,4.37,1.14,2.57,12.99,2.27,9.22,11.07,9.28,2.15,6.34,5.33,65.71
95LL09S1,1467,72,33,34,245,48,152,206,170,42,94,89,902,4.91,2.25,2.32,16.70,3.27,10.36,14.04,11.59,2.86,6.41,6.07,61.49
95LL09S2,1683,152,81,70,412,64,197,289,226,104,169,115,902,9.03,4.81,4.16,24.48,3.80,11.71,17.17,13.43,6.18,10.04,6.83,53.59
95LL10S1,3074,85,33,38,284,60,153,264,228,32,148,146,2258,2.77,1.07,1.24,9.24,1.95,4.98,8.59,7.42,1.04,4.81,4.75,73.45
95LL10S2,2401,99,30,30,193,42,66,184,171,22,134,101,1776,4.12,1.25,1.25,8.04,1.75,2.75,7.66,7.12,0.92,5.58,4.21,73.97
95LL11S1,1538,83,22,17,172,28,58,147,105,13,90,81,1091,5.40,1.43,1.11,11.18,1.82,3.77,9.56,6.83,0.85,5.85,5.27,70.94
95LL11S2,2451,94,25,19,187,25,77,186,139,30,114,103,1890,3.84,1.02,0.78,7.63,1.02,3.14,7.59,5.67,1.22,4.65,4.20,77.11
95LL12S1,2929,86,28,46,328,90,249,301,293,51,143,147,2096,2.94,0.96,1.57,11.20,3.07,8.50,10.28,10.00,1.74,4.88,5.02,71.56
95LL12S2,1283,51,15,31,187,61,124,173,170,36,75,89,806,3.98,1.17,2.42,14.58,4.75,9.66,13.48,13.25,2.81,5.85,6.94,62.82
95LL13S1,1401,72,22,24,167,40,87,154,139,29,85,84,968,5.14,1.57,1.71,11.92,2.86,6.21,10.99,9.92,2.07,6.07,6.00,69.09
95LL13S2,1344,70,21,31,218,46,126,195,172,44,96,89,842,5.21,1.56,2.31,16.22,3.42,9.38,14.51,12.80,3.27,7.14,6.62,62.65
95LL14S1,1270,78,40,32,280,38,117,231,192,38,111,75,729,6.14,3.15,2.52,22.05,2.99,9.21,18.19,15.12,2.99,8.74,5.91,57.40
95LL14S2,1381,70,30,17,201,34,109,170,144,26,108,79,855,5.07,2.17,1.23,14.55,2.46,7.89,12.31,10.43,1.88,7.82,5.72,61.91
95LL15S1,1449,82,34,35,230,47,109,189,139,37,134,82,890,5.66,2.35,2.42,15.87,3.24,7.52,13.04,9.59,2.55,9.25,5.66,61.42
95LL15S2,1599,113,51,48,268,25,137,222,137,77,148,109,979,7.07,3.19,3.00,16.76,1.56,8.57,13.88,8.57,4.82,9.26,6.82,61.23
95LL16S1,2791,138,32,39,267,35,119,255,186,29,175,143,2021,4.94,1.15,1.40,9.57,1.25,4.26,9.14,6.66,1.04,6.27,5.12,72.41
95LL16S2,3316,96,39,60,288,45,164,277,209,60,167,140,2511,2.90,1.18,1.81,8.69,1.36,4.95,8.35,6.30,1.81,5.04,4.22,75.72
95LL17W1,2539,171,54,32,356,42,133,330,250,40,194,119,1655,6.73,2.13,1.26,14.02,1.65,5.24,13.00,9.85,1.58,7.64,4.69,65.18
95LL18S1,1974,107,34,25,234,32,105,188,142,37,164,92,1349,5.42,1.72,1.27,11.85,1.62,5.32,9.52,7.19,1.87,8.31,4.66,68.34
95LL18S2,1377,79,24,24,144,35,61,137,102,20,103,88,930,5.74,1.74,1.74,10.46,2.54,4.43,9.95,7.41,1.45,7.48,6.39,67.54
95LL19S1,2283,121,24,32,229,35,86,203,163,28,156,118,1642,5.30,1.05,1.40,10.03,1.53,3.77,8.89,7.14,1.23,6.83,5.17,71.92
95LL19S2,2865,112,27,29,252,34,103,235,218,31,163,135,2087,3.91,0.94,1.01,8.80,1.19,3.60,8.20,7.61,1.08,5.69,4.71,72.84
95LL20W1,2401,120,35,30,317,61,197,313,249,54,154,107,1577,5.00,1.46,1.25,13.20,2.54,8.20,13.04,10.37,2.25,6.41,4.46,65.68
95LL21W1,3983,222,89,64,428,83,222,413,339,65,201,180,2750,5.57,2.23,1.61,10.75,2.08,5.57,10.37,8.51,1.63,5.05,4.52,69.04
95LL22W1,3728,126,35,51,399,74,265,349,292,47,207,161,2627,3.38,0.94,1.37,10.70,1.98,7.11,9.36,7.83,1.26,5.55,4.32,70.47
95LL23W1,2157,138,44,32,326,41,159,298,242,64,154,115,1352,6.40,2.04,1.48,15.11,1.90,7.37,13.82,11.22,2.97,7.14,5.33,62.68
95LL24S1,2027,75,26,25,157,33,69,156,117,20,98,89,1526,3.70,1.28,1.23,7.75,1.63,3.40,7.70,5.77,0.99,4.83,4.39,75.28
95LL24S2,1742,79,29,32,184,29,65,171,143,42,130,79,1240,4.54,1.66,1.84,10.56,1.66,3.73,9.82,8.21,2.41,7.46,4.54,71.18
95LL25S1,2583,132,31,19,199,32,99,194,183,32,142,90,1921,5.11,1.20,0.74,7.70,1.24,3.83,7.51,7.08,1.24,5.50,3.48,74.37
95LL25S2,1953,106,25,17,158,21,80,173,111,20,131,107,1414,5.43,1.28,0.87,8.09,1.08,4.10,8.86,5.68,1.02,6.71,5.48,72.40
95LL26S1,1519,67,32,26,246,36,159,201,178,44,121,83,940,4.41,2.11,1.71,16.19,2.37,10.47,13.23,11.72,2.90,7.97,5.46,61.88
95LL26S2,2179,72,19,19,200,29,95,165,167,16,98,116,1599,3.30,0.87,0.87,9.18,1.33,4.36,7.57,7.66,0.73,4.50,5.32,73.38
95MM01S1,1471,75,27,50,208,61,164,187,153,52,98,80,934,5.10,1.84,3.40,14.14,4.15,11.15,12.71,10.40,3.54,6.66,5.44,63.49
95MM01S2,1777,49,8,20,130,33,86,115,131,44,85,69,1343,2.76,0.45,1.13,7.32,1.86,4.84,6.47,7.37,2.48,4.78,3.88,75.58
95MM01S3,1614,66,16,10,142,35,85,149,138,22,105,87,1143,4.09,0.99,0.62,8.80,2.17,5.27,9.23,8.55,1.36,6.51,5.39,70.82
95MM02S1,1559,114,43,32,244,37,92,180,136,28,125,104,987,7.31,2.76,2.05,15.65,2.37,5.90,11.55,8.72,1.80,8.02,6.67,63.31
95MM02S2,1685,68,19,16,155,24,58,118,140,24,94,77,1263,4.04,1.13,0.95,9.20,1.42,3.44,7.00,8.31,1.42,5.58,4.57,74.96
95MM03W1,3508,120,63,47,299,82,162,263,226,41,158,166,2591,3.42,1.80,1.34,8.52,2.34,4.62,7.50,6.44,1.17,4.50,4.73,73.86
95MM04W1,2151,135,48,43,445,68,203,334,304,67,196,153,1252,6.28,2.23,2.00,20.69,3.16,9.44,15.53,14.13,3.11,9.11,7.11,58.21
95MM05W1,2495,135,56,62,491,79,305,420,394,127,200,191,1419,5.41,2.24,2.48,19.68,3.17,12.22,16.83,15.79,5.09,8.02,7.66,56.87
95MM06S1,1376,53,28,27,205,42,107,165,151,33,90,100,896,3.85,2.03,1.96,14.90,3.05,7.78,11.99,10.97,2.40,6.54,7.27,65.12
95MM06S2,1227,67,25,39,197,42,152,152,138,58,88,80,740,5.46,2.04,3.18,16.06,3.42,12.39,12.39,11.25,4.73,7.17,6.52,60.31
95MM07W1,2601,176,49,40,394,58,215,325,277,71,215,164,1595,6.77,1.88,1.54,15.15,2.23,8.27,12.50,10.65,2.73,8.27,6.31,61.32
95MM08S1,1291,78,52,21,210,21,127,173,154,29,94,83,777,6.04,4.03,1.63,16.27,1.63,9.84,13.40,11.93,2.25,7.28,6.43,60.19
95MM08S2,1656,123,33,20,217,27,95,200,161,33,132,94,1080,7.43,1.99,1.21,13.10,1.63,5.74,12.08,9.72,1.99,7.97,5.68,65.22
95MM09S1,1588,55,23,27,150,37,88,116,115,26,72,63,1155,3.46,1.45,1.70,9.45,2.33,5.54,7.30,7.24,1.64,4.53,3.97,72.73
95MM09S2,1974,83,28,26,210,32,96,188,149,20,106,106,1405,4.20,1.42,1.32,10.64,1.62,4.86,9.52,7.55,1.01,5.37,5.37,71.18
95MM10S1,1456,53,22,33,182,50,162,168,180,35,80,89,948,3.64,1.51,2.27,12.50,3.43,11.13,11.54,12.36,2.40,5.49,6.11,65.11
95MM10S2,1294,49,22,26,228,40,140,175,147,32,74,95,811,3.79,1.70,2.01,17.62,3.09,10.82,13.52,11.36,2.47,5.72,7.34,62.67
95MM11W1,2277,103,54,49,399,77,230,324,315,73,167,162,1402,4.52,2.37,2.15,17.52,3.38,10.10,14.23,13.83,3.21,7.33,7.11,61.57
95MM12S1,2022,72,25,45,220,48,133,198,186,35,90,106,1415,3.56,1.24,2.23,10.88,2.37,6.58,9.79,9.20,1.73,4.45,5.24,69.98
95MM12S2,1298,38,20,23,163,58,156,146,160,33,73,72,849,2.93,1.54,1.77,12.56,4.47,12.02,11.25,12.33,2.54,5.62,5.55,65.41
95MM12S3,2538,69,36,51,255,97,210,221,271,58,108,128,1813,2.72,1.42,2.01,10.05,3.82,8.27,8.71,10.68,2.29,4.26,5.04,71.43
95MM13S1,1205,35,14,16,125,26,56,98,96,14,81,91,853,2.90,1.16,1.33,10.37,2.16,4.65,8.13,7.97,1.16,6.72,7.55,70.79
95MM13S2,1236,49,19,25,214,40,147,196,181,37,99,83,750,3.96,1.54,2.02,17.31,3.24,11.89,15.86,14.64,2.99,8.01,6.72,60.68
95MM13S3,1569,48,16,23,191,45,150,175,172,35,90,79,1092,3.06,1.02,1.47,12.17,2.87,9.56,11.15,10.96,2.23,5.74,5.04,69.60
95MM13S4,2553,84,36,44,289,79,168,256,255,54,144,149,1791,3.29,1.41,1.72,11.32,3.09,6.58,10.03,9.99,2.12,5.64,5.84,70.15
95MM13S5,2309,50,12,20,113,31,72,107,157,13,74,99,1834,2.17,0.52,0.87,4.89,1.34,3.12,4.63,6.80,0.56,3.20,4.29,79.43
95MM14S1,833,85,42,14,181,19,66,116,90,64,78,53,465,10.20,5.04,1.68,21.73,2.28,7.92,13.93,10.80,7.68,9.36,6.36,55.82
95MM14S2,1736,109,52,43,279,71,167,219,174,52,138,102,1085,6.28,3.00,2.48,16.07,4.09,9.62,12.62,10.02,3.00,7.95,5.88,62.50
95MM15S1,1753,103,25,25,235,22,84,180,171,44,158,94,1132,5.88,1.43,1.43,13.41,1.25,4.79,10.27,9.75,2.51,9.01,5.36,64.58
95MM15S2,2648,111,24,29,207,50,125,210,177,27,134,106,1985,4.19,0.91,1.10,7.82,1.89,4.72,7.93,6.68,1.02,5.06,4.00,74.96
95MM16S1,2407,82,48,41,253,52,176,202,224,33,132,118,1733,3.41,1.99,1.70,10.51,2.16,7.31,8.39,9.31,1.37,5.48,4.90,72.00
95MM16S2,3338,102,43,59,251,66,187,231,230,53,178,135,2489,3.06,1.29,1.77,7.52,1.98,5.60,6.92,6.89,1.59,5.33,4.04,74.57
95MM17S1,1962,67,22,21,154,31,80,141,162,18,99,104,1442,3.41,1.12,1.07,7.85,1.58,4.08,7.19,8.26,0.92,5.05,5.30,73.50
95MM17S2,1787,118,41,25,257,40,156,216,187,31,157,94,1100,6.60,2.29,1.40,14.38,2.24,8.73,12.09,10.46,1.73,8.79,5.26,61.56
95MM18S1,2241,90,23,38,212,49,124,196,133,22,122,109,1622,4.02,1.03,1.70,9.46,2.19,5.53,8.75,5.93,0.98,5.44,4.86,72.38
95MM18S2,2939,114,32,52,244,97,170,218,234,34,147,152,2153,3.88,1.09,1.77,8.30,3.30,5.78,7.42,7.96,1.16,5.00,5.17,73.26
95MM19S1,1558,81,25,20,205,26,90,180,151,25,131,102,1001,5.20,1.60,1.28,13.16,1.67,5.78,11.55,9.69,1.60,8.41,6.55,64.25
95MM19S2,1486,52,19,13,108,31,101,116,135,14,75,62,1051,3.50,1.28,0.87,7.27,2.09,6.80,7.81,9.08,0.94,5.05,4.17,70.73
95MM20S1,1614,110,37,50,303,39,124,255,183,40,146,103,967,6.82,2.29,3.10,18.77,2.42,7.68,15.80,11.34,2.48,9.05,6.38,59.91
95MM20S2,1752,107,40,29,250,32,94,215,180,33,148,100,1129,6.11,2.28,1.66,14.27,1.83,5.37,12.27,10.27,1.88,8.45,5.71,64.44
95MM21S1,1644,88,34,25,210,24,123,193,130,36,120,71,1143,5.35,2.07,1.52,12.77,1.46,7.48,11.74,7.91,2.19,7.30,4.32,69.53
95MM21S2,1762,81,20,19,164,29,61,158,118,21,121,101,1245,4.60,1.14,1.08,9.31,1.65,3.46,8.97,6.70,1.19,6.87,5.73,70.66
95MM22S1,1239,77,21,29,138,29,84,125,121,19,85,70,804,6.21,1.69,2.34,11.14,2.34,6.78,10.09,9.77,1.53,6.86,5.65,64.89
