GeographyCode,KS103NI0001,KS103NI0002,KS103NI0003,KS103NI0004,KS103NI0005,KS103NI0006,KS103NI0007,KS103NI0008,KS103NI0009,KS103NI0010,KS103NI0011,KS103NI0012,KS103NI0013
95GG43S3,1432,625,499,2,71,110,125,43.65,34.85,0.14,4.96,7.68,8.73
95GG44S1,2316,1292,511,5,126,250,132,55.79,22.06,0.22,5.44,10.79,5.70
95GG44S2,2168,1089,553,9,147,235,135,50.23,25.51,0.42,6.78,10.84,6.23
95GG45S1,1408,369,838,0,41,39,121,26.21,59.52,0,2.91,2.77,8.59
95GG45S2,1226,523,396,0,74,120,113,42.66,32.30,0,6.04,9.79,9.22
95GG45S3,1322,537,557,0,53,67,108,40.62,42.13,0,4.01,5.07,8.17
95GG46S1,1348,642,393,0,132,85,96,47.63,29.15,0,9.79,6.31,7.12
95GG46S2,1418,669,409,0,141,80,119,47.18,28.84,0,9.94,5.64,8.39
95GG46S3,1326,659,318,0,154,74,121,49.70,23.98,0,11.61,5.58,9.13
95GG47S1,1831,1007,399,6,146,147,126,55.00,21.79,0.33,7.97,8.03,6.88
95GG47S2,1373,679,350,2,117,99,126,49.45,25.49,0.15,8.52,7.21,9.18
95GG47S3,1425,749,332,0,112,122,110,52.56,23.30,0,7.86,8.56,7.72
95GG48S1,1222,647,323,0,101,67,84,52.95,26.43,0,8.27,5.48,6.87
95GG48S2,1661,923,308,2,202,96,130,55.57,18.54,0.12,12.16,5.78,7.83
95GG48S3,1259,669,289,0,143,60,98,53.14,22.95,0,11.36,4.77,7.78
95GG49S1,1441,885,384,0,39,59,74,61.42,26.65,0,2.71,4.09,5.14
95GG49S2,2123,1658,335,5,21,53,51,78.10,15.78,0.24,0.99,2.50,2.40
95GG49S3,1976,1641,216,4,23,41,51,83.05,10.93,0.20,1.16,2.07,2.58
