GeographyCode,KS610NI0001,KS610NI0002,KS610NI0003,KS610NI0004,KS610NI0005,KS610NI0006,KS610NI0007,KS610NI0008,KS610NI0009,KS610NI0010,KS610NI0011,KS610NI0012,KS610NI0013,KS610NI0014,KS610NI0015,KS610NI0016,KS610NI0017,KS610NI0018,KS610NI0019
95AA01S1,180,16,16,26,51,4,30,19,1,17,8.89,8.89,14.44,28.33,2.22,16.67,10.56,0.56,9.44
95AA01S2,424,37,93,37,90,17,60,51,8,31,8.73,21.93,8.73,21.23,4.01,14.15,12.03,1.89,7.31
95AA01S3,376,31,103,29,82,16,41,37,8,29,8.24,27.39,7.71,21.81,4.26,10.90,9.84,2.13,7.71
95AA02W1,401,13,45,31,74,14,76,65,11,72,3.24,11.22,7.73,18.45,3.49,18.95,16.21,2.74,17.96
95AA03W1,384,13,46,17,50,19,93,65,8,73,3.39,11.98,4.43,13.02,4.95,24.22,16.93,2.08,19.01
95AA04W1,722,54,150,81,153,38,110,70,9,57,7.48,20.78,11.22,21.19,5.26,15.24,9.70,1.25,7.89
95AA05W1,619,39,145,44,127,17,128,59,14,46,6.30,23.42,7.11,20.52,2.75,20.68,9.53,2.26,7.43
95AA06S1,450,18,64,39,108,15,101,69,2,34,4.00,14.22,8.67,24.00,3.33,22.44,15.33,0.44,7.56
95AA06S2,612,32,91,49,156,13,110,99,10,52,5.23,14.87,8.01,25.49,2.12,17.97,16.18,1.63,8.50
95AA07W1,491,34,96,22,110,21,90,49,10,59,6.92,19.55,4.48,22.40,4.28,18.33,9.98,2.04,12.02
95AA08W1,365,8,37,27,47,8,85,62,16,75,2.19,10.14,7.40,12.88,2.19,23.29,16.99,4.38,20.55
95AA09W1,461,34,60,27,66,15,84,67,15,93,7.38,13.02,5.86,14.32,3.25,18.22,14.53,3.25,20.17
95AA10W1,406,28,69,16,73,12,73,55,11,69,6.90,17.00,3.94,17.98,2.96,17.98,13.55,2.71,17.00
95AA11S1,699,52,131,49,142,22,115,77,25,86,7.44,18.74,7.01,20.31,3.15,16.45,11.02,3.58,12.30
95AA11S2,642,46,156,51,133,16,96,82,14,48,7.17,24.30,7.94,20.72,2.49,14.95,12.77,2.18,7.48
95AA12W1,665,72,172,58,155,18,78,65,9,38,10.83,25.86,8.72,23.31,2.71,11.73,9.77,1.35,5.71
95AA13S1,399,24,98,32,81,8,69,35,13,39,6.02,24.56,8.02,20.30,2.01,17.29,8.77,3.26,9.77
95AA13S2,383,28,80,27,81,14,64,32,15,42,7.31,20.89,7.05,21.15,3.66,16.71,8.36,3.92,10.97
95AA14W1,558,36,137,50,128,22,68,70,6,41,6.45,24.55,8.96,22.94,3.94,12.19,12.54,1.08,7.35
95AA15S1,722,42,160,52,144,19,111,86,7,101,5.82,22.16,7.20,19.94,2.63,15.37,11.91,0.97,13.99
95AA15S2,336,11,52,22,60,9,75,39,10,58,3.27,15.48,6.55,17.86,2.68,22.32,11.61,2.98,17.26
95AA16W1,397,18,34,17,75,10,65,68,14,96,4.53,8.56,4.28,18.89,2.52,16.37,17.13,3.53,24.18
95AA17W1,500,36,83,26,87,18,96,55,17,82,7.20,16.60,5.20,17.40,3.60,19.20,11.00,3.40,16.40
95AA18W1,527,74,134,52,104,13,56,63,8,23,14.04,25.43,9.87,19.73,2.47,10.63,11.95,1.52,4.36
95AA19W1,554,24,133,40,106,27,101,64,6,53,4.33,24.01,7.22,19.13,4.87,18.23,11.55,1.08,9.57
