GeographyCode,KS701NI0001,KS701NI0002,KS701NI0003,KS701NI0004,KS701NI0005,KS701NI0006,KS701NI0007,KS701NI0008,KS701NI0009,KS701NI0010,KS701NI0011,KS701NI0012,KS701NI0013,KS701NI0014,KS701NI0015,KS701NI0016,KS701NI0017,KS701NI0018,KS701NI0019,KS701NI0020,KS701NI0021,KS701NI0022,KS701NI0023,KS701NI0024,KS701NI0025,KS701NI0026,KS701NI0027,KS701NI0028,KS701NI0029
95FF06S2,1004,98,4,48,3,672,28,100,0,4,40,7,982,49,22,3,9.76,0.40,4.78,0.30,66.93,2.79,9.96,0,0.40,3.98,0.70,4.99,13.64
95FF07W1,1027,74,1,47,4,558,70,109,10,1,148,5,914,36,113,12,7.21,0.10,4.58,0.39,54.33,6.82,10.61,0.97,0.10,14.41,0.49,3.94,10.62
95FF08W1,905,85,6,38,1,542,47,92,7,3,80,4,853,39,52,5,9.39,0.66,4.20,0.11,59.89,5.19,10.17,0.77,0.33,8.84,0.44,4.57,9.62
95FF09W1,977,93,9,34,2,615,69,94,4,5,45,7,915,27,62,16,9.52,0.92,3.48,0.20,62.95,7.06,9.62,0.41,0.51,4.61,0.72,2.95,25.81
95FF10W1,1656,230,7,29,1,1117,47,163,4,5,26,27,1640,36,16,0,13.89,0.42,1.75,0.06,67.45,2.84,9.84,0.24,0.30,1.57,1.63,2.20,0
95FF11W1,1215,214,3,16,2,802,24,115,3,2,14,20,1206,18,9,1,17.61,0.25,1.32,0.16,66.01,1.98,9.47,0.25,0.16,1.15,1.65,1.49,11.11
95FF12W1,1253,147,14,36,3,803,61,143,6,4,25,11,1219,42,31,8,11.73,1.12,2.87,0.24,64.09,4.87,11.41,0.48,0.32,2.00,0.88,3.45,25.81
95FF13W1,1213,177,14,21,1,792,25,123,7,3,34,16,1199,30,14,5,14.59,1.15,1.73,0.08,65.29,2.06,10.14,0.58,0.25,2.80,1.32,2.50,35.71
95FF14W1,1129,187,3,25,2,746,24,111,3,2,10,16,1120,27,9,1,16.56,0.27,2.21,0.18,66.08,2.13,9.83,0.27,0.18,0.89,1.42,2.41,11.11
95FF15W1,1077,97,2,21,6,669,58,118,1,2,86,17,1025,17,52,6,9.01,0.19,1.95,0.56,62.12,5.39,10.96,0.09,0.19,7.99,1.58,1.66,11.54
95FF16W1,1029,73,4,23,3,702,40,113,9,2,53,7,997,22,32,5,7.09,0.39,2.24,0.29,68.22,3.89,10.98,0.87,0.19,5.15,0.68,2.21,15.63
95FF17W1,693,55,3,32,0,354,42,71,7,0,122,7,590,24,103,11,7.94,0.43,4.62,0,51.08,6.06,10.25,1.01,0,17.60,1.01,4.07,10.68
95GG01S1,588,37,16,101,4,250,28,58,36,4,50,4,519,89,69,28,6.29,2.72,17.18,0.68,42.52,4.76,9.86,6.12,0.68,8.50,0.68,17.15,40.58
95GG01S2,499,36,7,100,3,185,17,54,28,2,65,2,418,74,81,33,7.21,1.40,20.04,0.60,37.07,3.41,10.82,5.61,0.40,13.03,0.40,17.70,40.74
95GG01S3,563,49,3,101,1,224,29,44,29,3,74,6,452,68,111,36,8.70,0.53,17.94,0.18,39.79,5.15,7.82,5.15,0.53,13.14,1.07,15.04,32.43
95GG02S1,441,34,1,87,1,125,24,41,44,6,78,0,275,37,166,51,7.71,0.23,19.73,0.23,28.34,5.44,9.30,9.98,1.36,17.69,0,13.45,30.72
95GG02S2,482,23,3,92,2,142,30,32,52,4,99,3,266,31,216,64,4.77,0.62,19.09,0.41,29.46,6.22,6.64,10.79,0.83,20.54,0.62,11.65,29.63
95GG02S3,492,33,1,103,3,151,30,28,44,3,96,0,245,30,247,74,6.71,0.20,20.93,0.61,30.69,6.10,5.69,8.94,0.61,19.51,0,12.24,29.96
95GG03S1,981,76,3,120,7,538,38,88,6,28,72,5,911,90,70,33,7.75,0.31,12.23,0.71,54.84,3.87,8.97,0.61,2.85,7.34,0.51,9.88,47.14
95GG03S2,894,91,5,111,6,483,23,79,4,18,68,6,843,97,51,19,10.18,0.56,12.42,0.67,54.03,2.57,8.84,0.45,2.01,7.61,0.67,11.51,37.25
95GG03S3,1054,72,12,144,7,507,29,114,16,31,113,9,918,113,136,43,6.83,1.14,13.66,0.66,48.10,2.75,10.82,1.52,2.94,10.72,0.85,12.31,31.62
95GG04S1,518,31,9,62,2,151,25,33,16,9,175,5,355,32,163,39,5.98,1.74,11.97,0.39,29.15,4.83,6.37,3.09,1.74,33.78,0.97,9.01,23.93
95GG04S2,419,33,6,65,1,113,17,26,19,9,128,2,300,37,119,34,7.88,1.43,15.51,0.24,26.97,4.06,6.21,4.53,2.15,30.55,0.48,12.33,28.57
95GG04S3,571,30,7,104,3,179,32,28,18,17,152,1,321,39,250,72,5.25,1.23,18.21,0.53,31.35,5.60,4.90,3.15,2.98,26.62,0.18,12.15,28.80
95GG05S1,996,85,5,134,2,389,30,62,9,59,219,2,769,73,226,66,8.53,0.50,13.45,0.20,39.06,3.01,6.22,0.90,5.92,21.99,0.20,9.49,29.20
95GG05S2,1176,108,10,116,6,434,32,64,22,66,315,3,921,61,255,65,9.18,0.85,9.86,0.51,36.90,2.72,5.44,1.87,5.61,26.79,0.26,6.62,25.49
95GG05S3,1070,76,8,124,7,320,35,51,16,76,349,8,729,65,341,67,7.10,0.75,11.59,0.65,29.91,3.27,4.77,1.50,7.10,32.62,0.75,8.92,19.65
95GG06S1,681,50,1,141,4,293,57,58,15,2,57,3,534,81,147,61,7.34,0.15,20.70,0.59,43.02,8.37,8.52,2.20,0.29,8.37,0.44,15.17,41.50
95GG06S2,743,41,3,147,13,342,54,50,12,9,66,6,615,94,128,56,5.52,0.40,19.78,1.75,46.03,7.27,6.73,1.62,1.21,8.88,0.81,15.28,43.75
95GG06S3,843,42,6,150,8,436,47,88,5,4,55,2,753,109,90,47,4.98,0.71,17.79,0.95,51.72,5.58,10.44,0.59,0.47,6.52,0.24,14.48,52.22
95GG07S1,693,55,1,82,3,194,34,55,54,6,206,3,490,39,203,44,7.94,0.14,11.83,0.43,27.99,4.91,7.94,7.79,0.87,29.73,0.43,7.96,21.67
95GG07S2,526,51,0,95,2,121,22,27,42,10,153,3,288,34,238,61,9.70,0,18.06,0.38,23.00,4.18,5.13,7.98,1.90,29.09,0.57,11.81,25.63
95GG07S3,570,37,3,77,0,152,25,36,45,10,183,2,366,42,204,38,6.49,0.53,13.51,0,26.67,4.39,6.32,7.89,1.75,32.11,0.35,11.48,18.63
95GG08S1,550,45,2,78,9,310,31,48,7,4,15,1,518,63,32,17,8.18,0.36,14.18,1.64,56.36,5.64,8.73,1.27,0.73,2.73,0.18,12.16,53.13
95GG08S2,635,51,3,118,6,287,35,55,17,4,59,0,472,58,163,63,8.03,0.47,18.58,0.94,45.20,5.51,8.66,2.68,0.63,9.29,0,12.29,38.65
95GG08S3,765,55,6,130,7,379,46,70,14,5,47,6,646,90,119,46,7.19,0.78,16.99,0.92,49.54,6.01,9.15,1.83,0.65,6.14,0.78,13.93,38.66
95GG09S1,917,90,12,75,5,550,31,84,3,18,44,5,889,80,28,7,9.81,1.31,8.18,0.55,59.98,3.38,9.16,0.33,1.96,4.80,0.55,9.00,25.00
95GG09S2,884,56,11,105,10,483,39,79,3,18,72,8,818,95,66,21,6.33,1.24,11.88,1.13,54.64,4.41,8.94,0.34,2.04,8.14,0.90,11.61,31.82
95GG09S3,923,52,7,151,6,484,47,67,24,8,75,2,774,90,149,68,5.63,0.76,16.36,0.65,52.44,5.09,7.26,2.60,0.87,8.13,0.22,11.63,45.64
95GG10S1,786,58,9,81,4,256,26,41,21,35,252,3,467,33,319,57,7.38,1.15,10.31,0.51,32.57,3.31,5.22,2.67,4.45,32.06,0.38,7.07,17.87
95GG10S2,871,54,14,74,5,283,33,55,14,24,310,5,533,29,338,59,6.20,1.61,8.50,0.57,32.49,3.79,6.31,1.61,2.76,35.59,0.57,5.44,17.46
95GG11S1,823,43,2,174,5,322,45,50,13,21,140,8,554,80,269,96,5.22,0.24,21.14,0.61,39.13,5.47,6.08,1.58,2.55,17.01,0.97,14.44,35.69
95GG11S2,774,54,5,89,5,398,24,73,8,24,86,8,701,69,72,24,6.98,0.65,11.50,0.65,51.42,3.10,9.43,1.03,3.10,11.11,1.03,9.84,33.33
95GG11S3,934,50,6,160,7,361,50,80,15,30,172,3,666,78,266,88,5.35,0.64,17.13,0.75,38.65,5.35,8.57,1.61,3.21,18.42,0.32,11.71,33.08
95GG12S1,476,42,10,42,1,136,6,13,6,20,198,2,296,22,173,28,8.82,2.10,8.82,0.21,28.57,1.26,2.73,1.26,4.20,41.60,0.42,7.43,16.18
95GG12S2,436,41,8,51,0,101,16,20,14,20,164,1,242,24,194,35,9.40,1.83,11.70,0,23.17,3.67,4.59,3.21,4.59,37.61,0.23,9.92,18.04
95GG12S3,473,43,6,48,2,115,15,20,6,20,196,2,275,21,196,33,9.09,1.27,10.15,0.42,24.31,3.17,4.23,1.27,4.23,41.44,0.42,7.64,16.84
95GG12S4,554,41,18,71,0,117,14,23,10,8,249,3,255,28,291,60,7.40,3.25,12.82,0,21.12,2.53,4.15,1.81,1.44,44.95,0.54,10.98,20.62
95GG12S5,714,37,12,71,7,206,21,23,28,22,284,3,393,32,321,51,5.18,1.68,9.94,0.98,28.85,2.94,3.22,3.92,3.08,39.78,0.42,8.14,15.89
95GG13S1,489,42,0,94,2,219,27,41,12,7,44,1,396,46,92,47,8.59,0,19.22,0.41,44.79,5.52,8.38,2.45,1.43,9.00,0.20,11.62,51.09
95GG13S2,742,51,2,85,3,444,28,72,11,16,22,8,684,70,58,17,6.87,0.27,11.46,0.40,59.84,3.77,9.70,1.48,2.16,2.96,1.08,10.23,29.31
95GG13S3,658,47,4,107,0,349,50,44,8,8,37,4,565,74,93,37,7.14,0.61,16.26,0,53.04,7.60,6.69,1.22,1.22,5.62,0.61,13.10,39.78
95GG14S1,733,46,1,89,5,418,51,79,7,11,23,3,704,81,29,9,6.28,0.14,12.14,0.68,57.03,6.96,10.78,0.95,1.50,3.14,0.41,11.51,31.03
95GG14S2,710,62,4,77,1,434,28,69,4,8,19,4,673,63,37,18,8.73,0.56,10.85,0.14,61.13,3.94,9.72,0.56,1.13,2.68,0.56,9.36,48.65
95GG14S3,741,51,3,70,4,444,48,87,3,3,27,1,717,68,24,5,6.88,0.40,9.45,0.54,59.92,6.48,11.74,0.40,0.40,3.64,0.13,9.48,20.83
95GG15S1,810,77,6,47,4,507,36,97,4,18,10,4,796,49,14,4,9.51,0.74,5.80,0.49,62.59,4.44,11.98,0.49,2.22,1.23,0.49,6.16,28.57
95GG15S2,1031,86,4,107,8,638,28,88,7,13,49,3,970,95,55,16,8.34,0.39,10.38,0.78,61.88,2.72,8.54,0.68,1.26,4.75,0.29,9.79,29.09
95GG15S3,783,58,1,110,8,412,33,78,6,13,61,3,694,78,89,33,7.41,0.13,14.05,1.02,52.62,4.21,9.96,0.77,1.66,7.79,0.38,11.24,37.08
95GG16S1,780,65,2,146,5,319,41,45,23,19,111,4,589,73,190,75,8.33,0.26,18.72,0.64,40.90,5.26,5.77,2.95,2.44,14.23,0.51,12.39,39.47
95GG16S2,804,62,4,140,8,363,40,70,20,14,78,5,669,95,135,49,7.71,0.50,17.41,1.00,45.15,4.98,8.71,2.49,1.74,9.70,0.62,14.20,36.30
95GG16S3,643,40,1,96,3,327,36,63,11,6,55,5,573,71,70,26,6.22,0.16,14.93,0.47,50.86,5.60,9.80,1.71,0.93,8.55,0.78,12.39,37.14
95GG17S1,628,54,3,96,1,245,43,58,21,10,92,5,462,44,166,55,8.60,0.48,15.29,0.16,39.01,6.85,9.24,3.34,1.59,14.65,0.80,9.52,33.13
95GG17S2,661,41,4,130,3,310,43,59,8,3,55,5,603,103,58,31,6.20,0.61,19.67,0.45,46.90,6.51,8.93,1.21,0.45,8.32,0.76,17.08,53.45
95GG17S3,541,32,2,102,5,222,31,55,15,2,72,3,422,64,119,40,5.91,0.37,18.85,0.92,41.04,5.73,10.17,2.77,0.37,13.31,0.55,15.17,33.61
95GG18S1,678,54,0,122,1,166,28,48,54,8,196,1,405,57,273,65,7.96,0,17.99,0.15,24.48,4.13,7.08,7.96,1.18,28.91,0.15,14.07,23.81
95GG18S2,805,54,5,120,4,221,25,48,52,11,263,2,467,52,338,73,6.71,0.62,14.91,0.50,27.45,3.11,5.96,6.46,1.37,32.67,0.25,11.13,21.60
95GG19S1,433,41,7,54,1,151,26,21,19,7,103,3,277,25,156,36,9.47,1.62,12.47,0.23,34.87,6.00,4.85,4.39,1.62,23.79,0.69,9.03,23.08
95GG19S2,666,54,3,87,2,249,40,56,24,8,141,2,441,43,225,47,8.11,0.45,13.06,0.30,37.39,6.01,8.41,3.60,1.20,21.17,0.30,9.75,20.89
95GG20S1,1079,65,17,170,8,364,55,50,20,16,307,7,664,79,409,107,6.02,1.58,15.76,0.74,33.73,5.10,4.63,1.85,1.48,28.45,0.65,11.90,26.16
95GG20S2,613,37,3,104,3,236,34,43,21,13,115,4,419,56,194,51,6.04,0.49,16.97,0.49,38.50,5.55,7.01,3.43,2.12,18.76,0.65,13.37,26.29
95GG21S1,343,33,7,48,0,62,19,17,25,1,130,1,174,24,168,31,9.62,2.04,13.99,0,18.08,5.54,4.96,7.29,0.29,37.90,0.29,13.79,18.45
95GG21S2,379,27,3,36,0,82,22,13,23,4,168,1,176,14,199,25,7.12,0.79,9.50,0,21.64,5.80,3.43,6.07,1.06,44.33,0.26,7.95,12.56
95GG21S3,602,59,9,74,2,133,10,25,33,13,242,2,276,25,325,58,9.80,1.50,12.29,0.33,22.09,1.66,4.15,5.48,2.16,40.20,0.33,9.06,17.85
95GG22S1,663,49,2,97,1,257,30,50,47,17,108,5,509,65,154,34,7.39,0.30,14.63,0.15,38.76,4.52,7.54,7.09,2.56,16.29,0.75,12.77,22.08
95GG22S2,662,40,1,116,2,303,38,44,36,3,79,0,582,91,80,26,6.04,0.15,17.52,0.30,45.77,5.74,6.65,5.44,0.45,11.93,0,15.64,32.50
95GG22S3,595,47,4,81,1,263,37,46,42,6,67,1,506,69,89,16,7.90,0.67,13.61,0.17,44.20,6.22,7.73,7.06,1.01,11.26,0.17,13.64,17.98
95GG23S1,648,43,5,89,2,371,30,58,8,5,32,5,624,83,24,11,6.64,0.77,13.73,0.31,57.25,4.63,8.95,1.23,0.77,4.94,0.77,13.30,45.83
95GG23S2,623,51,17,84,0,350,26,56,2,7,26,4,597,85,26,16,8.19,2.73,13.48,0,56.18,4.17,8.99,0.32,1.12,4.17,0.64,14.24,61.54
95GG23S3,750,53,11,106,1,417,40,78,3,4,36,1,713,100,37,17,7.07,1.47,14.13,0.13,55.60,5.33,10.40,0.40,0.53,4.80,0.13,14.03,45.95
95GG24S1,526,31,2,81,3,291,27,36,10,5,36,4,477,57,49,26,5.89,0.38,15.40,0.57,55.32,5.13,6.84,1.90,0.95,6.84,0.76,11.95,53.06
95GG24S2,649,33,2,115,6,299,47,55,15,7,66,4,506,62,143,55,5.08,0.31,17.72,0.92,46.07,7.24,8.47,2.31,1.08,10.17,0.62,12.25,38.46
95GG24S3,718,59,8,103,0,360,33,75,16,13,45,6,643,79,75,32,8.22,1.11,14.35,0,50.14,4.60,10.45,2.23,1.81,6.27,0.84,12.29,42.67
95GG25S1,717,55,2,138,0,297,52,56,40,1,75,1,585,86,130,53,7.67,0.28,19.25,0,41.42,7.25,7.81,5.58,0.14,10.46,0.14,14.70,40.77
95GG25S2,695,55,2,116,2,304,26,60,53,6,68,3,573,79,122,39,7.91,0.29,16.69,0.29,43.74,3.74,8.63,7.63,0.86,9.78,0.43,13.79,31.97
95GG25S3,581,42,2,88,2,228,24,48,69,3,69,6,432,49,149,41,7.23,0.34,15.15,0.34,39.24,4.13,8.26,11.88,0.52,11.88,1.03,11.34,27.52
95GG26S1,616,45,1,125,5,255,40,49,24,4,67,1,460,68,156,58,7.31,0.16,20.29,0.81,41.40,6.49,7.95,3.90,0.65,10.88,0.16,14.78,37.18
95GG26S2,580,37,3,123,8,226,41,54,21,4,60,3,420,59,160,67,6.38,0.52,21.21,1.38,38.97,7.07,9.31,3.62,0.69,10.34,0.52,14.05,41.88
95GG27S1,612,54,4,79,2,318,43,45,27,2,33,5,556,65,50,18,8.82,0.65,12.91,0.33,51.96,7.03,7.35,4.41,0.33,5.39,0.82,11.69,36.00
95GG27S2,523,36,2,97,2,228,24,49,45,4,31,5,409,50,114,49,6.88,0.38,18.55,0.38,43.59,4.59,9.37,8.60,0.76,5.93,0.96,12.22,42.98
95GG27S3,591,53,3,95,0,251,27,33,74,4,51,0,457,59,134,39,8.97,0.51,16.07,0,42.47,4.57,5.58,12.52,0.68,8.63,0,12.91,29.10
95GG27S4,448,38,0,71,1,154,16,44,73,3,45,3,316,32,126,39,8.48,0,15.85,0.22,34.38,3.57,9.82,16.29,0.67,10.04,0.67,10.13,30.95
95GG28S1,981,66,0,122,6,554,60,94,18,8,52,1,911,88,70,34,6.73,0,12.44,0.61,56.47,6.12,9.58,1.83,0.82,5.30,0.10,9.66,48.57
95GG28S2,638,63,0,88,3,291,49,54,20,8,60,2,555,60,83,28,9.87,0,13.79,0.47,45.61,7.68,8.46,3.13,1.25,9.40,0.31,10.81,33.73
95GG28S3,591,43,1,115,4,221,41,52,29,6,78,1,410,55,181,61,7.28,0.17,19.46,0.68,37.39,6.94,8.80,4.91,1.02,13.20,0.17,13.41,33.70
95GG29S1,803,38,15,94,3,284,38,60,10,19,235,7,547,52,256,57,4.73,1.87,11.71,0.37,35.37,4.73,7.47,1.25,2.37,29.27,0.87,9.51,22.27
95GG29S2,1335,79,11,238,5,564,54,103,22,35,220,4,1036,139,299,110,5.92,0.82,17.83,0.37,42.25,4.04,7.72,1.65,2.62,16.48,0.30,13.42,36.79
95GG30S1,645,48,1,75,8,346,31,58,10,14,48,6,542,44,103,32,7.44,0.16,11.63,1.24,53.64,4.81,8.99,1.55,2.17,7.44,0.93,8.12,31.07
95GG30S2,788,88,6,65,4,472,20,71,3,15,31,13,759,62,29,9,11.17,0.76,8.25,0.51,59.90,2.54,9.01,0.38,1.90,3.93,1.65,8.17,31.03
95GG30S3,714,39,3,66,9,405,33,73,7,18,59,2,674,56,40,13,5.46,0.42,9.24,1.26,56.72,4.62,10.22,0.98,2.52,8.26,0.28,8.31,32.50
95GG31S1,980,85,17,175,0,490,38,93,24,9,44,5,925,165,55,27,8.67,1.73,17.86,0,50.00,3.88,9.49,2.45,0.92,4.49,0.51,17.84,49.09
95GG31S2,741,44,7,138,4,337,50,67,25,6,57,6,647,107,94,38,5.94,0.94,18.62,0.54,45.48,6.75,9.04,3.37,0.81,7.69,0.81,16.54,40.43
95GG31S3,617,40,7,118,7,243,32,46,60,5,56,3,458,67,159,58,6.48,1.13,19.12,1.13,39.38,5.19,7.46,9.72,0.81,9.08,0.49,14.63,36.48
95GG32S1,1127,86,1,193,8,548,60,127,26,6,64,8,956,123,171,71,7.63,0.09,17.13,0.71,48.62,5.32,11.27,2.31,0.53,5.68,0.71,12.87,41.52
95GG32S2,548,38,6,85,10,244,51,48,10,6,49,1,447,57,101,34,6.93,1.09,15.51,1.82,44.53,9.31,8.76,1.82,1.09,8.94,0.18,12.75,33.66
95GG32S3,623,38,3,112,12,271,51,73,10,3,50,0,550,85,73,30,6.10,0.48,17.98,1.93,43.50,8.19,11.72,1.61,0.48,8.03,0,15.45,41.10
95GG33S1,885,95,23,67,1,510,26,93,8,16,42,4,850,73,35,17,10.73,2.60,7.57,0.11,57.63,2.94,10.51,0.90,1.81,4.75,0.45,8.59,48.57
95GG33S2,703,73,6,49,0,423,16,68,4,14,44,6,671,47,32,8,10.38,0.85,6.97,0,60.17,2.28,9.67,0.57,1.99,6.26,0.85,7.00,25.00
95GG33S3,980,90,21,115,2,495,15,71,7,30,131,3,844,88,126,47,9.18,2.14,11.73,0.20,50.51,1.53,7.24,0.71,3.06,13.37,0.31,10.43,37.30
95GG34S1,553,46,4,95,2,253,28,52,5,9,56,3,452,62,101,37,8.32,0.72,17.18,0.36,45.75,5.06,9.40,0.90,1.63,10.13,0.54,13.72,36.63
95GG34S2,711,39,66,73,1,374,37,52,12,11,41,5,687,129,24,10,5.49,9.28,10.27,0.14,52.60,5.20,7.31,1.69,1.55,5.77,0.70,18.78,41.67
95GG34S3,973,64,35,107,5,531,31,94,8,29,63,6,911,118,62,24,6.58,3.60,11.00,0.51,54.57,3.19,9.66,0.82,2.98,6.47,0.62,12.95,38.71
95GG35S1,482,39,5,65,1,120,26,29,17,6,174,0,247,27,230,43,8.09,1.04,13.49,0.21,24.90,5.39,6.02,3.53,1.24,36.10,0,10.93,18.70
95GG35S2,361,25,1,48,4,111,19,16,18,6,110,3,187,17,174,32,6.93,0.28,13.30,1.11,30.75,5.26,4.43,4.99,1.66,30.47,0.83,9.09,18.39
95GG35S3,448,51,4,48,1,128,18,30,29,9,129,1,264,20,184,32,11.38,0.89,10.71,0.22,28.57,4.02,6.70,6.47,2.01,28.79,0.22,7.58,17.39
95GG36S1,918,62,1,107,9,470,34,81,14,29,109,2,806,77,112,31,6.75,0.11,11.66,0.98,51.20,3.70,8.82,1.53,3.16,11.87,0.22,9.55,27.68
95GG36S2,920,66,2,97,6,515,42,79,6,24,79,4,871,87,49,12,7.17,0.22,10.54,0.65,55.98,4.57,8.59,0.65,2.61,8.59,0.43,9.99,24.49
95GG36S3,920,49,1,103,6,540,42,67,4,22,80,6,874,87,46,17,5.33,0.11,11.20,0.65,58.70,4.57,7.28,0.43,2.39,8.70,0.65,9.95,36.96
95GG37S1,1040,114,7,73,3,493,22,103,10,54,158,3,951,59,88,21,10.96,0.67,7.02,0.29,47.40,2.12,9.90,0.96,5.19,15.19,0.29,6.20,23.86
95GG37S2,957,49,4,127,6,488,31,75,11,43,119,4,834,88,123,43,5.12,0.42,13.27,0.63,50.99,3.24,7.84,1.15,4.49,12.43,0.42,10.55,34.96
95GG37S3,1307,53,17,86,6,617,46,98,14,74,292,4,1116,69,191,34,4.06,1.30,6.58,0.46,47.21,3.52,7.50,1.07,5.66,22.34,0.31,6.18,17.80
95GG38S1,1697,119,8,116,3,949,43,165,15,64,208,7,1575,96,121,28,7.01,0.47,6.84,0.18,55.92,2.53,9.72,0.88,3.77,12.26,0.41,6.10,23.14
95GG38S2,929,66,4,97,8,457,27,69,11,41,141,8,818,66,103,31,7.10,0.43,10.44,0.86,49.19,2.91,7.43,1.18,4.41,15.18,0.86,8.07,30.10
95GG38S3,767,60,2,85,2,405,27,80,6,42,55,3,713,65,52,22,7.82,0.26,11.08,0.26,52.80,3.52,10.43,0.78,5.48,7.17,0.39,9.12,42.31
95GG39S1,1035,76,20,119,1,232,28,45,12,12,480,10,584,54,450,84,7.34,1.93,11.50,0.10,22.42,2.71,4.35,1.16,1.16,46.38,0.97,9.25,18.67
95GG39S2,1064,77,19,123,5,280,30,54,13,16,440,7,670,57,394,85,7.24,1.79,11.56,0.47,26.32,2.82,5.08,1.22,1.50,41.35,0.66,8.51,21.57
95GG39S3,636,49,10,70,2,155,15,30,8,18,278,1,340,24,296,56,7.70,1.57,11.01,0.31,24.37,2.36,4.72,1.26,2.83,43.71,0.16,7.06,18.92
95GG40S1,451,36,6,60,0,174,18,36,13,4,103,1,302,26,149,40,7.98,1.33,13.30,0,38.58,3.99,7.98,2.88,0.89,22.84,0.22,8.61,26.85
95GG40S2,522,40,2,50,9,161,34,37,17,9,161,2,314,15,207,37,7.66,0.38,9.58,1.72,30.84,6.51,7.09,3.26,1.72,30.84,0.38,4.78,17.87
95GG41S1,840,84,5,56,3,564,20,68,2,10,25,3,825,60,15,1,10.00,0.60,6.67,0.36,67.14,2.38,8.10,0.24,1.19,2.98,0.36,7.27,6.67
95GG41S2,611,51,4,26,2,409,12,61,1,10,28,7,601,28,10,2,8.35,0.65,4.26,0.33,66.94,1.96,9.98,0.16,1.64,4.58,1.15,4.66,20.00
95GG41S3,890,90,7,103,6,504,23,74,9,21,43,10,814,86,71,24,10.11,0.79,11.57,0.67,56.63,2.58,8.31,1.01,2.36,4.83,1.12,10.57,33.80
95GG42S1,829,70,4,42,1,518,33,64,5,25,58,9,799,42,30,4,8.44,0.48,5.07,0.12,62.48,3.98,7.72,0.60,3.02,7.00,1.09,5.26,13.33
95GG42S2,208,29,3,7,0,96,7,17,2,4,40,3,178,7,20,3,13.94,1.44,3.37,0,46.15,3.37,8.17,0.96,1.92,19.23,1.44,3.93,15.00
95GG42S3,700,54,12,56,3,294,16,70,7,19,164,5,563,44,129,24,7.71,1.71,8.00,0.43,42.00,2.29,10.00,1.00,2.71,23.43,0.71,7.82,18.60
95GG42S4,1181,92,8,96,2,588,40,126,9,51,158,11,1063,75,108,29,7.79,0.68,8.13,0.17,49.79,3.39,10.67,0.76,4.32,13.38,0.93,7.06,26.85
95GG43S1,587,36,34,72,5,294,33,50,3,5,52,3,482,76,104,30,6.13,5.79,12.27,0.85,50.09,5.62,8.52,0.51,0.85,8.86,0.51,15.77,28.85
95GG43S2,796,43,38,109,9,387,37,57,16,15,83,2,696,105,100,42,5.40,4.77,13.69,1.13,48.62,4.65,7.16,2.01,1.88,10.43,0.25,15.09,42.00
95GG43S3,855,64,17,127,11,351,44,73,15,27,117,9,692,91,163,53,7.49,1.99,14.85,1.29,41.05,5.15,8.54,1.75,3.16,13.68,1.05,13.15,32.52
95GG44S1,1099,78,19,174,7,373,57,68,29,20,262,12,693,92,406,101,7.10,1.73,15.83,0.64,33.94,5.19,6.19,2.64,1.82,23.84,1.09,13.28,24.88
95GG44S2,1026,60,14,188,11,356,51,76,19,36,209,6,647,87,379,115,5.85,1.36,18.32,1.07,34.70,4.97,7.41,1.85,3.51,20.37,0.58,13.45,30.34
95GG45S1,666,64,4,54,1,421,15,58,8,9,25,7,638,47,28,11,9.61,0.60,8.11,0.15,63.21,2.25,8.71,1.20,1.35,3.75,1.05,7.37,39.29
95GG45S2,498,32,2,95,4,186,36,39,8,11,83,2,379,53,119,44,6.43,0.40,19.08,0.80,37.35,7.23,7.83,1.61,2.21,16.67,0.40,13.98,36.97
95GG45S3,693,51,6,110,9,372,29,68,6,12,29,1,607,74,86,42,7.36,0.87,15.87,1.30,53.68,4.18,9.81,0.87,1.73,4.18,0.14,12.19,48.84
95GG46S1,500,37,2,41,4,162,27,42,80,5,98,2,350,22,150,21,7.40,0.40,8.20,0.80,32.40,5.40,8.40,16.00,1.00,19.60,0.40,6.29,14.00
95GG46S2,470,34,2,53,1,150,29,41,87,3,69,1,339,35,131,20,7.23,0.43,11.28,0.21,31.91,6.17,8.72,18.51,0.64,14.68,0.21,10.32,15.27
95GG46S3,401,45,0,47,1,129,21,20,63,8,64,3,258,25,143,22,11.22,0,11.72,0.25,32.17,5.24,4.99,15.71,2.00,15.96,0.75,9.69,15.38
95GG47S1,663,55,1,113,1,222,49,40,29,11,137,5,409,45,250,69,8.30,0.15,17.04,0.15,33.48,7.39,6.03,4.37,1.66,20.66,0.75,11.00,27.60
95GG47S2,477,44,1,93,0,157,29,33,23,9,86,2,310,40,164,54,9.22,0.21,19.50,0,32.91,6.08,6.92,4.82,1.89,18.03,0.42,12.90,32.93
95GG47S3,614,56,3,120,4,187,32,41,28,17,126,0,415,66,199,57,9.12,0.49,19.54,0.65,30.46,5.21,6.68,4.56,2.77,20.52,0,15.90,28.64
95GG48S1,449,38,1,68,0,114,21,20,51,6,127,3,266,26,183,43,8.46,0.22,15.14,0,25.39,4.68,4.45,11.36,1.34,28.29,0.67,9.77,23.50
95GG48S2,449,36,1,45,2,121,25,35,69,5,107,3,265,27,184,19,8.02,0.22,10.02,0.45,26.95,5.57,7.80,15.37,1.11,23.83,0.67,10.19,10.33
