GeographyCode,LC2203NI0001,LC2203NI0002,LC2203NI0003,LC2203NI0004,LC2203NI0005,LC2203NI0006,LC2203NI0007,LC2203NI0008,LC2203NI0009,LC2203NI0010,LC2203NI0011,LC2203NI0012,LC2203NI0013,LC2203NI0014,LC2203NI0015,LC2203NI0016
N92000002,1810863,817385,875717,117761,1608853,719672,807113,82068,120696,54594,50204,15898,81314,43119,18400,19795
BHSCT,348204,151452,164525,32227,306518,133902,151268,21348,20454,8561,8573,3320,21232,8989,4684,7559
NHSCT,463297,155691,276015,31591,419808,138467,257896,23445,26196,8555,13507,4134,17293,8669,4612,4012
SEHSCT,346911,107991,207432,31488,309263,96819,188871,23573,25802,6706,14234,4862,11846,4466,4327,3053
SHSCT,358034,202952,140163,14919,313382,174013,129899,9470,22688,13724,7017,1947,21964,15215,3247,3502
WHSCT,294417,199299,87582,7536,259882,176471,79179,4232,25556,17048,6873,1635,8979,5780,1530,1669
BELB,280962,136497,118856,25609,245839,121000,108669,16170,16709,7550,6401,2758,18414,7947,3786,6681
NEELB,426284,133758,262033,30493,385964,118591,244596,22777,24609,7546,13052,4011,15711,7621,4385,3705
SEELB,414153,122946,253101,38106,369942,109721,231470,28751,29547,7717,16406,5424,14664,5508,5225,3931
SELB,395047,224885,154145,16017,347226,193889,143199,10138,24275,14733,7472,2070,23546,16263,3474,3809
WELB,294417,199299,87582,7536,259882,176471,79179,4232,25556,17048,6873,1635,8979,5780,1530,1669
UKN01,280962,136497,118856,25609,245839,121000,108669,16170,16709,7550,6401,2758,18414,7947,3786,6681
UKN02,390597,92393,259368,38836,349183,81000,238635,29548,26662,6101,15546,5015,14752,5292,5187,4273
UKN03,438823,156162,251695,30966,394099,137924,233514,22661,26033,8350,13469,4214,18691,9888,4712,4091
UKN04,288597,163249,114709,10639,258675,146292,105452,6931,22042,12549,7461,2032,7880,4408,1796,1676
UKN05,411884,269084,131089,11711,361057,233456,120843,6758,29250,20044,7327,1879,21577,15584,2919,3074
95AA,53428,22010,26970,4448,46523,19203,24375,2945,4062,1296,1943,823,2843,1511,652,680
95BB,78078,9904,60054,8120,71048,8610,55810,6628,4926,721,3337,868,2104,573,907,624
95CC,59340,28698,28486,2156,52579,24773,26467,1339,3954,2216,1421,317,2807,1709,598,500
95DD,64044,14440,45700,3904,58007,12082,42957,2968,2971,778,1792,401,3066,1580,951,535
95EE,31224,9928,19687,1609,29012,9156,18625,1231,1563,415,871,277,649,357,191,101
95FF,48339,15479,29979,2881,44322,13894,28249,2179,2695,945,1308,442,1322,640,422,260
95GG,280962,136497,118856,25609,245839,121000,108669,16170,16709,7550,6401,2758,18414,7947,3786,6681
95HH,39114,3738,31005,4371,35363,3018,28797,3548,2591,389,1680,522,1160,331,528,301
95II,67242,14955,45669,6618,60679,12902,42599,5178,3745,1011,2172,562,2818,1042,898,878
95JJ,59067,16552,38560,3955,52377,14058,35592,2727,4244,1265,2307,672,2446,1229,661,556
95KK,37013,21933,13982,1098,33844,19876,13300,668,1587,1009,455,123,1582,1048,227,307
95LL,93023,42735,44686,5602,81682,36698,41395,3589,4629,1777,2250,602,6712,4260,1041,1411
95MM,107877,80729,24105,3043,95583,72483,21394,1706,9206,6447,2166,593,3088,1799,545,744
95NN,69731,43591,22372,3768,62894,40076,20217,2601,4786,2375,1670,741,2051,1140,485,426
95OO,57852,37087,19111,1654,48818,30341,17643,834,3036,1972,874,190,5998,4774,594,630
95PP,61805,36563,23350,1892,51917,30209,20716,992,7498,4810,2193,495,2390,1544,441,405
95QQ,32180,8003,21934,2243,29623,7361,20511,1751,1964,458,1169,337,593,184,254,155
95RR,33536,20014,12625,897,30806,18561,11678,567,2063,1057,776,230,667,396,171,100
95SS,120165,43815,67197,9153,107566,39739,61196,6631,8158,2240,4456,1462,4441,1836,1545,1060
95TT,45038,29728,14179,1131,41784,27501,13530,753,1731,1134,439,158,1523,1093,210,220
95UU,17050,10155,6310,585,15455,9265,5814,376,1247,720,384,143,348,170,112,66
95VV,99480,78953,17901,2626,85981,68307,16145,1529,8374,6814,1164,396,5125,3832,592,701
95WW,85139,19204,57688,8247,77820,16947,54395,6478,4236,1091,2467,678,3083,1166,826,1091
95XX,78937,10681,57809,10447,67755,8394,51648,7713,7932,1370,4771,1791,3250,917,1390,943
95YY,51356,36122,14080,1154,46134,32449,13042,643,3070,2089,781,200,2152,1584,257,311
95ZZ,39843,25871,13422,550,35442,22769,12349,324,3719,2645,957,117,682,457,116,109
