GeographyCode,LC2113NI0001,LC2113NI0002,LC2113NI0003,LC2113NI0004,LC2113NI0005,LC2113NI0006,LC2113NI0007,LC2113NI0008,LC2113NI0009,LC2113NI0010,LC2113NI0011,LC2113NI0012,LC2113NI0013,LC2113NI0014,LC2113NI0015
N92000002,1735711,184898,1550813,531805,65280,466525,498046,57960,440086,442140,43512,398628,263720,18146,245574
BHSCT,334560,40329,294231,101989,13618,88371,99134,13097,86037,80732,9789,70943,52705,3825,48880
NHSCT,444578,35823,408755,134071,13217,120854,124656,11314,113342,115425,7755,107670,70426,3537,66889
SEHSCT,333088,21388,311700,97159,6637,90522,91054,6704,84350,90062,5736,84326,54813,2311,52502
SHSCT,341383,48625,292758,108585,18604,89981,101875,14915,86960,83760,10581,73179,47163,4525,42638
WHSCT,282102,38733,243369,90001,13204,76797,81327,11930,69397,72161,9651,62510,38613,3948,34665
BELB,269804,36837,232967,84298,12802,71496,81470,11822,69648,63145,8755,54390,40891,3458,37433
NEELB,409258,30691,378567,122558,11251,111307,114025,9651,104374,107007,6707,100300,65668,3082,62586
SEELB,397844,24880,372964,114850,7453,107397,108718,7979,100739,107649,6770,100879,66627,2678,63949
SELB,376703,53757,322946,120098,20570,99528,112506,16578,95928,92178,11629,80549,51921,4980,46941
WELB,282102,38733,243369,90001,13204,76797,81327,11930,69397,72161,9651,62510,38613,3948,34665
UKN01,269804,36837,232967,84298,12802,71496,81470,11822,69648,63145,8755,54390,40891,3458,37433
UKN02,374966,20547,354419,108575,6164,102411,104072,7002,97070,100006,5397,94609,62313,1984,60329
UKN03,420580,30487,390093,124899,10223,114676,118940,9636,109304,110537,7483,103054,66204,3145,63059
UKN04,277050,31630,245420,87648,11486,76162,78190,9522,68668,71076,7441,63635,40136,3181,36955
UKN05,393311,65397,327914,126385,24605,101780,115374,19978,95396,97376,14436,82940,54176,6378,47798
95AA,51042,4283,46759,15749,1450,14299,15256,1438,13818,12966,1079,11887,7071,316,6755
95BB,75313,2328,72985,20701,668,20033,19855,717,19138,21491,629,20862,13266,314,12952
95CC,56792,7716,49076,17920,2899,15021,16103,2385,13718,14347,1601,12746,8422,831,7591
95DD,61601,3261,58340,17575,1021,16554,17297,1125,16172,16075,749,15326,10654,366,10288
95EE,29937,2326,27611,9042,990,8052,8715,696,8019,7528,414,7114,4652,226,4426
95FF,46112,3027,43085,13972,946,13026,13633,1083,12550,11811,695,11116,6696,303,6393
95GG,269804,36837,232967,84298,12802,71496,81470,11822,69648,63145,8755,54390,40891,3458,37433
95HH,37739,841,36898,10891,188,10703,10101,273,9828,10494,236,10258,6253,144,6109
95II,64756,3492,61264,17691,816,16875,17664,1275,16389,17587,1034,16553,11814,367,11447
95JJ,56990,3657,53333,17216,1429,15787,14510,1021,13489,15375,769,14606,9889,438,9451
95KK,35320,5132,30188,11513,1966,9547,10631,1663,8968,8418,1048,7370,4758,455,4303
95LL,88565,9016,79549,27420,3397,24023,26886,2870,24016,21642,1967,19675,12617,782,11835
95MM,103341,14605,88736,34384,4728,29656,30133,4576,25557,25972,3865,22107,12852,1436,11416
95NN,66882,7207,59675,20830,2355,18475,18032,2013,16019,17604,1960,15644,10416,879,9537
95OO,55075,10050,45025,17961,3947,14014,17031,3093,13938,12911,2150,10761,7172,860,6312
95PP,59282,7766,51516,17681,2273,15408,16553,2420,14133,15824,2084,13740,9224,989,8235
95QQ,31065,1365,29700,8652,386,8266,7981,390,7591,8948,404,8544,5484,185,5299
95RR,32150,3270,28880,10150,1366,8784,9638,1045,8593,8127,621,7506,4235,238,3997
95SS,114825,9411,105414,35802,3158,32644,32841,3162,29679,29523,2396,27127,16659,695,15964
95TT,42883,7924,34959,14266,3184,11082,12814,2545,10269,10174,1516,8658,5629,679,4950
95UU,16423,2673,13750,4802,1057,3745,4211,683,3528,4489,560,3929,2921,373,2548
95VV,94839,18816,76023,31312,7415,23897,28222,5484,22738,23049,4168,18881,12256,1749,10507
95WW,81578,4361,77217,24365,1546,22819,23140,1480,21660,20958,980,19978,13115,355,12760
95XX,76068,2442,73626,19826,456,19370,20326,812,19514,21444,751,20693,14472,423,14049
95YY,49120,7993,41127,15732,2921,12811,14020,2388,11632,12653,1869,10784,6715,815,5900
95ZZ,38209,5099,33110,12054,1916,10138,10983,1501,9482,9585,1212,8373,5587,470,5117
