GeographyCode,LC2208NI0001,LC2208NI0002,LC2208NI0003,LC2208NI0004,LC2208NI0005,LC2208NI0006,LC2208NI0007,LC2208NI0008,LC2208NI0009,LC2208NI0010,LC2208NI0011,LC2208NI0012
N92000002,1735711,1051688,367236,353877,184898,58908,105799,26774,1550813,992780,261437,327103
BHSCT,334560,209699,72751,60927,40329,12940,24199,4847,294231,196759,48552,56080
NHSCT,444578,298831,58718,95203,35823,13873,17043,6239,408755,284958,41675,88964
SEHSCT,333088,240450,46346,54548,21388,8566,10811,2925,311700,231884,35535,51623
SHSCT,341383,177359,93759,77156,48625,13692,29615,6903,292758,163667,64144,70253
WHSCT,282102,125349,95662,66043,38733,9837,24131,5860,243369,115512,71531,60183
BELB,269804,159583,65147,52275,36837,11422,22336,4565,232967,148161,42811,47710
NEELB,409258,279975,50707,86118,30691,12022,14432,5394,378567,267953,36275,80724
SEELB,397844,290566,53950,63200,24880,10084,12674,3207,372964,280482,41276,59993
SELB,376703,196215,101770,86241,53757,15543,32226,7748,322946,180672,69544,78493
WELB,282102,125349,95662,66043,38733,9837,24131,5860,243369,115512,71531,60183
UKN01,269804,159583,65147,52275,36837,11422,22336,4565,232967,148161,42811,47710
UKN02,374966,285267,43667,54882,20547,8586,10516,2363,354419,276681,33151,52519
UKN03,420580,283992,58579,86307,30487,12095,14536,4977,390093,271897,44043,81330
UKN04,277050,140560,78063,63160,31630,8736,18861,4924,245420,131824,59202,58236
UKN05,393311,182286,121780,97253,65397,18069,39550,9945,327914,164217,82230,87308
95AA,51042,34481,7629,10016,4283,1786,2083,603,46759,32695,5546,9413
95BB,75313,58960,4881,12978,2328,1226,715,475,72985,57734,4166,12503
95CC,56792,30028,15174,12740,7716,1878,4967,1118,49076,28150,10207,11622
95DD,61601,42892,5047,14657,3261,1446,1215,716,58340,41446,3832,13941
95EE,29937,18864,3540,7899,2326,918,983,485,27611,17946,2557,7414
95FF,46112,32196,5852,8936,3027,1252,1438,438,43085,30944,4414,8498
95GG,269804,159583,65147,52275,36837,11422,22336,4565,232967,148161,42811,47710
95HH,37739,30736,1830,5845,841,444,264,161,36898,30292,1566,5684
95II,64756,50116,7604,8652,3492,1518,1863,282,61264,48598,5741,8370
95JJ,56990,38924,6276,12899,3657,1449,1658,679,53333,37475,4618,12220
95KK,35320,18856,8011,9085,5132,1851,2611,845,30188,17005,5400,8240
95LL,88565,52839,17424,19912,9016,3011,4839,1445,79549,49828,12585,18467
95MM,103341,39160,46138,19953,14605,2900,10283,1827,88736,36260,35855,18126
95NN,66882,39670,15422,13494,7207,2694,3756,1039,59675,36976,11666,12455
95OO,55075,24615,15588,15916,10050,2826,5825,1725,45025,21789,9763,14191
95PP,59282,28055,16744,15471,7766,1948,4786,1222,51516,26107,11958,14249
95QQ,31065,22954,2324,6314,1365,680,490,261,29700,22274,1834,6053
95RR,32150,17885,6707,8039,3270,1120,1656,581,28880,16765,5051,7458
95SS,114825,78998,20209,18386,9411,3280,5441,1074,105414,75718,14768,17312
95TT,42883,20026,12076,11714,7924,2382,4338,1508,34959,17644,7738,10206
95UU,16423,8503,3795,4465,2673,939,1352,472,13750,7564,2443,3993
95VV,94839,37681,39721,19652,18816,4725,12546,2177,76023,32956,27175,17475
95WW,81578,62595,8190,12309,4361,1978,2049,509,77217,60617,6141,11800
95XX,76068,62822,5834,9690,2442,1366,899,337,73626,61456,4935,9353
95YY,49120,23025,14466,12675,7993,2459,4477,1350,41127,20566,9989,11325
95ZZ,38209,17224,11607,9905,5099,1410,2929,880,33110,15814,8678,9025
