GeographyCode,LC2102NI0001,LC2102NI0002,LC2102NI0003,LC2102NI0004,LC2102NI0005,LC2102NI0006,LC2102NI0007,LC2102NI0008,LC2102NI0009,LC2102NI0010,LC2102NI0011,LC2102NI0012,LC2102NI0013,LC2102NI0014,LC2102NI0015,LC2102NI0016,LC2102NI0017,LC2102NI0018,LC2102NI0019,LC2102NI0020,LC2102NI0021
N92000002,1810863,1758068,52795,722379,457482,379267,251735,887323,860231,27092,349814,228128,182267,127114,923540,897837,25703,372565,229354,197000,124621
BHSCT,348204,334446,13758,134285,94702,65169,54048,167364,160249,7115,63345,45848,30647,27524,180840,174197,6643,70940,48854,34522,26524
NHSCT,463297,452355,10942,226455,73074,96118,67650,227074,221429,5645,109606,37062,46457,33949,236223,230926,5297,116849,36012,49661,33701
SEHSCT,346911,341194,5717,167650,53389,71018,54854,169123,166314,2809,81202,26444,33761,27716,177788,174880,2908,86448,26945,37257,27138
SHSCT,358034,341215,16819,116635,115787,77575,48037,177711,169112,8599,57270,58506,37726,24209,180323,172103,8220,59365,57281,39849,23828
WHSCT,294417,288858,5559,77354,120530,69387,27146,146051,143127,2924,38391,60268,33676,13716,148366,145731,2635,38963,60262,35711,13430
BELB,280962,268625,12337,98532,87312,52633,42485,135077,128670,6407,46320,42194,24789,21774,145885,139955,5930,52212,45118,27844,20711
NEELB,426284,416533,9751,214610,61678,86458,63538,208609,203619,4990,103777,31277,41746,31809,217675,212914,4761,110833,30401,44712,31729
SEELB,414153,407015,7138,203403,60779,83554,66417,201410,197893,3517,98227,30098,39619,33466,212743,209122,3621,105176,30681,43935,32951
SELB,395047,377037,18010,128480,127183,87235,52149,196176,186922,9254,63099,64291,42437,26349,198871,190115,8756,65381,62892,44798,25800
WELB,294417,288858,5559,77354,120530,69387,27146,146051,143127,2924,38391,60268,33676,13716,148366,145731,2635,38963,60262,35711,13430
UKN01,280962,268625,12337,98532,87312,52633,42485,135077,128670,6407,46320,42194,24789,21774,145885,139955,5930,52212,45118,27844,20711
UKN02,390597,383246,7351,204501,47437,73323,65336,188838,185169,3669,98055,23224,34783,32776,201759,198077,3682,106446,24213,38540,32560
UKN03,438823,426470,12353,211619,68741,92176,66287,215591,209324,6267,102924,34994,44291,33382,223232,217146,6086,108695,33747,47885,32905
UKN04,288597,283976,4621,96989,96913,63916,30779,142146,139789,2357,47672,48268,30812,15394,146451,144187,2264,49317,48645,33104,15385
UKN05,411884,395751,16133,110738,157079,97219,46848,205671,197279,8392,54843,79448,47592,23788,206213,198472,7741,55895,77631,49627,23060
95AA,53428,51558,1870,24456,9197,11521,8254,26310,25355,955,11903,4625,5513,4269,27118,26203,915,12553,4572,6008,3985
95BB,78078,77177,901,46385,3867,14526,13300,38086,37650,436,22553,1966,6953,6614,39992,39527,465,23832,1901,7573,6686
95CC,59340,57321,2019,22357,17751,11962,7270,29509,28509,1000,11084,8985,5802,3638,29831,28812,1019,11273,8766,6160,3632
95DD,64044,61896,2148,37060,5642,11017,10325,31398,30306,1092,17961,2910,5338,5189,32646,31590,1056,19099,2732,5679,5136
95EE,31224,30795,429,16028,4418,6802,3976,15442,15221,221,7826,2306,3325,1985,15782,15574,208,8202,2112,3477,1991
95FF,48339,47631,708,24679,6473,10685,6502,23976,23627,349,12164,3361,5181,3270,24363,24004,359,12515,3112,5504,3232
95GG,280962,268625,12337,98532,87312,52633,42485,135077,128670,6407,46320,42194,24789,21774,145885,139955,5930,52212,45118,27844,20711
95HH,39114,38576,538,24436,1225,6692,6761,18851,18580,271,11736,587,3243,3285,20263,19996,267,12700,638,3449,3476
95II,67242,65821,1421,35753,7390,12536,11563,32287,31579,708,17025,3654,5858,5750,34955,34242,713,18728,3736,6678,5813
95JJ,59067,57476,1591,30378,6776,12420,9493,28742,27946,796,14683,3339,5970,4750,30325,29530,795,15695,3437,6450,4743
95KK,37013,35822,1191,11845,11396,9660,4112,18465,17810,655,5829,5785,4711,2140,18548,18012,536,6016,5611,4949,1972
95LL,93023,87664,5359,37475,21426,19246,14876,45776,43029,2747,18095,10865,9339,7477,47247,44635,2612,19380,10561,9907,7399
95MM,107877,106253,1624,21369,55949,21310,9249,52648,51817,831,10429,27523,10059,4637,55229,54436,793,10940,28426,11251,4612
95NN,69731,68641,1090,23056,19681,18814,8180,34385,33843,542,11282,10002,8945,4156,35346,34798,548,11774,9679,9869,4024
95OO,57852,52818,5034,15338,20644,12704,9166,28969,26335,2634,7547,10478,6238,4706,28883,26483,2400,7791,10166,6466,4460
95PP,61805,60167,1638,19729,20635,14799,6642,30977,30126,851,9769,10447,7389,3372,30828,30041,787,9960,10188,7410,3270
95QQ,32180,31903,277,18508,2455,6367,4850,15660,15514,146,8966,1265,3022,2407,16520,16389,131,9542,1190,3345,2443
95RR,33536,33179,357,12295,9825,8363,3053,16927,16732,195,6111,5090,4133,1593,16609,16447,162,6184,4735,4230,1460
95SS,120165,117912,2253,54098,25744,22527,17796,58658,57539,1119,26218,12478,10773,9189,61507,60373,1134,27880,13266,11754,8607
95TT,45038,43974,1064,12043,17705,10781,4509,22598,22027,571,5986,9042,5289,2281,22440,21947,493,6057,8663,5492,2228
95UU,17050,16882,168,5598,5279,4441,1732,8560,8481,79,2789,2696,2227,848,8490,8401,89,2809,2583,2214,884
95VV,99480,95781,3699,16786,49493,22978,10223,49481,47612,1869,8380,24817,11166,5118,49999,48169,1830,8406,24676,11812,5105
95WW,85139,83473,1666,46103,8981,16417,13638,41048,40189,859,21927,4507,7819,6795,44091,43284,807,24176,4474,8598,6843
95XX,78937,77464,1473,44111,4097,15151,15578,37994,37282,712,21149,1998,7090,7757,40943,40182,761,22962,2099,8061,7821
