GeographyCode,LC2104NI0001,LC2104NI0002,LC2104NI0003,LC2104NI0004,LC2104NI0005,LC2104NI0006,LC2104NI0007,LC2104NI0008,LC2104NI0009,LC2104NI0010,LC2104NI0011,LC2104NI0012,LC2104NI0013,LC2104NI0014,LC2104NI0015,LC2104NI0016,LC2104NI0017,LC2104NI0018
N92000002,1810863,887323,923540,1608853,789193,819660,82824,42196,40628,37833,15053,22780,45323,22870,22453,36030,18011,18019
BHSCT,348204,167364,180840,306518,146852,159666,14069,7132,6937,6378,2633,3745,8924,4486,4438,12315,6261,6054
NHSCT,463297,227074,236223,419808,205699,214109,21164,10772,10392,5023,1937,3086,10049,5194,4855,7253,3472,3781
SEHSCT,346911,169123,177788,309263,150303,158960,21032,11211,9821,4764,1833,2931,5263,2562,2701,6589,3214,3375
SHSCT,358034,177711,180323,313382,156269,157113,13496,6654,6842,9184,3723,5461,15973,7962,8011,5999,3103,2896
WHSCT,294417,146051,148366,259882,130070,129812,13063,6427,6636,12484,4927,7557,5114,2666,2448,3874,1961,1913
BELB,280962,135077,145885,245839,117742,128097,11281,5692,5589,5422,2284,3138,8005,4044,3961,10415,5315,5100
NEELB,426284,208609,217675,385964,188887,197077,20006,10173,9833,4594,1756,2838,8861,4544,4317,6859,3249,3610
SEELB,414153,201410,212743,369942,179413,190529,23820,12651,11169,5720,2182,3538,6182,3004,3178,8489,4160,4329
SELB,395047,196176,198871,347226,173081,174145,14654,7253,7401,9613,3904,5709,17161,8612,8549,6393,3326,3067
WELB,294417,146051,148366,259882,130070,129812,13063,6427,6636,12484,4927,7557,5114,2666,2448,3874,1961,1913
UKN01,280962,135077,145885,245839,117742,128097,11281,5692,5589,5422,2284,3138,8005,4044,3961,10415,5315,5100
UKN02,390597,188838,201759,349183,168188,180995,21626,11490,10136,5026,1920,3106,5849,2895,2954,8913,4345,4568
UKN03,438823,215591,223232,394099,193570,200529,21044,10792,10252,4986,1954,3032,11751,5896,5855,6943,3379,3564
UKN04,288597,142146,146451,258675,128199,130476,13353,6551,6802,8682,3462,5220,3940,1977,1963,3947,1957,1990
UKN05,411884,205671,206213,361057,181494,179563,15520,7671,7849,13717,5433,8284,15778,8058,7720,5812,3015,2797
95AA,53428,26310,27118,46523,22754,23769,3436,1857,1579,626,269,357,1671,874,797,1172,556,616
95BB,78078,38086,39992,71048,34711,36337,4144,2077,2067,782,300,482,967,454,513,1137,544,593
95CC,59340,29509,29831,52579,26365,26214,2148,1048,1100,1802,755,1047,2082,1004,1078,729,337,392
95DD,64044,31398,32646,58007,28424,29583,2460,1243,1217,509,211,298,2230,1134,1096,838,386,452
95EE,31224,15442,15782,29012,14403,14609,1295,611,684,268,103,165,432,220,212,217,105,112
95FF,48339,23976,24363,44322,22073,22249,2075,1023,1052,620,232,388,702,356,346,620,292,328
95GG,280962,135077,145885,245839,117742,128097,11281,5692,5589,5422,2284,3138,8005,4044,3961,10415,5315,5100
95HH,39114,18851,20263,35363,17069,18294,2259,1121,1138,332,122,210,470,228,242,690,311,379
95II,67242,32287,34955,60679,29110,31569,2788,1440,1348,956,349,607,919,442,477,1900,946,954
95JJ,59067,28742,30325,52377,25544,26833,3266,1674,1592,978,349,629,1363,683,680,1083,492,591
95KK,37013,18465,18548,33844,16812,17032,1158,599,559,429,181,248,1188,650,538,394,223,171
95LL,93023,45776,47247,81682,40160,41522,3526,1791,1735,1103,446,657,4919,2471,2448,1793,908,885
95MM,107877,52648,55229,95583,46982,48601,4747,2305,2442,4455,1794,2661,1279,636,643,1813,931,882
95NN,69731,34385,35346,62894,31019,31875,3688,1963,1725,1097,398,699,997,472,525,1055,533,522
95OO,57852,28969,28883,48818,24427,24391,1722,829,893,1313,546,767,4506,2246,2260,1493,921,572
95PP,61805,30977,30828,51917,26462,25455,3381,1716,1665,4116,1578,2538,1641,852,789,750,369,381
95QQ,32180,15660,16520,29623,14429,15194,1715,838,877,249,98,151,265,135,130,328,160,168
95RR,33536,16927,16609,30806,15536,15270,1516,805,711,547,237,310,313,164,149,354,185,169
95SS,120165,58658,61507,107566,52248,55318,6465,3514,2951,1689,703,986,2094,1060,1034,2351,1133,1218
95TT,45038,22598,22440,41784,21016,20768,1213,600,613,516,190,326,1120,610,510,405,182,223
95UU,17050,8560,8490,15455,7812,7643,983,471,512,263,100,163,149,71,78,200,106,94
95VV,99480,49481,49999,85981,43244,42737,4025,1963,2062,4346,1744,2602,3764,1885,1879,1364,645,719
95WW,85139,41048,44091,77820,37436,40384,3379,1758,1621,853,314,539,1161,589,572,1926,951,975
95XX,78937,37994,40943,67755,32325,35430,6735,3657,3078,1196,432,764,1205,576,629,2046,1004,1042
95YY,51356,25672,25684,46134,23168,22966,1873,916,957,1195,439,756,1477,811,666,677,338,339
95ZZ,39843,19827,20016,35442,17922,17520,1546,685,861,2171,879,1292,404,203,201,280,138,142
