GeographyCode,LC4407NI0001,LC4407NI0002,LC4407NI0003,LC4407NI0004,LC4407NI0005,LC4407NI0006,LC4407NI0007,LC4407NI0008,LC4407NI0009,LC4407NI0010,LC4407NI0011,LC4407NI0012,LC4407NI0013,LC4407NI0014,LC4407NI0015,LC4407NI0016,LC4407NI0017,LC4407NI0018,LC4407NI0019,LC4407NI0020,LC4407NI0021,LC4407NI0022,LC4407NI0023,LC4407NI0024,LC4407NI0025,LC4407NI0026,LC4407NI0027,LC4407NI0028,LC4407NI0029,LC4407NI0030,LC4407NI0031,LC4407NI0032
95AA,20064,14372,2385,3307,89,65,6,18,1584,466,798,320,454,162,159,133,14275,10666,1271,2338,571,413,83,75,92,63,11,18,2999,2537,57,405
95BB,31514,23303,4094,4117,216,147,19,50,4937,2330,1720,887,989,350,460,179,20976,17076,1459,2441,903,446,327,130,110,78,16,16,3383,2876,93,414
95CC,21594,15928,2029,3637,126,78,14,34,126,92,3,31,613,156,283,174,15194,11377,1320,2497,848,448,296,104,177,124,20,33,4510,3653,93,764
95DD,24817,17844,2778,4195,171,116,11,44,933,364,346,223,935,267,421,247,17087,12625,1650,2812,884,550,212,122,145,89,24,32,4662,3833,114,715
95EE,11508,8120,1437,1951,47,36,7,4,403,118,182,103,206,50,96,60,7989,5710,973,1306,351,205,88,58,57,37,7,13,2455,1964,84,407
95FF,18303,13545,1806,2952,102,74,11,17,552,155,268,129,364,114,140,110,13137,9937,1136,2064,590,333,168,89,121,88,13,20,3437,2844,70,523
95GG,120595,63019,30818,26758,715,367,118,230,59897,23427,21575,14895,6272,1665,2995,1612,48073,34599,4599,8875,1394,671,548,175,536,89,301,146,3708,2201,682,825
95HH,16200,11747,2214,2239,64,42,11,11,4530,2250,1444,836,583,235,212,136,9407,7931,440,1036,286,204,51,31,33,12,7,14,1297,1073,49,175
95II,27733,20896,3882,2955,92,63,16,13,7210,4203,2028,979,1634,540,886,208,17097,14841,694,1562,324,163,141,20,115,38,52,25,1261,1048,65,148
95JJ,23508,15585,3235,4688,113,67,16,30,937,377,145,415,1004,242,474,288,16784,11539,2158,3087,775,369,296,110,125,69,31,25,3770,2922,115,733
95KK,12904,9476,1052,2376,82,54,8,20,82,47,1,34,115,33,41,41,9093,6648,804,1641,464,270,129,65,145,118,12,15,2923,2306,57,560
95LL,35931,23929,4710,7292,138,81,13,44,1225,407,474,344,1415,320,727,368,27082,18609,3007,5466,934,507,264,163,189,104,49,36,4948,3901,176,871
95MM,40779,23600,9271,7908,161,89,27,45,2822,434,1640,748,1673,242,794,637,28515,17477,5914,5124,1252,560,526,166,243,86,92,65,6113,4712,278,1123
95NN,26206,18706,2575,4925,180,127,16,37,826,469,23,334,784,177,370,237,18362,13332,1754,3276,940,533,273,134,171,99,34,38,4943,3969,105,869
95OO,20270,14028,2083,4159,104,65,12,27,177,89,11,77,461,103,192,166,14139,9721,1520,2898,722,413,186,123,171,117,30,24,4496,3520,132,844
95PP,23069,16782,2170,4117,172,140,7,25,204,74,2,128,459,116,168,175,15196,10930,1627,2639,866,557,168,141,217,158,26,33,5955,4807,172,976
95QQ,13297,9641,1424,2232,143,110,4,29,2453,1236,628,589,406,95,242,69,8124,6530,390,1204,375,223,94,58,45,20,15,10,1751,1427,51,273
95RR,12098,8392,1557,2149,48,32,4,12,274,108,109,57,165,31,101,33,8172,5668,1038,1466,557,259,228,70,83,61,13,9,2799,2233,64,502
95SS,45723,32686,7699,5338,169,117,26,26,10955,5072,4506,1377,1460,550,676,234,27349,22353,1917,3079,976,564,334,78,294,177,69,48,4520,3853,171,496
95TT,15037,11106,1278,2653,78,51,11,16,98,59,0,39,156,41,63,52,10252,7458,959,1835,548,307,144,97,141,113,14,14,3764,3077,87,600
95UU,6608,4477,890,1241,61,48,2,11,138,92,2,44,145,24,78,43,4447,3043,614,790,317,142,123,52,45,19,9,17,1455,1109,62,284
95VV,35031,24571,3590,6870,206,128,27,51,927,309,245,373,843,219,371,253,25193,17958,2391,4844,1077,578,350,149,351,263,47,41,6434,5116,159,1159
95WW,33971,25252,4481,4238,105,68,16,21,8932,5061,2555,1316,1455,503,667,285,20798,17498,1014,2286,455,292,105,58,90,42,32,16,2136,1788,92,256
95XX,33255,25131,3276,4848,208,118,17,73,10508,6891,1852,1765,1666,666,536,464,17867,15124,595,2148,488,279,168,41,90,40,25,25,2428,2013,83,332
95YY,18443,12941,1813,3689,110,82,15,13,164,63,8,93,231,72,62,97,12377,8594,1380,2403,737,409,200,128,189,135,23,31,4635,3586,125,924
95ZZ,14817,9674,2338,2805,66,47,4,15,62,40,6,16,183,59,55,69,10284,6360,2030,1894,486,292,90,104,108,63,22,23,3628,2813,131,684
