GeographyCode,LC4410NI0001,LC4410NI0002,LC4410NI0003,LC4410NI0004,LC4410NI0005,LC4410NI0006,LC4410NI0007,LC4410NI0008,LC4410NI0009
N92000002,748235,703275,44960,672714,639784,32930,75521,63491,12030
BHSCT,158510,148328,10182,128786,123477,5309,29724,24851,4873
NHSCT,190168,177914,12254,173643,164192,9451,16525,13722,2803
SEHSCT,144942,136698,8244,131125,124870,6255,13817,11828,1989
SHSCT,138913,131129,7784,131377,124606,6771,7536,6523,1013
WHSCT,115702,109206,6496,107783,102639,5144,7919,6567,1352
BELB,129761,120595,9166,103749,99098,4651,26012,21497,4515
NEELB,176510,165010,11500,160495,151730,8765,16015,13280,2735
SEELB,173691,164431,9260,156162,149249,6913,17529,15182,2347
SELB,152571,144033,8538,144525,137068,7457,8046,6965,1081
WELB,115702,109206,6496,107783,102639,5144,7919,6567,1352
UKN01,129761,120595,9166,103749,99098,4651,26012,21497,4515
UKN02,163971,156882,7089,144560,139580,4980,19411,17302,2109
UKN03,180459,170132,10327,167642,159145,8497,12817,10987,1830
UKN04,118324,109318,9006,108420,101719,6701,9904,7599,2305
UKN05,155720,146348,9372,148343,140242,8101,7377,6106,1271
95AA,20991,20064,927,19359,18660,699,1632,1404,228
95BB,33569,31514,2055,31122,29380,1742,2447,2134,313
95CC,23191,21594,1597,22108,20720,1388,1083,874,209
95DD,25873,24817,1056,23947,23048,899,1926,1769,157
95EE,12018,11508,510,11555,11120,435,463,388,75
95FF,19378,18303,1075,18392,17454,938,986,849,137
95GG,129761,120595,9166,103749,99098,4651,26012,21497,4515
95HH,16842,16200,642,14657,14237,420,2185,1963,222
95II,28749,27733,1016,25037,24379,658,3712,3354,358
95JJ,27482,23508,3974,24227,21456,2771,3255,2052,1203
95KK,13658,12904,754,13148,12462,686,510,442,68
95LL,37925,35931,1994,35573,33838,1735,2352,2093,259
95MM,42432,40779,1653,37689,36668,1021,4743,4111,632
95NN,28373,26206,2167,26166,24535,1631,2207,1671,536
95OO,21474,20270,1204,20422,19400,1022,1052,870,182
95PP,25166,23069,2097,23999,22182,1817,1167,887,280
95QQ,14350,13297,1053,13083,12230,853,1267,1067,200
95RR,12729,12098,631,12253,11690,563,476,408,68
95SS,47824,45723,2101,43345,41741,1604,4479,3982,497
95TT,15566,15037,529,15079,14613,466,487,424,63
95UU,8008,6608,1400,7559,6357,1202,449,251,198
95VV,36945,35031,1914,34882,33194,1688,2063,1837,226
95WW,35380,33971,1409,31029,30009,1020,4351,3962,389
95XX,35176,33255,1921,30492,29214,1278,4684,4041,643
95YY,19720,18443,1277,18705,17671,1034,1015,772,243
95ZZ,15655,14817,838,15137,14428,709,518,389,129
