GeographyCode,LC2610NI0001,LC2610NI0002,LC2610NI0003,LC2610NI0004,LC2610NI0005,LC2610NI0006,LC2610NI0007,LC2610NI0008,LC2610NI0009,LC2610NI0010,LC2610NI0011,LC2610NI0012,LC2610NI0013,LC2610NI0014,LC2610NI0015,LC2610NI0016,LC2610NI0017,LC2610NI0018,LC2610NI0019,LC2610NI0020
N92000002,795263,349522,399505,46236,176791,80867,86024,9900,203720,86897,104482,12341,328877,143732,167087,18058,85875,38026,41912,5937
BHSCT,150870,66086,71184,13600,39239,18715,16831,3693,31132,12613,15256,3263,61596,26700,30014,4882,18903,8058,9083,1762
NHSCT,210147,71291,126987,11869,43770,15866,25740,2164,56739,19551,33886,3302,86653,28304,53523,4826,22985,7570,13838,1577
SEHSCT,158531,48670,97651,12210,36696,11344,22994,2358,40785,12061,25274,3450,66622,20646,40960,5016,14428,4619,8423,1386
SHSCT,157636,86332,65496,5808,33117,18483,13594,1040,42993,22621,18834,1538,64729,35537,26860,2332,16797,9691,6208,898
WHSCT,118079,77143,38187,2749,23969,16459,6865,645,32071,20051,11232,788,49277,32545,15730,1002,12762,8088,4360,314
BELB,118754,57886,50021,10847,30103,15172,11907,3024,23976,11073,10352,2551,48782,24062,20910,3810,15893,7579,6852,1462
NEELB,194151,62170,120543,11438,40753,14100,24541,2112,51790,16743,31892,3155,80370,24728,50969,4673,21238,6599,13141,1498
SEELB,190647,56870,118814,14963,45832,14887,27918,3027,47941,13601,30178,4162,79436,23284,50064,6088,17438,5098,10654,1686
SELB,173632,95453,71940,6239,36134,20249,14793,1092,47942,25429,20828,1685,71012,39113,29414,2485,18544,10662,6905,977
WELB,118079,77143,38187,2749,23969,16459,6865,645,32071,20051,11232,788,49277,32545,15730,1002,12762,8088,4360,314
UKN01,118754,57886,50021,10847,30103,15172,11907,3024,23976,11073,10352,2551,48782,24062,20910,3810,15893,7579,6852,1462
UKN02,182067,44929,121688,15450,44538,12733,28601,3204,43103,9531,29439,4133,77197,18666,52163,6368,17229,3999,11485,1745
UKN03,200970,70966,118278,11726,41717,14721,25005,1991,53382,18031,32095,3256,84749,30237,49648,4864,21122,7977,11530,1615
UKN04,114548,62047,48889,3612,23323,13146,9308,869,30279,15745,13502,1032,48134,26559,20280,1295,12812,6597,5799,416
UKN05,178924,113694,60629,4601,37110,25095,11203,812,52980,32517,19094,1369,70015,44208,24086,1721,18819,11874,6246,699
95AA,25595,10639,13142,1814,5529,2351,2860,318,6688,2639,3571,478,10318,4381,5186,751,3060,1268,1525,267
95BB,35743,4694,28053,2996,7012,891,5643,478,9639,1396,7381,862,15597,1947,12384,1266,3495,460,2645,390
95CC,26586,12265,13454,867,5555,2678,2719,158,7439,3213,3997,229,10786,4976,5469,341,2806,1398,1269,139
95DD,29920,6962,21451,1507,6284,1602,4433,249,7959,1786,5771,402,12497,2828,9015,654,3180,746,2232,202
95EE,13426,4247,8701,478,2468,787,1595,86,4061,1378,2525,158,5558,1725,3650,183,1339,357,931,51
95FF,22621,7216,14348,1057,5020,1596,3221,203,6319,2046,3970,303,9199,2901,5881,417,2083,673,1276,134
95GG,118754,57886,50021,10847,30103,15172,11907,3024,23976,11073,10352,2551,48782,24062,20910,3810,15893,7579,6852,1462
95HH,18104,1909,14558,1637,3782,464,3014,304,4426,435,3548,443,8010,812,6509,689,1886,198,1487,201
95II,32116,8200,21163,2753,9136,3543,4924,669,7156,1540,4904,712,12814,2638,9104,1072,3010,479,2231,300
95JJ,25272,7355,16552,1365,5458,1656,3492,310,6521,1913,4239,369,10296,2905,6885,506,2997,881,1936,180
95KK,15996,9121,6444,431,3017,1766,1199,52,4949,2808,1994,147,6283,3576,2554,153,1747,971,697,79
95LL,41320,18685,20479,2156,8291,3371,4572,348,9738,4016,5212,510,18505,8794,8770,941,4786,2504,1925,357
95MM,40612,29338,10160,1114,9100,6705,2049,346,9185,6446,2446,293,17874,13072,4435,367,4453,3115,1230,108
95NN,30910,19112,10451,1347,6899,4237,2405,257,8933,5214,3260,459,12238,7806,3949,483,2840,1855,837,148
95OO,25646,15955,9013,678,5266,3475,1694,97,7567,4519,2855,193,10039,6201,3565,273,2774,1760,899,115
95PP,27574,15975,10857,742,5164,3095,1936,133,8046,4527,3311,208,11402,6598,4493,311,2962,1755,1117,90
95QQ,14861,3658,10354,849,2682,673,1871,138,4106,934,2930,242,6395,1580,4463,352,1678,471,1090,117
95RR,13217,7656,5262,299,2391,1415,925,51,3740,2206,1445,89,5551,3196,2232,123,1535,839,660,36
95SS,54962,19229,32087,3646,13426,4653,7995,778,13250,4151,8118,981,23122,8585,13074,1463,5164,1840,2900,424
95TT,19983,13213,6353,417,4353,3164,1120,69,6399,4202,2054,143,7188,4611,2434,143,2043,1236,745,62
95UU,7021,4231,2612,178,1362,893,439,30,2322,1351,900,71,2522,1563,904,55,815,424,369,22
95VV,41463,32211,8202,1050,8985,7363,1388,234,11930,8827,2800,303,16200,12665,3175,360,4348,3356,839,153
95WW,39969,9956,26820,3193,8835,2510,5717,608,9308,2105,6354,849,17586,4323,11923,1340,4240,1018,2826,396
95XX,36916,5635,27060,4221,9359,1563,6951,845,8963,1300,6515,1148,15665,2308,11553,1804,2929,464,2041,424
95YY,21676,14954,6306,416,4770,3554,1147,69,6650,4421,2083,146,8117,5581,2396,140,2139,1398,680,61
95ZZ,15000,9220,5602,178,2544,1690,808,46,4450,2451,1947,52,6333,4098,2174,61,1673,981,673,19
