GeographyCode,LC3401NI0001,LC3401NI0002,LC3401NI0003,LC3401NI0004,LC3401NI0005,LC3401NI0006,LC3401NI0007,LC3401NI0008,LC3401NI0009,LC3401NI0010,LC3401NI0011,LC3401NI0012,LC3401NI0013,LC3401NI0014,LC3401NI0015
N92000002,1788339,1429222,359117,946862,763357,183505,393463,306824,86639,277346,220197,57149,170668,138844,31824
BHSCT,342643,264200,78443,139665,108444,31221,84045,62244,21801,70719,54765,15954,48214,38747,9467
NHSCT,457038,369457,87581,265451,215895,49556,96326,76608,19718,61903,49599,12304,33358,27355,6003
SEHSCT,342197,278278,63919,193919,159678,34241,74236,59170,15066,49066,39278,9788,24976,20152,4824
SHSCT,355580,287847,67733,197895,160645,37250,75976,60323,15653,49452,40029,9423,32257,26850,5407
WHSCT,290881,229440,61441,149932,118695,31237,62880,48479,14401,46206,36526,9680,31863,25740,6123
BELB,276141,210442,65699,101963,77810,24153,68536,49832,18704,61223,47133,14090,44419,35667,8752
NEELB,420327,340585,79742,244471,199408,45063,88953,70915,18038,56893,45625,11268,30010,24637,5373
SEELB,408699,332036,76663,231621,190312,41309,89745,71582,18163,58562,46910,11652,28771,23232,5539
SELB,392291,316719,75572,218875,177132,41743,83349,66016,17333,54462,44003,10459,35605,29568,6037
WELB,290881,229440,61441,149932,118695,31237,62880,48479,14401,46206,36526,9680,31863,25740,6123
UKN01,276141,210442,65699,101963,77810,24153,68536,49832,18704,61223,47133,14090,44419,35667,8752
UKN02,384428,312575,71853,217491,178634,38857,85793,68806,16987,55315,44255,11060,25829,20880,4949
UKN03,434612,350699,83913,249192,202567,46625,95027,75170,19857,59578,47800,11778,30815,25162,5653
UKN04,284667,224577,60090,145185,115122,30063,62283,48066,14217,46364,36530,9834,30835,24859,5976
UKN05,408491,330929,77562,233031,189224,43807,81824,64950,16874,54866,44479,10387,38770,32276,6494
95AA,52540,43470,9070,30129,24977,5152,11429,9315,2114,7177,5929,1248,3805,3249,556
95BB,77483,61709,15774,43659,35150,8509,17793,13788,4005,11208,8957,2251,4823,3814,1009
95CC,58638,47945,10693,34534,28233,6301,12107,9748,2359,7396,6100,1296,4601,3864,737
95DD,63403,51897,11506,38898,32039,6859,12421,10030,2391,7828,6332,1496,4256,3496,760
95EE,31054,25035,6019,18393,15020,3373,6205,4814,1391,4011,3219,792,2445,1982,463
95FF,48045,39187,8858,29438,24426,5012,9968,7809,2159,5827,4706,1121,2812,2246,566
95GG,276141,210442,65699,101963,77810,24153,68536,49832,18704,61223,47133,14090,44419,35667,8752
95HH,38785,30921,7864,22258,17993,4265,8845,6880,1965,5438,4263,1175,2244,1785,459
95II,66502,53758,12744,37702,30634,7068,15509,12412,3097,9496,7632,1864,3795,3080,715
95JJ,57761,46734,11027,33945,27711,6234,11516,9155,2361,7817,6200,1617,4483,3668,815
95KK,36711,28872,7839,20980,16487,4493,7373,5693,1680,5010,3974,1036,3348,2718,630
95LL,92513,73318,19195,49444,39148,10296,21961,17228,4733,13378,10632,2746,7730,6310,1420
95MM,106500,83307,23193,44914,35013,9901,25223,19348,5875,21101,16604,4497,15262,12342,2920
95NN,68714,55724,12990,38694,31650,7044,14530,11589,2941,9881,7872,2009,5609,4613,996
95OO,57462,46774,10688,31736,25769,5967,11328,8992,2336,8044,6580,1464,6354,5433,921
95PP,61064,49851,11213,36219,29660,6559,12006,9539,2467,7734,6326,1408,5105,4326,779
95QQ,31914,25394,6520,18930,15177,3753,6925,5411,1514,4279,3372,907,1780,1434,346
95RR,32850,26220,6630,18041,14494,3547,7100,5599,1501,4869,3872,997,2840,2255,585
95SS,118525,96908,21617,63670,52785,10885,25698,20644,5054,18288,14682,3606,10869,8797,2072
95TT,44822,36632,8190,26354,21713,4641,8723,6944,1779,5582,4550,1032,4163,3425,738
95UU,16907,13451,3456,9599,7649,1950,3363,2645,718,2357,1849,508,1588,1308,280
95VV,98922,80623,18299,52743,43069,9674,20612,16546,4066,14807,12011,2796,10760,8997,1763
95WW,83141,67051,16090,45965,37129,8836,19526,15721,3805,12404,9911,2493,5246,4290,956
95XX,77475,63937,13538,47896,40093,7803,16215,13149,3066,9689,7767,1922,3675,2928,747
95YY,50872,40232,10640,30465,24293,6172,9675,7488,2187,6293,4938,1355,4439,3513,926
95ZZ,39595,29830,9765,20293,15235,5058,8876,6505,2371,6209,4786,1423,4217,3304,913
