GeographyCode,LC6108NI0001,LC6108NI0002,LC6108NI0003,LC6108NI0004,LC6108NI0005,LC6108NI0006,LC6108NI0007,LC6108NI0008,LC6108NI0009,LC6108NI0010,LC6108NI0011,LC6108NI0012,LC6108NI0013,LC6108NI0014,LC6108NI0015,LC6108NI0016,LC6108NI0017,LC6108NI0018,LC6108NI0019,LC6108NI0020,LC6108NI0021
N92000002,1313420,647369,666051,869767,460771,408996,203403,45712,157691,474065,276909,197156,117795,89509,28286,74504,48641,25863,443653,186598,257055
BHSCT,257160,124707,132453,166648,85475,81173,42209,10606,31603,94012,54072,39940,14649,10474,4175,15778,10323,5455,90512,39232,51280
NHSCT,335761,165437,170324,227093,120791,106302,52356,10915,41441,125825,74652,51173,31966,24334,7632,16946,10890,6056,108668,44646,64022
SEHSCT,251647,123169,128478,170549,89022,81527,40134,8240,31894,94424,55376,39048,23973,17620,6353,12018,7786,4232,81098,34147,46951
SHSCT,256035,128028,128007,172195,93379,78816,38395,8216,30179,92679,54688,37991,26562,20773,5789,14559,9702,4857,83840,34649,49191
WHSCT,212817,106028,106789,133282,72104,61178,30309,7735,22574,67125,38121,29004,20645,16308,4337,15203,9940,5263,79535,33924,45611
BELB,208609,101270,107339,132666,68197,64469,34270,8959,25311,73292,42184,31108,11192,7954,3238,13912,9100,4812,75943,33073,42870
NEELB,309116,152114,157002,209675,111222,98453,48401,10036,38365,116941,69400,47541,28809,21805,7004,15524,9981,5543,99441,40892,58549
SEELB,300198,146606,153592,204531,106300,98231,48073,9887,38186,115144,67264,47880,27430,20140,7290,13884,9009,4875,95667,40306,55361
SELB,282680,141351,141329,189613,102948,86665,42350,9095,33255,101563,59940,41623,29719,23302,6417,15981,10611,5370,93067,38403,54664
WELB,212817,106028,106789,133282,72104,61178,30309,7735,22574,67125,38121,29004,20645,16308,4337,15203,9940,5263,79535,33924,45611
UKN01,208609,101270,107339,132666,68197,64469,34270,8959,25311,73292,42184,31108,11192,7954,3238,13912,9100,4812,75943,33073,42870
UKN02,283218,137423,145795,194967,100620,94347,46528,9637,36891,113902,67295,46607,21637,15561,6076,12900,8127,4773,88251,36803,51448
UKN03,317543,156921,160622,216558,114771,101787,48990,9711,39279,120963,71357,49606,31017,23435,7582,15588,10268,5320,100985,42150,58835
UKN04,209839,103684,106155,130109,69993,60116,30941,7760,23181,64442,37275,27167,19165,14863,4302,15561,10095,5466,79730,33691,46039
UKN05,294211,148071,146140,195467,107190,88277,42674,9645,33029,101466,58798,42668,34784,27696,7088,16543,11051,5492,98744,40881,57863
95AA,38597,18999,19598,27361,14425,12936,6113,1262,4851,15924,9370,6554,3558,2690,868,1766,1103,663,11236,4574,6662
95BB,57290,28032,29258,38371,19959,18412,9054,1702,7352,20843,12154,8689,5846,4364,1482,2628,1739,889,18919,8073,10846
95CC,42544,21391,21153,28911,15662,13249,6373,1320,5053,15303,8955,6348,4910,3853,1057,2325,1534,791,13633,5729,7904
