GeographyCode,LC2212NI0001,LC2212NI0002,LC2212NI0003,LC2212NI0004,LC2212NI0005,LC2212NI0006,LC2212NI0007,LC2212NI0008,LC2212NI0009,LC2212NI0010,LC2212NI0011,LC2212NI0012
N92000002,1735711,780372,848933,106406,140204,23869,110301,6034,1595507,756503,738632,100372
BHSCT,334560,145103,160126,29331,18771,4086,13260,1425,315789,141017,146866,27906
NHSCT,444578,148536,267659,28383,62478,8048,52131,2299,382100,140488,215528,26084
SEHSCT,333088,103035,201587,28466,26794,3046,22296,1452,306294,99989,179291,27014
SHSCT,341383,193111,134901,13371,17601,3895,13131,575,323782,189216,121770,12796
WHSCT,282102,190587,84660,6855,14560,4794,9483,283,267542,185793,75177,6572
BELB,269804,130914,115564,23326,14181,3619,9418,1144,255623,127295,106146,22182
NEELB,409258,127705,254144,27409,60235,7536,50453,2246,349023,120169,203691,25163
SEELB,397844,117224,246149,34471,31384,3513,26138,1733,366460,113711,220011,32738
SELB,376703,213942,148416,14345,19844,4407,14809,628,356859,209535,133607,13717
WELB,282102,190587,84660,6855,14560,4794,9483,283,267542,185793,75177,6572
UKN01,269804,130914,115564,23326,14181,3619,9418,1144,255623,127295,106146,22182
UKN02,374966,87889,251996,35081,28722,2543,24465,1714,346244,85346,227531,33367
UKN03,420580,148918,243839,27823,46275,5592,38885,1798,374305,143326,204954,26025
UKN04,277050,156298,111122,9630,31240,6577,23770,893,245810,149721,87352,8737
UKN05,393311,256353,126412,10546,19786,5538,13763,485,373525,250815,112649,10061
95AA,51042,20928,26148,3966,4886,744,3953,189,46156,20184,22195,3777
95BB,75313,9556,58402,7355,9991,643,8824,524,65322,8913,49578,6831
95CC,56792,27367,27434,1991,3313,528,2681,104,53479,26839,24753,1887
95DD,61601,13800,44315,3486,13642,1102,12155,385,47959,12698,32160,3101
95EE,29937,9500,19004,1433,8811,1134,7391,286,21126,8366,11613,1147
95FF,46112,14662,28890,2560,3625,352,3125,148,42487,14310,25765,2412
95GG,269804,130914,115564,23326,14181,3619,9418,1144,255623,127295,106146,22182
95HH,37739,3615,30151,3973,3543,191,3112,240,34196,3424,27039,3733
95II,64756,14189,44562,6005,4590,467,3842,281,60166,13722,40720,5724
95JJ,56990,15872,37549,3569,9078,1019,7713,346,47912,14853,29836,3223
95KK,35320,20831,13515,974,2243,512,1678,53,33077,20319,11837,921
95LL,88565,40583,42966,5016,4509,889,3428,192,84056,39694,39538,4824
95MM,103341,77275,23282,2784,4635,1937,2595,103,98706,75338,20687,2681
95NN,66882,41663,21792,3427,3658,1072,2444,142,63224,40591,19348,3285
95OO,55075,35234,18373,1468,2649,808,1786,55,52426,34426,16587,1413
95PP,59282,35007,22560,1715,2373,662,1640,71,56909,34345,20920,1644
95QQ,31065,7726,21326,2013,5964,790,4956,218,25101,6936,16370,1795
95RR,32150,19086,12257,807,2519,712,1764,43,29631,18374,10493,764
95SS,114825,41512,65116,8197,7075,868,5861,346,107750,40644,59255,7851
95TT,42883,28219,13652,1012,3301,949,2263,89,39582,27270,11389,923
95UU,16423,9776,6109,538,3566,1053,2427,86,12857,8723,3682,452
95VV,94839,75265,17238,2336,3505,1318,2111,76,91334,73947,15127,2260
95WW,81578,18269,55890,7419,7444,554,6483,407,74134,17715,49407,7012
95XX,76068,10304,56277,9487,6070,463,5167,440,69998,9841,51110,9047
95YY,49120,34430,13640,1050,2402,761,1604,37,46718,33669,12036,1013
95ZZ,38209,24789,12921,499,2631,722,1880,29,35578,24067,11041,470
