GeographyCode,LC2109NI0001,LC2109NI0002,LC2109NI0003,LC2109NI0004,LC2109NI0005,LC2109NI0006,LC2109NI0007,LC2109NI0008,LC2109NI0009,LC2109NI0010,LC2109NI0011,LC2109NI0012,LC2109NI0013,LC2109NI0014,LC2109NI0015,LC2109NI0016,LC2109NI0017,LC2109NI0018,LC2109NI0019,LC2109NI0020,LC2109NI0021,LC2109NI0022,LC2109NI0023,LC2109NI0024,LC2109NI0025,LC2109NI0026,LC2109NI0027,LC2109NI0028,LC2109NI0029,LC2109NI0030,LC2109NI0031,LC2109NI0032
UKN03,438823,142092,218755,112743,61428,44584,77976,48312,143142,51331,62306,31362,17646,13298,29505,18901,118940,41103,54059,27455,14761,11843,23778,15551,176741,49658,102390,53926,29021,19443,24693,13860
UKN04,288597,148769,101454,52269,36270,12915,38374,17621,99195,54917,30036,14604,11450,3982,14242,6589,78190,41376,25041,12684,9062,3295,11773,5725,111212,52476,46377,24981,15758,5638,12359,5307
UKN05,411884,248217,117172,41484,52263,23425,46495,17322,144958,91118,36601,12606,16431,7564,17239,6338,115374,71236,29502,10428,12860,6214,14636,6091,151552,85863,51069,18450,22972,9647,14620,4893
95AA,53428,20050,23101,13343,5958,3800,10277,6515,18135,7566,6507,3601,1746,1160,4062,2652,15256,5998,5929,3315,1491,1123,3329,2236,20037,6486,10665,6427,2721,1517,2886,1627
95BB,78078,8521,51102,28715,12390,9997,18455,13175,23466,2659,14057,7962,3286,2809,6750,5010,19855,2522,11956,6792,2768,2396,5377,4011,34757,3340,25089,13961,6336,4792,6328,4154
95CC,59340,26563,25528,9717,10485,5326,7249,3141,20468,9583,8176,3136,3274,1766,2709,1193,16103,7467,6355,2457,2518,1380,2281,1091,22769,9513,10997,4124,4693,2180,2259,857
95DD,64044,13071,40531,26073,6856,7602,10442,5946,20018,4574,11482,7259,2006,2217,3962,2382,17297,3913,10038,6199,1720,2119,3346,2036,26729,4584,19011,12615,3130,3266,3134,1528
95EE,31224,9252,17717,10897,3974,2846,4255,2519,10329,3470,5199,3035,1259,905,1660,1032,8715,2696,4715,2779,1150,786,1304,857,12180,3086,7803,5083,1565,1155,1291,630
95FF,48339,14235,26715,13623,8060,5032,7389,4657,16199,5134,8246,4091,2549,1606,2819,1875,13633,4287,7092,3636,2089,1367,2254,1522,18507,4814,11377,5896,3422,2059,2316,1260
95GG,280962,117712,95919,40463,32035,23421,67331,37239,95456,43350,27329,11597,8620,7112,24777,13848,81470,33792,22901,9569,7322,6010,24777,14335,104036,40570,45689,19297,16093,10299,17777,9056
95HH,39114,2958,26284,11668,7423,7193,9872,7296,12266,864,7703,3334,2164,2205,3699,2818,10101,896,6197,2722,1748,1727,3008,2285,16747,1198,12384,5612,3511,3261,3165,2193
95II,67242,13101,38517,16922,11120,10475,15624,11002,20177,4789,10059,4443,2690,2926,5329,3876,17664,4187,8346,3670,2313,2363,5131,3760,29401,4125,20112,8809,6117,5186,5164,3366
95JJ,59067,14774,33524,16384,12540,4600,10769,6575,19293,5443,9818,4604,3822,1392,4032,2646,14510,4076,7322,3465,2780,1077,3112,1948,25264,5255,16384,8315,5938,2131,3625,1981
95KK,37013,20379,12568,4853,5473,2242,4066,1592,13206,7791,3893,1411,1776,706,1522,613,10631,6083,3273,1198,1439,636,1275,598,13176,6505,5402,2244,2258,900,1269,381
95LL,93023,39138,39190,9731,18432,11027,14695,7876,31878,14675,11533,2708,5434,3391,5670,3117,26886,11696,10337,2652,4652,3033,4853,2805,34259,12767,17320,4371,8346,4603,4172,1954
95MM,107877,72748,20959,9955,8394,2610,14170,4885,38920,27320,6348,2737,2768,843,5252,1658,30133,20065,5366,2546,2128,692,4702,1751,38824,25363,9245,4672,3498,1075,4216,1476
95NN,69731,40068,18910,9300,5887,3723,10753,6272,23679,14482,5112,2438,1540,1134,4085,2435,18032,10862,4278,2100,1189,989,2892,1749,28020,14724,9520,4762,3158,1600,3776,2088
95OO,57852,33981,17238,5724,8141,3373,6633,2242,20738,12815,5359,1675,2566,1118,2564,866,17031,10398,4426,1435,2039,952,2207,831,20083,10768,7453,2614,3536,1303,1862,545
95PP,61805,33951,21186,1878,14228,5080,6668,3005,20204,11553,6364,527,4319,1518,2287,1054,16553,9402,5157,447,3427,1283,1994,937,25048,12996,9665,904,6482,2279,2387,1014
95QQ,32180,7009,19206,11958,3845,3403,5965,3871,9767,2241,5369,3303,1085,981,2157,1430,7981,1825,4429,2761,852,816,1727,1192,14432,2943,9408,5894,1908,1606,2081,1249
95RR,33536,18784,11489,6123,4329,1037,3263,1615,11536,6976,3377,1702,1387,288,1183,569,9638,5625,3027,1627,1145,255,986,543,12362,6183,5085,2794,1797,494,1094,503
95SS,120165,39402,57606,22348,22000,13258,23157,14554,41142,15942,16132,6055,5924,4153,9068,5802,32841,11748,13923,5304,5081,3538,7170,4750,46182,11712,27551,10989,10995,5567,6919,4002
95TT,45038,28088,12767,5526,4662,2579,4183,1781,16421,10782,4006,1637,1504,865,1633,713,12814,8300,3252,1385,1159,708,1262,593,15803,9006,5509,2504,1999,1006,1288,475
95UU,17050,9267,5514,2633,2393,488,2269,1066,5429,3152,1557,719,708,130,720,353,4211,2318,1316,600,583,133,577,291,7410,3797,2641,1314,1102,225,972,422
95VV,99480,71686,15151,8666,3711,2774,12643,3828,35953,26385,4821,2732,1192,897,4747,1298,28222,20205,3910,2228,904,778,4107,1431,35305,25096,6420,3706,1615,1099,3789,1099
95WW,85139,16968,49211,24086,12423,12702,18960,12986,27926,6469,14195,6784,3530,3881,7262,5141,23140,5255,11850,5779,2861,3210,6035,4311,34073,5244,23166,11523,6032,5611,5663,3534
95XX,78937,8814,47637,23118,13859,10660,22486,16832,22695,2702,12160,5913,3356,2891,7833,6096,20326,2618,10824,5373,2866,2585,6884,5303,35916,3494,24653,11832,7637,5184,7769,5433
95YY,51356,33569,12734,5120,5563,2051,5053,1733,17968,12209,3982,1488,1800,694,1777,601,14020,9381,3129,1278,1374,477,1510,610,19368,11979,5623,2354,2389,880,1766,522
95ZZ,39843,23944,12251,6277,4640,1334,3648,961,13688,8556,3737,1807,1506,424,1395,331,10983,6596,3295,1667,1276,352,1092,335,15172,8792,5219,2803,1858,558,1161,295
