DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC3604NI","ECONOMIC ACTIVITY BY PROVISION OF UNPAID CARE","All usual residents aged 16 to 74","1. 'Provision of unpaid care' - the term 'care' covers unpaid help or support to family members, friends, neighbours or others because of long-term physical or mental health or disability, or problems relating to old age.; 2. For the Census, 'Part-time' is defined as working 30 hours or less per week. 'Full-time' is defined as working 31 hours or more per week.; 3. 'Not in employment' includes Retired, Student, Long-term sick or disabled, Looking after home/family, Unemployed and Other.; "
