GeographyCode,LC6104NI0001,LC6104NI0002,LC6104NI0003,LC6104NI0004,LC6104NI0005,LC6104NI0006,LC6104NI0007,LC6104NI0008,LC6104NI0009,LC6104NI0010,LC6104NI0011,LC6104NI0012,LC6104NI0013,LC6104NI0014,LC6104NI0015
N92000002,795263,412130,383133,176791,84249,92542,203720,154177,49543,328877,126772,202105,85875,46932,38943
BHSCT,150870,75152,75718,39239,19901,19338,31132,21347,9785,61596,23752,37844,18903,10152,8751
NHSCT,210147,109901,100246,43770,20682,23088,56739,43863,12876,86653,32663,53990,22985,12693,10292
SEHSCT,158531,81236,77295,36696,18046,18650,40785,30318,10467,66622,24883,41739,14428,7989,6439
SHSCT,157636,83677,73959,33117,15036,18081,42993,33600,9393,64729,25870,38859,16797,9171,7626
WHSCT,118079,62164,55915,23969,10584,13385,32071,25049,7022,49277,19604,29673,12762,6927,5835
BELB,118754,59097,59657,30103,15442,14661,23976,16237,7739,48782,18929,29853,15893,8489,7404
NEELB,194151,101241,92910,40753,19384,21369,51790,39845,11945,80370,30258,50112,21238,11754,9484
SEELB,190647,97291,93356,45832,22505,23327,47941,35428,12513,79436,29706,49730,17438,9652,7786
SELB,173632,92337,81295,36134,16334,19800,47942,37618,10324,71012,28275,42737,18544,10110,8434
WELB,118079,62164,55915,23969,10584,13385,32071,25049,7022,49277,19604,29673,12762,6927,5835
UKN01,118754,59097,59657,30103,15442,14661,23976,16237,7739,48782,18929,29853,15893,8489,7404
UKN02,182067,92493,89574,44538,22335,22203,43103,31320,11783,77197,29147,48050,17229,9691,7538
UKN03,200970,104503,96467,41717,19525,22192,53382,40867,12515,84749,32441,52308,21122,11670,9452
UKN04,114548,59898,54650,23323,10745,12578,30279,23351,6928,48134,18893,29241,12812,6909,5903
UKN05,178924,96139,82785,37110,16202,20908,52980,42402,10578,70015,27362,42653,18819,10173,8646
95AA,25595,13322,12273,5529,2613,2916,6688,5073,1615,10318,3990,6328,3060,1646,1414
95BB,35743,18220,17523,7012,3301,3711,9639,7312,2327,15597,5652,9945,3495,1955,1540
95CC,26586,14128,12458,5555,2434,3121,7439,5806,1633,10786,4390,6396,2806,1498,1308
95DD,29920,15788,14132,6284,2968,3316,7959,6273,1686,12497,4848,7649,3180,1699,1481
95EE,13426,7171,6255,2468,1119,1349,4061,3256,805,5558,2052,3506,1339,744,595
95FF,22621,11945,10676,5020,2369,2651,6319,4844,1475,9199,3562,5637,2083,1170,913
95GG,118754,59097,59657,30103,15442,14661,23976,16237,7739,48782,18929,29853,15893,8489,7404
95HH,18104,9189,8915,3782,1941,1841,4426,3237,1189,8010,2968,5042,1886,1043,843
95II,32116,16055,16061,9136,4459,4677,7156,5110,2046,12814,4823,7991,3010,1663,1347
95JJ,25272,13122,12150,5458,2609,2849,6521,4957,1564,10296,3966,6330,2997,1590,1407
95KK,15996,8660,7336,3017,1298,1719,4949,4018,931,6283,2405,3878,1747,939,808
95LL,41320,21615,19705,8291,3818,4473,9738,7375,2363,18505,7662,10843,4786,2760,2026
95MM,40612,20649,19963,9100,4292,4808,9185,6763,2422,17874,7252,10622,4453,2342,2111
95NN,30910,15918,14992,6899,3223,3676,8933,6851,2082,12238,4336,7902,2840,1508,1332
95OO,25646,13955,11691,5266,2354,2912,7567,6077,1490,10039,4119,5920,2774,1405,1369
95PP,27574,14749,12825,5164,2171,2993,8046,6377,1669,11402,4512,6890,2962,1689,1273
95QQ,14861,7695,7166,2682,1233,1449,4106,3139,967,6395,2391,4004,1678,932,746
95RR,13217,7010,6207,2391,1023,1368,3740,2983,757,5551,2210,3341,1535,794,741
95SS,54962,28211,26751,13426,6733,6693,13250,9763,3487,23122,8827,14295,5164,2888,2276
95TT,19983,11010,8973,4353,1906,2447,6399,5275,1124,7188,2658,4530,2043,1171,872
95UU,7021,3793,3228,1362,582,780,2322,1817,505,2522,924,1598,815,470,345
95VV,41463,22034,19429,8985,4061,4924,11930,9498,2432,16200,6137,10063,4348,2338,2010
95WW,39969,20151,19818,8835,4413,4422,9308,6818,2490,17586,6461,11125,4240,2459,1781
95XX,36916,18887,18029,9359,4789,4570,8963,6392,2571,15665,6068,9597,2929,1638,1291
95YY,21676,11603,10073,4770,1978,2792,6650,5351,1299,8117,3141,4976,2139,1133,1006
95ZZ,15000,8153,6847,2544,1120,1424,4450,3575,875,6333,2489,3844,1673,969,704
