DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC4102NI","HOUSEHOLD COMPOSITION BY TENURE","All households","1. Family - A family consists of a couple (married, same-sex civil partnership or cohabiting) with or without children, or a lone parent and their children. It also includes a married, same-sex civil partnership or cohabiting couple with their grandchildren or a lone grandparent with his or her grandchildren, if there is no parent in the intervening generation in the household. A family will also include step-children when their parent is part of the couple.; 2. The terms used to describe tenure are defined as:;   Owner occupied: either owns outright or owns with a mortgage or loan and includes Shared ownership: pays part rent and part mortgage for this table.;   Social rented: rented from Northern Ireland Housing Executive, Housing Association, or Charitable Trust.;   Private rented: rented from a private landlord or letting agency, employer of a household member, or relative or friend of a household member or other person and includes lives rent free for this table.; 3. 'Other one family and no other people' includes 'cohabiting couples with no children, or one, or two or more dependent children, or all children non-dependent' and 'One family only: All aged 65 and over'.; 4. 'Other household types' includes 'with one, or two or more dependent children', 'all full-time students', 'all aged 65 and over' and 'Other'."
