GeographyCode,LC6106NI0001,LC6106NI0002,LC6106NI0003,LC6106NI0004,LC6106NI0005,LC6106NI0006,LC6106NI0007,LC6106NI0008,LC6106NI0009,LC6106NI0010,LC6106NI0011,LC6106NI0012,LC6106NI0013,LC6106NI0014,LC6106NI0015
N92000002,1313420,647369,666051,339969,161996,177973,288750,143110,145640,463909,235268,228641,220792,106995,113797
BHSCT,257160,124707,132453,72035,35696,36339,46243,20300,25943,86449,43206,43243,52433,25505,26928
NHSCT,335761,165437,170324,85390,40269,45121,76865,37843,39022,123274,63501,59773,50232,23824,26408
SEHSCT,251647,123169,128478,76279,37649,38630,62107,30039,32068,79306,38788,40518,33955,16693,17262
SHSCT,256035,128028,128007,60356,27394,32962,57836,30034,27802,96408,50447,45961,41435,20153,21282
WHSCT,212817,106028,106789,45909,20988,24921,45699,24894,20805,78472,39326,39146,42737,20820,21917
BELB,208609,101270,107339,55030,27311,27719,35243,15529,19714,71978,35967,36011,46358,22463,23895
NEELB,309116,152114,157002,79977,37952,42025,70843,34459,36384,112831,58026,54805,45465,21677,23788
SEELB,300198,146606,153592,93284,46034,47250,73107,34810,38297,93777,46027,47750,40030,19735,20295
SELB,282680,141351,141329,65769,29711,36058,63858,33418,30440,106851,55922,50929,46202,22300,23902
WELB,212817,106028,106789,45909,20988,24921,45699,24894,20805,78472,39326,39146,42737,20820,21917
UKN01,208609,101270,107339,55030,27311,27719,35243,15529,19714,71978,35967,36011,46358,22463,23895
UKN02,283218,137423,145795,89464,44874,44590,65185,28925,36260,90068,44681,45387,38501,18943,19558
UKN03,317543,156921,160622,83195,39241,43954,75461,37270,38191,116179,59418,56761,42708,20992,21716
UKN04,209839,103684,106155,46170,21713,24457,44311,23591,20720,77013,37947,39066,42345,20433,21912
UKN05,294211,148071,146140,66110,28857,37253,68550,37795,30755,108671,57255,51416,50880,24164,26716
95AA,38597,18999,19598,10708,5013,5695,8945,4351,4594,13941,7226,6715,5003,2409,2594
95BB,57290,28032,29258,15659,7555,8104,15367,7565,7802,19551,9613,9938,6713,3299,3414
95CC,42544,21391,21153,10271,4567,5704,10474,5536,4938,15063,7964,7099,6736,3324,3412
95DD,46337,22991,23346,11888,5620,6268,10278,5026,5252,18348,9553,8795,5823,2792,3031
95EE,22558,11298,11260,4674,2091,2583,5546,3013,2533,8839,4465,4374,3499,1729,1770
95FF,34555,17280,17275,9471,4453,5018,8790,4552,4238,11944,6046,5898,4350,2229,2121
95GG,208609,101270,107339,55030,27311,27719,35243,15529,19714,71978,35967,36011,46358,22463,23895
95HH,28657,13905,14752,8108,4109,3999,6439,2745,3694,10270,5160,5110,3840,1891,1949
95II,48551,23437,25114,17005,8385,8620,11000,4771,6229,14471,7239,7232,6075,3042,3033
95JJ,43277,21081,22196,10972,5251,5721,9465,4801,4664,14830,7351,7479,8010,3678,4332
95KK,26645,13323,13322,5413,2317,3096,6022,3384,2638,10443,5475,4968,4767,2147,2620
95LL,67061,33125,33936,15857,7424,8433,13643,6367,7276,27410,14320,13090,10151,5014,5137
95MM,78409,38178,40231,17701,8597,9104,14192,7091,7101,28455,13637,14818,18061,8853,9208
95NN,50138,24879,25259,13832,6421,7411,12849,6854,5995,15666,7726,7940,7791,3878,3913
95OO,41315,20944,20371,9069,3970,5099,8993,4820,4173,16146,8876,7270,7107,3278,3829
95PP,44465,22508,21957,9612,4227,5385,10824,5974,4850,16939,8825,8114,7090,3482,3608
95QQ,23565,11615,11950,5780,2755,3025,5589,2555,3034,9319,4934,4385,2877,1371,1506
95RR,24610,12558,12052,4814,2193,2621,5809,3331,2478,9153,4653,4500,4834,2381,2453
95SS,86371,42177,44194,25989,12938,13051,19694,9121,10573,27917,13890,14027,12771,6228,6543
95TT,31959,16138,15821,7425,3144,4281,7579,4358,3221,11726,6277,5449,5229,2359,2870
95UU,12375,6264,6111,2859,1262,1597,3147,1821,1326,4320,2227,2093,2049,954,1095
95VV,70560,35288,35272,15688,6980,8708,15936,8759,7177,25845,13241,12604,13091,6308,6783
95WW,61791,29823,31968,17563,8707,8856,13855,5789,8066,21238,10833,10405,9135,4494,4641
95XX,57848,28081,29767,20799,10735,10064,14197,6499,7698,16172,7559,8613,6680,3288,3392
95YY,36723,18479,18244,8632,3652,4980,8722,4964,3758,12509,6597,5912,6860,3266,3594
95ZZ,28610,14305,14305,5150,2319,2831,6152,3534,2618,11416,5614,5802,5892,2838,3054
