GeographyCode,LC3101NI0001,LC3101NI0002,LC3101NI0003,LC3101NI0004,LC3101NI0005,LC3101NI0006,LC3101NI0007,LC3101NI0008,LC3101NI0009,LC3101NI0010,LC3101NI0011,LC3101NI0012,LC3101NI0013,LC3101NI0014,LC3101NI0015,LC3101NI0016,LC3101NI0017,LC3101NI0018
N92000002,1788339,1574927,213412,843565,798324,45241,253097,211723,41374,247313,191547,55766,192395,153620,38775,251969,219713,32256
BHSCT,342643,299873,42770,166237,156007,10230,46045,38257,7788,46656,35643,11013,33525,26470,7055,50180,43496,6684
NHSCT,457038,403714,53324,208870,198429,10441,65882,55471,10411,64188,50048,14140,50739,40718,10021,67359,59048,8311
SEHSCT,342197,297836,44361,152445,144122,8323,47881,39922,7959,48913,37254,11659,40684,31513,9171,52274,45025,7249
SHSCT,355580,314996,40584,175370,166366,9004,51467,43069,8398,47488,36987,10501,35950,29025,6925,45305,39549,5756
WHSCT,290881,258508,32373,140643,133400,7243,41822,35004,6818,40068,31615,8453,31497,25894,5603,36851,32595,4256
BELB,276141,242416,33725,138286,129581,8705,36318,30100,6218,36209,27851,8358,26482,21094,5388,38846,33790,5056
NEELB,420327,371104,49223,190306,180848,9458,60688,51172,9516,59413,46288,13125,47113,37802,9311,62807,54994,7813
SEELB,408699,355293,53406,180396,170548,9848,57608,48079,9529,59360,45046,14314,47727,36889,10838,63608,54731,8877
SELB,392291,347606,44685,193934,183947,9987,56661,47368,9293,52263,40747,11516,39576,31941,7635,49857,43603,6254
WELB,290881,258508,32373,140643,133400,7243,41822,35004,6818,40068,31615,8453,31497,25894,5603,36851,32595,4256
UKN01,276141,242416,33725,138286,129581,8705,36318,30100,6218,36209,27851,8358,26482,21094,5388,38846,33790,5056
UKN02,384428,334579,49849,170475,161247,9228,54877,46051,8826,56015,42369,13646,43494,33666,9828,59567,51246,8321
UKN03,434612,381683,52929,198536,188201,10335,62748,52456,10292,60848,46955,13893,49220,39087,10133,63260,54984,8276
UKN04,284667,253041,31626,134584,127782,6802,40997,34579,6418,39778,31633,8145,30823,25178,5645,38485,33869,4616
UKN05,408491,363208,45283,201684,191513,10171,58157,48537,9620,54463,42739,11724,42376,34595,7781,51811,45824,5987
95AA,52540,46562,5978,25115,23876,1239,7958,6751,1207,7213,5586,1627,5597,4520,1077,6657,5829,828
95BB,77483,66905,10578,32345,30558,1787,10950,9075,1875,11374,8586,2788,10073,7756,2317,12741,10930,1811
95CC,58638,52042,6596,28229,26869,1360,8243,6902,1341,7910,6192,1718,6268,5073,1195,7988,7006,982
95DD,63403,56268,7135,27922,26605,1317,9337,7920,1417,8529,6743,1786,7492,6066,1426,10123,8934,1189
95EE,31054,27631,3423,14423,13675,748,4612,3903,709,4358,3480,878,3156,2572,584,4505,4001,504
95FF,48045,42279,5766,22528,21391,1137,7293,6127,1166,6841,5200,1641,4956,3975,981,6427,5586,841
95GG,276141,242416,33725,138286,129581,8705,36318,30100,6218,36209,27851,8358,26482,21094,5388,38846,33790,5056
95HH,38785,33820,4965,16727,15819,908,5620,4741,879,5989,4573,1416,4472,3523,949,5977,5164,813
95II,66502,57457,9045,27951,26426,1525,9727,8157,1570,10447,7792,2655,7043,5376,1667,11334,9706,1628
95JJ,57761,51460,6301,25132,24074,1058,7884,6770,1114,8530,6821,1709,6784,5506,1278,9431,8289,1142
95KK,36711,32610,4101,18564,17581,983,5194,4299,895,4775,3760,1015,3626,2916,710,4552,4054,498
95LL,92513,81673,10840,45351,42983,2368,13363,11182,2181,12288,9526,2762,9322,7436,1886,12189,10546,1643
95MM,106500,94319,12181,53186,50289,2897,15217,12691,2526,14764,11626,3138,11012,8942,2070,12321,10771,1550
95NN,68714,60088,8626,31973,30175,1798,9425,7711,1714,9656,7450,2206,7808,6172,1636,9852,8580,1272
95OO,57462,51377,6085,29357,27929,1428,8350,7012,1338,7357,5835,1522,5533,4548,985,6865,6053,812
95PP,61064,54340,6724,28074,26797,1277,8565,7156,1409,8521,6681,1840,7190,5953,1237,8714,7753,961
95QQ,31914,27908,4006,13302,12613,689,4422,3690,732,4947,3864,1083,3972,3162,810,5271,4579,692
95RR,32850,29492,3358,15789,15091,698,5058,4293,765,4395,3570,825,3576,2983,593,4032,3555,477
95SS,118525,103676,14849,56499,53353,3146,16744,13930,2814,16726,12809,3917,12628,9802,2826,15928,13782,2146
95TT,44822,40039,4783,22718,21643,1075,6506,5395,1111,5762,4575,1187,4384,3571,813,5452,4855,597
95UU,16907,14957,1950,7297,6930,367,2325,1985,340,2389,1860,529,2080,1700,380,2816,2482,334
95VV,98922,87625,11297,49905,47194,2711,14218,11846,2372,13092,10234,2858,9871,7993,1878,11836,10358,1478
95WW,83141,72459,10682,37670,35613,2057,12024,10017,2007,11696,8786,2910,9176,7182,1994,12575,10861,1714
95XX,77475,67167,10308,31628,30036,1592,10762,9206,1556,11157,8409,2748,10175,7783,2392,13753,11733,2020
95YY,50872,45175,5697,24837,23500,1337,7081,5927,1154,7046,5462,1584,5504,4541,963,6404,5745,659
95ZZ,39595,35182,4413,18757,17723,1034,5901,4937,964,5342,4276,1066,4215,3475,740,5380,4771,609
