GeographyCode,LC1101NI0001,LC1101NI0002,LC1101NI0003,LC1101NI0004,LC1101NI0005,LC1101NI0006,LC1101NI0007,LC1101NI0008,LC1101NI0009,LC1101NI0010,LC1101NI0011,LC1101NI0012,LC1101NI0013,LC1101NI0014,LC1101NI0015,LC1101NI0016,LC1101NI0017,LC1101NI0018,LC1101NI0019,LC1101NI0020,LC1101NI0021,LC1101NI0022,LC1101NI0023,LC1101NI0024
N92000002,1431540,517393,682074,232073,471572,372373,88539,10660,254108,67236,152696,34176,248578,35692,162421,50465,193562,17872,134844,40846,263720,24220,143574,95926
BHSCT,283079,123572,106796,52711,103397,87288,13868,2241,46245,17411,21695,7139,46954,9374,25501,12079,33778,4108,20289,9381,52705,5391,25443,21871
NHSCT,366872,122083,187157,57632,114967,88232,24086,2649,66054,15417,41983,8654,64435,8262,44021,12152,50990,4199,37004,9787,70426,5973,40063,24390
SEHSCT,275606,87369,142590,45647,82537,63513,16853,2171,48194,11243,30392,6559,49169,5874,33553,9742,40893,2940,29877,8076,54813,3799,31915,19099
SHSCT,276654,96812,138987,40855,94189,71230,20813,2146,51542,11680,33507,6355,47648,6041,33117,8490,36112,3295,25863,6954,47163,4566,25687,16910
WHSCT,229329,87557,106544,35228,76482,62110,12919,1453,42073,11485,25119,5469,40372,6141,26229,8002,31789,3330,21811,6648,38613,4491,20466,13656
BELB,228679,106568,78569,43542,88165,75587,10681,1897,36478,15003,15552,5923,36457,7889,18387,10181,26688,3435,15257,7996,40891,4654,18692,17545
NEELB,338153,111843,172569,53741,104625,80435,21761,2429,60853,14325,38509,8019,59655,7737,40519,11399,47352,3906,34317,9129,65668,5440,37463,22765
SEELB,330006,104373,170817,54816,97769,75214,20040,2515,57961,13651,36535,7775,59666,7359,40667,11640,47983,3613,34909,9461,66627,4536,38666,23425
SELB,305373,107052,153575,44746,104531,79027,23138,2366,56743,12772,36981,6990,52428,6566,36619,9243,39750,3588,28550,7612,51921,5099,28287,18535
WELB,229329,87557,106544,35228,76482,62110,12919,1453,42073,11485,25119,5469,40372,6141,26229,8002,31789,3330,21811,6648,38613,4491,20466,13656
UKN01,228679,106568,78569,43542,88165,75587,10681,1897,36478,15003,15552,5923,36457,7889,18387,10181,26688,3435,15257,7996,40891,4654,18692,17545
UKN02,311648,99323,159531,52794,94130,72272,19363,2495,55199,13165,34215,7819,56306,7017,38009,11280,43700,3191,31706,8803,62313,3678,36238,22397
UKN03,346252,112107,178858,55287,106594,80706,23247,2641,62917,14361,40135,8421,61080,7584,41870,11626,49457,3981,35813,9663,66204,5475,37793,22936
UKN04,226804,85315,105122,36367,74388,60779,12082,1527,41204,11453,24062,5689,40020,6000,25580,8440,31056,2991,21373,6692,40136,4092,22025,14019
UKN05,318157,114080,159994,44083,108295,83029,23166,2100,58310,13254,38732,6324,54715,7202,38575,8938,42661,4274,30695,7692,54176,6321,28826,19029
95AA,41479,13670,21461,6348,13417,9871,3225,321,8025,1848,5060,1117,7292,946,4985,1361,5674,443,4105,1126,7071,562,4086,2423
95BB,62813,17980,34193,10640,17093,12943,3651,499,10963,2379,7118,1466,11397,1229,7977,2191,10094,638,7534,1922,13266,791,7913,4562
95CC,46195,15772,23741,6682,15145,11533,3283,329,8281,1781,5585,915,7997,971,5713,1313,6350,615,4617,1118,8422,872,4543,3007
