GeographyCode,LC3604NI0001,LC3604NI0002,LC3604NI0003,LC3604NI0004,LC3604NI0005,LC3604NI0006,LC3604NI0007,LC3604NI0008,LC3604NI0009,LC3604NI0010,LC3604NI0011,LC3604NI0012,LC3604NI0013,LC3604NI0014,LC3604NI0015
N92000002,1313420,1116207,197213,795263,675808,119455,230721,191163,39558,564542,484645,79897,518157,440399,77758
BHSCT,257160,217831,39329,150870,127938,22932,46410,38622,7788,104460,89316,15144,106290,89893,16397
NHSCT,335761,286468,49293,210147,179213,30934,59485,49431,10054,150662,129782,20880,125614,107255,18359
SEHSCT,251647,210718,40929,158531,132987,25544,46157,37537,8620,112374,95450,16924,93116,77731,15385
SHSCT,256035,218531,37504,157636,134700,22936,43990,36349,7641,113646,98351,15295,98399,83831,14568
WHSCT,212817,182659,30158,118079,100970,17109,34679,29224,5455,83400,71746,11654,94738,81689,13049
BELB,208609,177460,31149,118754,101278,17476,37529,31465,6064,81225,69813,11412,89855,76182,13673
NEELB,309116,263630,45486,194151,165568,28583,54881,45578,9303,139270,119990,19280,114965,98062,16903
SEELB,300198,251089,49109,190647,159647,31000,55038,44694,10344,135609,114953,20656,109551,91442,18109
SELB,282680,241369,41311,173632,148345,25287,48594,40202,8392,125038,108143,16895,109048,93024,16024
WELB,212817,182659,30158,118079,100970,17109,34679,29224,5455,83400,71746,11654,94738,81689,13049
UKN01,208609,177460,31149,118754,101278,17476,37529,31465,6064,81225,69813,11412,89855,76182,13673
UKN02,283218,237412,45806,182067,152893,29174,52421,42723,9698,129646,110170,19476,101151,84519,16632
UKN03,317543,268644,48899,200970,170083,30887,55932,45881,10051,145038,124202,20836,116573,98561,18012
UKN04,209839,180399,29440,114548,98354,16194,35289,29935,5354,79259,68419,10840,95291,82045,13246
UKN05,294211,252292,41919,178924,153200,25724,49550,41159,8391,129374,112041,17333,115287,99092,16195
95AA,38597,33049,5548,25595,21974,3621,6910,5781,1129,18685,16193,2492,13002,11075,1927
95BB,57290,47475,9815,35743,29617,6126,10496,8401,2095,25247,21216,4031,21547,17858,3689
95CC,42544,36450,6094,26586,22673,3913,7409,6124,1285,19177,16549,2628,15958,13777,2181
95DD,46337,39807,6530,29920,25653,4267,8165,6779,1386,21755,18874,2881,16417,14154,2263
95EE,22558,19403,3155,13426,11498,1928,3604,2974,630,9822,8524,1298,9132,7905,1227
95FF,34555,29217,5338,22621,19107,3514,5991,4908,1083,16630,14199,2431,11934,10110,1824
95GG,208609,177460,31149,118754,101278,17476,37529,31465,6064,81225,69813,11412,89855,76182,13673
95HH,28657,24068,4589,18104,15252,2852,5175,4252,923,12929,11000,1929,10553,8816,1737
95II,48551,40371,8180,32116,26660,5456,8881,7157,1724,23235,19503,3732,16435,13711,2724
95JJ,43277,37420,5857,25272,21872,3400,8239,7033,1206,17033,14839,2194,18005,15548,2457
95KK,26645,22838,3807,15996,13645,2351,4604,3853,751,11392,9792,1600,10649,9193,1456
95LL,67061,57064,9997,41320,35233,6087,11369,9358,2011,29951,25875,4076,25741,21831,3910
95MM,78409,67023,11386,40612,34659,5953,13373,11443,1930,27239,23216,4023,37797,32364,5433
95NN,50138,42166,7972,30910,25938,4972,8928,7324,1604,21982,18614,3368,19228,16228,3000
95OO,41315,35704,5611,25646,22255,3391,7000,5825,1175,18646,16430,2216,15669,13449,2220
95PP,44465,38241,6224,27574,23616,3958,7549,6293,1256,20025,17323,2702,16891,14625,2266
95QQ,23565,19866,3699,14861,12561,2300,4073,3330,743,10788,9231,1557,8704,7305,1399
95RR,24610,21428,3182,13217,11511,1706,3686,3129,557,9531,8382,1149,11393,9917,1476
95SS,86371,72614,13757,54962,46355,8607,15966,13048,2918,38996,33307,5689,31409,26259,5150
95TT,31959,27514,4445,19983,17204,2779,5066,4237,829,14917,12967,1950,11976,10310,1666
95UU,12375,10607,1768,7021,6005,1016,2017,1690,327,5004,4315,689,5354,4602,752
95VV,70560,60096,10464,41463,35432,6031,12221,10134,2087,29242,25298,3944,29097,24664,4433
95WW,61791,51896,9895,39969,33549,6420,11632,9502,2130,28337,24047,4290,21822,18347,3475
95XX,57848,48463,9385,36916,31077,5839,10767,8764,2003,26149,22313,3836,20932,17386,3546
95YY,36723,31449,5274,21676,18375,3301,5701,4693,1008,15975,13682,2293,15047,13074,1973
95ZZ,28610,24518,4092,15000,12809,2191,4370,3666,704,10630,9143,1487,13610,11709,1901
