GeographyCode,LC2401NI0001,LC2401NI0002,LC2401NI0003,LC2401NI0004,LC2401NI0005,LC2401NI0006,LC2401NI0007,LC2401NI0008,LC2401NI0009,LC2401NI0010,LC2401NI0011,LC2401NI0012,LC2401NI0013,LC2401NI0014,LC2401NI0015,LC2401NI0016,LC2401NI0017,LC2401NI0018,LC2401NI0019,LC2401NI0020,LC2401NI0021,LC2401NI0022,LC2401NI0023,LC2401NI0024,LC2401NI0025,LC2401NI0026,LC2401NI0027,LC2401NI0028
N92000002,1788339,730826,741585,339954,245652,155979,315928,1285113,519542,566188,266234,182071,117883,199383,219712,91602,84133,35965,32700,15468,43977,283514,119682,91264,37755,30881,22628,72568
BHSCT,342643,129042,131855,56216,42430,33209,81746,204390,77896,83841,36096,26037,21708,42653,72822,27076,29271,12323,10826,6122,16475,65431,24070,18743,7797,5567,5379,22618
NHSCT,457038,140102,237029,125464,64756,46809,79907,347457,108205,184821,100761,47703,36357,54431,41908,9866,23313,10852,8427,4034,8729,67673,22031,28895,13851,8626,6418,16747
SEHSCT,342197,95886,172603,82390,53472,36741,73708,261330,70684,138640,67010,42842,28788,52006,37709,12417,16656,7874,5771,3011,8636,43158,12785,17307,7506,4859,4942,13066
SHSCT,355580,184558,122665,47016,48350,27299,48357,265738,135805,99205,39441,38033,21731,30728,29472,16134,8153,2485,4139,1529,5185,60370,32619,15307,5090,6178,4039,12444
WHSCT,290881,181238,77433,28868,36644,11921,32210,206198,126952,59681,22926,27456,9299,19565,37801,26109,6740,2431,3537,772,4952,46882,28177,11012,3511,5651,1850,7693
BELB,276141,116114,93778,39501,31423,22854,66249,152027,66832,53889,22959,17460,13470,31306,65488,26847,24189,10029,9220,4940,14452,58626,22435,15700,6513,4743,4444,20491
NEELB,420327,119848,224573,120666,59320,44587,75906,318742,92229,174658,96693,43424,34541,51855,39708,8729,22574,10650,8020,3904,8405,61877,18890,27341,13323,7876,6142,15646
SEELB,408699,108814,210680,99105,64479,47096,89205,313693,81748,168592,80147,51419,37026,63353,45043,12646,21738,10168,7377,4193,10659,49963,14420,20350,8790,5683,5877,15193
SELB,392291,204812,135121,51814,53786,29521,52358,294453,151781,109368,43509,42312,23547,33304,31672,17271,8892,2687,4546,1659,5509,66166,35760,16861,5618,6928,4315,13545
WELB,290881,181238,77433,28868,36644,11921,32210,206198,126952,59681,22926,27456,9299,19565,37801,26109,6740,2431,3537,772,4952,46882,28177,11012,3511,5651,1850,7693
UKN01,276141,116114,93778,39501,31423,22854,66249,152027,66832,53889,22959,17460,13470,31306,65488,26847,24189,10029,9220,4940,14452,58626,22435,15700,6513,4743,4444,20491
UKN02,384428,79891,215847,96619,66014,53214,88690,296377,61116,171949,77701,52394,41854,63312,43659,9401,23303,10272,7805,5226,10955,44392,9374,20595,8646,5815,6134,14423
UKN03,434612,141127,216201,111397,60763,44041,77284,328687,103861,172554,90946,47042,34566,52272,39610,12852,18412,8863,6379,3170,8346,66315,24414,25235,11588,7342,6305,16666
UKN04,284667,147087,99859,51419,35747,12693,37721,195977,99819,73334,39850,24133,9351,22824,41299,23814,11666,4953,5682,1031,5819,47391,23454,14859,6616,5932,2311,9078
UKN05,408491,246607,115900,41018,51705,23177,45984,312045,187914,94462,34778,41042,18642,29669,29656,18688,6563,1848,3614,1101,4405,66790,40005,14875,4392,7049,3434,11910
95AA,52540,19841,22654,13120,5862,3672,10045,39880,15326,17999,10873,4466,2660,6555,4771,1619,2029,1009,698,322,1123,7889,2896,2626,1238,698,690,2367
95BB,77483,8452,50658,28471,12269,9918,18373,60143,6350,40458,22847,9695,7916,13335,8265,768,5376,3019,1469,888,2121,9075,1334,4824,2605,1105,1114,2917
95CC,58638,26267,25168,9581,10344,5243,7203,45904,19992,21039,8212,8414,4413,4873,4005,1930,1414,469,730,215,661,8729,4345,2715,900,1200,615,1669
95DD,63403,12979,40065,25747,6783,7535,10359,48075,9441,31878,20985,5016,5877,6756,5557,957,3412,2009,866,537,1188,9771,2581,4775,2753,901,1121,2415
95EE,31054,9227,17581,10800,3946,2835,4246,23393,7261,13322,8473,2578,2271,2810,3030,769,1795,957,683,155,466,4631,1197,2464,1370,685,409,970
95FF,48045,14177,26500,13533,7972,4995,7368,38058,10980,21754,11346,6285,4123,5324,3462,1100,1783,801,726,256,579,6525,2097,2963,1386,961,616,1465
95GG,276141,116114,93778,39501,31423,22854,66249,152027,66832,53889,22959,17460,13470,31306,65488,26847,24189,10029,9220,4940,14452,58626,22435,15700,6513,4743,4444,20491
95HH,38785,2928,26014,11510,7374,7130,9843,29969,2159,20594,9200,5840,5554,7216,4010,225,2683,1140,777,766,1102,4806,544,2737,1170,757,810,1525
95II,66502,12928,38077,16715,11007,10355,15497,52363,11064,29952,13137,8577,8238,11347,7334,229,5082,2294,1606,1182,2023,6805,1635,3043,1284,824,935,2127
95JJ,57761,14408,32872,16050,12330,4492,10481,40116,9816,23829,12327,8316,3186,6471,6627,1443,3869,1506,2004,359,1315,11018,3149,5174,2217,2010,947,2695
95KK,36711,20254,12456,4798,5436,2222,4001,28715,15976,10163,4068,4279,1816,2576,2200,1137,739,202,407,130,324,5796,3141,1554,528,750,276,1101
95LL,92513,38991,38871,9634,18277,10960,14651,65735,26758,30289,7718,14027,8544,8688,9465,4200,3286,695,1810,781,1979,17313,8033,5296,1221,2440,1635,3984
95MM,106500,71983,20620,9791,8279,2550,13897,67455,45330,14532,7366,5437,1729,7593,21450,15715,2853,1164,1371,318,2882,17595,10938,3235,1261,1471,503,3422
95NN,68714,39734,18440,9065,5792,3583,10540,52207,29892,14960,7594,4604,2762,7355,5502,3577,1097,486,455,156,828,11005,6265,2383,985,733,665,2357
95OO,57462,33812,17075,5649,8074,3352,6575,41857,24046,13990,4915,6449,2626,3821,4535,2863,956,198,618,140,716,11070,6903,2129,536,1007,586,2038
95PP,61064,33592,20892,1842,14032,5018,6580,47282,25727,17156,1541,11473,4142,4399,4376,2784,955,60,698,197,637,9406,5081,2781,241,1861,679,1544
95QQ,31914,6953,19013,11827,3808,3378,5948,24589,5114,15216,9583,2949,2684,4259,2588,631,1429,844,355,230,528,4737,1208,2368,1400,504,464,1161
95RR,32850,18481,11172,5945,4224,1003,3197,24394,13708,8503,4730,3027,746,2183,3297,1783,1167,546,558,63,347,5159,2990,1502,669,639,194,667
95SS,118525,39034,56723,22059,21737,12927,22768,88206,27714,45236,17905,17267,10064,15256,17811,7614,6338,2446,2708,1184,3859,12508,3706,5149,1708,1762,1679,3653
95TT,44822,27988,12663,5468,4626,2569,4171,35395,22754,9781,4506,3291,1984,2860,2870,1440,1127,366,590,171,303,6557,3794,1755,596,745,414,1008
95UU,16907,9189,5460,2604,2369,487,2258,12260,6907,3858,1951,1534,373,1495,1882,770,875,350,472,53,237,2765,1512,727,303,363,61,526
95VV,98922,71311,15051,8619,3683,2749,12560,74184,54029,12133,7250,2858,2025,8022,8005,6041,714,322,255,137,1250,16733,11241,2204,1047,570,587,3288
95WW,83141,16335,48251,23540,12222,12489,18555,65065,13451,38181,18795,9434,9952,13433,8373,875,5355,2469,1575,1311,2143,9703,2009,4715,2276,1213,1226,2979
95XX,77475,8666,46782,22795,13674,10313,22027,60774,6728,37986,18664,11276,8046,16060,6131,458,3845,1923,1139,783,1828,10570,1480,4951,2208,1259,1484,4139
95YY,50872,33383,12595,5061,5510,2024,4894,38708,25390,10200,4286,4278,1636,3118,3665,2493,658,231,316,111,514,8499,5500,1737,544,916,277,1262
95ZZ,39595,23799,12154,6229,4599,1326,3642,28359,16797,9290,5003,3241,1046,2272,5013,3334,1107,430,594,83,572,6223,3668,1757,796,764,197,798
