GeographyCode,LC4103NI0001,LC4103NI0002,LC4103NI0003,LC4103NI0004,LC4103NI0005,LC4103NI0006,LC4103NI0007,LC4103NI0008,LC4103NI0009,LC4103NI0010,LC4103NI0011,LC4103NI0012,LC4103NI0013,LC4103NI0014,LC4103NI0015,LC4103NI0016,LC4103NI0017,LC4103NI0018,LC4103NI0019,LC4103NI0020
N92000002,1788339,314676,454812,717767,301084,1285113,136580,332544,583633,232356,219712,54862,50188,72720,41942,283514,123234,72080,61414,26786
BHSCT,342643,78991,79541,125210,58901,204390,23995,48654,90998,40743,72822,18795,16900,23506,13621,65431,36201,13987,10706,4537
NHSCT,457038,73440,117824,185942,79832,347457,36282,91515,156320,63340,41908,9932,8938,13758,9280,67673,27226,17371,15864,7212
SEHSCT,342197,54317,85146,142222,60512,261330,27232,65296,120402,48400,37709,9986,8481,11900,7342,43158,17099,11369,9920,4770
SHSCT,355580,60948,95664,143292,55676,265738,29528,72320,119501,44389,29472,6933,6816,10021,5702,60370,24487,16528,13770,5585
WHSCT,290881,46980,76637,121101,46163,206198,19543,54759,96412,35484,37801,9216,9053,13535,5997,46882,18221,12825,11154,4682
BELB,276141,69754,62740,97624,46023,152027,19103,35565,67044,30315,65488,17173,15242,21243,11830,58626,33478,11933,9337,3878
NEELB,420327,67359,107970,171012,73986,318742,33061,83686,143577,58418,39708,9437,8439,12958,8874,61877,24861,15845,14477,6694
SEELB,408699,63554,101947,169808,73390,313693,32124,78385,144356,58828,45043,11608,10139,14163,9133,49963,19822,13423,11289,5429
SELB,392291,67029,105518,158222,61522,294453,32749,80149,132244,49311,31672,7428,7315,10821,6108,66166,26852,18054,15157,6103
WELB,290881,46980,76637,121101,46163,206198,19543,54759,96412,35484,37801,9216,9053,13535,5997,46882,18221,12825,11154,4682
UKN01,276141,69754,62740,97624,46023,152027,19103,35565,67044,30315,65488,17173,15242,21243,11830,58626,33478,11933,9337,3878
UKN02,384428,62218,97291,156953,67966,296377,32436,75650,133910,54381,43659,11499,9627,13331,9202,44392,18283,12014,9712,4383
UKN03,434612,71523,111690,176780,74619,328687,35731,86069,148370,58517,39610,9586,8414,12878,8732,66315,26206,17207,15532,7370
UKN04,284667,47482,73738,116277,47170,195977,18624,51575,90408,35370,41299,9985,9767,14636,6911,47391,18873,12396,11233,4889
UKN05,408491,63699,109353,170133,65306,312045,30686,83685,143901,53773,29656,6619,7138,10632,5267,66790,26394,18530,15600,6266
95AA,52540,9447,14321,20943,7829,39880,4566,11108,17913,6293,4771,1464,1059,1402,846,7889,3417,2154,1628,690
95BB,77483,11279,18828,32611,14765,60143,6014,14849,27667,11613,8265,1959,1710,2662,1934,9075,3306,2269,2282,1218
95CC,58638,9070,15366,24309,9893,45904,4714,12018,21031,8141,4005,886,942,1315,862,8729,3470,2406,1963,890
95DD,63403,9537,16374,25567,11925,48075,4671,12559,21421,9424,5557,1238,1210,1790,1319,9771,3628,2605,2356,1182
95EE,31054,4916,8172,12502,5464,23393,2562,6395,10203,4233,3030,607,675,1127,621,4631,1747,1102,1172,610
95FF,48045,7709,12953,19686,7697,38058,4259,10725,16980,6094,3462,826,650,1175,811,6525,2624,1578,1531,792
95GG,276141,69754,62740,97624,46023,152027,19103,35565,67044,30315,65488,17173,15242,21243,11830,58626,33478,11933,9337,3878
95HH,38785,6085,9839,16134,6727,29969,3202,7898,13748,5121,4010,942,705,1262,1101,4806,1941,1236,1124,505
95II,66502,9237,16801,27586,12878,52363,4892,13089,23954,10428,7334,1622,1658,2263,1791,6805,2723,2054,1369,659
95JJ,57761,9504,13522,23684,11051,40116,3223,9432,18928,8533,6627,1524,1425,2267,1411,11018,4757,2665,2489,1107
95KK,36711,6081,9854,14930,5846,28715,3221,7829,12743,4922,2200,495,499,800,406,5796,2365,1526,1387,518
95LL,92513,18308,24476,35261,14468,65735,8921,17808,28188,10818,9465,2262,2059,3070,2074,17313,7125,4609,4003,1576
95MM,106500,19602,28111,43489,15298,67455,6734,18027,31897,10797,21450,5690,5298,7427,3035,17595,7178,4786,4165,1466
95NN,68714,10621,17176,29153,11764,52207,4870,13130,24738,9469,5502,1286,1212,1960,1044,11005,4465,2834,2455,1251
95OO,57462,10194,15745,22694,8829,41857,4559,11449,18587,7262,4535,1218,1142,1463,712,11070,4417,3154,2644,855
95PP,61064,8646,15333,26300,10785,47282,4160,11811,22466,8845,4376,948,948,1588,892,9406,3538,2574,2246,1048
95QQ,31914,4622,7562,13559,6171,24589,2430,5890,11463,4806,2588,551,514,819,704,4737,1641,1158,1277,661
95RR,32850,5329,9261,13151,5109,24394,2633,6975,10831,3955,3297,699,807,1179,612,5159,1997,1479,1141,542
95SS,118525,20958,30738,48249,18580,88206,10302,23108,40283,14513,17811,5363,4290,5355,2803,12508,5293,3340,2611,1264
95TT,44822,6641,12532,18613,7036,35395,3585,10007,15932,5871,2870,561,708,1057,544,6557,2495,1817,1624,621
95UU,16907,2128,4139,7235,3405,12260,828,3051,5758,2623,1882,356,438,706,382,2765,944,650,771,400
95VV,98922,15667,27124,41342,14789,74184,7075,20320,34715,12074,8005,1741,2023,2998,1243,16733,6851,4781,3629,1472
95WW,83141,14479,21509,32775,14378,65065,7994,17346,28211,11514,8373,2194,1705,2528,1946,9703,4291,2458,2036,918
95XX,77475,11459,18404,32209,15403,60774,6046,14209,27714,12805,6131,1378,1269,1923,1561,10570,4035,2926,2572,1037
95YY,50872,7400,13399,21945,8128,38708,3372,10251,18427,6658,3665,770,876,1411,608,8499,3258,2272,2107,862
95ZZ,39595,6003,10533,16216,6843,28359,2644,7695,12791,5229,5013,1109,1124,1930,850,6223,2250,1714,1495,764
