GeographyCode,LC2403NI0001,LC2403NI0002,LC2403NI0003,LC2403NI0004,LC2403NI0005,LC2403NI0006,LC2403NI0007,LC2403NI0008,LC2403NI0009,LC2403NI0010,LC2403NI0011,LC2403NI0012,LC2403NI0013,LC2403NI0014,LC2403NI0015,LC2403NI0016
N92000002,703275,263153,312808,127314,474751,173268,224602,76881,104885,40058,45060,19767,123639,49827,43146,30666
BHSCT,148328,50967,62030,35331,83915,28954,37165,17796,34700,11642,15754,7304,29713,10371,9111,10231
NHSCT,177914,48294,98398,31222,127620,34760,72326,20534,21174,4650,12485,4039,29120,8884,13587,6649
SEHSCT,136698,34368,73335,28995,99826,23791,56126,19909,17644,5069,8870,3705,19228,5508,8339,5381
SHSCT,131129,64273,48215,18641,92001,44046,36688,11267,14218,7292,4510,2416,24910,12935,7017,4958
WHSCT,109206,65251,30830,13125,71389,41717,22297,7375,17149,11405,3441,2303,20668,12129,5092,3447
BELB,120595,46467,45058,29070,63019,25195,24454,13370,30818,11523,12930,6365,26758,9749,7674,9335
NEELB,165010,41682,93598,29730,118144,29904,68634,19606,20122,4148,12081,3893,26744,7630,12883,6231
SEELB,164431,38868,90307,35256,120722,27550,68837,24335,21526,5188,11694,4644,22183,6130,9776,6277
SELB,144033,70885,53015,20133,101477,48902,40380,12195,15270,7794,4914,2562,27286,14189,7721,5376
WELB,109206,65251,30830,13125,71389,41717,22297,7375,17149,11405,3441,2303,20668,12129,5092,3447
UKN01,120595,46467,45058,29070,63019,25195,24454,13370,30818,11523,12930,6365,26758,9749,7674,9335
UKN02,156882,28442,93220,35220,115712,20885,70409,24418,21552,3757,12894,4901,19618,3800,9917,5901
UKN03,170132,50801,89192,30139,121340,34562,67234,19544,19772,6015,9961,3796,29020,10224,11997,6799
UKN04,109318,53129,40975,15214,69848,32852,28307,8689,18728,10258,5823,2647,20742,10019,6845,3878
UKN05,146348,84314,44363,17671,104832,59774,34198,10860,14015,8505,3452,2058,27501,16035,6713,4753
95AA,20064,6861,9419,3784,14372,4896,7077,2399,2385,759,1108,518,3307,1206,1234,867
95BB,31514,3166,21213,7135,23303,2175,16115,5013,4094,394,2787,913,4117,597,2311,1209
95CC,21594,9266,9534,2794,15928,6552,7562,1814,2029,941,776,312,3637,1773,1196,668
95DD,24817,4582,16263,3972,17844,3107,12247,2490,2778,474,1795,509,4195,1001,2221,973
95EE,11508,2965,7000,1543,8120,2161,4965,994,1437,340,896,201,1951,464,1139,348
95FF,18303,5099,10291,2913,13545,3667,7909,1969,1806,545,958,303,2952,887,1424,641
95GG,120595,46467,45058,29070,63019,25195,24454,13370,30818,11523,12930,6365,26758,9749,7674,9335
95HH,16200,1189,11071,3940,11747,812,8184,2751,2214,139,1546,529,2239,238,1341,660
95II,27733,4500,16972,6261,20896,3759,12711,4426,3882,119,2824,939,2955,622,1437,896
95JJ,23508,5267,13934,4307,15585,3342,9620,2623,3235,691,1944,600,4688,1234,2370,1084
95KK,12904,6612,4800,1492,9476,4856,3692,928,1052,502,404,146,2376,1254,704,418
95LL,35931,13953,16191,5787,23929,8858,11806,3265,4710,1897,1891,922,7292,3198,2494,1600
95MM,40779,26374,8648,5757,23600,15031,5701,2868,9271,6516,1457,1298,7908,4827,1490,1591
95NN,26206,14363,7727,4116,18706,10008,5951,2747,2575,1600,602,373,4925,2755,1174,996
95OO,20270,11205,6590,2475,14028,7477,5150,1401,2083,1247,500,336,4159,2481,940,738
95PP,23069,12168,8204,2697,16782,8675,6398,1709,2170,1330,519,321,4117,2163,1287,667
95QQ,13297,2777,8088,2432,9641,1851,6129,1661,1424,346,820,258,2232,580,1139,513
95RR,12098,6421,4443,1234,8392,4400,3208,784,1557,820,569,168,2149,1201,666,282
95SS,45723,13428,23634,8661,32686,9119,17870,5697,7699,2808,3344,1547,5338,1501,2420,1417
95TT,15037,8750,4763,1524,11106,6659,3447,1000,1278,623,515,140,2653,1468,801,384
95UU,6608,3377,2278,953,4477,2370,1511,596,890,352,414,124,1241,655,353,233
95VV,35031,24750,5609,4672,24571,17492,4261,2818,3590,2662,385,543,6870,4596,963,1311
95WW,33971,5914,20782,7275,25252,4706,15454,5092,4481,424,3043,1014,4238,784,2285,1169
95XX,33255,3411,20761,9083,25131,2489,16190,6452,3276,267,2137,872,4848,655,2434,1759
95YY,18443,11563,4863,2017,12941,8063,3688,1190,1813,1200,353,260,3689,2300,822,567
95ZZ,14817,8725,4672,1420,9674,5548,3302,824,2338,1539,543,256,2805,1638,827,340
