DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC6401NI","NS-SEC BY TENURE","All usual residents in households aged 16 to 74","1. The terms used to describe tenure are defined as:; Owner occupied: either owns outright or owns with a mortgage or loan and includes Shared ownership: pays part rent and part mortgage for this table.; Social rented: rented from Northern Ireland Housing Executive, Housing Association or Charitable Trust.; Private rented: rented from a private landlord or letting agency, employer of a household member, or relative or friend of a household member or other person and includes lives rent free for this table.; 2. NS-SeC stands for National Statistics Socio-economic Classification.; 3. In the NS-SeC classification, all full-time students are recorded in the 'Full-time students' category regardless of whether they are economically active or not."
