GeographyCode,LC2408NI0001,LC2408NI0002,LC2408NI0003,LC2408NI0004,LC2408NI0005,LC2408NI0006,LC2408NI0007,LC2408NI0008,LC2408NI0009,LC2408NI0010,LC2408NI0011,LC2408NI0012,LC2408NI0013,LC2408NI0014,LC2408NI0015,LC2408NI0016
N92000002,703275,296577,372213,34485,159659,72895,77473,9291,291016,121856,154079,15081,252600,101826,140661,10113
BHSCT,148328,60176,77559,10593,53341,22938,26282,4121,61963,24448,33117,4398,33024,12790,18160,2074
NHSCT,177914,53944,115324,8646,33276,9465,21845,1966,73877,21994,48012,3871,70761,22485,45467,2809
SEHSCT,136698,39157,88981,8560,24173,7993,14575,1605,56979,16350,36794,3835,55546,14814,37612,3120
SHSCT,131129,71338,55496,4295,23463,14129,8363,971,53579,29468,22189,1922,54087,27741,24944,1402
WHSCT,109206,71962,34853,2391,25406,18370,6408,628,44618,29596,13967,1055,39182,23996,14478,708
BELB,120595,54899,57007,8689,48321,22479,22082,3760,49528,22174,23823,3531,22746,10246,11102,1398
NEELB,165010,46779,109895,8336,31316,8323,21102,1891,68853,19195,45923,3735,64841,19261,42870,2710
SEELB,164431,44434,109533,10464,29193,8452,18775,1966,69414,18624,46088,4702,65824,17358,44670,3796
SELB,144033,78503,60925,4605,25423,15271,9106,1046,58603,32267,24278,2058,60007,30965,27541,1501
WELB,109206,71962,34853,2391,25406,18370,6408,628,44618,29596,13967,1055,39182,23996,14478,708
UKN01,120595,54899,57007,8689,48321,22479,22082,3760,49528,22174,23823,3531,22746,10246,11102,1398
UKN02,156882,33156,112961,10765,29952,6222,21532,2198,67854,14330,48619,4905,59076,12604,42810,3662
UKN03,170132,56873,104754,8505,30921,11726,17431,1764,69934,23770,42409,3755,69277,21377,44914,2986
UKN04,109318,59110,47140,3068,26581,16206,9533,842,45925,24832,19746,1347,36812,18072,17861,879
UKN05,146348,92539,50351,3458,23884,16262,6895,727,57775,36750,19482,1543,64689,39527,23974,1188
95AA,20064,7702,11176,1186,3616,1402,1974,240,8288,3256,4468,564,8160,3044,4734,382
95BB,31514,3774,25541,2199,5233,698,4125,410,12903,1529,10431,943,13378,1547,10985,846
95CC,21594,10165,10821,608,3210,1802,1290,118,8497,4103,4139,255,9887,4260,5392,235
95DD,24817,5152,18604,1061,4284,961,3090,233,10037,2101,7497,439,10496,2090,8017,389
95EE,11508,3212,7896,400,1778,454,1254,70,4731,1255,3297,179,4999,1503,3345,151
95FF,18303,5673,11847,783,2596,889,1595,112,7138,2268,4515,355,8569,2516,5737,316
95GG,120595,54899,57007,8689,48321,22479,22082,3760,49528,22174,23823,3531,22746,10246,11102,1398
95HH,16200,1543,13422,1235,3432,347,2800,285,6989,666,5774,549,5779,530,4848,401
95II,27733,5277,20552,1904,5020,459,4200,361,12435,2274,9294,867,10278,2544,7058,676
95JJ,23508,6029,16377,1102,4986,1327,3362,297,10032,2517,7030,485,8490,2185,5985,320
95KK,12904,7165,5429,310,1960,1142,743,75,5024,2799,2089,136,5920,3224,2597,99
95LL,35931,15511,18756,1664,7946,3993,3502,451,15489,6765,7971,753,12496,4753,7283,460
95MM,40779,29734,10087,958,12839,9883,2624,332,17083,12458,4222,403,10857,7393,3241,223
95NN,26206,15870,9363,973,4373,2942,1267,164,10485,6505,3556,424,11348,6423,4540,385
95OO,20270,12372,7412,486,3245,2185,951,109,8139,4980,2938,221,8886,5207,3523,156
95PP,23069,13235,9231,603,3702,2351,1249,102,9098,5224,3591,283,10269,5660,4391,218
95QQ,13297,3191,9467,639,2873,841,1878,154,5594,1346,3971,277,4830,1004,3618,208
95RR,12098,6878,4949,271,2359,1415,865,79,5013,2840,2054,119,4726,2623,2030,73
95SS,45723,15205,28044,2474,8752,3567,4716,469,19170,6481,11543,1146,17801,5157,11785,859
95TT,15037,9366,5366,305,2152,1236,859,57,5511,3362,2012,137,7374,4768,2495,111
95UU,6608,3761,2677,170,1262,692,536,34,2832,1618,1130,84,2514,1451,1011,52
95VV,35031,27617,6660,754,6466,5260,1025,181,14316,11352,2626,338,14249,11005,3009,235
95WW,33971,6823,24910,2238,6933,1063,5349,521,14839,3074,10744,1021,12199,2686,8817,696
95XX,33255,4308,26033,2914,5815,786,4467,562,14421,1835,11264,1322,13019,1687,10302,1030
95YY,18443,12619,5432,392,3149,2286,778,85,7190,4930,2087,173,8104,5403,2567,134
95ZZ,14817,9496,5154,167,3357,2435,892,30,6234,4144,2013,77,5226,2917,2249,60
